lexicon_id,lexicon_word,occurrences,modified_lexicon_entry,med_id,med_word,year,french_etymology,other_etymology,unknown_etymology,french_occurrences,other_occurrences,unknown_occurrences,pos_tag
0,a,4300,,5,a,1400,1,0,0,4300.0,,,prep.(2)
1,abac,1,,26,abak,1175,0,1,0,,1.0,,adv.
2,abad,1,,136,abōd,1225,0,1,0,,1.0,,n.
4,abade,7,,88,abīden,1121,0,1,0,,7.0,,v.
5,abandoun,1,,30,abandǒun,1250,1,0,0,1.0,,,adv.
6,abast,1,,22,abaishen,1387,1,1,0,1.0,1.0,,v.
7,abat,1,abaten,36,abāten,1300,1,0,0,1.0,,,v.
8,abate,3,,34,abatailment,1400,0,0,1,,,3.0,n.
9,abated,2,abaten,36,abāten,1300,1,0,0,2.0,,,v.
10,abaten,1,,36,abāten,1300,1,0,0,1.0,,,v.
11,abaten,1,,36,abāten,1300,1,0,0,1.0,,,v.
12,abaundoun,1,abaundun,30,abandǒun,1250,1,0,0,1.0,,,adv.
13,abbai,2,,39,abbā,1384,0,1,0,,2.0,,n.
14,abbay,14,,39,abbā,1384,0,1,0,,14.0,,n.
15,abbays,1,abbay,39,abbā,1384,0,1,0,,1.0,,n.
16,abbesse,14,,45,abbes(se,1300,1,0,0,14.0,,,n.
17,abbeys,1,abey,92,abīen,1126,0,1,0,,1.0,,v.
18,abbot,6,,50,abbot,1121,0,1,0,,6.0,,n.
19,abbotes,4,,51,abbotes horn,1410,0,0,1,,,4.0,phr.
20,abed,2,,86,abidden,1150,0,1,0,,2.0,,v.
21,abedde,2,,59,abedde,1175,0,0,1,,,2.0,adv.
22,abegge,2,abeggen,92,abīen,1126,0,1,0,,2.0,,v.
23,abegge(d),1,,61,abeggeþ,1395,0,0,1,,,1.0,adv.
25,abet,1,,76,abet(te,1330,1,1,0,1.0,1.0,,n.
26,abey,1,,92,abīen,1126,0,1,0,,1.0,,v.
27,abeye,1,,92,abīen,1126,0,1,0,,1.0,,v.
29,abid,2,,88,abīden,1121,0,1,0,,2.0,,v.
30,abide,146,,87,abīde,1330,0,0,1,,,146.0,n.
31,abiden,10,,88,abīden,1121,0,1,0,,10.0,,v.
33,abideþ,2,,88,abīden,1121,0,1,0,,2.0,,v.
34,abie,4,,63,abeien,1300,0,1,0,,4.0,,v.
36,abigge,24,abiggen,92,abīen,1126,0,1,0,,24.0,,v.
38,abist,1,ab,12,a-angred,1450,0,0,1,,,1.0,ppl.
39,abite,2,,19738,habī̆t,1230,1,0,0,2.0,,,n.
40,abland,1,,123,ablē̆nden,1175,0,1,0,,1.0,,v.
41,ablent,3,,123,ablē̆nden,1175,0,1,0,,3.0,,v.
43,ablod,1,,128,ablọ̄d(e,1225,0,0,1,,,1.0,adv. & predicate adj.
44,ablode,1,,128,ablọ̄d(e,1225,0,0,1,,,1.0,adv. & predicate adj.
45,abobbed,1,,134,abobbed,1390,1,0,0,1.0,,,ppl. as n.
46,abod,27,,136,abōd,1225,0,1,0,,27.0,,n.
47,abode,5,,60,abẹ̄den,1275,0,1,0,,5.0,,v.
48,abone,1,aboune,173,abǒve(n,1200,0,1,0,,1.0,,adv.
49,abood,8,abod,136,abōd,1225,0,1,0,,8.0,,n.
50,abot,8,,88,abīden,1121,0,1,0,,8.0,,v.
51,abotes,1,aboten,160,abǒute(n,1121,0,1,0,,1.0,,adv.
52,aboue,55,,170,abǒve-,1382,0,1,0,,55.0,,pref.
53,abouen,5,,172,abǒven,1500,0,0,1,,,5.0,v.
54,abouȝt,9,abought,160,abǒute(n,1121,0,1,0,,9.0,,adv.
55,about,129,,168,abǒut(e)-wā̆rd,1425,0,0,1,,,129.0,adj.
56,aboute,96,,160,abǒute(n,1121,0,1,0,,96.0,,adv.
57,abouten,31,,160,abǒute(n,1121,0,1,0,,31.0,,adv.
58,abrad,1,,179,abrēden,1275,0,1,0,,1.0,,v.
60,abraid,2,,184,abreiden,1175,0,1,0,,2.0,,v.(1)
61,abraide,1,,184,abreiden,1175,0,1,0,,1.0,,v.(1)
62,abrayd,2,,184,abreiden,1175,0,1,0,,2.0,,v.(1)
63,abreidest,1,abreiden,184,abreiden,1175,0,1,0,,1.0,,v.(1)
64,abreke,1,abreken,187,abrēken,1155,0,1,0,,1.0,,v.
65,abrod,4,,197,abrōd,1425,0,0,1,,,4.0,prep.
66,abrode,2,,198,abrōd(e,1300,0,0,1,,,2.0,adv.(1)
68,abugge,2,,92,abīen,1126,0,1,0,,2.0,,v.
69,abuten,1,,160,abǒute(n,1121,0,1,0,,1.0,,adv.
70,abye,3,,63,abeien,1300,0,1,0,,3.0,,v.
72,ac,705,,248,ac,1121,0,1,0,,705.0,,conj.
73,acast,1,,253,acasten,1225,0,0,1,,,1.0,v.
74,acc,1,ac,248,ac,1121,0,1,0,,1.0,,conj.
76,acent,3,,2576,assent,1330,1,0,0,3.0,,,n.
77,acente,1,acenten,2578,assenten,1300,1,0,0,1.0,,,v.
78,acenteden,1,acenten,2578,assenten,1300,1,0,0,1.0,,,v.
80,achaunged,1,,347,achaunǧed,1330,0,0,1,,,1.0,ppl.
82,achesoun,1,,352,achēsǒun,1330,1,1,0,1.0,1.0,,n.
83,acheue,1,acheuen,357,achẹ̄ven,1300,1,0,0,1.0,,,v.
85,acloied,2,acloien,365,acloien,1330,1,1,0,2.0,2.0,,v.
86,acoild,1,,372,acōld,1330,0,0,1,,,1.0,adj.
87,acolite,1,,378,acōlī̆t(e,1300,1,1,0,1.0,1.0,,n.
89,acombred,1,acombren,383,acǒmbren,1275,1,0,0,1.0,,,v.
90,acontred,1,acontren,395,acǒuntren,1330,1,0,0,1.0,,,v.
91,acord,30,,289,accō̆rd,1275,1,0,0,30.0,,,n.
92,acordaunce,1,acordance,291,accō̆rdaunce,1400,1,0,0,1.0,,,n.
93,acorde,1,,289,accō̆rd,1275,1,0,0,1.0,,,n.
94,acorded,9,,30584,ō̆ne-acorded,1440,0,0,1,,,9.0,ppl.
95,acordeden,1,acorden,295,accō̆rden,1121,1,0,0,1.0,,,v.
96,acordement,2,accordement,294,accō̆rdement,1330,1,0,0,2.0,,,n.
97,acordi,3,acordin,295,accō̆rden,1121,1,0,0,3.0,,,v.
98,acording,1,acorden,295,accō̆rden,1121,1,0,0,1.0,,,v.
99,acordy,2,acordyn,295,accō̆rden,1121,1,0,0,2.0,,,v.
100,acore,1,acoren,390,acōr(i)en,1200,0,1,0,,1.0,,v.
101,acost,2,,392,acōst,1330,1,0,0,2.0,,,adv.
104,acounted,1,,305,accǒunten,1300,1,1,0,1.0,1.0,,v.
105,acountes,1,acounten,305,accǒunten,1300,1,1,0,1.0,1.0,,v.
106,acountre,1,,394,acǒuntre,1400,0,0,1,,,1.0,prep.
107,acoupement,1,,396,acǒupement,1300,1,0,0,1.0,,,n.
108,acre,4,,403,acre,1425,0,1,0,,4.0,,adj.
109,acremen,1,acreman,973,aker-man,1222,0,1,0,,1.0,,n.
110,acren,1,,982,ā̆korn,1200,0,1,0,,1.0,,n.
112,actoun,2,,975,aketǒun,1328,1,1,0,2.0,2.0,,n.
115,acumbre,1,acumbren,383,acǒmbren,1275,1,0,0,1.0,,,v.
116,acumbred,1,acumbren,383,acǒmbren,1275,1,0,0,1.0,,,v.
117,acursed,6,acursen,431,acursen,1225,0,1,0,,6.0,,v.
118,acurssed,2,acursen,431,acursen,1225,0,1,0,,2.0,,v.
119,acurssedliche,1,acursedliche,430,acursedlīche,1330,0,0,1,,,1.0,adv.
120,ad,1,,439,ād,1175,0,1,0,,1.0,,n.
121,adai,1,,441,a dai,1200,0,1,0,,1.0,,phrase& adv.
122,adam,88,,443,Adā̆m,1175,0,0,1,,,88.0,n.
126,aday,4,,441,a dai,1200,0,1,0,,4.0,,phrase& adv.
127,adden,2,,457,adden,1387,0,1,0,,2.0,,v.
128,adder,8,,29007,naddre-wort,1200,0,1,0,,8.0,,n.
129,addre,2,,5587,bosk-addre,1425,0,0,1,,,2.0,n.
130,adere,1,aderen,471,adē̆r(i)en,1450,0,1,0,,1.0,,v.
131,ades,1,aden,31005,ōth,1121,0,1,0,,1.0,,n.
132,adiȝt,2,adight,485,adighten,1225,0,0,1,,,2.0,v.
133,adihten,1,adighten,485,adighten,1225,0,0,1,,,1.0,v.
134,adite,1,aditen,490,adīten,1330,0,0,1,,,1.0,v.
135,adiuel,1,,490,adīten,1330,0,0,1,,,1.0,v.
136,adon,3,,534,adọ̄n,1175,0,1,0,,3.0,,v.
137,adoun,231,,542,adǒun,1175,0,1,0,,231.0,,adv.
138,adoune,5,adune,542,adǒun,1175,0,1,0,,5.0,,adv.
139,adounriȝt,1,adounright,545,adǒun-right,1225,0,0,1,,,1.0,adv.
140,adouted,3,,552,adǒuten,1300,0,0,1,,,3.0,v.
141,adrad,20,,556,adrēden,1200,0,1,0,,20.0,,v.
142,adradde,2,,556,adrēden,1200,0,1,0,,2.0,,v.
146,adrawe,2,,555,adrauen,1275,0,1,0,,2.0,,v.
147,adred,8,,556,adrēden,1200,0,1,0,,8.0,,v.
148,adredde,2,,556,adrēden,1200,0,1,0,,2.0,,v.
149,adrede,6,adreden,556,adrēden,1200,0,1,0,,6.0,,v.
151,adreint,3,,558,adrenchen,1126,0,1,0,,3.0,,v.
152,adrenche,2,adrenchen,558,adrenchen,1126,0,1,0,,2.0,,v.
153,adrenched,3,,558,adrenchen,1126,0,1,0,,3.0,,v.
154,adreynt,2,,558,adrenchen,1126,0,1,0,,2.0,,v.
156,afeld,3,,658,afẹ̄ld(e,1300,0,0,1,,,3.0,adv.
157,afelled,2,,660,afellen,1175,0,1,0,,2.0,,v.
158,afeng,1,,759,afọ̄n,1225,0,1,0,,1.0,,v.
159,afenge,1,aufen,3004,aufin,1440,1,1,0,1.0,1.0,,n.
160,afer,1,,661,afer,1300,0,0,1,,,1.0,adv.
161,aferd,21,afferd,663,afēred,1200,0,0,1,,,21.0,ppl.
162,afere,3,,662,afēre,1410,0,0,1,,,3.0,adv.
163,afered,15,,663,afēred,1200,0,0,1,,,15.0,ppl.
164,affie,1,,703,affīe,1380,1,1,0,1.0,1.0,,n.
165,affied,1,affien,704,affīen,1330,1,0,0,1.0,,,v.
166,affliccioun,1,,715,afflicciǒun,1330,1,1,0,1.0,1.0,,n.
169,afie,1,afien,704,affīen,1330,1,0,0,1.0,,,v.
170,afin,11,,740,afīn(e,1325,1,0,0,11.0,,,adv.
171,afine,8,,740,afīn(e,1325,1,0,0,8.0,,,adv.
172,afingred,1,,742,afingred,1300,0,1,0,,1.0,,ppl.
173,afins,1,afin,740,afīn(e,1325,1,0,0,1.0,,,adv.
175,aflicc[i]oun,2,affliccioun,715,afflicciǒun,1330,1,1,0,2.0,2.0,,n.
176,afliȝt,2,aflight,717,afflight,1350,1,1,0,2.0,2.0,,ppl.
177,afo,4,afon,759,afọ̄n,1225,0,1,0,,4.0,,v.
178,afoild,1,,758,afọ̄led,1275,1,0,0,1.0,,,ppl.
179,afong,20,,759,afọ̄n,1225,0,1,0,,20.0,,v.
180,afonge,1,,759,afọ̄n,1225,0,1,0,,1.0,,v.
181,afor,2,,764,afōr(e,1380,0,0,1,,,2.0,prep.
182,aforce,1,,762,afō̆rce,1380,1,1,0,1.0,1.0,,adv.
183,aforced,1,aforcen,725,affō̆rcen,1300,1,0,0,1.0,,,v.
184,aforn,1,,778,afō̆rn-,1439,0,0,1,,,1.0,pref.
186,afot,18,afote,786,afọ̄te,1275,0,1,0,,18.0,,adv. & predicate adj.
187,afote,2,,786,afọ̄te,1275,0,1,0,,2.0,,adv. & predicate adj.
188,afraid,2,,728,affraien,1330,1,0,0,2.0,,,v.(1)
189,afraien,1,affraien,728,affraien,1330,1,0,0,1.0,,,v.(1)
190,afrayd,2,,728,affraien,1330,1,0,0,2.0,,,v.(1)
191,afreyd,1,,728,affraien,1330,1,0,0,1.0,,,v.(1)
192,afriȝt,5,afright,793,afrighten,1175,0,1,0,,5.0,,v.
193,afrounted,1,afrounten,795,afrǒunten,1330,1,0,0,1.0,,,v.
194,after,463,,801,after,1150,0,1,0,,463.0,,adv.
197,afterwar[d],1,afterwarde,45146,thē̆r-afterward,1300,0,0,1,,,1.0,adv.
198,afterward,50,,811,after-ward,1175,0,0,1,,,50.0,prep.
199,afterwardes,1,,20440,hẹ̄r-after-wā̆rdes,1395,0,0,1,,,1.0,adv.
200,afyn,2,,740,afīn(e,1325,1,0,0,2.0,,,adv.
202,again,3,,826,ageinen,1275,0,1,0,,3.0,,v.
203,agame,2,,813,agāme,1300,0,0,1,,,2.0,adv.
204,agan,3,,852,aginnen,1121,0,1,0,,3.0,,v.
205,agas,1,,817,agās,1440,1,0,0,1.0,,,n.
206,agast,19,,819,agasten,1225,0,1,0,,19.0,,v.
207,agaste,6,agasten,819,agasten,1225,0,1,0,,6.0,,v.
208,age,9,,822,āǧe,1275,1,0,0,9.0,,,n.
209,agein,1,,3336,ayẹ̄n-cǒming,1382,1,1,0,1.0,1.0,,ger.
210,agelt,1,agelten,851,agilten,1175,0,1,0,,1.0,,v.
211,agilt,8,,850,agilt,1400,0,0,1,,,8.0,n.
212,agin,2,agen,827,āǧen,1420,1,0,0,2.0,,,v.
214,aginne,2,aginnen,852,aginnen,1121,0,1,0,,2.0,,v.
216,ago,23,,875,agōn,1225,0,1,0,,23.0,,v.
217,agon,17,,875,agōn,1225,0,1,0,,17.0,,v.
218,agrame,1,,878,agraithing,1340,0,0,1,,,1.0,ger.
219,agramed,8,agramen,879,agrāmen,1300,0,1,0,,8.0,,v.
222,agremed,4,,890,agrēmed,1300,0,1,0,,4.0,,ppl.
224,agreue,1,,888,agrẹ̄f,1390,1,0,0,1.0,,,adv.
225,agreued,14,agreuen,896,agrẹ̄ven,1330,1,0,0,14.0,,,v.
228,agriis,1,agrie,42652,stā̆phis-ā̆gre,1200,1,1,0,1.0,1.0,,n.
229,agrise,11,,903,agrīsen,1225,0,1,0,,11.0,,v.
230,agrisen,2,,903,agrīsen,1225,0,1,0,,2.0,,v.
231,agrist,1,ag,886,agrẹ̄en,1399,1,0,0,1.0,,,v.
233,agros,15,,903,agrīsen,1225,0,1,0,,15.0,,v.
236,agult,6,agulten,851,agilten,1175,0,1,0,,6.0,,v.
237,aȝain,2,aȝaen,31051,ouen,1121,0,1,0,,2.0,,v.
238,aȝaines,1,,45154,thē̆r-ayẹ̄nes,1225,0,0,1,,,1.0,adv.
239,aȝan,1,,3328,ayẹ̄n,1175,0,1,0,,1.0,,adv.
240,aȝe,3,,3324,ayẹ̄,1300,0,0,1,,,3.0,adv.
241,aȝein,36,,3347,ayẹ̄n-stō̆nden,1275,0,1,0,,36.0,,v.
242,aȝeines,2,,46054,tọ̄̆ayẹ̄ns,1230,0,0,1,,,2.0,prep.
243,aȝeld,1,atheld,2795,at-hōlden,1150,0,1,0,,1.0,,v.
244,aȝen,88,,829,āʒen-slaʒa,1225,0,1,0,,88.0,,n.
245,aȝene,1,,31050,ouen,1121,0,1,0,,1.0,,adj.
246,aȝenes,18,,31050,ouen,1121,0,1,0,,18.0,,adj.
247,aȝens,1,,46054,tọ̄̆ayẹ̄ns,1230,0,0,1,,,1.0,prep.
248,aȝhens,1,aȝhen,31050,ouen,1121,0,1,0,,1.0,,adj.
249,aȝild,2,aȝilden,3327,ayẹ̄lden,1175,0,1,0,,2.0,,v.
251,aȝur,1,,2718,ā̆sūr,1330,1,1,0,1.0,1.0,,n.(1) & adj.
252,ahȝe,1,ahye,921,ahīgh,1350,0,0,1,,,1.0,adv.
253,ai,4,,927,ai,1175,0,1,0,,4.0,,adv.
255,aiȝteden,1,aiyten,3356,ayiten,1200,0,1,0,,1.0,,v.
256,ailed,1,eilen,13162,eilen,1175,0,1,0,,1.0,,v.
257,ailen,1,eilen,13162,eilen,1175,0,1,0,,1.0,,v.
259,ain,1,,935,ain,1325,0,1,0,,1.0,,num.
260,air,25,,939,air,1230,1,1,0,25.0,25.0,,n.(1)
261,aire,3,,941,air(e,1330,1,1,0,3.0,3.0,,n.
262,aires,3,airen,944,airen,1472,0,0,1,,,3.0,v.(2)
263,airs,1,air,939,air,1230,1,1,0,1.0,1.0,,n.(1)
264,ais,1,,2598,assh(e,1167,0,1,0,,1.0,,n.(1)
265,aise,14,,14462,ēsẹ̄,1230,1,0,0,14.0,,,adj.
266,aisil,1,,948,aisel,1200,1,0,0,1.0,,,n.
267,aiþer,51,aiþ,31005,ōth,1121,0,1,0,,51.0,,n.
268,akale,1,,251,acāle,1300,0,1,0,,1.0,,adj.
269,ake,3,,348,āche,1200,0,1,0,,3.0,,n.(1)
271,aketoun,6,,975,aketǒun,1328,1,1,0,6.0,6.0,,n.
272,aketouns,1,aketoun,975,aketǒun,1328,1,1,0,1.0,1.0,,n.
274,aknawe,4,,981,aknoue(n,1300,0,1,0,,4.0,,ppl. (orig. adj.)
275,aknewes,2,,979,aknẹ̄(s,1175,0,1,0,,2.0,,adv.
276,aknowe,6,,979,aknẹ̄(s,1175,0,1,0,,6.0,,adv.
278,akres,1,,982,ā̆korn,1200,0,1,0,,1.0,,n.
279,aktoun,1,,975,aketǒun,1328,1,1,0,1.0,1.0,,n.
280,al,2134,,984,al,1230,0,1,0,,2134.0,,n.
283,alaine,1,,1001,alaine,1330,1,0,0,1.0,,,n.
284,alan,1,,1241,al-ōn(e,1175,0,0,1,,,1.0,adv. & adj.
285,alang,1,,1244,alō̆ng,1275,1,1,0,1.0,1.0,,adv. & prep.
286,alange,1,,13251,elenge,1300,0,1,0,,1.0,,adj.
287,alangenes,1,alangen,13253,elengen,1330,0,0,1,,,1.0,v.
288,alangen,1,,13253,elengen,1330,0,0,1,,,1.0,v.
289,alayd,1,,1060,aleien,1121,0,1,0,,1.0,,v.
294,alblast,12,,2097,arblastēr,1159,1,0,0,12.0,,,n.
295,alblasters,3,alblaster,2097,arblastēr,1159,1,0,0,3.0,,,n.
299,ald,1,,30496,ōld(e-fā̆der,1155,0,1,0,,1.0,,n.
300,alday,3,,1036,al dai,1175,0,0,1,,,3.0,phr. & adv.
301,alder,16,,1039,alder,1225,0,1,0,,16.0,,n.(1)
303,alderest,1,alde,503,ā̆dle,1175,0,1,0,,1.0,,n.
307,alderman,2,,1044,alder-man,1120,0,1,0,,2.0,,n.
308,aldermest,3,aldermen,1044,alder-man,1120,0,1,0,,3.0,,n.
311,ale,10,,1051,āle,1121,0,1,0,,10.0,,n.
312,aleccioun,1,,13226,ē̆lecciǒun,1300,1,1,0,1.0,1.0,,n.
313,aleft,1,,1055,a-left,1330,0,0,1,,,1.0,adv.
314,a-left,1,,1055,a-left,1330,0,0,1,,,1.0,adv.
316,alegge,1,,1060,aleien,1121,0,1,0,,1.0,,v.
319,alende,1,alen,13162,eilen,1175,0,1,0,,1.0,,v.
320,alenge,2,,13251,elenge,1300,0,1,0,,2.0,,adj.
322,aleyd,2,,1060,aleien,1121,0,1,0,,2.0,,v.
325,algat,4,algate,1092,al-gāte(s,1200,0,1,0,,4.0,,adv.
326,algate,3,,1092,al-gāte(s,1200,0,1,0,,3.0,,adv.
327,aliche,5,,1112,alīche,1325,0,1,0,,5.0,,adv.
328,alied,1,,19842,halīhēd,1325,0,0,1,,,1.0,n.
329,alien,1,,1113,āliē̆n,1382,0,0,1,,,1.0,n.
330,aliȝt,33,alight,1123,alighten,1123,0,1,0,,33.0,,v.(1)
331,aliȝte,6,alighten,1124,alighten,1200,0,1,0,,6.0,,v.(2)
333,alisaun[d]er,1,alisavnder,1135,alisa(u)ndre,1300,1,1,0,1.0,1.0,,n.
338,aliue,16,,1140,alīve,1225,0,0,1,,,16.0,adv. & adj.
339,all,6,,1242,al-ōnelī,1307,0,0,1,,,6.0,adv.
340,allas,199,alas,1014,alā̆s,1230,1,0,0,199.0,,,interj.
341,alle,1113,,1300,al-thing,1121,0,0,1,,,1113.0,n. & (earlier) phr.
342,al(l)e,1,,31511,ō̆ver-al,1126,0,1,0,,1.0,,adv.
343,allegge,1,alleggen,1165,alleǧǧen,1375,1,0,0,1.0,,,v.(2)
344,aller,1,,1041,alder-,1126,0,0,1,,,1.0,pref.
346,allinge,1,,1185,allinge(s,1200,0,1,0,,1.0,,adv.
347,allone,2,,1241,al-ōn(e,1175,0,0,1,,,2.0,adv. & adj.
348,allso,1,also,1277,alsō,1131,0,1,0,,1.0,,adv.
349,almain,1,almein,1061,Alemaine,1275,1,0,0,1.0,,,n.
352,almains,1,almein,1061,Alemaine,1275,1,0,0,1.0,,,n.
354,almast,14,,1227,al-mōst,1123,0,1,0,,14.0,,adv.
355,almaund,1,almaunden,1205,alma(u)ndīn,1400,0,1,0,,1.0,,adj.
364,almes,1,,1213,almes(se,1160,1,1,0,1.0,1.0,,n.
365,almesdede,5,,1209,almes-dēde,1175,0,1,0,,5.0,,n.
366,almesse,2,,1213,almes(se,1160,1,1,0,2.0,2.0,,n.
367,almest,16,,1227,al-mōst,1123,0,1,0,,16.0,,adv.
371,almiȝt,37,almight,1218,al-might,1425,0,1,0,,37.0,,n.
372,almiȝte,3,almighten,1224,al-mightī̆n,1175,0,1,0,,3.0,,adj.
373,almiȝten,5,almighten,1224,al-mightī̆n,1175,0,1,0,,5.0,,adj.
374,almiȝti,24,almighti,1222,al-mightī,1121,0,1,0,,24.0,,adj. (& n.)
375,almiht,3,almight,1218,al-might,1425,0,1,0,,3.0,,n.
377,almihti,2,almighti,1222,al-mightī,1121,0,1,0,,2.0,,adj. (& n.)
378,almis,1,alm,1211,almes-gern,1225,0,1,0,,1.0,,adj.
379,almos,1,,1215,almes(se-hǒus,1395,0,0,1,,,1.0,n.
381,almose,1,,1213,almes(se,1160,1,1,0,1.0,1.0,,n.
383,almost,12,,1227,al-mōst,1123,0,1,0,,12.0,,adv.
384,almusles,1,,1212,almeslēs,1330,0,0,1,,,1.0,adj.
385,aloft,4,,1232,aloft(e,1175,0,1,0,,4.0,,adv.
386,aloge,1,alogen,1234,alō̆ǧen,1330,1,0,0,1.0,,,v.
387,alome,1,alumen,1308,alūmen,1425,0,1,0,,1.0,,n.
388,alon,42,,1241,al-ōn(e,1175,0,0,1,,,42.0,adv. & adj.
389,alond,1,,1240,alō̆nd(e,1225,0,0,1,,,1.0,adv.
390,alone,15,,1241,al-ōn(e,1175,0,0,1,,,15.0,adv. & adj.
391,along,4,,1243,alō̆ng,1389,0,1,0,,4.0,,adj.
392,alosed,1,,1250,alōsen,1300,1,0,0,1.0,,,v.
393,alou(n)de,1,aloen,1231,alōe(s,1200,0,1,0,,1.0,,n.
394,aloude,3,,1253,alǒud(e,1325,0,0,1,,,3.0,adv.
395,alours,1,alour,1255,alǒur,1215,1,1,0,1.0,1.0,,n.
396,alout,1,,1258,al-ǒut,1300,0,0,1,,,1.0,adv.
397,aloute,2,,1259,alǒuten,1250,0,1,0,,2.0,,v.
398,alpes,1,,1267,Alpes,1387,0,1,0,,1.0,,n.
400,als,120,,2398,as,1150,0,1,0,,120.0,,conj.
401,alse,27,,2398,as,1150,0,1,0,,27.0,,conj.
402,also,494,,1277,alsō,1131,0,1,0,,494.0,,adv.
404,alswich,2,,1280,al-swich,1160,0,0,1,,,2.0,adj. & adv.
405,altered,1,alteren,1291,alteren,1398,0,1,0,,1.0,,v.
406,altogeder,2,,1306,al togeder,1160,0,0,1,,,2.0,phr. & adv.
408,alþeih,1,alþeigh,1301,al-though,1340,0,0,1,,,1.0,conj.
409,alþer,3,,985,al,1121,0,1,0,,3.0,,limiting adj. & n.
413,alþrest,1,alȝ,1277,alsō,1131,0,1,0,,1.0,,adv.
414,alway,3,,1319,al-wei,1225,0,1,0,,3.0,,adv.
415,alweldinde,1,,1320,al-wēlding,1175,0,1,0,,1.0,,ppl.
416,am,101,,13386,embrēven,1225,1,1,0,101.0,101.0,,v.
419,amang,11,,1465,among(es,1200,0,0,1,,,11.0,adv.
420,amay,1,amayen,1334,amaien,1330,1,0,0,1.0,,,v.
422,amblinde,1,amblen,1370,amblen,1330,1,1,0,1.0,1.0,,v.
423,ambling,2,,1373,ambling ringes,1450,0,0,1,,,2.0,n. (plural)
424,amen,16,,1390,āmen,1375,1,1,0,16.0,16.0,,v.
425,amend,2,,1393,amend(e)ment,1230,1,0,0,2.0,,,n.
426,amende,22,,1396,amē̆nde(s,1330,1,0,0,22.0,,,n.
427,amended,2,amenden,1394,amē̆nden,1230,1,1,0,2.0,2.0,,v.
428,amendement,8,,1393,amend(e)ment,1230,1,0,0,8.0,,,n.
429,amenden,7,,1394,amē̆nden,1230,1,1,0,7.0,7.0,,v.
430,amendes,4,,1396,amē̆nde(s,1330,1,0,0,4.0,,,n.
431,amerail,6,,1443,amirāl,1275,1,1,0,6.0,6.0,,n.
433,ameral,15,,1443,amirāl,1275,1,1,0,15.0,15.0,,n.
435,amerales,1,ameral,1443,amirāl,1275,1,1,0,1.0,1.0,,n.
437,amere,1,am,13386,embrēven,1225,1,1,0,1.0,1.0,,v.
439,amerous,1,,1472,amorǒus,1330,1,0,0,1.0,,,adj.
440,amerueiled,1,amerueilled,1417,amerveilled,1330,1,0,0,1.0,,,ppl.
441,ameuede,1,ameuen,1424,amẹ̄ven,1330,1,0,0,1.0,,,v.
442,ami,5,,1438,amī(e,1230,1,0,0,5.0,,,n.
443,amid,14,,1431,amid(de,1200,0,1,0,,14.0,,adv. & prep.
444,amidde,12,,1431,amid(de,1200,0,1,0,,12.0,,adv. & prep.
445,amiddes,4,,1431,amid(de,1200,0,1,0,,4.0,,adv. & prep.
446,amide,3,amen,1390,āmen,1375,1,1,0,3.0,3.0,,v.
448,amidward,15,,1437,amid-ward,1225,0,0,1,,,15.0,adv. & prep.
451,amirail,2,,1443,amirāl,1275,1,1,0,2.0,2.0,,n.
453,amiral,8,,1443,amirāl,1275,1,1,0,8.0,8.0,,n.
454,amirales,1,amiral,1443,amirāl,1275,1,1,0,1.0,1.0,,n.
455,amirals,1,amiral,1443,amirāl,1275,1,1,0,1.0,1.0,,n.
457,amirayls,1,amirayl,1443,amirāl,1275,1,1,0,1.0,1.0,,n.
458,amireld,1,,1443,amirāl,1275,1,1,0,1.0,1.0,,n.
459,amis,132,,1448,amis,1225,0,1,0,,132.0,,adv.
461,amoeuede,1,amoeuen,1424,amẹ̄ven,1330,1,0,0,1.0,,,v.
462,amonestement,1,,1462,amonestement,1275,1,0,0,1.0,,,n.
463,among,125,,1465,among(es,1200,0,0,1,,,125.0,adv.
464,amonges,14,,1465,among(es,1200,0,0,1,,,14.0,adv.
468,amorewe,21,,1478,amorwe(n,1200,0,1,0,,21.0,,adv.
469,amorewen,3,,1478,amorwe(n,1200,0,1,0,,3.0,,adv.
471,amorn,1,,1478,amorwe(n,1200,0,1,0,,1.0,,adv.
472,amorw,1,amorwen,1478,amorwe(n,1200,0,1,0,,1.0,,adv.
473,amorwe,71,,1478,amorwe(n,1200,0,1,0,,71.0,,adv.
474,amorwen,2,,1478,amorwe(n,1200,0,1,0,,2.0,,adv.
475,amour,23,,1483,amǒur,1400,1,0,0,23.0,,,n.(2)
476,amoures,1,,32365,par amǒur(e,1300,1,0,0,1.0,,,adverbial phr.
478,amur,1,,32364,paramǒur(e,1297,0,0,1,,,1.0,n.
479,amy,1,,1438,amī(e,1230,1,0,0,1.0,,,n.
480,amydde,1,,1431,amid(de,1200,0,1,0,,1.0,,adv. & prep.
481,amys,2,,1448,amis,1225,0,1,0,,2.0,,adv.
482,an,649,,1505,an-,0,1,1,0,649.0,649.0,,pref.(4)
484,[an]gel,2,aungel,3046,aunǧel,1150,1,1,0,2.0,2.0,,n.
486,anan,2,,1714,an-ōn,1121,0,1,0,,2.0,,adv. & conj.
489,ancesters,1,auncester,3037,auncestre,1300,1,0,0,1.0,,,n.
492,and,4360,,1536,and,1100,0,1,0,,4360.0,,conj. (& adv.)
493,an(d),2,,1536,and,1100,0,1,0,,2.0,,conj. (& adv.)
