lexicon_id,lexicon_word,occurrences,modified_lexicon_entry,med_id,med_word,year,french_etymology,other_etymology,unknown_etymology,french_occurrences,other_occurrences,unknown_occurrences,pos_tag
12677,slepeinge,1,slepen,40832,slẹ̄pen,1150,0,1,0,,1.0,,v.
12678,slepen,1,,40832,slẹ̄pen,1150,0,1,0,,1.0,,v.
12679,slepend,1,slepen,40832,slẹ̄pen,1150,0,1,0,,1.0,,v.
12680,slepende,2,slepen,40832,slẹ̄pen,1150,0,1,0,,2.0,,v.
12681,slepestow,2,slepestou,40832,slẹ̄pen,1150,0,1,0,,2.0,,v.
12682,slepeþ,2,,40832,slẹ̄pen,1150,0,1,0,,2.0,,v.
12683,slept,2,,40832,slẹ̄pen,1150,0,1,0,,2.0,,v.
12684,sleptest,1,slepten,40832,slẹ̄pen,1150,0,1,0,,1.0,,v.
12685,sles,1,slen,40820,slēn,1150,0,1,0,,1.0,,v.
12686,slest,2,,40820,slēn,1150,0,1,0,,2.0,,v.
12687,sleþ,6,,40841,slẹ̄t,1263,0,1,0,,6.0,,n.(1)
12688,sleue,3,,40858,slẹ̄ve,1176,0,1,0,,3.0,,n.
12689,sleuen,1,,40860,slẹ̄ven,1440,0,0,1,,,1.0,v.
12690,sleuthe,1,,40853,sleuthe,1150,0,1,0,,1.0,,n.
12691,sleuþe,3,,40853,sleuthe,1150,0,1,0,,3.0,,n.
12692,sleuþes,1,sleuþen,40854,sleuthen,1225,0,0,1,,,1.0,v.
12693,slewþe,1,sleuþe,40853,sleuthe,1150,0,1,0,,1.0,,n.
12694,sleye,5,,40799,sleie,1246,0,1,0,,5.0,,n.
12696,sleyn,19,,40820,slēn,1150,0,1,0,,19.0,,v.
12697,sleynt,1,,40824,slengen,1230,0,1,0,,1.0,,v.
12698,sleyntt,1,sleynt,40824,slengen,1230,0,1,0,,1.0,,v.
12699,slider,1,,40870,slider,1390,0,0,1,,,1.0,adv.
12700,slie,1,,40801,sleigh,1175,0,1,0,,1.0,,adj.
12701,sliȝ,1,,40801,sleigh,1175,0,1,0,,1.0,,adj.
12702,slike,1,,40882,slī̆k(e,1181,0,1,0,,1.0,,adj.
12703,slinge,1,,40896,sling(e,1323,1,1,0,1.0,1.0,,n.
12704,slinte,1,,40828,slenten,1330,0,1,0,,1.0,,v.
12705,slintte,1,,40828,slenten,1330,0,1,0,,1.0,,v.
12706,slit,8,,40917,slit(te,1200,0,1,0,,8.0,,n.
12707,slitt,4,slit,40917,slit(te,1200,0,1,0,,4.0,,n.
12708,slitte,2,,40917,slit(te,1200,0,1,0,,2.0,,n.
12710,slo,46,,40927,slō,1091,0,1,0,,46.0,,n.
12711,slod,1,,40868,slīden,1225,0,1,0,,1.0,,v.
12712,slon,31,,40927,slō,1091,0,1,0,,31.0,,n.
12713,slong,6,,40897,slingen,1225,1,1,0,6.0,6.0,,v.
12714,slonge,1,,40897,slingen,1225,1,1,0,1.0,1.0,,v.
12715,slonggen,1,slongen,40897,slingen,1225,1,1,0,1.0,1.0,,v.
12716,slou,1,,40963,slou,1175,0,1,0,,1.0,,adj.
12717,slough,3,,40967,slough,1159,0,1,0,,3.0,,n.(1)
12718,sloughȝ,1,sloughy,40970,sloughī,1483,0,0,1,,,1.0,adj.(2)
12719,slouȝ,184,,40968,slough,1400,0,1,0,,184.0,,n.(2)
12720,slouȝen,1,slouthen,40978,slouthen,1393,0,0,1,,,1.0,v.
12721,slouȝwen,2,,40820,slēn,1150,0,1,0,,2.0,,v.
12722,slouwe,3,slouwen,40965,slouen,1225,0,1,0,,3.0,,v.
12723,slouwen,2,,40965,slouen,1225,0,1,0,,2.0,,v.
12724,slow,5,,44319,swǒu(e,1325,0,0,1,,,5.0,n.
12725,slowe,14,sloue,40927,slō,1091,0,1,0,,14.0,,n.
12726,slowen,24,slouen,40965,slouen,1225,0,1,0,,24.0,,v.
12727,slowgh,1,slough,40967,slough,1159,0,1,0,,1.0,,n.(1)
12728,slowȝ,3,slouȝ,40968,slough,1400,0,1,0,,3.0,,n.(2)
12729,smal,19,,41022,smā̆l,1130,0,1,0,,19.0,,adj.
12730,smale,33,,41024,smā̆le,1398,0,0,1,,,33.0,n.
12731,smalle,1,,41025,smā̆l(e,1200,0,1,0,,1.0,,adv.
12732,smallest,1,smalen,41026,smā̆len,1398,0,1,0,,1.0,,v.
12733,smare,1,,4841,bī̆-smār(e,1225,0,1,0,,1.0,,n.
12734,smart,1,,2343,ars-smerte,1400,0,0,1,,,1.0,n.
12736,smel,1,,41053,smel,1200,0,1,0,,1.0,,n.
12737,smelland,1,smellen,41055,smellen,1200,0,1,0,,1.0,,v.
12738,smelle,2,,41053,smel,1200,0,1,0,,2.0,,n.
12739,smelled,1,,41055,smellen,1200,0,1,0,,1.0,,v.
12740,smelleþ,1,,41055,smellen,1200,0,1,0,,1.0,,v.
12741,smerd,2,,41066,smēren,1150,0,1,0,,2.0,,v.
12742,smere,2,,41064,smēre,1300,0,1,0,,2.0,,adv.
12743,smerede,1,,41066,smēren,1150,0,1,0,,1.0,,v.
12744,smert,15,,41073,smert,1180,0,1,0,,15.0,,adj.
12745,smerte,8,,41075,smerte,1200,0,0,1,,,8.0,adv.
12746,smerteliche,2,smertli,41079,smertlī,1225,0,0,1,,,2.0,adv.
12747,smertlich,2,smertli,41079,smertlī,1225,0,0,1,,,2.0,adv.
12748,smertliche,5,smertli,41079,smertlī,1225,0,0,1,,,5.0,adv.
12749,smer[t]liche,1,smertli,41079,smertlī,1225,0,0,1,,,1.0,adv.
12750,smertte,1,smerte,41075,smerte,1200,0,0,1,,,1.0,adv.
12751,smete,2,,41081,smēte,1121,0,1,0,,2.0,,adj.
12752,smette,1,,30394,ofsmīten,1275,0,0,1,,,1.0,v.
12753,smewe,1,,41088,smewe,1330,0,1,0,,1.0,,v. (past singular)
12754,smiche,1,,41047,smẹ̄k(e,1175,0,1,0,,1.0,,n.
12755,smiȝt,1,,41104,smith,1150,0,1,0,,1.0,,n.
12756,smit,7,,41099,smit,1325,0,1,0,,7.0,,n.
12757,smite,89,,41101,smī̆te,1200,0,0,1,,,89.0,n.(2)
12758,smiteȝ,1,smiteth,41102,smīten,1175,0,1,0,,1.0,,v.
12759,smiteing,2,smiten,41102,smīten,1175,0,1,0,,2.0,,v.
12760,smiten,91,,41102,smīten,1175,0,1,0,,91.0,,v.
12761,smitest,3,,41102,smīten,1175,0,1,0,,3.0,,v.
12762,smiteþ,3,,41102,smīten,1175,0,1,0,,3.0,,v.
12763,smitt,1,smit,41099,smit,1325,0,1,0,,1.0,,n.
12764,smitte,1,,41100,smit(e,1330,0,0,1,,,1.0,n.(1)
12765,smitþes,1,smitþe,19044,gōld-smith,1230,0,1,0,,1.0,,n.
12766,smiþ,1,,41104,smith,1150,0,1,0,,1.0,,n.
12767,smoc,1,,41116,smok,1200,0,1,0,,1.0,,n.
12768,smock,1,,41116,smok,1200,0,1,0,,1.0,,n.
12769,smockes,1,,41117,smōke,1160,0,1,0,,1.0,,n.
12770,smok,8,,41116,smok,1200,0,1,0,,8.0,,n.
12771,smoke,4,,41117,smōke,1160,0,1,0,,4.0,,n.
12772,smorþer,1,,41138,smō̆rther,1225,0,1,0,,1.0,,n.
12773,smot,383,,41148,smotten,1387,0,1,0,,383.0,,v.
12774,smoþe,1,,41141,smọ̄th(e,1400,0,0,1,,,1.0,n.
12775,smyten,1,,41102,smīten,1175,0,1,0,,1.0,,v.
12776,snake,2,,41162,snāke,1160,0,1,0,,2.0,,n.
12777,snakes,1,,41162,snāke,1160,0,1,0,,1.0,,n.
12778,snawe,1,snaue,41266,snouen,1400,0,0,1,,,1.0,v.(1)
12779,snel,15,,41191,snel,1300,0,0,1,,,15.0,adv.
12780,snelle,49,,41190,snel,1185,0,1,0,,49.0,,adj.
12781,snewe,1,sneue,41200,sneue,1327,0,1,0,,1.0,,n.
12782,snout,1,,41272,snǒut(e,1300,0,1,0,,1.0,,n.
12783,snoute,2,,41272,snǒut(e,1300,0,1,0,,2.0,,n.
12784,snow,2,snou,41264,snou,1121,0,1,0,,2.0,,n.
12785,snowe,3,snoue,41266,snouen,1400,0,0,1,,,3.0,v.(1)
12787,snoweing,1,snoueing,41269,snouing,1330,0,0,1,,,1.0,ger.
12789,snowte,1,snoute,41272,snǒut(e,1300,0,1,0,,1.0,,n.
12790,so,2498,,41281,sō,1100,0,1,0,,2498.0,,adv.
12791,so(ne),1,,41559,sọ̄ne,1121,0,1,0,,1.0,,adv.
12793,sockes,1,,41368,sok,1348,1,1,0,1.0,1.0,,n.(2)
12794,socour,72,,41299,socǒur,1300,1,0,0,72.0,,,n.
12795,socourd,9,,41302,socǒuren,1275,1,1,0,9.0,9.0,,v.
12796,socoureing,1,socouren,41302,socǒuren,1275,1,1,0,1.0,1.0,,v.
12799,socouri,1,,41302,socǒuren,1275,1,1,0,1.0,1.0,,v.
12800,socouring,1,,41304,socǒuring(e,1330,0,0,1,,,1.0,ger.
12801,socouringe,1,,41304,socǒuring(e,1330,0,0,1,,,1.0,ger.
12803,socurd,1,,41302,socǒuren,1275,1,1,0,1.0,1.0,,v.
12807,sodeinliche,1,sodeinli,41315,sodeinlī,1300,0,0,1,,,1.0,adv.
12808,sodeyneliche,1,sodeynli,41315,sodeinlī,1300,0,0,1,,,1.0,adv.
12809,sodom,1,,41317,Sodom(e,1340,1,1,0,1.0,1.0,,n.
12810,sodomiȝte,1,,41319,sodomiʒte,1330,0,1,0,,1.0,,adj.
12811,soffre,2,,43653,sufferen,1225,1,1,0,2.0,2.0,,v.
12812,sofre,1,,33259,philosophre,1316,1,1,0,1.0,1.0,,n.
12813,sofred,2,sofren,43653,sufferen,1225,1,1,0,2.0,2.0,,v.
12814,soft,11,,41326,soft(e,1225,0,1,0,,11.0,,adv.
12815,softe,4,,41326,soft(e,1225,0,1,0,,4.0,,adv.
12816,softli,1,,41332,softlī,1225,0,1,0,,1.0,,adv.
12817,softliche,5,softli,41332,softlī,1225,0,1,0,,5.0,,adv.
12818,softly,1,,41332,softlī,1225,0,1,0,,1.0,,adv.
12819,soget,1,,43550,subjecten,1382,1,1,0,1.0,1.0,,v.
12820,soht,7,,7629,chirche-shot,1350,0,1,0,,7.0,,n.
12821,sohtfast,1,sothfast,41709,sọ̄thfast,1126,0,1,0,,1.0,,adj.
12822,soio(i)uringe,1,soiouren,41360,sō̆jǒuren,1330,1,0,0,1.0,,,v.
12825,soiornni,1,,41364,sō̆jǒurnen,1300,1,0,0,1.0,,,v.
12826,soiour,6,,41359,sō̆jǒur(e,1330,1,0,0,6.0,,,n.
12828,soioure,1,,41359,sō̆jǒur(e,1330,1,0,0,1.0,,,n.
12829,soiourn,1,,41363,sō̆jǒurn(e,1325,1,0,0,1.0,,,n.
12831,soiournde,1,soiournen,41364,sō̆jǒurnen,1300,1,0,0,1.0,,,v.
12832,soiourne,6,,41363,sō̆jǒurn(e,1325,1,0,0,6.0,,,n.
12833,soiourninge,2,,41366,sō̆jǒurning(e,1300,0,0,1,,,2.0,ger.
12834,soiur,1,,41362,sō̆jǒurnaunt,1331,1,1,0,1.0,1.0,,n.
12835,soiurne,2,,41364,sō̆jǒurnen,1300,1,0,0,2.0,,,v.
12836,soiurny,1,soiorny,41364,sō̆jǒurnen,1300,1,0,0,1.0,,,v.
12837,soke,1,,41370,sōke,1450,0,0,1,,,1.0,n.(2)
12838,soket,2,,41375,soket,1483,0,1,0,,2.0,,n.(2)
12839,sokour,4,,41299,socǒur,1300,1,0,0,4.0,,,n.
12840,sokoured,1,,41302,socǒuren,1275,1,1,0,1.0,1.0,,v.
12841,solace,1,,41387,sō̆lā̆sen,1300,1,1,0,1.0,1.0,,v.
12842,solaced,1,solacen,41387,sō̆lā̆sen,1300,1,1,0,1.0,1.0,,v.
12843,solaci,1,,41387,sō̆lā̆sen,1300,1,1,0,1.0,1.0,,v.
12845,solaȝ,1,,41385,sō̆lā̆s,1300,1,1,0,1.0,1.0,,n.
12846,solanci,1,,41392,sō̆launcen,1330,0,0,1,,,1.0,v.
12847,solas,40,,41385,sō̆lā̆s,1300,1,1,0,40.0,40.0,,n.
12848,solasinge,1,,41388,sō̆lā̆sing(e,1384,0,0,1,,,1.0,ger.
12849,solaste,1,,41387,sō̆lā̆sen,1300,1,1,0,1.0,1.0,,v.
12850,solauce,1,,41392,sō̆launcen,1330,0,0,1,,,1.0,v.
12851,solausing,1,,41393,sō̆launcing,1330,0,0,1,,,1.0,ger.
12852,sold,20,,39312,sellen,1126,0,1,0,,20.0,,v.
12853,solde,9,,41395,solde,1470,0,1,0,,9.0,,n.
12854,solempne,2,,41404,solempne,1340,1,1,0,2.0,2.0,,adj.
12855,solempnete,3,,41416,solempnitẹ̄,1300,1,1,0,3.0,3.0,,n.
12856,solempnite,2,,41416,solempnitẹ̄,1300,1,1,0,2.0,2.0,,n.
12857,soler,2,,41419,sō̆lē̆r(e,1197,1,1,0,2.0,2.0,,n.
12858,solere,1,,41419,sō̆lē̆r(e,1197,1,1,0,1.0,1.0,,n.
12860,solwy,2,,41462,solwī,1325,0,1,0,,2.0,,adj.
12861,som,28,,41467,sǒm,1325,0,0,1,,,28.0,adv.
12862,somdel,2,,41473,sǒm-dēl,1175,0,1,0,,2.0,,adv.
12863,some,50,,41475,sọ̄me,1275,0,1,0,,50.0,,adj.
12864,somer,12,,41476,sǒmer,1115,0,1,0,,12.0,,n.(1)
12865,someres,1,,27687,mid-sǒmer,1121,0,1,0,,1.0,,n.
12866,somers,25,,41477,sǒmer,1288,1,1,0,25.0,25.0,,n.(2)
12867,[so]mers,1,somer,41476,sǒmer,1115,0,1,0,,1.0,,n.(1)
12868,somes,2,,41487,-sǒmes,0,0,1,0,,2.0,,suf.
12869,somoun,4,,41507,somǒun,1330,0,0,1,,,4.0,n.
12870,somouned,1,somounen,41496,somnen,1275,1,1,0,1.0,1.0,,v.
12871,son,18,,52636,Whit-Sǒn,1275,0,1,0,,18.0,,adj.
12872,sond,87,,41535,sō̆nd(e,1150,0,1,0,,87.0,,n.
12873,sonde,23,,41535,sō̆nd(e,1150,0,1,0,,23.0,,n.
12874,sondes,2,,41549,sō̆ndes-man,1123,0,1,0,,2.0,,n.
12875,sone,761,,41559,sọ̄ne,1121,0,1,0,,761.0,,adv.
12876,son(n)e,1,,41578,sǒnne,1121,0,1,0,,1.0,,n.
12879,soner,3,,32391,parcenē̆r,1290,1,0,0,3.0,,,n.
12880,sones,54,,41566,sọ̄nes,1425,0,0,1,,,54.0,adv.
12881,song,50,,41569,sō̆ng,1150,0,1,0,,50.0,,n.
12882,songe,4,,35111,Psalm-sōng(e,1175,0,1,0,,4.0,,n.
12883,songen,1,,41570,sonǧen,1532,1,0,0,1.0,,,v.
12884,sonis,2,sonen,41564,sǒnen,1325,0,0,1,,,2.0,v.
12885,sonken,2,,40475,sinken,1175,0,1,0,,2.0,,v.
12886,sonne,75,,41578,sǒnne,1121,0,1,0,,75.0,,n.
12887,sonnebem,2,,41580,sǒnne-bēm,1175,0,1,0,,2.0,,n.
12888,sonnebeme,1,,41580,sǒnne-bēm,1175,0,1,0,,1.0,,n.
12889,sonnes,2,,27730,mightsǒmnes,1400,0,1,0,,2.0,,n.
12891,soped,1,,41833,sǒupen,1300,1,0,0,1.0,,,v.(2)
12892,sopede,1,sopen,41832,sǒupen,1200,0,1,0,,1.0,,v.(1)
12893,soper,9,,41597,sōper(e,1195,0,1,0,,9.0,,n.(2)
12894,sopere,2,,41597,sōper(e,1195,0,1,0,,2.0,,n.(2)
12895,sopers,1,,41597,sōper(e,1195,0,1,0,,1.0,,n.(2)
12896,sor,3,,41634,sōr(e,1150,0,1,0,,3.0,,adj.(2)
12899,sorcerye,1,,41625,sorcerī(e,1357,1,1,0,1.0,1.0,,n.
12900,sorcot,1,,43876,surcō̆t(e,1295,1,0,0,1.0,,,n.
12901,sore,281,,41632,sorẹ̄,1425,1,0,0,281.0,,,n.(2)
12902,sorewe,16,,41685,sorwen,1175,0,1,0,,16.0,,v.
12903,sorewed,1,sorewen,41685,sorwen,1175,0,1,0,,1.0,,v.
12905,sorgien,1,,7798,cirurǧien,1325,1,1,0,1.0,1.0,,n.
12907,sori,95,,41647,sōrī,1325,0,0,1,,,95.0,adv.
12912,soriliche,1,sorili,41650,sōrī̆lī,1225,0,0,1,,,1.0,adv.
12916,sorn,3,,41656,sorn,1330,1,0,0,3.0,,,n.
12921,sornoun,1,,43909,surnǒun,1316,1,1,0,1.0,1.0,,n.
12923,sorwe,264,,41677,sorwe,1150,0,1,0,,264.0,,n.
12925,sorwed,1,,41685,sorwen,1175,0,1,0,,1.0,,v.
12926,sorweful,8,,41678,sorweful,1121,0,1,0,,8.0,,adj.
12927,sorwefuliche,1,sorwefuli,41680,sorwefullī,1225,0,0,1,,,1.0,adv.
12928,sorwefulliche,1,sorwefulli,41680,sorwefullī,1225,0,0,1,,,1.0,adv.
12929,sorweing,2,sorwen,41685,sorwen,1175,0,1,0,,2.0,,v.
12930,sorweinge,1,sorwen,41685,sorwen,1175,0,1,0,,1.0,,v.
12931,sorwen,1,,41685,sorwen,1175,0,1,0,,1.0,,v.
12932,sorwende,1,sorwen,41685,sorwen,1175,0,1,0,,1.0,,v.
12933,sorwenes,1,,41686,sorwenes(se,1300,0,0,1,,,1.0,n.
12934,sorwes,3,,41677,sorwe,1150,0,1,0,,3.0,,n.
12935,sorweþ,1,,41685,sorwen,1175,0,1,0,,1.0,,v.
12936,sory,5,,41647,sōrī,1325,0,0,1,,,5.0,adv.
12937,sostenaunse,1,,43998,sustenaunce,1300,1,1,0,1.0,1.0,,n.
12938,sostened,1,sostenen,44001,sustẹ̄nen,1300,1,1,0,1.0,1.0,,v.
12939,soster,33,,44008,suster,1121,0,1,0,,33.0,,n.
12940,sostren,14,,44008,suster,1121,0,1,0,,14.0,,n.
12941,sot,1,,41692,sot,1175,1,1,0,1.0,1.0,,n.(1)
12942,sothe,9,,41704,sọ̄th(e,1150,0,1,0,,9.0,,adv.
12943,soþ,64,,41702,sọ̄th,1150,0,1,0,,64.0,,adj.
12944,soþe,215,,41704,sọ̄th(e,1150,0,1,0,,215.0,,adv.
12945,soþeliche,1,soþli,41719,sọ̄thlī,1390,0,1,0,,1.0,,adj.
12946,soþen,1,,41707,sọ̄then,1175,0,1,0,,1.0,,v.
12947,soþes,1,,41708,sọ̄thes,1225,0,1,0,,1.0,,adv.
12948,soþfast,1,,41710,sọ̄thfast,1400,0,0,1,,,1.0,adv.
12949,soþliche,3,soþli,41719,sọ̄thlī,1390,0,1,0,,3.0,,adj.
12950,soþnes,1,,41721,sọ̄thnes(se,1300,0,0,1,,,1.0,n.
12951,soþnesse,4,,41721,sọ̄thnes(se,1300,0,0,1,,,4.0,n.
12953,souche,1,,41753,sǒuche,1461,1,0,0,1.0,,,n.
12954,souchede,1,,41754,sǒuchen,1330,1,0,0,1.0,,,v.
12955,souchy,1,,41754,sǒuchen,1330,1,0,0,1.0,,,v.
12956,soudan,137,,41755,soudan,1208,1,1,0,137.0,137.0,,n.
12957,soudans,12,soudan,41755,soudan,1208,1,1,0,12.0,12.0,,n.
12958,souder,3,,41766,souder(e,1320,1,1,0,3.0,3.0,,n.
12959,souders,5,,41773,soudiǒur,1387,1,0,0,5.0,,,adj.
12960,soudour,2,,41766,souder(e,1320,1,1,0,2.0,2.0,,n.
12961,soudours,1,soudour,41766,souder(e,1320,1,1,0,1.0,1.0,,n.
12963,soughte,1,,45670,thurghsẹ̄chen,1175,0,1,0,,1.0,,v.
12964,souȝt,60,,41784,sought,1400,0,1,0,,60.0,,n.
12966,souȝte,5,,39128,sẹ̄chen,1121,0,1,0,,5.0,,v.
12967,souȝten,2,soughten,39128,sẹ̄chen,1121,0,1,0,,2.0,,v.
12968,souht,4,,41880,sǒuth,1126,0,1,0,,4.0,,adv.
12969,souke,6,,41786,sǒuke,1300,0,1,0,,6.0,,n.
12971,souken,1,,41787,sǒuken,1150,0,1,0,,1.0,,v.
12972,soul,1,,41793,soul,1500,0,0,1,,,1.0,adj.
12973,soule,97,,41795,soul(e,1121,0,1,0,,97.0,,n.
12974,[s]oule,1,soulen,41801,soulen,1380,0,1,0,,1.0,,v.
12975,soulen,1,,41801,soulen,1380,0,1,0,,1.0,,v.
12976,soules,31,,1279,al-soule(n dai,1300,0,0,1,,,31.0,phr.
12977,soun,9,,41806,sǒun,1225,1,1,0,9.0,9.0,,n.
12978,sound,4,,41811,sǒund(e,1330,0,0,1,,,4.0,adv.
12979,sounde,32,,41811,sǒund(e,1330,0,0,1,,,32.0,adv.
12980,soune,2,,44327,swǒun(e,1393,0,0,1,,,2.0,n.
12981,sounes,1,,41806,sǒun,1225,1,1,0,1.0,1.0,,n.
12982,soupe,2,,41830,sǒupe,1325,1,0,0,2.0,,,n.(1)
12983,souped,1,,41832,sǒupen,1200,0,1,0,,1.0,,v.(1)
12984,souper,1,,41596,sopē̆r(e,1300,1,0,0,1.0,,,n.(1)
12985,sour,6,,41843,sǒur,1325,0,0,1,,,6.0,n.(2)
12986,soure,3,,41855,sǒur(e,1300,0,0,1,,,3.0,adv.
12988,sout,1,,41880,sǒuth,1126,0,1,0,,1.0,,adv.
12989,soute,1,,44014,sūte,1296,1,0,0,1.0,,,n.
12990,souþ,2,,41877,south,1175,0,1,0,,2.0,,n.(1)
12991,souþe,17,,41880,sǒuth,1126,0,1,0,,17.0,,adv.
12993,souþe-west,2,souþe-weste,52378,west-sǒuth-west,1475,0,0,1,,,2.0,n.
12997,souwe,1,,41775,sǒue,1140,0,1,0,,1.0,,n.(2)
12998,sowe,1,,44323,swǒugh,1400,0,1,0,,1.0,,n.(2)
12999,spac,88,,41934,spak,1250,0,0,1,,,88.0,adv.
13000,space,10,,41936,spā̆ke,1197,0,1,0,,10.0,,adj.
13001,spade,1,,41921,spāde,1225,0,1,0,,1.0,,n.
13004,spak,46,,41934,spak,1250,0,0,1,,,46.0,adv.
13005,spake,2,,41936,spā̆ke,1197,0,1,0,,2.0,,adj.
13006,span,3,,41961,span-neue,1300,0,1,0,,3.0,,adj.
13007,spande,1,,42017,spaud(e,1312,1,1,0,1.0,1.0,,n.
13008,spanne,3,,41957,spanne,1144,1,1,0,3.0,3.0,,n.
13009,sparc,1,,41981,spark(e,1150,0,1,0,,1.0,,n.
13010,spard,8,,41995,sparren,1225,0,1,0,,8.0,,v.(1)
13011,sparde,1,,41995,sparren,1225,0,1,0,,1.0,,v.(1)
13012,spare,29,,41969,spār(e,1186,0,1,0,,29.0,,adj.
13013,spared,8,,41995,sparren,1225,0,1,0,,8.0,,v.(1)
13014,sparede,3,,41972,spāren,1150,0,1,0,,3.0,,v.
13015,sparely,1,,41971,spārelī,1150,0,1,0,,1.0,,adv.
13016,sparest,1,sparen,41972,spāren,1150,0,1,0,,1.0,,v.
13017,spareþ,2,,41972,spāren,1150,0,1,0,,2.0,,v.
13018,spark,6,,41981,spark(e,1150,0,1,0,,6.0,,n.
13019,spa[r]kes,1,sparken,41982,sparken,1225,0,1,0,,1.0,,v.
13020,sparlire,1,,41989,spar-līr(e,1225,0,1,0,,1.0,,n.
13021,sparuwe,1,,42002,sparwe,1168,0,1,0,,1.0,,n.
13022,spary,1,,41972,spāren,1150,0,1,0,,1.0,,v.
13023,spatten,1,,42169,spē̆ten,1175,0,1,0,,1.0,,v.
13024,spaud,2,,42017,spaud(e,1312,1,1,0,2.0,2.0,,n.
13025,spay,1,,41929,spaien,1410,1,0,0,1.0,,,v.
13029,speche,45,,42028,spēch(e,1150,0,1,0,,45.0,,n.
13030,specheles,1,,42031,spēcheles,1300,0,1,0,,1.0,,adj.
13031,speciel,1,,42035,speciā̆l(e,1230,1,1,0,1.0,1.0,,adj.
13032,sped,9,,42055,spẹ̄d(e,1150,0,1,0,,9.0,,n.
13033,spedde,5,,42062,spẹ̄den,1121,0,1,0,,5.0,,v.
13034,spedden,1,,42062,spẹ̄den,1121,0,1,0,,1.0,,v.
13035,spede,100,,42055,spẹ̄d(e,1150,0,1,0,,100.0,,n.
13036,speden,5,,42062,spẹ̄den,1121,0,1,0,,5.0,,v.
13037,spek,6,,42074,spek,1165,1,1,0,6.0,6.0,,n.
13038,speke,195,,42077,spē̆ke,1400,0,1,0,,195.0,,n.(1)
13039,spekeinde,1,speken,42083,spēken,1114,0,1,0,,1.0,,v.
13040,speken,21,,42083,spēken,1114,0,1,0,,21.0,,v.
13041,spekeþ,20,,42083,spēken,1114,0,1,0,,20.0,,v.
13042,speki,1,,42083,spēken,1114,0,1,0,,1.0,,v.
13043,speking,1,,42085,spēking(e,1300,0,0,1,,,1.0,ger.
13044,spel,1,,42091,spel,1150,0,1,0,,1.0,,n.
13045,spele,1,,42095,spē̆l(e,1382,0,1,0,,1.0,,n.
13046,spelle,10,,42091,spel,1150,0,1,0,,10.0,,n.
13047,spende,4,,42126,spennen,1400,0,1,0,,4.0,,v.
13048,spended,2,,42116,spenden,1200,1,1,0,2.0,2.0,,v.
13049,spending,3,,42120,spending(e,1150,0,1,0,,3.0,,ger.
13050,spened,1,,42126,spennen,1400,0,1,0,,1.0,,v.
13052,spent,6,,42126,spennen,1400,0,1,0,,6.0,,v.
13053,spente,1,,42127,spens(e,1230,1,1,0,1.0,1.0,,n.(1)
13054,spere,127,,42136,spēre,1121,0,1,0,,127.0,,n.(1)
13055,spered,1,,42143,spē̆ren,1175,0,1,0,,1.0,,v.(1)
13056,sperede,1,,42143,spē̆ren,1175,0,1,0,,1.0,,v.(1)
13057,speren,1,,42143,spē̆ren,1175,0,1,0,,1.0,,v.(1)
13058,speres,23,,42138,spẹ̄re,1330,1,1,0,23.0,23.0,,n.(3)
13059,speruer,1,,42164,sperver,1416,1,0,0,1.0,,,n.(2)
13060,spet,1,,42166,spet,1450,0,0,1,,,1.0,n.
13061,spete,1,,42263,spit(e,1225,0,1,0,,1.0,,n.(1)
13062,spewe,1,speue,42176,speue,1500,0,1,0,,1.0,,n.
13066,spice,2,,42182,spīce,1230,1,1,0,2.0,2.0,,n.(1)
13067,spicerie,2,,42187,spīcerī(e,1325,1,1,0,2.0,2.0,,n.
13068,spices,6,,42182,spīce,1230,1,1,0,6.0,6.0,,n.(1)
13069,spie,9,,42192,spī(e,1300,1,1,0,9.0,9.0,,n.
13070,spies,3,,42192,spī(e,1300,1,1,0,3.0,3.0,,n.
13071,spilden,1,spilen,42209,spilen,1325,0,1,0,,1.0,,v.
13072,spille,41,,42207,spil(e,1300,0,1,0,,41.0,,n.(1)
13073,sp[i]lle,1,spillen,42211,spillen,1126,0,1,0,,1.0,,v.
13074,spillen,2,,42211,spillen,1126,0,1,0,,2.0,,v.
13075,spilleþ,1,,42211,spillen,1126,0,1,0,,1.0,,v.
13077,spinne,2,,42225,spinnen,1296,0,1,0,,2.0,,v.
13079,spired,1,,42237,spiren,1300,0,1,0,,1.0,,v.(1)
13080,spisorie,1,,42187,spīcerī(e,1325,1,1,0,1.0,1.0,,n.
13081,spite,4,,42263,spit(e,1225,0,1,0,,4.0,,n.(1)
13082,spitels,1,spitel,42266,spitel,1230,0,1,0,,1.0,,n.(2)
13083,splentes,1,splenten,42300,splenten,1425,0,1,0,,1.0,,v.
13084,sp[l]entes,1,splenten,42300,splenten,1425,0,1,0,,1.0,,v.
13085,spoiled,1,spoilen,42309,spoilen,1325,1,1,0,1.0,1.0,,v.
13086,spoili,1,,42309,spoilen,1325,1,1,0,1.0,1.0,,v.
13087,spoken,8,,17162,forspēken,1120,0,1,0,,8.0,,v.
13088,spon,1,,42318,spọ̄n,1167,0,1,0,,1.0,,n.
13089,sponnen,1,,42225,spinnen,1296,0,1,0,,1.0,,v.
13090,spore,1,,42332,spore,1425,0,1,0,,1.0,,n.(1)
13091,spores,4,,42333,spōre,1121,0,1,0,,4.0,,n.(2)
