stn;time;gre000m0;prestam0;sre000m0;hto000m0;nto000m0;rre150m0;tre200m0;tre200mn;tre200mx;ure200m0
ELM;197302;-;-;-;78;61;108.7;-4.1;-15.3;6.0;78.0
ELM;197303;-;-;-;78;64;45.2;-0.4;-13.3;13.6;74.8
ELM;197304;-;-;-;20;79;148.1;1.4;-8.5;17.6;77.4
ELM;197305;-;-;-;0;68;106.4;10.9;1.0;21.5;68.6
ELM;197306;-;-;-;0;70;154.2;13.2;0.6;26.5;78.5
ELM;197307;-;-;-;0;71;267.1;13.6;5.5;25.6;80.8
ELM;197308;-;-;-;0;58;127.4;15.7;8.0;26.9;81.0
ELM;197309;-;-;-;0;56;81.2;11.8;2.5;23.8;79.1
ELM;197310;-;-;-;0;55;143.3;5.3;-4.5;22.2;77.1
ELM;197311;-;-;-;7;55;190.1;1.3;-11.8;14.6;75.3
ELM;197312;-;-;-;46;68;138.7;-1.4;-19.5;10.5;74.5
ELM;197401;-;-;-;45;60;102.6;0.3;-7.3;10.2;73.5
ELM;197402;-;-;-;65;75;110.1;0.6;-9.4;10.3;77.7
ELM;197403;-;-;-;42;65;75.4;3.7;-9.1;18.5;68.5
ELM;197404;-;-;-;3;66;89.6;5.1;-5.4;17.5;72.7
ELM;197405;-;-;-;0;66;144.8;8.3;-0.3;21.1;73.5
ELM;197406;-;-;-;0;69;146.5;11.1;1.1;22.0;76.8
ELM;197407;-;-;-;0;59;166.8;13.6;5.2;26.0;76.0
ELM;197408;-;-;-;0;61;173.1;15.1;4.4;27.0;76.3
ELM;197409;-;-;-;0;58;155.8;10.6;-1.1;24.0;72.9
ELM;197410;-;-;-;12;90;254.1;1.2;-10.5;9.9;84.7
ELM;197411;-;-;-;36;69;205.4;1.0;-9.3;13.7;76.6
ELM;197412;-;-;-;78;66;197.2;-0.1;-12.1;10.6;77.6
ELM;197501;-;-;-;59;64;120.3;0.8;-7.6;12.5;73.5
ELM;197502;-;-;-;33;31;29.7;-0.6;-10.5;11.9;64.8
ELM;197503;-;-;-;22;79;130.4;0.6;-11.5;11.9;76.5
ELM;197504;-;-;-;28;70;197.2;3.7;-7.3;19.3;73.3
ELM;197505;-;-;-;1;63;76.1;9.7;-1.6;25.1;69.5
ELM;197506;-;-;-;0;69;142.8;10.9;-0.5;24.6;73.8
ELM;197507;-;-;-;0;55;152.5;14.3;3.1;27.0;76.0
ELM;197508;-;-;-;0;65;197.8;14.1;5.0;29.9;80.5
ELM;197509;-;-;-;0;59;110.1;13.7;4.0;29.1;70.8
ELM;197510;-;-;-;0;48;74.6;5.5;-1.8;19.1;68.9
ELM;197511;-;-;-;8;65;158.8;0.7;-15.0;16.3;79.1
ELM;197512;-;-;-;35;43;17.5;-3.6;-15.8;8.3;76.5
ELM;197601;-;-;-;48;66;134.5;-2.3;-18.5;9.0;77.6
ELM;197602;-;-;-;63;41;32.9;-0.4;-8.3;11.1;62.5
ELM;197603;-;-;-;26;50;40.1;0.3;-14.1;14.5;65.8
ELM;197604;-;-;-;3;61;89.4;4.9;-6.8;19.2;66.6
ELM;197605;-;-;-;0;58;85.6;10.2;-1.5;24.1;69.1
ELM;197606;-;-;-;0;48;111.9;14.7;2.5;27.0;69.0
ELM;197607;-;-;-;0;64;235.2;15.0;4.5;26.6;78.8
ELM;197608;-;-;-;0;64;104.1;12.6;3.6;21.2;81.0
ELM;197609;-;-;-;0;61;200.2;10.0;0.2;23.9;77.4
ELM;197610;-;-;-;0;60;141.9;9.3;0.5;22.6;73.7
ELM;197611;-;-;-;9;69;100.5;1.1;-8.3;12.3;79.9
ELM;197612;-;-;-;50;54;132.3;-3.3;-14.9;9.3;76.5
ELM;197701;-;-;-;65;68;93.6;-1.3;-12.0;9.6;80.7
ELM;197702;-;-;-;35;66;155.5;1.1;-10.0;11.1;76.9
ELM;197703;-;-;-;4;64;111.3;4.6;-7.8;18.3;72.1
ELM;197704;-;-;-;16;80;284.7;3.0;-5.6;19.2;84.4
ELM;197705;-;-;-;0;70;80.1;9.8;0.8;23.1;74.0
ELM;197706;-;-;-;0;66;114.4;12.7;2.7;28.6;75.6
ELM;197707;-;-;-;0;63;203.2;13.8;6.0;24.2;80.8
ELM;197708;-;-;-;0;71;246.4;12.7;6.4;24.4;83.9
ELM;197709;-;-;-;0;55;73.0;9.7;0.6;21.0;83.5
ELM;197710;-;-;-;0;48;100.2;9.2;0.0;21.4;70.8
ELM;197711;-;-;-;20;66;182.8;1.1;-12.4;17.6;83.5
ELM;197712;-;-;-;14;55;92.3;-0.3;-11.8;11.5;75.7
ELM;197801;-;-;-;50;68;135.4;-2.4;-12.3;7.0;81.6
ELM;197802;-;-;-;94;71;182.0;-1.9;-13.5;15.3;81.4
ELM;197803;-;-;-;42;76;219.2;1.8;-5.8;12.6;79.2
ELM;197804;-;-;-;5;69;87.8;4.1;-6.0;14.9;75.2
ELM;197805;-;-;-;0;73;155.5;8.2;-0.2;20.2;79.2
ELM;197806;-;-;-;0;65;149.8;11.7;2.9;25.0;75.2
ELM;197807;-;-;-;0;60;169.3;13.7;5.2;26.1;81.2
ELM;197808;-;-;-;0;55;192.0;12.9;0.6;24.5;81.3
ELM;197809;-;-;-;0;56;124.2;10.5;1.7;20.8;81.9
ELM;197810;-;-;-;1;51;110.5;6.2;-1.5;19.6;79.6
ELM;197811;-;-;-;4;29;23.7;0.9;-13.9;13.3;72.7
ELM;197812;-;-;-;10;65;57.6;0.0;-13.5;13.6;76.5
ELM;197901;-;-;-;27;68;87.6;-4.1;-16.1;11.8;79.9
ELM;197902;-;-;-;17;69;57.6;-0.4;-12.6;10.9;82.6
ELM;197903;-;-;-;7;71;229.9;2.5;-7.0;14.8;77.3
ELM;197904;-;-;-;2;69;106.8;3.5;-5.0;17.0;74.4
ELM;197905;-;-;-;1;46;143.0;9.9;-3.7;28.2;66.3
ELM;197906;-;-;-;0;68;198.7;13.0;0.6;24.9;79.9
ELM;197907;-;-;-;0;61;73.6;13.8;5.6;26.1;78.5
ELM;197908;-;-;-;0;63;223.7;12.5;3.3;24.0;83.3
ELM;197909;-;-;-;0;50;107.4;11.0;0.2;21.8;81.9
ELM;197910;-;-;-;0;60;133.2;9.7;1.5;24.9;72.7
ELM;197911;-;-;-;11;61;245.3;0.5;-10.5;10.3;80.8
ELM;197912;-;-;-;20;69;201.4;0.6;-9.8;10.0;79.6
ELM;198001;-;-;-;90;63;120.1;-3.9;-14.1;8.1;81.7
ELM;198002;-;-;-;67;51;100.7;0.0;-9.6;11.2;72.7
ELM;198003;-;-;-;36;64;95.4;1.7;-6.8;13.1;75.4
ELM;198004;-;-;-;10;74;150.9;2.0;-7.9;16.2;79.1
ELM;198005;-;-;-;0;68;91.5;8.0;1.0;20.1;77.2
ELM;198006;-;-;-;0;74;249.9;10.8;0.4;27.4;81.8
ELM;198007;-;-;-;0;65;188.6;12.2;2.6;25.3;82.1
ELM;198008;-;-;-;0;53;111.4;15.0;4.3;30.2;79.9
ELM;198009;-;-;-;0;36;39.8;13.0;5.3;24.5;74.3
ELM;198010;-;-;-;0;61;195.5;6.6;-1.5;18.5;77.3
ELM;198011;-;-;-;2;65;48.9;0.9;-8.3;13.2;82.0
ELM;198012;-;-;-;52;55;125.8;-3.8;-16.5;6.1;80.7
ELM;198101;-;-;-;125;63;237.1;-4.9;-15.5;2.8;81.9
ELM;198102;-;-;-;139;40;66.6;-4.5;-14.5;6.2;72.0
ELM;198103;-;-;-;78;69;142.9;3.4;-8.5;14.8;76.5
ELM;198104;-;-;-;1;58;23.6;7.2;-5.0;21.9;67.7
ELM;198105;-;-;-;1;60;152.4;9.6;-0.7;26.6;73.0
ELM;198106;-;-;-;0;59;110.5;13.3;3.2;27.5;72.0
ELM;198107;-;-;-;0;60;270.0;13.3;3.7;25.6;80.0
ELM;198108;-;-;-;0;44;113.8;15.0;4.5;27.4;76.0
ELM;198109;-;-;-;0;70;272.5;11.9;1.9;23.8;82.9
ELM;198110;-;-;-;8;66;244.4;6.6;-6.2;21.8;79.6
ELM;198111;-;-;-;8;56;139.0;1.0;-11.9;15.5;77.5
ELM;198112;-;-;-;92;81;231.3;-2.3;-16.5;10.3;82.4
ELM;198201;-;-;-;80;65;158.4;-0.6;-10.5;11.5;81.0
ELM;198202;-;-;-;100;48;27.1;-1.4;-13.1;10.0;71.2
ELM;198203;-;-;-;103;63;102.0;0.5;-9.3;14.5;69.6
ELM;198204;-;-;-;26;51;68.5;3.6;-4.8;16.5;66.2
ELM;198205;-;-;-;0;46;89.4;9.9;-1.4;24.1;60.1
ELM;198206;-;-;-;0;60;188.1;13.6;4.5;26.8;74.6
ELM;198207;-;-;-;0;49;146.1;15.9;7.1;27.1;78.3
ELM;198208;-;-;-;0;61;163.5;13.9;5.5;24.7;85.0
ELM;198209;-;-;-;0;46;189.2;13.6;4.0;27.0;79.3
ELM;198210;-;-;-;0;51;68.3;7.1;-0.4;18.2;80.4
ELM;198211;-;-;-;7;51;86.1;3.7;-7.1;15.2;74.4
ELM;198212;-;-;-;14;59;95.5;-0.8;-12.0;11.6;83.9
ELM;198301;-;-;-;24;61;162.5;0.0;-10.0;9.0;75.8
ELM;198302;-;-;-;62;54;74.6;-4.8;-15.1;7.1;69.9
ELM;198303;-;-;-;21;58;61.2;2.3;-8.6;13.8;70.3
ELM;198304;-;-;-;3;69;120.6;6.8;-2.8;19.0;66.9
ELM;198305;-;-;-;1;68;282.9;8.0;0.0;22.7;72.6
ELM;198306;-;-;-;0;59;111.4;13.7;2.1;26.4;73.6
ELM;198307;-;-;-;0;28;41.4;18.6;6.3;32.7;66.3
ELM;198308;-;-;-;0;58;137.5;14.7;3.7;25.1;81.0
ELM;198309;-;-;-;0;51;208.0;11.8;2.6;24.0;78.8
ELM;198310;-;-;-;0;46;80.9;7.4;-1.5;21.0;78.4
ELM;198311;-;-;-;1;41;138.5;1.5;-8.4;17.0;78.2
ELM;198312;-;-;-;22;44;114.2;-1.3;-15.6;9.1;74.9
ELM;198401;-;-;-;43;73;134.9;-2.0;-13.5;9.8;77.0
ELM;198402;-;-;-;78;58;116.5;-4.4;-15.2;5.6;74.6
ELM;198403;-;-;-;61;44;62.6;-1.0;-12.9;11.2;64.4
ELM;198404;-;-;-;10;53;60.4;4.1;-5.2;20.0;63.6
ELM;198405;-;-;-;0;73;86.5;7.5;-1.2;18.5;70.5
ELM;198406;-;-;-;0;54;146.3;12.1;3.5;23.1;71.9
ELM;198407;-;-;-;0;51;149.0;14.2;4.5;30.7;77.8
ELM;198408;-;-;-;0;60;158.9;13.8;7.8;28.1;83.8
ELM;198409;-;-;-;1;66;351.9;9.4;0.2;22.5;85.4
ELM;198410;-;-;-;0;43;94.7;8.1;0.8;18.8;72.8
ELM;198411;-;-;-;1;50;71.5;6.3;-5.9;17.5;66.2
ELM;198412;-;-;-;8;51;78.3;-0.4;-11.8;12.0;79.5
ELM;198501;-;-;-;34;64;82.3;-7.3;-22.9;10.2;80.0
ELM;198502;-;-;-;28;63;109.9;-2.4;-16.7;10.2;82.8
ELM;198503;-;-;-;12;69;63.0;0.5;-9.6;13.5;73.9
ELM;198504;-;-;-;1;61;148.5;5.2;-3.3;19.2;70.3
ELM;198505;-;-;-;1;59;114.8;10.3;-3.0;24.5;71.6
ELM;198506;-;-;-;0;65;185.3;11.2;2.8;25.6;78.3
ELM;198507;-;-;-;0;43;152.2;16.0;6.9;28.5;76.1
ELM;198508;-;-;-;0;44;299.0;13.8;2.9;29.0;76.6
ELM;198509;-;-;-;0;31;72.3;12.5;4.1;22.0;76.7
ELM;198510;-;-;-;0;34;6.1;7.4;-4.9;22.0;79.4
ELM;198511;-;-;-;11;70;109.8;-2.0;-12.8;19.3;83.8
ELM;198512;-;-;-;6;48;35.7;1.2;-11.6;15.0;69.5
ELM;198601;-;-;-;48;75;240.2;-2.4;-16.2;8.4;80.5
ELM;198602;-;-;-;49;51;44.6;-6.4;-20.1;7.7;73.3
ELM;198603;-;-;-;41;56;137.0;1.7;-6.0;13.0;75.0
ELM;198604;-;-;-;10;78;244.6;3.7;-6.8;16.5;78.5
ELM;198605;-;-;-;1;56;164.5;12.0;-0.2;26.0;73.0
ELM;198606;-;-;-;0;46;156.8;12.8;0.6;26.2;78.7
ELM;198607;-;-;-;0;53;167.8;14.2;4.3;24.8;82.7
ELM;198608;-;-;-;0;54;174.7;14.2;4.4;29.5;83.1
ELM;198609;-;-;-;0;46;47.2;11.5;3.3;24.5;83.4
ELM;198610;-;-;-;0;36;89.1;8.4;-2.5;20.5;81.1
ELM;198611;-;-;-;2;45;74.1;3.0;-6.2;15.2;74.6
ELM;198612;-;-;-;29;64;209.8;-1.1;-14.7;11.1;80.5
ELM;198701;-;-;-;88;54;132.9;-7.4;-25.1;13.0;86.4
ELM;198702;-;-;-;72;70;115.6;-1.2;-10.0;8.8;84.0
ELM;198703;-;-;-;71;63;104.3;-2.2;-14.5;12.1;79.6
ELM;198704;-;-;-;12;51;105.9;6.0;-6.8;23.0;70.1
ELM;198705;-;-;-;2;69;229.2;7.1;-1.8;22.1;77.0
ELM;198706;-;-;-;0;68;282.8;11.1;2.8;27.0;81.3
ELM;198707;-;-;-;0;68;325.5;15.1;4.2;26.9;83.7
ELM;198708;-;-;-;0;61;163.1;14.2;4.0;26.5;83.7
ELM;198709;-;-;-;0;59;87.9;14.5;2.0;27.2;79.7
ELM;198710;-;-;-;0;56;50.0;9.8;0.4;22.7;75.6
ELM;198711;-;-;-;7;65;113.8;2.4;-3.5;12.6;83.6
ELM;198712;-;-;-;2;54;103.5;1.1;-8.8;12.0;80.4
ELM;198801;-;-;-;4;60;101.5;2.2;-6.7;11.7;74.5
ELM;198802;-;-;-;32;69;131.0;-1.3;-9.6;9.2;76.8
ELM;198803;-;-;-;72;89;338.0;-0.5;-11.5;10.0;85.3
ELM;198804;-;-;-;17;64;79.0;6.3;-5.2;18.7;77.1
ELM;198805;-;-;-;0;71;103.5;11.6;0.7;24.6;78.0
ELM;198806;-;-;-;0;74;173.3;12.0;0.6;22.5;82.5
ELM;198807;-;-;-;0;55;178.9;14.9;6.0;29.2;78.9
ELM;198808;-;-;-;0;56;168.2;14.8;4.5;27.4;84.0
ELM;198809;-;-;-;0;58;89.4;11.3;2.6;22.3;84.4
ELM;198810;-;-;-;0;64;171.3;9.8;0.6;23.5;79.4
ELM;198811;-;-;-;3;46;75.9;-0.1;-14.6;13.0;82.5
ELM;198812;-;-;-;29;66;217.5;-1.0;-11.8;9.4;86.7
ELM;198901;-;-;-;24;20;15.9;-1.5;-9.4;7.2;69.5
ELM;198902;-;-;-;21;53;71.8;1.2;-4.6;11.2;74.4
ELM;198903;-;-;-;2;53;105.5;4.9;-5.0;19.8;72.3
ELM;198904;-;-;-;1;80;135.9;5.5;-1.2;16.3;76.4
ELM;198905;-;-;-;0;51;71.2;10.8;0.8;23.0;77.4
ELM;198906;-;-;-;0;64;144.0;11.7;2.0;24.4;77.8
ELM;198907;-;-;-;0;71;146.4;15.3;6.4;25.6;81.9
ELM;198908;-;-;-;0;55;224.0;14.4;3.6;28.3;81.6
ELM;198909;-;-;-;0;66;115.9;11.4;3.8;22.3;85.1
ELM;198910;-;-;-;0;44;100.0;8.5;-0.5;23.5;74.8
ELM;198911;-;-;-;3;35;92.9;1.1;-10.3;16.5;75.7
ELM;198912;-;-;-;2;31;67.8;0.4;-10.0;18.3;67.5
ELM;199001;-;-;-;3;30;30.4;-0.9;-7.6;11.5;63.8
ELM;199002;-;-;-;4;55;327.4;3.9;-4.5;17.4;68.9
ELM;199003;-;-;-;8;51;85.2;3.9;-9.0;20.4;73.4
ELM;199004;-;-;-;2;79;128.3;4.3;-2.2;17.3;80.0
ELM;199005;-;-;-;0;61;79.8;11.8;1.4;21.6;74.5
ELM;199006;-;-;-;0;73;225.7;12.3;4.9;26.8;82.4
ELM;199007;-;-;-;0;51;124.3;15.0;4.8;28.7;78.2
ELM;199008;-;-;-;0;48;134.0;15.4;5.4;28.1;78.2
ELM;199009;-;-;-;0;70;125.6;10.5;3.2;19.5;82.7
ELM;199010;-;-;-;0;65;88.5;10.4;0.4;22.9;73.0
ELM;199011;-;-;-;9;70;177.4;1.2;-8.0;14.2;83.0
ELM;199012;-;-;-;25;59;81.0;-4.1;-13.0;9.6;80.5
ELM;199101;-;-;-;25;36;80.8;-3.1;-13.3;10.0;76.6
ELM;199102;-;-;-;32;46;40.0;-3.2;-18.5;12.6;72.3
ELM;199103;-;-;-;2;73;88.2;5.6;-6.0;16.2;73.1
ELM;199104;-;-;-;2;63;95.7;4.2;-5.7;16.5;73.7
ELM;199105;-;-;-;1;76;151.4;6.1;-1.0;21.2;79.6
ELM;199106;-;-;-;0;71;280.4;11.8;1.6;25.2;78.4
ELM;199107;-;-;-;0;51;200.6;16.5;6.7;28.3;79.1
ELM;199108;-;-;-;0;45;51.6;16.2;6.7;28.3;78.0
ELM;199109;-;-;-;0;54;243.9;14.1;2.4;23.8;76.9
ELM;199110;-;-;-;0;53;43.4;6.3;-4.4;23.4;79.7
ELM;199111;-;-;-;3;61;78.8;1.7;-6.8;16.2;80.3
ELM;199112;-;-;-;16;39;212.6;-3.4;-11.2;4.5;75.6
ELM;199201;-;-;-;32;30;17.1;-2.7;-14.0;10.0;71.3
ELM;199202;-;-;-;57;50;140.6;-0.7;-15.0;10.8;71.0
ELM;199203;-;-;-;31;71;257.0;2.3;-6.4;14.8;75.2
ELM;199204;-;-;-;5;70;115.4;5.0;-5.2;20.8;74.4
ELM;199205;-;-;-;0;54;34.9;11.8;1.5;25.0;71.5
ELM;199206;-;-;-;0;73;92.4;12.9;4.3;24.3;77.1
ELM;199207;-;-;-;0;60;184.5;15.6;7.8;28.0;79.2
ELM;199208;-;-;-;0;49;219.8;17.6;8.6;29.3;73.1
ELM;199209;-;-;-;0;58;106.2;12.2;1.0;24.0;74.8
ELM;199210;-;-;-;1;84;101.9;5.5;-4.5;16.0;83.6
ELM;199211;-;-;-;2;66;265.6;4.1;-6.7;14.8;79.1
ELM;199212;-;-;-;14;49;99.3;-0.9;-11.2;12.5;74.1
ELM;199301;-;-;-;9;46;87.1;0.1;-15.0;13.5;73.2
ELM;199302;-;-;-;29;34;55.5;-2.2;-16.7;10.1;66.4
ELM;199303;-;-;-;26;60;66.8;1.0;-10.6;16.6;71.2
ELM;199304;-;-;-;1;64;133.4;7.4;-4.0;21.0;66.2
ELM;199305;-;-;-;0;68;105.9;12.0;1.3;26.7;70.5
ELM;199306;-;-;-;0;65;180.4;13.5;2.6;27.0;76.3
ELM;199307;-;-;-;0;69;278.6;13.4;3.0;28.2;78.8
ELM;199308;-;-;-;0;55;209.1;14.9;4.5;29.0;77.4
ELM;199309;-;-;-;0;70;211.7;11.1;1.0;23.2;74.7
ELM;199310;-;-;-;2;75;284.1;6.6;-4.5;19.1;73.4
ELM;199311;-;-;-;3;53;37.9;-1.0;-12.6;15.7;80.4
ELM;199312;-;-;-;18;71;185.3;0.0;-9.5;13.7;77.6
ELM;199401;-;-;-;7;68;140.3;-0.3;-10.0;10.0;73.5
ELM;199402;-;-;-;10;68;47.1;-0.1;-12.0;15.0;66.9
ELM;199403;-;-;-;0;71;82.7;6.1;-1.7;17.8;69.1
ELM;199404;-;-;-;4;75;127.5;4.4;-4.5;21.0;73.5
ELM;199405;-;-;-;0;73;174.1;10.8;2.0;20.8;74.3
ELM;199406;-;-;-;0;64;120.8;13.7;4.0;27.0;71.6
ELM;199407;-;-;-;0;53;120.3;17.8;9.4;30.0;71.6
ELM;199408;-;-;-;0;59;194.7;16.0;9.4;29.0;76.9
ELM;199409;-;-;-;0;75;177.2;12.2;1.5;26.0;75.6
ELM;199410;-;-;-;0;53;33.5;8.0;-0.5;19.3;73.3
ELM;199411;-;-;-;0;68;85.5;6.0;-1.5;18.3;79.8
ELM;199412;-;-;-;8;63;114.8;-0.3;-12.7;11.0;81.2
ELM;199501;-;-;-;59;65;214.6;-2.8;-17.0;11.0;78.4
ELM;199502;-;-;-;21;73;101.4;1.7;-7.3;11.5;76.9
ELM;199503;-;-;-;12;61;168.4;0.4;-11.1;12.9;71.5
ELM;199504;-;-;-;4;76;156.4;5.8;-2.5;17.2;71.8
ELM;199505;-;-;-;0;64;138.4;10.0;-1.6;23.5;73.8
ELM;199506;-;-;-;0;74;170.9;11.2;1.7;25.5;80.8
ELM;199507;-;-;-;0;54;205.9;17.3;9.5;31.0;78.1
ELM;199508;-;-;-;0;74;239.5;14.1;2.4;25.6;83.7
ELM;199509;-;-;-;0;71;161.5;9.6;-1.0;20.5;80.3
ELM;199510;-;-;-;0;38;4.6;10.8;3.0;21.0;74.5
ELM;199511;-;-;-;5;58;99.6;2.2;-9.5;17.0;75.1
ELM;199512;-;-;-;4;65;128.3;-0.8;-13.2;13.5;79.1
ELM;199601;-;-;-;2;49;3.7;1.1;-9.2;12.8;66.8
ELM;199602;-;-;-;18;63;59.7;-2.4;-16.5;11.2;73.1
ELM;199603;-;-;-;7;59;89.3;0.4;-12.8;16.8;72.3
ELM;199604;-;-;-;1;66;64.1;6.8;-6.4;19.2;68.9
ELM;199605;-;-;-;0;70;241.0;9.7;0.4;25.3;77.8
ELM;199606;-;-;-;0;60;94.0;14.2;3.0;27.5;75.8
ELM;199607;-;-;-;0;59;212.0;13.9;1.8;27.5;78.7
ELM;199608;-;-;-;0;69;209.3;14.0;4.5;24.6;84.2
ELM;199609;-;-;-;0;66;99.1;8.5;0.5;21.5;79.3
ELM;199610;-;-;-;0;69;138.5;7.7;-1.0;18.0;74.8
ELM;199611;-;-;-;11;68;228.4;2.2;-8.9;20.5;81.2
ELM;199612;-;-;-;38;63;34.9;-1.5;-15.6;12.2;81.8
ELM;199701;-;-;-;14;46;3.3;-1.0;-11.0;15.2;72.1
ELM;199702;-;-;-;4;48;91.5;1.3;-7.8;13.5;64.9
ELM;199703;-;-;-;3;59;108.7;4.4;-5.0;15.9;72.2
ELM;199704;-;-;-;0;55;140.5;4.6;-6.6;16.1;66.9
ELM;199705;-;-;-;0;54;86.0;10.8;-1.0;24.1;67.8
ELM;199706;-;-;-;0;79;266.2;13.0;4.0;25.9;79.9
ELM;199707;-;-;-;0;73;278.5;13.5;5.5;27.5;82.5
ELM;199708;-;-;-;0;55;183.7;16.2;5.8;27.2;79.4
ELM;199709;-;-;-;0;36;43.0;13.2;4.4;24.2;77.9
ELM;199710;-;-;-;0;59;96.3;6.9;-5.0;21.5;82.7
ELM;199711;-;-;-;0;50;91.2;3.4;-5.0;17.5;73.9
ELM;199712;-;-;-;15;71;145.3;0.3;-10.5;12.5;79.4
ELM;199801;-;-;-;14;49;81.2;-0.7;-14.4;17.1;69.2
ELM;199802;-;-;-;11;31;26.4;1.6;-10.5;16.5;63.2
ELM;199803;-;-;-;5;70;134.1;1.7;-10.0;18.7;73.4
ELM;199804;-;-;-;1;74;142.3;5.7;-6.5;19.5;70.1
ELM;199805;-;-;-;0;61;42.4;11.5;3.0;25.7;69.4
ELM;199806;-;-;-;0;65;161.8;14.2;3.0;27.7;73.8
ELM;199807;-;-;-;0;64;180.8;15.2;6.4;29.0;79.0
ELM;199808;-;-;-;0;59;140.1;15.4;4.3;29.5;78.9
ELM;199809;-;-;-;0;71;267.5;11.1;2.7;25.0;80.4
ELM;199810;-;-;-;0;79;156.1;7.0;0.0;21.5;82.4
ELM;199811;-;-;-;15;65;132.4;-1.6;-14.8;12.2;83.4
ELM;199812;-;-;-;25;59;69.8;-1.5;-11.4;9.6;75.2
ELM;199901;-;-;-;25;52;114.0;-0.1;-14.0;10.0;69.6
ELM;199902;-;-;-;109;75;355.2;-3.8;-17.0;12.2;83.2
ELM;199903;-;-;-;70;61;99.8;2.9;-8.7;13.4;70.8
ELM;199904;-;-;-;9;69;139.6;5.1;-4.0;19.5;74.7
ELM;199905;-;-;-;0;68;234.7;12.5;5.0;26.6;73.9
ELM;199906;-;-;-;0;70;277.9;12.0;0.7;26.5;79.3
ELM;199907;-;-;-;0;62;102.0;15.6;8.0;29.0;78.0
ELM;199908;-;-;-;0;74;223.5;15.2;7.4;27.5;81.5
ELM;199909;-;-;-;0;60;203.5;14.1;7.0;23.8;75.8
ELM;199910;-;-;-;0;62;95.3;8.3;-1.0;22.0;75.0
ELM;199911;-;-;-;21;60;119.0;-0.7;-11.5;16.5;80.3
ELM;199912;-;-;-;24;70;176.6;-1.3;-12.0;12.0;78.3
ELM;200001;-;-;-;45;49;104.6;-3.6;-17.2;6.0;75.0
ELM;200002;-;-;-;45;64;182.0;0.4;-10.0;11.5;73.6
ELM;200003;-;-;-;33;69;205.9;1.8;-7.0;13.0;78.3
ELM;200004;-;-;-;1;66;105.6;7.5;-3.2;20.5;63.5
ELM;200005;-;-;-;0;65;103.0;12.4;3.0;24.4;70.0
ELM;200006;-;-;-;0;54;105.1;15.0;5.0;27.5;70.9
ELM;200007;-;-;-;0;72;250.7;13.0;3.4;27.5;79.9
ELM;200008;-;-;-;0;55;210.8;16.2;9.2;28.5;75.1
ELM;200009;-;-;-;0;55;131.3;12.3;4.8;22.0;77.4
ELM;200010;-;-;-;0;71;175.6;8.1;0.5;22.5;75.4
ELM;200011;-;-;-;7;61;198.1;3.0;-7.0;15.5;74.8
ELM;200012;-;-;-;2;61;33.3;2.4;-8.6;15.0;68.7
ELM;200101;-;-;-;16;66;75.7;-0.5;-10.8;13.2;72.4
ELM;200102;-;-;-;12;62;132.3;0.3;-12.0;12.2;68.9
ELM;200103;-;-;-;5;82;184.9;4.8;-7.0;21.0;74.8
ELM;200104;-;-;-;4;82;207.8;4.0;-5.5;17.8;74.1
ELM;200105;-;-;-;0;61;68.1;13.0;2.2;26.0;68.9
ELM;200106;-;-;-;0;57;280.5;12.0;0.6;26.5;77.4
ELM;200107;-;-;-;0;59;204.3;15.4;8.0;27.0;76.0
ELM;200108;-;-;-;0;52;178.3;16.4;6.5;30.0;77.0
ELM;200109;-;-;-;0;79;206.9;8.5;0.7;19.1;83.0
ELM;200110;-;-;-;0;45;62.5;11.3;3.8;23.2;72.8
ELM;200111;-;-;-;7;65;128.9;-0.4;-8.0;13.0;88.5
ELM;200112;-;-;-;6;52;88.4;-4.4;-15.5;7.0;84.2
ELM;200201;-;-;-;13;30;32.2;-1.9;-12.2;13.2;70.2
ELM;200202;-;-;-;9;74;123.7;2.3;-10.0;16.0;80.1
ELM;200203;-;-;-;2;55;168.3;4.5;-6.5;16.6;66.3
ELM;200204;-;-;-;0;64;84.7;6.6;-1.5;18.6;73.4
ELM;200205;-;-;-;0;65;244.7;10.6;0.5;24.6;74.1
ELM;200206;-;-;-;0;54;75.7;16.2;5.3;30.3;77.1
ELM;200207;-;-;-;0;61;196.8;15.0;6.0;25.6;80.2
ELM;200208;-;-;-;0;66;189.1;14.5;8.0;24.4;85.9
ELM;200209;-;-;-;0;68;154.1;10.4;-0.5;21.1;84.6
ELM;200210;-;-;-;0;66;117.9;8.1;-1.0;20.4;77.0
ELM;200211;-;-;-;1;76;455.7;4.3;-4.5;13.5;83.1
ELM;200212;-;-;-;4;72;154.5;0.7;-7.0;13.0;83.1
ELM;200301;-;-;-;16;63;124.1;-3.3;-15.4;14.0;82.2
ELM;200302;-;-;-;66;37;63.3;-4.5;-16.0;10.5;72.1
ELM;200303;-;-;-;11;44;29.8;4.2;-5.3;16.0;68.5
ELM;200304;-;-;-;1;62;56.6;6.8;-8.7;21.0;68.4
ELM;200305;-;-;-;0;68;168.0;12.0;0.9;25.5;73.5
ELM;200306;-;-;-;0;46;80.8;18.5;10.5;29.3;74.4
ELM;200307;-;-;-;0;53;159.3;16.4;8.2;30.6;78.2
ELM;200308;-;-;-;0;39;102.3;19.0;9.3;32.6;72.8
ELM;200309;-;-;-;0;50;56.4;11.7;2.7;23.8;78.8
