stn;time;gre000m0;sre000m0;hto000m0;nto000m0;prestam0;tre200mn;ure200m0;rre150m0;tre200m0;tre200mx
CHD;199507;-;13326;0;51;906.3;8.3;73.3;134.5;17.8;30.5
CHD;199508;-;9234;0;59;906.4;0.8;78.6;183.1;14.7;28.1
CHD;199509;-;6360;0;65;903.3;-1.6;81.5;170.3;9.5;20.0
CHD;199510;-;9948;0;35;910.6;0.2;81.3;7.1;10.3;21.5
CHD;199511;-;6102;0;45;905.0;-10.2;81.8;91.6;1.8;18.5
CHD;199512;-;3144;3;63;900.5;-12.0;83.6;109.7;-0.6;10.4
CHD;199601;-;-;9;48;899.5;-8.5;83.8;28.8;0.1;11.7
CHD;199602;-;-;33;70;898.7;-15.3;81.6;73.8;-2.6;8.5
CHD;199603;-;-;26;54;901.0;-13.6;75.5;47.0;0.8;18.5
CHD;199604;-;-;1;61;902.7;-4.5;73.9;58.7;6.9;21.5
CHD;199605;-;-;0;68;901.8;0.1;78.3;131.1;10.2;25.7
CHD;199606;-;-;0;51;908.4;2.5;72.7;95.5;14.4;27.5
CHD;199607;-;-;0;49;907.4;5.1;74.3;129.1;14.9;29.5
CHD;199608;-;-;0;63;905.9;3.5;75.3;185.9;14.8;27.2
CHD;199609;-;-;0;58;903.3;0.8;79.0;77.3;9.0;20.6
CHD;199610;-;-;0;60;906.3;-1.9;81.1;109.6;7.4;21.9
CHD;199611;-;-;10;76;900.6;-9.5;82.8;205.9;2.3;17.6
CHD;199612;-;-;21;60;898.7;-13.6;85.6;69.9;-1.1;10.5
CHD;199701;-;-;20;49;905.4;-10.6;82.0;69.8;-1.7;7.9
CHD;199702;-;-;15;49;910.1;-8.5;74.8;115.4;1.8;12.9
CHD;199703;-;-;0;38;910.6;-5.1;72.0;48.2;5.0;19.2
CHD;199704;-;-;0;35;905.2;-6.0;67.9;76.1;5.6;17.5
CHD;199705;-;-;0;53;903.9;0.0;72.9;86.4;10.9;23.5
CHD;199706;-;-;0;80;901.4;2.9;77.6;158.4;13.3;26.1
CHD;199707;-;-;0;61;907.2;5.5;76.1;244.0;14.3;25.1
CHD;199708;-;-;0;48;907.4;6.2;76.5;123.5;16.9;27.5
CHD;199709;-;-;0;33;909.4;3.7;78.5;87.4;13.6;25.4
CHD;199710;-;-;0;49;905.2;-7.2;79.3;94.5;7.2;23.3
CHD;199711;-;-;0;54;898.2;-6.3;82.3;55.9;2.8;18.8
CHD;199712;-;-;8;69;901.2;-11.4;86.4;165.5;-0.5;10.0
CHD;199801;-;-;12;50;905.1;-14.2;79.3;109.4;-1.6;11.0
CHD;199802;-;-;10;22;911.5;-13.0;73.2;15.2;0.8;15.6
CHD;199803;-;-;2;56;908.6;-10.4;72.0;88.1;3.3;19.0
CHD;199804;-;-;2;78;895.6;-5.8;75.5;107.4;5.8;19.0
CHD;199805;-;-;0;46;903.6;0.4;70.9;59.4;11.3;25.4
CHD;199806;-;-;0;59;906.7;1.5;72.1;145.6;14.4;28.9
CHD;199807;-;-;0;56;905.4;5.1;69.2;117.5;16.4;30.2
CHD;199808;-;-;0;44;907.6;2.7;73.0;55.8;15.8;31.5
CHD;199809;-;-;0;70;902.9;1.9;80.6;168.3;11.3;25.6
CHD;199810;-;-;0;80;904.7;-0.6;78.8;146.6;7.6;20.0
CHD;199811;-;-;11;59;904.6;-16.3;82.6;129.2;-1.2;14.0
CHD;199812;-;-;25;52;908.0;-16.3;80.9;73.6;-2.4;8.5
CHD;199901;-;-;23;52;904.5;-13.1;77.2;111.2;-0.8;11.3
CHD;199902;-;-;72;75;903.5;-17.3;83.0;192.6;-3.1;7.5
CHD;199903;-;-;39;57;900.4;-10.9;76.8;55.8;2.9;15.0
CHD;199904;-;-;1;74;902.6;-6.3;78.1;128.8;5.8;18.7
CHD;199905;-;-;0;70;904.7;4.4;75.9;219.2;12.8;26.5
CHD;199906;-;-;0;60;906.9;2.2;73.6;142.2;13.1;28.0
CHD;199907;-;-;0;50;906.1;6.4;69.2;105.6;16.8;29.4
CHD;199908;-;-;0;68;904.7;8.2;76.1;242.2;16.1;27.7
CHD;199909;-;-;0;56;903.8;5.8;77.9;114.2;14.0;24.6
CHD;199910;-;-;0;60;905.3;-1.4;81.1;89.4;7.9;19.7
CHD;199911;-;-;8;62;906.4;-13.6;83.3;66.4;-0.3;15.0
CHD;199912;-;-;14;71;902.5;-14.6;77.5;187.4;-0.6;15.0
CHD;200001;-;-;29;48;909.9;-16.6;81.6;41.9;-3.7;8.6
CHD;200002;-;-;23;66;909.9;-12.0;77.6;146.2;0.6;14.5
CHD;200003;-;-;4;60;906.7;-6.5;72.4;57.6;3.2;16.1
CHD;200004;-;-;0;66;897.1;-3.0;71.9;64.3;7.4;23.0
CHD;200005;-;-;0;64;905.2;2.0;71.5;86.6;12.1;25.0
CHD;200006;-;-;0;48;908.7;4.0;69.5;70.0;15.7;28.3
CHD;200007;-;-;0;68;904.2;3.4;73.6;190.8;13.8;30.5
CHD;200008;-;-;0;48;908.0;6.0;73.0;89.1;16.2;31.0
CHD;200009;-;-;0;42;905.1;2.0;74.8;83.2;12.8;24.1
CHD;200010;-;-;0;69;904.0;-1.8;82.4;96.1;8.1;18.8
CHD;200011;-;-;1;72;898.1;-8.5;84.4;93.6;2.9;15.5
CHD;200012;-;-;4;68;900.9;-11.4;81.8;56.0;1.3;13.1
CHD;200101;-;-;15;71;900.3;-10.4;86.2;121.7;-0.7;6.9
CHD;200102;-;-;4;59;904.4;-12.6;72.2;30.4;1.1;18.7
CHD;200103;-;-;1;85;896.5;-7.6;78.3;236.4;5.3;18.5
CHD;200104;-;-;1;76;901.7;-6.5;79.3;190.7;4.3;17.6
CHD;200105;-;-;0;64;904.2;1.5;75.4;71.8;12.7;26.9
CHD;200106;-;-;0;49;906.7;0.2;72.7;209.0;12.8;28.9
CHD;200107;-;-;0;56;905.8;5.2;73.2;110.9;16.1;28.0
CHD;200108;-;-;0;45;907.4;5.7;72.5;116.7;17.0;31.0
CHD;200109;-;-;0;74;904.3;0.6;78.1;168.4;9.6;21.0
CHD;200110;-;-;0;36;908.2;1.0;76.8;59.0;11.1;24.6
CHD;200111;-;-;2;59;907.3;-11.6;83.5;115.9;0.3;13.1
CHD;200112;-;-;5;50;907.0;-19.1;82.4;56.9;-3.8;7.9
CHD;200201;-;-;8;39;911.3;-17.3;75.9;25.7;-2.1;13.0
CHD;200202;-;-;3;65;905.0;-12.0;76.5;103.3;2.6;17.0
CHD;200203;-;-;1;54;903.8;-5.4;70.1;97.8;4.8;17.6
CHD;200204;-;-;0;57;901.4;-2.4;69.2;44.0;6.8;20.4
CHD;200205;-;-;0;68;903.1;0.0;76.6;127.2;9.9;26.0
CHD;200206;-;-;0;49;906.3;2.8;67.9;173.7;16.6;32.1
CHD;200207;-;-;0;50;905.1;5.6;72.9;156.1;15.6;27.2
CHD;200208;-;-;0;66;905.4;7.6;77.1;154.9;14.9;28.8
CHD;200209;-;-;0;61;905.7;-0.4;80.7;119.4;11.1;21.0
CHD;200210;-;-;0;57;903.7;-2.0;77.6;144.4;8.1;22.0
CHD;200211;-;-;1;75;899.3;-3.2;88.2;197.2;3.4;14.5
CHD;200212;-;-;0;74;902.6;-7.0;87.7;101.4;1.2;10.0
CHD;200301;-;-;15;68;902.1;-15.2;85.9;120.1;-3.2;13.0
CHD;200302;-;-;56;42;904.6;-20.0;77.0;48.3;-4.3;9.0
CHD;200303;-;-;14;34;908.6;-5.4;74.4;46.8;4.3;18.8
CHD;200304;-;-;1;56;902.6;-8.1;72.4;90.1;7.0;22.1
CHD;200305;-;-;0;62;906.8;-1.5;76.3;98.2;12.0;25.6
CHD;200306;-;-;0;43;907.1;8.0;70.2;70.0;18.8;30.6
CHD;200307;-;-;0;42;907.0;7.4;69.6;143.7;17.5;32.0
CHD;200308;-;-;0;37;908.2;8.9;67.8;113.6;19.5;33.4
CHD;200309;-;-;0;44;908.7;0.0;76.3;72.4;12.1;23.9
CHD;200310;-;-;0;67;901.4;-7.9;84.6;168.4;4.9;20.4
CHD;200311;-;-;2;50;904.3;-5.0;83.8;42.7;3.5;13.5
CHD;200312;-;-;10;47;904.8;-15.0;81.9;68.5;-0.6;15.5
CHD;200401;-;-;21;79;899.4;-15.2;82.6;242.0;-1.1;10.4
CHD;200402;-;-;25;46;905.3;-13.2;75.9;35.6;-0.8;14.8
CHD;200403;-;-;6;59;906.0;-11.2;77.5;55.4;1.8;19.6
CHD;200404;-;-;1;65;900.4;-4.1;74.2;57.2;6.6;19.4
CHD;200405;-;-;0;55;902.6;0.4;73.2;94.3;9.7;24.5
CHD;200406;-;-;0;59;907.5;4.3;73.6;113.7;14.1;27.5
CHD;200407;-;-;0;55;907.1;4.2;71.4;100.0;15.8;27.6
CHD;200408;-;-;0;58;905.4;3.5;76.3;270.1;15.8;29.5
CHD;200409;-;-;0;49;909.3;3.4;76.6;68.7;13.1;25.4
CHD;200410;-;-;0;67;902.3;-0.3;83.4;115.5;9.3;24.0
CHD;200411;-;-;0;65;906.7;-7.4;82.0;16.5;1.5;16.9
CHD;200412;-;-;6;46;905.2;-13.5;80.6;50.1;-1.2;8.6
CHD;200501;-;-;24;49;908.7;-19.1;77.5;93.9;-2.9;13.1
CHD;200502;-;-;57;56;902.3;-16.0;76.4;93.9;-4.8;5.6
CHD;200503;-;-;36;52;903.5;-19.6;73.3;33.7;2.1;18.0
CHD;200504;-;-;1;68;902.0;-1.9;73.5;94.9;6.4;23.6
CHD;200505;-;-;0;64;905.8;0.9;74.5;91.2;11.2;27.5
CHD;200506;-;-;0;45;907.7;1.1;67.9;87.2;16.1;32.1
CHD;200507;-;-;0;59;906.4;5.6;70.9;120.1;15.9;30.7
CHD;200508;-;-;0;63;906.7;4.0;75.5;209.5;14.2;26.5
CHD;200509;-;-;0;53;907.2;1.9;77.6;94.8;13.2;26.1
CHD;200510;-;-;0;39;907.7;1.8;79.1;59.2;9.1;19.0
CHD;200511;-;-;2;50;904.1;-14.4;80.8;24.0;1.4;16.1
CHD;200512;-;-;29;61;903.3;-19.4;85.8;110.4;-5.2;5.2
CHD;200601;-;-;33;43;906.9;-15.1;77.4;27.6;-3.7;10.0
CHD;200602;-;-;31;62;900.2;-14.1;79.1;55.2;-2.0;8.5
CHD;200603;-;-;28;69;899.1;-15.5;78.6;186.2;0.6;19.5
CHD;200604;-;-;0;64;902.9;-3.9;75.0;126.5;6.7;20.3
CHD;200605;-;-;0;72;906.0;-0.3;72.7;188.3;10.9;22.9
CHD;200606;-;-;0;41;908.3;-0.1;66.4;44.9;15.5;29.1
CHD;200607;-;-;0;39;909.2;9.3;68.4;89.4;19.1;31.0
CHD;200608;-;-;0;67;904.2;1.5;74.3;272.6;12.7;27.7
CHD;200609;-;-;0;54;906.0;3.5;77.7;90.8;14.4;25.9
CHD;200610;-;-;0;53;905.3;1.5;75.9;82.3;10.4;22.1
CHD;200611;-;-;0;53;907.7;-6.9;79.7;61.2;4.5;15.1
CHD;200612;-;-;5;37;910.7;-11.1;80.9;108.1;-0.5;12.6
CHD;200701;-;-;6;65;908.5;-14.5;81.6;111.7;1.3;15.0
CHD;200702;-;-;2;58;901.0;-6.5;78.6;93.7;2.1;12.0
CHD;200703;-;-;3;56;902.7;-7.5;74.8;114.0;3.2;15.0
CHD;200704;-;-;0;36;906.2;-2.2;69.9;47.8;10.2;25.2
CHD;200705;-;-;0;71;902.4;-1.5;75.5;228.5;11.2;25.4
CHD;200706;-;-;0;67;904.0;4.6;75.5;206.1;14.1;27.1
CHD;200707;-;-;0;59;906.1;-2.0;74.0;316.6;14.7;31.4
CHD;200708;-;-;0;62;905.3;1.3;74.7;193.2;15.1;29.6
CHD;200709;-;-;0;48;907.7;-1.0;74.8;70.7;10.8;27.0
CHD;200710;-;-;0;51;908.3;-4.9;75.7;28.0;7.2;20.5
CHD;200711;-;-;4;56;905.6;-13.5;81.0;57.1;0.5;12.1
CHD;200712;-;-;22;43;908.8;-15.4;80.5;154.2;-2.8;10.0
CHD;200801;-;-;19;51;907.2;-13.6;78.1;65.7;0.2;10.5
CHD;200802;-;-;9;36;911.4;-11.1;72.9;23.0;1.3;15.5
CHD;200803;-;-;5;76;897.5;-12.5;72.1;123.9;1.8;16.5
CHD;200804;-;-;1;77;899.2;-7.0;73.5;161.7;5.6;19.7
CHD;200805;-;-;0;71;902.6;2.3;72.7;53.1;12.2;26.0
CHD;200806;-;-;0;66;905.8;4.4;72.5;77.8;14.7;29.6
CHD;200807;-;-;0;53;906.2;4.4;69.6;113.3;15.8;28.6
CHD;200808;-;-;0;53;905.8;0.0;71.2;132.5;15.6;26.9
CHD;200809;-;-;0;60;905.5;0.0;78.6;120.0;10.6;25.1
CHD;200810;-;-;1;63;906.2;-2.9;79.6;105.5;8.1;22.0
CHD;200811;-;-;3;66;902.2;-11.6;82.2;57.4;2.0;12.5
CHD;200812;-;-;25;59;902.9;-15.1;82.9;98.1;-2.6;7.7
CHD;200901;-;-;35;41;899.7;-14.9;79.0;63.4;-4.9;7.1
CHD;200902;-;-;55;69;900.2;-15.0;79.2;64.4;-2.3;10.4
CHD;200903;-;-;48;61;902.0;-10.1;74.4;111.1;1.7;14.1
CHD;200904;-;-;4;57;901.4;-0.8;71.5;22.2;8.3;20.1
CHD;200905;-;-;0;60;907.3;-1.0;68.5;81.5;13.0;30.1
CHD;200906;-;-;0;64;905.2;5.2;69.3;198.0;14.3;28.4
CHD;200907;-;-;0;61;906.8;6.9;68.9;166.3;16.6;28.5
CHD;200908;-;-;0;39;908.0;5.0;66.5;43.8;17.8;32.0
CHD;200909;-;-;0;48;907.8;3.0;74.9;71.6;13.4;27.9
CHD;200910;-;-;0;54;905.8;-5.0;72.4;61.4;7.7;27.4
CHD;200911;-;-;0;73;900.7;-3.9;81.9;163.2;4.7;19.7
CHD;200912;-;-;8;80;896.1;-18.4;85.4;135.2;-1.6;7.0
CHD;201001;-;-;15;66;898.5;-13.6;80.3;39.3;-4.6;4.0
CHD;201002;-;-;29;70;893.0;-18.2;77.2;69.1;-2.5;15.7
CHD;201003;-;-;6;58;902.9;-12.5;69.2;64.7;1.8;18.1
CHD;201004;-;-;0;57;904.9;-5.5;68.5;28.9;7.4;24.4
CHD;201005;-;-;0;82;901.7;1.5;75.0;129.1;9.7;25.0
CHD;201006;-;-;0;63;903.9;-1.0;72.4;115.7;14.1;28.5
CHD;201007;-;-;0;52;907.6;6.1;70.2;122.7;17.7;31.3
CHD;201008;-;-;0;68;906.2;5.0;72.2;221.1;14.9;31.0
CHD;201009;-;-;0;58;904.7;1.0;75.1;64.8;11.3;22.4
CHD;201010;-;-;0;57;902.2;-5.0;76.6;44.1;7.0;23.5
CHD;201011;-;-;2;74;895.9;-14.1;83.1;81.6;2.5;16.0
CHD;201012;-;-;11;70;898.1;-15.4;83.6;89.5;-3.1;10.1
CHD;201101;-;-;3;51;904.7;-12.8;79.3;53.9;-1.8;9.5
CHD;201102;-;-;3;46;904.5;-10.1;71.7;41.5;0.7;14.0
CHD;201103;-;-;2;45;906.2;-6.6;72.1;31.5;4.4;18.2
CHD;201104;-;-;0;44;905.7;-2.2;66.8;37.1;9.8;23.9
CHD;201105;-;-;0;49;907.0;1.5;70.9;137.0;12.5;26.5
CHD;201106;-;-;0;70;906.7;1.4;73.5;151.5;13.8;29.8
CHD;201107;-;-;0;62;903.9;3.5;71.7;148.1;14.0;30.0
CHD;201108;-;-;0;43;906.5;4.0;67.7;101.5;16.9;31.0
CHD;201109;-;-;0;-;908.1;3.4;80.2;111.4;14.1;27.1
CHD;201110;-;-;0;-;908.8;-4.4;80.1;118.8;7.2;21.8
CHD;201111;-;-;0;-;907.8;-5.4;74.2;0.0;3.6;15.9
CHD;201112;-;-;25;-;905.8;-10.5;83.5;310.0;0.4;11.1
CHD;201201;-;-;45;-;908.5;-13.1;84.7;142.1;-1.2;6.4
CHD;201202;-;-;62;-;902.7;-21.0;78.1;28.7;-7.3;9.3
CHD;201203;194;14845;24;-;906.5;-7.0;68.8;19.8;4.4;17.9
CHD;201204;182;6821;0;-;889.4;-4.6;74.6;112.1;6.0;24.0
CHD;201205;245;11331;0;-;899.4;-2.7;74.1;87.1;11.0;25.8
CHD;201206;247;11506;0;-;900.1;2.5;77.3;127.2;14.8;29.2
CHD;201207;263;13364;0;-;901.6;4.9;74.9;107.4;15.2;29.6
CHD;201208;245;14897;0;-;902.9;4.6;76.3;176.8;16.5;31.1
CHD;201209;172;10928;0;-;900.7;1.1;83.6;162.1;11.5;23.6
CHD;201210;105;7579;0;-;896.9;-7.0;84.2;137.0;7.9;20.7
CHD;201211;71;6273;1;-;896.3;-8.5;82.2;105.4;3.7;16.3
CHD;201212;43;2691;23;-;897.1;-16.8;86.9;177.2;-1.4;11.9
CHD;201301;70;5892;21;-;895.9;-16.0;85.3;62.8;-2.4;9.8
CHD;201302;111;6344;47;-;893.8;-17.7;86.7;90.9;-4.9;5.9
CHD;201303;137;6552;29;-;888.3;-11.4;80.6;69.3;0.6;11.2
CHD;201304;193;8487;2;-;896.9;-5.5;79.2;93.6;6.3;21.5
CHD;201305;193;6086;0;-;895.5;-1.0;81.7;195.0;7.5;19.7
CHD;201306;239;10041;0;-;901.9;2.6;76.7;88.7;12.8;30.5
CHD;201307;279;15293;0;-;904.0;5.7;79.2;145.8;16.7;31.3
CHD;201308;244;14516;0;-;903.0;5.4;79.0;75.8;15.2;29.3
CHD;201309;172;9799;0;-;901.2;2.6;82.7;135.4;12.1;25.7
CHD;201310;100;6416;0;-;901.0;-0.4;86.1;146.0;9.2;21.1
CHD;201311;65;5436;2;-;897.3;-10.8;83.3;205.0;1.3;16.2
CHD;201312;63;8304;12;-;904.0;-10.9;75.6;44.3;-0.7;12.1
CHD;201401;60;4700;21;-;893.1;-12.2;85.1;66.9;-0.2;13.1
CHD;201402;94;5690;28;-;892.8;-6.8;83.9;94.9;0.5;11.1
CHD;201403;174;12003;7;-;898.7;-7.8;72.5;32.8;3.8;19.1
CHD;201404;203;9936;0;-;897.3;-3.3;75.3;92.1;7.5;19.0
CHD;201405;229;9125;0;-;899.3;-0.6;73.8;116.6;9.4;24.3
CHD;201406;274;13066;0;-;901.1;3.5;72.9;102.9;14.4;30.6
CHD;201407;204;8214;0;-;900.0;4.2;84.3;332.6;14.5;27.1
CHD;201408;200;8567;0;-;900.3;4.1;82.1;180.7;13.5;26.4
CHD;201409;188;12415;0;-;901.9;2.3;83.1;42.9;12.4;24.0
CHD;201410;119;9650;0;-;901.7;-1.8;84.2;90.1;9.8;23.2
CHD;201411;70;6283;0;-;894.8;-2.1;85.1;91.6;5.1;16.9
CHD;201412;46;4094;6;-;901.6;-15.4;85.6;70.1;0.1;10.9
CHD;201501;58;4609;15;-;900.0;-10.7;84.0;120.8;-0.9;13.4
CHD;201502;111;6857;37;-;896.0;-12.8;80.4;36.7;-2.7;9.2
CHD;201503;145;9121;8;-;901.3;-6.0;74.0;117.7;3.4;14.9
CHD;201504;208;11122;0;-;902.4;-5.3;69.6;77.0;7.0;20.5
CHD;201505;217;9985;0;-;900.5;0.0;73.1;214.4;11.0;26.9
CHD;201506;275;12837;0;-;903.3;4.2;76.0;120.8;14.9;27.3
CHD;201507;292;16501;0;-;902.6;5.7;64.4;52.4;19.0;33.8
CHD;201508;217;12249;0;-;901.9;6.0;79.8;105.7;16.3;32.3
CHD;201509;175;10432;0;-;900.8;1.1;81.1;87.1;10.2;24.7
CHD;201510;119;8383;0;-;900.0;-1.1;85.1;64.2;7.0;16.5
CHD;201511;83;8648;5;-;904.7;-11.8;78.2;104.1;4.3;18.4
CHD;201512;65;8839;6;-;910.5;-4.8;78.8;17.2;2.1;9.9
CHD;201601;53;3362;19;-;897.7;-17.5;84.3;161.4;0.0;11.3
CHD;201602;77;3313;11;-;895.3;-9.7;83.0;118.4;1.0;12.4
CHD;201603;168;10074;6;-;895.0;-12.0;75.1;61.9;1.8;18.5
CHD;201604;183;7449;0;-;895.6;-5.0;76.3;118.5;6.1;19.9
CHD;201605;213;8639;0;-;897.4;-0.4;76.1;238.9;9.4;23.4
CHD;201606;218;8221;0;-;900.1;4.9;81.4;182.8;13.5;29.8
CHD;201607;263;13766;0;-;903.8;4.4;76.5;181.4;16.2;29.6
CHD;201608;247;14278;0;-;905.0;4.5;77.3;93.7;16.0;28.0
CHD;201609;185;12191;0;-;903.7;5.5;81.7;63.4;13.6;24.6
CHD;201610;115;8837;0;-;902.1;-3.0;85.4;75.3;6.2;17.0
CHD;201611;62;4493;2;-;897.8;-8.1;84.8;119.7;2.7;16.2
CHD;201612;71;10483;0;-;909.6;-5.6;70.5;1.5;0.1;10.1
CHD;201701;70;7261;27;-;901.6;-16.2;80.1;57.7;-5.1;6.8
CHD;201702;104;7734;26;-;899.4;-6.8;79.8;84.3;1.6;15.5
CHD;201703;156;9851;2;-;900.2;-5.9;77.3;124.9;5.4;18.2
CHD;201704;229;12931;0;-;901.1;-5.7;70.5;45.7;6.0;20.0
CHD;201705;246;11381;0;-;900.8;-2.1;75.6;92.8;11.1;25.8
CHD;201706;288;14170;0;-;901.3;2.9;73.8;113.0;16.4;29.1
CHD;201707;254;12181;0;-;902.0;8.0;74.2;117.6;16.5;29.8
CHD;201708;219;12656;0;-;903.5;5.8;77.3;124.7;16.3;29.5
CHD;201709;158;8287;0;-;901.0;0.7;81.1;59.7;10.0;22.4
CHD;201710;129;10576;0;-;905.8;-2.5;78.7;63.4;8.5;21.0
CHD;201711;67;5124;9;-;899.5;-7.6;84.7;113.0;1.1;14.0
CHD;201712;50;4575;30;-;899.0;-13.3;86.0;156.3;-2.3;8.1
CHD;201801;55;4428;10;-;898.8;-5.6;82.6;261.4;2.1;12.5
CHD;201802;98;5789;3;-;893.5;-16.2;81.4;56.7;-3.5;6.5
CHD;201803;123;4727;2;-;887.0;-8.8;79.5;93.4;1.7;14.3
CHD;201804;231;12679;0;-;897.3;-3.3;67.2;47.8;9.3;22.9
CHD;201805;213;8879;0;-;898.7;2.1;81.9;138.6;11.6;23.6
CHD;201806;280;13364;0;-;900.9;4.9;76.6;105.6;15.2;27.3
CHD;201807;284;15993;0;-;901.6;7.6;69.6;63.9;17.8;29.0
CHD;201808;231;13604;0;-;903.2;6.0;77.8;169.2;16.6;30.8
CHD;201809;198;13517;0;-;905.2;2.0;78.4;51.6;13.7;26.4
CHD;201810;128;11082;0;-;900.4;-1.2;78.4;45.3;8.6;21.6
CHD;201811;70;6215;0;-;898.2;-5.2;87.4;18.3;3.8;15.8
CHD;201812;42;4185;0;-;903.5;-12.7;86.8;190.6;1.0;11.0
