stn;time;gre000m0;hto000m0;nto000m0;prestam0;sre000m0;tre200mn;tre200mx;ure200m0;rre150m0;tre200m0
OTL;190108;-;-;-;-;-;-;-;-;139.7;20.6
OTL;190109;-;-;-;-;-;-;-;-;116.4;17.3
OTL;190110;-;-;-;-;-;-;-;-;276.1;11.6
OTL;190111;-;-;-;-;-;-;-;-;31.5;6.2
OTL;190112;-;-;-;-;-;-;-;-;197.2;3.3
OTL;190201;-;-;-;-;-;-;-;-;39.9;4.1
OTL;190202;-;-;-;-;-;-;-;-;151.9;3.8
OTL;190203;-;-;-;-;-;-;-;-;121.7;8.0
OTL;190204;-;-;-;-;-;-;-;-;101.3;12.9
OTL;190205;-;-;-;-;-;-;-;-;94.7;13.1
OTL;190206;-;-;-;-;-;-;-;-;250.6;17.9
OTL;190207;-;-;-;-;-;-;-;-;115.9;21.9
OTL;190208;-;-;-;-;-;-;-;-;244.1;20.0
OTL;190209;-;-;-;-;-;-;-;-;296.1;16.6
OTL;190210;-;-;-;-;-;-;-;-;177.8;10.9
OTL;190211;-;-;-;-;-;-;-;-;90.8;5.6
OTL;190212;-;-;-;-;-;-;-;-;72.4;4.1
OTL;190301;-;-;-;-;-;-;-;-;87.8;1.1
OTL;190302;-;-;-;-;-;-;-;-;28.9;5.5
OTL;190303;-;-;-;-;-;-;-;-;94.4;9.0
OTL;190304;-;-;-;-;-;-;-;-;209.4;9.5
OTL;190305;-;-;-;-;-;-;-;-;518.9;14.3
OTL;190306;-;-;-;-;-;-;-;-;220.7;17.4
OTL;190307;-;-;-;-;-;-;-;-;296.0;20.3
OTL;190308;-;-;-;-;-;-;-;-;214.7;20.4
OTL;190309;-;-;-;-;-;-;-;-;90.9;17.1
OTL;190310;-;-;-;-;-;-;-;-;316.6;12.2
OTL;190311;-;-;-;-;-;-;-;-;83.2;7.6
OTL;190312;-;-;-;-;-;-;-;-;142.3;3.2
OTL;190401;-;-;-;-;-;-;-;-;29.6;3.2
OTL;190402;-;-;-;-;-;-;-;-;173.5;4.2
OTL;190403;-;-;-;-;-;-;-;-;232.6;6.9
OTL;190404;-;-;-;-;-;-;-;-;84.2;12.9
OTL;190405;-;-;-;-;-;-;-;-;161.1;17.2
OTL;190406;-;-;-;-;-;-;-;-;176.9;20.2
OTL;190407;-;-;-;-;-;-;-;-;70.3;22.8
OTL;190408;-;-;-;-;-;-;-;-;39.2;21.9
OTL;190409;-;-;-;-;-;-;-;-;233.6;15.9
OTL;190410;-;-;-;-;-;-;-;-;44.1;13.0
OTL;190411;-;-;-;-;-;-;-;-;56.8;6.7
OTL;190412;-;-;-;-;-;-;-;-;57.8;3.5
OTL;190501;-;-;-;-;-;-;-;-;29.7;1.9
OTL;190502;-;-;-;-;-;-;-;-;55.3;4.4
OTL;190503;-;-;-;-;-;-;-;-;75.1;8.0
OTL;190504;-;-;-;-;-;-;-;-;200.7;11.8
OTL;190505;-;-;-;-;-;-;-;-;430.7;13.5
OTL;190506;-;-;-;-;-;-;-;-;146.4;18.6
OTL;190507;-;-;-;-;-;-;-;-;125.7;22.9
OTL;190508;-;-;-;-;-;-;-;-;463.7;19.8
OTL;190509;-;-;-;-;-;-;-;-;352.7;17.3
OTL;190510;-;-;-;-;-;-;-;-;12.4;9.0
OTL;190511;-;-;-;-;-;-;-;-;221.1;6.5
OTL;190512;-;-;-;-;-;-;-;-;4.7;4.4
OTL;190601;-;-;-;-;-;-;-;-;21.8;2.9
OTL;190602;-;-;-;-;-;-;-;-;63.5;3.9
OTL;190603;-;-;-;-;-;-;-;-;86.1;7.5
OTL;190604;-;-;-;-;-;-;-;-;156.3;10.8
OTL;190605;-;-;-;-;-;-;-;-;69.9;15.5
OTL;190606;-;-;-;-;-;-;-;-;23.0;20.7
OTL;190607;-;-;-;-;-;-;-;-;257.3;21.4
OTL;190608;-;-;-;-;-;-;-;-;35.6;22.2
OTL;190609;-;-;-;-;-;-;-;-;74.3;17.3
OTL;190610;-;-;-;-;-;-;-;-;163.1;13.5
OTL;190611;-;-;-;-;-;-;-;-;372.3;7.7
OTL;190612;-;-;-;-;-;-;-;-;12.2;3.2
OTL;190701;-;-;-;-;-;-;-;-;16.4;2.7
OTL;190702;-;-;-;-;-;-;-;-;21.7;3.2
OTL;190703;-;-;-;-;-;-;-;-;0.3;7.5
OTL;190704;-;-;-;-;-;-;-;-;85.8;10.7
OTL;190705;-;-;-;-;-;-;-;-;121.2;15.6
OTL;190706;-;-;-;-;-;-;-;-;316.9;19.5
OTL;190707;-;-;-;-;-;-;-;-;152.0;20.0
OTL;190708;-;-;-;-;-;-;-;-;73.8;21.3
OTL;190709;-;-;-;-;-;-;-;-;235.2;17.8
OTL;190710;-;-;-;-;-;-;-;-;567.1;12.9
OTL;190711;-;-;-;-;-;-;-;-;37.4;7.6
OTL;190712;-;-;-;-;-;-;-;-;121.7;4.2
OTL;190801;-;-;-;-;-;-;-;-;2.7;2.8
OTL;190802;-;-;-;-;-;-;-;-;21.6;5.9
OTL;190803;-;-;-;-;-;-;-;-;109.4;6.0
OTL;190804;-;-;-;-;-;-;-;-;121.2;9.7
OTL;190805;-;-;-;-;-;-;-;-;269.7;17.0
OTL;190806;-;-;-;-;-;-;-;-;166.3;19.8
OTL;190807;-;-;-;-;-;-;-;-;293.9;20.4
OTL;190808;-;-;-;-;-;-;-;-;475.7;19.7
OTL;190809;-;-;-;-;-;-;-;-;134.3;16.1
OTL;190810;-;-;-;-;-;-;-;-;123.0;12.8
OTL;190811;-;-;-;-;-;-;-;-;18.6;6.5
OTL;190812;-;-;-;-;-;-;-;-;34.0;3.4
OTL;190901;-;-;-;-;-;-;-;-;1.2;1.8
OTL;190902;-;-;-;-;-;-;-;-;130.5;2.2
OTL;190903;-;-;-;-;-;-;-;-;104.4;4.7
OTL;190904;-;-;-;-;-;-;-;-;77.3;13.2
OTL;190905;-;-;-;-;-;-;-;-;86.3;15.5
OTL;190906;-;-;-;-;-;-;-;-;234.5;17.0
OTL;190907;-;-;-;-;-;-;-;-;113.1;20.0
OTL;190908;-;-;-;-;-;-;-;-;223.7;20.1
OTL;190909;-;-;-;-;-;-;-;-;110.2;15.9
OTL;190910;-;-;-;-;-;-;-;-;300.2;12.5
OTL;190911;-;-;-;-;-;-;-;-;60.3;6.3
OTL;190912;-;-;-;-;-;-;-;-;113.3;4.7
OTL;191001;-;-;-;-;-;-;-;-;51.0;4.2
OTL;191002;-;-;-;-;-;-;-;-;97.3;4.5
OTL;191003;-;-;-;-;-;-;-;-;179.0;7.9
OTL;191004;-;-;-;-;-;-;-;-;206.5;10.4
OTL;191005;-;-;-;-;-;-;-;-;208.8;14.1
OTL;191006;-;-;-;-;-;-;-;-;267.5;19.2
OTL;191007;-;-;-;-;-;-;-;-;125.4;18.9
OTL;191008;-;-;-;-;-;-;-;-;241.4;19.6
OTL;191009;-;-;-;-;-;-;-;-;63.9;16.1
OTL;191010;-;-;-;-;-;-;-;-;233.9;12.3
OTL;191011;-;-;-;-;-;-;-;-;95.4;5.5
OTL;191012;-;-;-;-;-;-;-;-;362.1;5.4
OTL;191101;-;-;-;-;-;-;-;-;4.1;3.0
OTL;191102;-;-;-;-;-;-;-;-;18.0;4.1
OTL;191103;-;-;-;-;-;-;-;-;113.9;7.2
OTL;191104;-;-;-;-;-;-;-;-;57.6;11.3
OTL;191105;-;-;-;-;-;-;-;-;109.7;15.3
OTL;191106;-;-;-;-;-;-;-;-;282.3;17.8
OTL;191107;-;-;-;-;-;-;-;-;5.4;22.8
OTL;191108;-;-;-;-;-;-;-;-;253.9;22.8
OTL;191109;-;-;-;-;-;-;-;-;179.3;18.4
OTL;191110;-;-;-;-;-;-;-;-;310.7;11.1
OTL;191111;-;-;-;-;-;-;-;-;269.2;7.6
OTL;191112;-;-;-;-;-;-;-;-;92.0;4.6
OTL;191201;-;-;-;-;-;-;-;-;93.1;4.2
OTL;191202;-;-;-;-;-;-;-;-;106.4;5.6
OTL;191203;-;-;-;-;-;-;-;-;169.4;9.2
OTL;191204;-;-;-;-;-;-;-;-;43.0;10.6
OTL;191205;-;-;-;-;-;-;-;-;78.8;16.7
OTL;191206;-;-;-;-;-;-;-;-;257.1;18.4
OTL;191207;-;-;-;-;-;-;-;-;233.3;20.2
OTL;191208;-;-;-;-;-;-;-;-;364.1;17.3
OTL;191209;-;-;-;-;-;-;-;-;32.4;13.8
OTL;191210;-;-;-;-;-;-;-;-;197.3;10.4
OTL;191211;-;-;-;-;-;-;-;-;66.4;5.1
OTL;191212;-;-;-;-;-;-;-;-;27.5;3.1
OTL;191301;-;-;-;-;-;-;-;-;13.2;3.2
OTL;191302;-;-;-;-;-;-;-;-;0.5;4.2
OTL;191303;-;-;-;-;-;-;-;-;233.7;7.9
OTL;191304;-;-;-;-;-;-;-;-;230.3;10.6
OTL;191305;-;-;-;-;-;-;-;-;130.7;15.2
OTL;191306;-;-;-;-;-;-;-;-;105.7;19.8
OTL;191307;-;-;-;-;-;-;-;-;82.1;19.4
OTL;191308;-;-;-;-;-;-;-;-;151.1;19.9
OTL;191309;-;-;-;-;-;-;-;-;300.2;15.8
OTL;191310;-;-;-;-;-;-;-;-;396.8;12.0
OTL;191311;-;-;-;-;-;-;-;-;58.1;9.2
OTL;191312;-;-;-;-;-;-;-;-;19.7;4.8
OTL;191401;-;-;-;-;-;-;-;-;10.0;1.5
OTL;191402;-;-;-;-;-;-;-;-;158.1;5.5
OTL;191403;-;-;-;-;-;-;-;-;136.8;8.1
OTL;191404;-;-;-;-;-;-;-;-;92.8;13.2
OTL;191405;-;-;-;-;-;-;-;-;425.6;14.1
OTL;191406;-;-;-;-;-;-;-;-;165.0;17.8
OTL;191407;-;-;-;-;-;-;-;-;278.3;19.4
OTL;191408;-;-;-;-;-;-;-;-;208.8;19.7
OTL;191409;-;-;-;-;-;-;-;-;30.2;16.9
OTL;191410;-;-;-;-;-;-;-;-;407.8;10.9
OTL;191411;-;-;-;-;-;-;-;-;45.3;6.4
OTL;191412;-;-;-;-;-;-;-;-;161.8;3.9
OTL;191501;-;-;-;-;-;-;-;-;76.9;2.1
OTL;191502;-;-;-;-;-;-;-;-;185.9;2.1
OTL;191503;-;-;-;-;-;-;-;-;60.1;7.1
OTL;191504;-;-;-;-;-;-;-;-;65.7;10.6
OTL;191505;-;-;-;-;-;-;-;-;236.1;16.4
OTL;191506;-;-;-;-;-;-;-;-;158.0;19.5
OTL;191507;-;-;-;-;-;-;-;-;289.2;20.3
OTL;191508;-;-;-;-;-;-;-;-;46.5;20.0
OTL;191509;-;-;-;-;-;-;-;-;290.8;15.2
OTL;191510;-;-;-;-;-;-;-;-;37.5;10.6
OTL;191511;-;-;-;-;-;-;-;-;49.5;5.3
OTL;191512;-;-;-;-;-;-;-;-;119.6;5.5
OTL;191601;-;-;-;-;-;-;-;-;0.4;4.9
OTL;191602;-;-;-;-;-;-;-;-;202.9;3.9
OTL;191603;-;-;-;-;-;-;-;-;427.5;5.9
OTL;191604;-;-;-;-;-;-;-;-;120.8;12.0
OTL;191605;-;-;-;-;-;-;-;-;241.8;15.8
OTL;191606;-;-;-;-;-;-;-;-;399.2;16.8
OTL;191607;-;-;-;-;-;-;-;-;81.4;20.3
OTL;191608;-;-;-;-;-;-;-;-;291.2;20.3
OTL;191609;-;-;-;-;-;-;-;-;159.5;15.2
OTL;191610;-;-;-;-;-;-;-;-;135.1;11.6
OTL;191611;-;-;-;-;-;-;-;-;241.1;7.3
OTL;191612;-;-;-;-;-;-;-;-;265.0;3.8
OTL;191701;-;-;-;-;-;-;-;-;76.1;2.5
OTL;191702;-;-;-;-;-;-;-;-;12.5;1.8
OTL;191703;-;-;-;-;-;-;-;-;176.6;5.8
OTL;191704;-;-;-;-;-;-;-;-;191.7;9.3
OTL;191705;-;-;-;-;-;-;-;-;431.2;16.0
OTL;191706;-;-;-;-;-;-;-;-;108.8;20.0
OTL;191707;-;-;-;-;-;-;-;-;169.0;20.5
OTL;191708;-;-;-;-;-;-;-;-;361.2;19.3
OTL;191709;-;-;-;-;-;-;-;-;41.1;18.6
OTL;191710;-;-;-;-;-;-;-;-;274.8;10.0
OTL;191711;-;-;-;-;-;-;-;-;12.1;6.9
OTL;191712;-;-;-;-;-;-;-;-;49.3;2.3
OTL;191801;-;-;-;-;-;-;-;-;46.1;3.2
OTL;191802;-;-;-;-;-;-;-;-;14.4;5.4
OTL;191803;-;-;-;-;-;-;-;-;153.0;7.3
OTL;191804;-;-;-;-;-;-;-;-;277.9;9.7
OTL;191805;-;-;-;-;-;-;-;-;144.0;16.1
OTL;191806;-;-;-;-;-;-;-;-;189.0;17.8
OTL;191807;-;-;-;-;-;-;-;-;293.5;21.3
OTL;191808;-;-;-;-;-;-;-;-;209.3;20.3
OTL;191809;-;-;-;-;-;-;-;-;337.2;17.6
OTL;191810;-;-;-;-;-;-;-;-;230.0;10.6
OTL;191811;-;-;-;-;-;-;-;-;100.6;6.4
OTL;191812;-;-;-;-;-;-;-;-;31.9;4.1
OTL;191901;-;-;-;-;-;-;-;-;237.1;3.5
OTL;191902;-;-;-;-;-;-;-;-;54.0;3.5
OTL;191903;-;-;-;-;-;-;-;-;108.3;7.5
OTL;191904;-;-;-;-;-;-;-;-;167.9;10.7
OTL;191905;-;-;-;-;-;-;-;-;5.4;16.2
OTL;191906;-;-;-;-;-;-;-;-;62.6;21.3
OTL;191907;-;-;-;-;-;-;-;-;273.5;18.7
OTL;191908;-;-;-;-;-;-;-;-;68.4;22.3
OTL;191909;-;-;-;-;-;-;-;-;304.8;18.2
OTL;191910;-;-;-;-;-;-;-;-;40.7;9.6
OTL;191911;-;-;-;-;-;-;-;-;221.1;4.7
OTL;191912;-;-;-;-;-;-;-;-;39.3;3.6
OTL;192001;-;-;-;-;-;-;-;-;144.1;5.5
OTL;192002;-;-;-;-;-;-;-;-;7.4;6.2
OTL;192003;-;-;-;-;-;-;-;-;243.3;9.7
OTL;192004;-;-;-;-;-;-;-;-;290.1;11.4
OTL;192005;-;-;-;-;-;-;-;-;129.9;18.3
OTL;192006;-;-;-;-;-;-;-;-;121.0;19.2
OTL;192007;-;-;-;-;-;-;-;-;346.1;20.7
OTL;192008;-;-;-;-;-;-;-;-;179.2;19.2
OTL;192009;-;-;-;-;-;-;-;-;445.7;16.8
OTL;192010;-;-;-;-;-;-;-;-;151.8;12.0
OTL;192011;-;-;-;-;-;-;-;-;144.0;5.8
OTL;192012;-;-;-;-;-;-;-;-;59.4;4.1
OTL;192101;-;-;-;-;-;-;-;-;80.6;6.2
OTL;192102;-;-;-;-;-;-;-;-;37.2;4.7
OTL;192103;-;-;-;-;-;-;-;-;40.2;9.3
OTL;192104;-;-;-;-;-;-;-;-;91.1;10.8
OTL;192105;-;-;-;-;-;-;-;-;198.9;16.2
OTL;192106;-;-;-;-;-;-;-;-;63.2;20.4
OTL;192107;-;-;-;-;-;-;-;-;19.3;23.1
OTL;192108;-;-;-;-;-;-;-;-;293.7;20.5
OTL;192109;-;-;-;-;-;-;-;-;39.5;18.1
OTL;192110;-;-;-;-;-;-;-;-;0.5;14.5
OTL;192111;-;-;-;-;-;-;-;-;9.2;6.0
OTL;192112;-;-;-;-;-;-;-;-;0.9;4.8
OTL;192201;-;-;-;-;-;-;-;-;78.5;2.8
OTL;192202;-;-;-;-;-;-;-;-;19.5;4.4
OTL;192203;-;-;-;-;-;-;-;-;297.6;8.6
OTL;192204;-;-;-;-;-;-;-;-;167.2;10.2
OTL;192205;-;-;-;-;-;-;-;-;61.7;17.8
OTL;192206;-;-;-;-;-;-;-;-;220.2;19.8
OTL;192207;-;-;-;-;-;-;-;-;206.5;20.1
OTL;192208;-;-;-;-;-;-;-;-;247.8;20.6
OTL;192209;-;-;-;-;-;-;-;-;302.4;14.9
OTL;192210;-;-;-;-;-;-;-;-;129.8;10.8
OTL;192211;-;-;-;-;-;-;-;-;9.6;6.5
OTL;192212;-;-;-;-;-;-;-;-;266.8;3.2
OTL;192301;-;-;-;-;-;-;-;-;5.7;3.2
OTL;192302;-;-;-;-;-;-;-;-;5.9;5.4
OTL;192303;-;-;-;-;-;-;-;-;20.8;9.1
OTL;192304;-;-;-;-;-;-;-;-;208.6;11.0
OTL;192305;-;-;-;-;-;-;-;-;300.1;15.8
OTL;192306;-;-;-;-;-;-;-;-;58.2;17.5
OTL;192307;-;-;-;-;-;-;-;-;171.6;22.7
OTL;192308;-;-;-;-;-;-;-;-;151.1;21.9
OTL;192309;-;-;-;-;-;-;-;-;232.4;16.2
OTL;192310;-;-;-;-;-;-;-;-;334.7;13.2
OTL;192311;-;-;-;-;-;-;-;-;299.5;8.0
OTL;192312;-;-;-;-;-;-;-;-;38.3;4.1
OTL;192401;-;-;-;-;-;-;-;-;51.0;2.0
OTL;192402;-;-;-;-;-;-;-;-;38.5;4.3
OTL;192403;-;-;-;-;-;-;-;-;96.5;7.4
OTL;192404;-;-;-;-;-;-;-;-;100.0;12.5
OTL;192405;-;-;-;-;-;-;-;-;197.5;16.9
OTL;192406;-;-;-;-;-;-;-;-;157.3;19.6
OTL;192407;-;-;-;-;-;-;-;-;226.0;21.4
OTL;192408;-;-;-;-;-;-;-;-;321.6;18.1
OTL;192409;-;-;-;-;-;-;-;-;206.2;16.8
OTL;192410;-;-;-;-;-;-;-;-;218.2;11.9
OTL;192411;-;-;-;-;-;-;-;-;53.5;7.4
OTL;192412;-;-;-;-;-;-;-;-;120.8;4.5
OTL;192501;-;-;-;-;-;-;-;-;4.7;4.6
OTL;192502;-;-;-;-;-;-;-;-;315.3;4.9
OTL;192503;-;-;-;-;-;-;-;-;134.8;5.5
OTL;192504;-;-;-;-;-;-;-;-;98.8;11.1
OTL;192505;-;-;-;-;-;-;-;-;231.1;14.8
OTL;192506;-;-;-;-;-;-;-;-;6.1;20.9
OTL;192507;-;-;-;-;-;-;-;-;252.8;20.1
OTL;192508;-;-;-;-;-;-;-;-;227.8;20.0
OTL;192509;-;-;-;-;-;-;-;-;255.5;15.2
OTL;192510;-;-;-;-;-;-;-;-;116.9;12.5
OTL;192511;-;-;-;-;-;-;-;-;66.7;7.3
OTL;192512;-;-;-;-;-;-;-;-;70.7;2.0
OTL;192601;-;-;-;-;-;-;-;-;56.5;2.2
OTL;192602;-;-;-;-;-;-;-;-;204.2;5.9
OTL;192603;-;-;-;-;-;-;-;-;56.5;9.1
OTL;192604;-;-;-;-;-;-;-;-;164.0;12.3
OTL;192605;-;-;-;-;-;-;-;-;446.3;14.0
OTL;192606;-;-;-;-;-;-;-;-;136.9;17.7
OTL;192607;-;-;-;-;-;-;-;-;189.9;21.2
OTL;192608;-;-;-;-;-;-;-;-;48.0;21.1
OTL;192609;-;-;-;-;-;-;-;-;85.7;19.8
OTL;192610;-;-;-;-;-;-;-;-;288.4;12.6
OTL;192611;-;-;-;-;-;-;-;-;595.5;9.6
OTL;192612;-;-;-;-;-;-;-;-;19.6;5.7
OTL;192701;-;-;-;-;-;-;-;-;111.0;4.3
OTL;192702;-;-;-;-;-;-;-;-;45.8;3.7
OTL;192703;-;-;-;-;-;-;-;-;221.9;7.9
OTL;192704;-;-;-;-;-;-;-;-;141.1;13.1
OTL;192705;-;-;-;-;-;-;-;-;82.7;16.7
OTL;192706;-;-;-;-;-;-;-;-;327.9;19.1
OTL;192707;-;-;-;-;-;-;-;-;197.6;20.9
OTL;192708;-;-;-;-;-;-;-;-;296.8;19.8
OTL;192709;-;-;-;-;-;-;-;-;248.7;16.8
OTL;192710;-;-;-;-;-;-;-;-;58.9;12.5
OTL;192711;-;-;-;-;-;-;-;-;262.6;8.5
OTL;192712;-;-;-;-;-;-;-;-;110.3;4.4
OTL;192801;-;-;-;-;-;-;-;-;39.6;4.0
OTL;192802;-;-;-;-;-;-;-;-;0.7;6.6
OTL;192803;-;-;-;-;-;-;-;-;215.2;7.5
OTL;192804;-;-;-;-;-;-;-;-;383.7;11.7
OTL;192805;-;-;-;-;-;-;-;-;223.3;13.4
OTL;192806;-;-;-;-;-;-;-;-;180.2;19.4
OTL;192807;-;-;-;-;-;-;-;-;95.4;24.7
OTL;192808;-;-;-;-;-;-;-;-;305.3;22.2
OTL;192809;-;-;-;-;-;-;-;-;56.3;17.2
OTL;192810;-;-;-;-;-;-;-;-;486.2;11.7
OTL;192811;-;-;-;-;-;-;-;-;108.1;8.1
OTL;192812;-;-;-;-;-;-;-;-;44.0;3.4
OTL;192901;-;-;-;-;-;-;-;-;42.7;0.6
OTL;192902;-;-;-;-;-;-;-;-;0.4;-0.1
OTL;192903;-;-;-;-;-;-;-;-;16.7;8.4
OTL;192904;-;-;-;-;-;-;-;-;273.6;10.2
OTL;192905;-;-;-;-;-;-;-;-;205.1;16.0
OTL;192906;-;-;-;-;-;-;-;-;98.7;20.7
OTL;192907;-;-;-;-;-;-;-;-;149.2;22.3
OTL;192908;-;-;-;-;-;-;-;-;243.7;20.6
OTL;192909;-;-;-;-;-;-;-;-;7.9;19.9
OTL;192910;-;-;-;-;-;-;-;-;305.3;12.6
OTL;192911;-;-;-;-;-;-;-;-;100.3;7.7
OTL;192912;-;-;-;-;-;-;-;-;86.9;5.6
OTL;193001;-;-;-;-;-;-;-;-;110.1;3.1
OTL;193002;-;-;-;-;-;-;-;-;24.7;3.5
OTL;193003;-;-;-;-;-;-;-;-;79.6;8.4
OTL;193004;-;-;-;-;-;-;-;-;277.3;11.3
OTL;193005;-;-;-;-;-;-;-;-;213.0;14.0
OTL;193006;-;-;-;-;-;-;-;-;331.4;19.9
OTL;193007;-;-;-;-;-;-;-;-;319.8;19.8
OTL;193008;-;-;-;-;-;-;-;-;108.6;19.9
OTL;193009;-;-;-;-;-;-;-;-;261.6;17.4
OTL;193010;-;-;-;-;-;-;-;-;57.0;11.4
OTL;193011;-;-;-;-;-;-;-;-;138.9;8.5
OTL;193012;-;-;-;-;-;-;-;-;23.0;4.1
OTL;193101;-;-;-;-;-;-;-;-;9.5;2.9
OTL;193102;-;-;-;-;-;-;-;-;185.0;3.4
OTL;193103;-;-;-;-;-;-;-;-;56.4;6.3
OTL;193104;-;-;-;-;-;-;-;-;59.0;10.7
OTL;193105;-;-;-;-;-;-;-;-;283.5;15.9
OTL;193106;-;-;-;-;-;-;-;-;158.1;21.2
OTL;193107;-;-;-;-;-;-;-;-;268.6;20.0
OTL;193108;-;-;-;-;-;-;-;-;375.4;18.8
OTL;193109;-;-;-;-;-;-;-;-;109.8;14.3
OTL;193110;-;-;-;-;-;-;-;-;176.0;12.1
OTL;193111;-;-;-;-;-;-;-;-;192.8;7.9
OTL;193112;-;-;-;-;-;-;-;-;11.8;3.0
OTL;193201;-;-;-;-;-;-;-;-;26.2;4.4
OTL;193202;-;-;-;-;-;-;-;-;11.6;1.1
OTL;193203;-;-;-;-;-;-;-;-;62.7;5.7
OTL;193204;-;-;-;-;-;-;-;-;157.6;9.3
OTL;193205;-;-;-;-;-;-;-;-;412.6;14.1
OTL;193206;-;-;-;-;-;-;-;-;272.9;17.9
OTL;193207;-;-;-;-;-;-;-;-;238.1;19.5
OTL;193208;-;-;-;-;-;-;-;-;119.6;22.2
OTL;193209;-;-;-;-;-;-;-;-;527.5;18.9
OTL;193210;-;-;-;-;-;-;-;-;87.0;11.0
OTL;193211;-;-;-;-;-;-;-;-;47.9;7.8
OTL;193212;-;-;-;-;-;-;-;-;130.1;5.1
OTL;193301;-;-;-;-;-;-;-;-;66.2;2.1
OTL;193302;-;-;-;-;-;-;-;-;6.1;3.8
OTL;193303;-;-;-;-;-;-;-;-;74.9;7.7
OTL;193304;-;-;-;-;-;-;-;-;68.8;12.7
OTL;193305;-;-;-;-;-;-;-;-;122.5;15.2
OTL;193306;-;-;-;-;-;-;-;-;340.2;16.7
OTL;193307;-;-;-;-;-;-;-;-;112.2;21.9
OTL;193308;-;-;-;-;-;-;-;-;137.9;21.7
OTL;193309;-;-;-;-;-;-;-;-;187.0;17.4
OTL;193310;-;-;-;-;-;-;-;-;283.8;12.2
OTL;193311;-;-;-;-;-;-;-;-;278.0;5.4
OTL;193312;-;-;-;-;-;-;-;-;80.2;1.8
OTL;193401;-;-;-;-;-;-;-;-;18.6;2.5
OTL;193402;-;-;-;-;-;-;-;-;44.4;5.6
OTL;193403;-;-;-;-;-;-;-;-;228.8;7.1
OTL;193404;-;-;-;-;-;-;-;-;273.8;11.7
OTL;193405;-;-;-;-;-;-;-;-;137.8;16.9
OTL;193406;-;-;-;-;-;-;-;-;109.7;18.9
OTL;193407;-;-;-;-;-;-;-;-;136.6;22.1
OTL;193408;-;-;-;-;-;-;-;-;525.2;18.9
OTL;193409;-;-;-;-;-;-;-;-;47.9;18.2
OTL;193410;-;-;-;-;-;-;-;-;83.1;11.3
OTL;193411;-;-;-;-;-;-;-;-;395.6;5.8
OTL;193412;-;-;-;-;-;-;-;-;139.4;5.2
OTL;193501;-;-;-;-;-;-;-;-;8.4;2.2
OTL;193502;-;-;-;-;-;-;-;-;113.7;5.4
OTL;193503;-;-;-;-;-;-;-;-;5.1;7.6
OTL;193504;-;-;-;-;-;-;-;-;98.0;10.7
OTL;193505;-;-;69;970.1;10170;3.6;23.5;67.0;225.5;12.6
OTL;193506;-;-;50;973.3;16992;9.6;34.0;60.0;148.3;20.7
OTL;193507;-;-;39;972.7;18570;14.6;31.6;58.5;98.9;22.0
OTL;193508;-;-;56;971.4;14004;10.7;30.0;67.1;299.9;19.4
OTL;193509;-;-;41;973.4;14844;9.1;25.2;65.8;136.2;17.2
OTL;193510;-;-;76;968.8;4512;3.7;20.3;77.5;445.0;11.9
OTL;193511;-;-;69;970.7;5196;0.3;14.9;75.1;439.1;7.2
OTL;193512;-;-;64;963.7;4872;-5.2;9.7;73.9;268.9;1.7
OTL;193601;-;-;72;967.4;4902;-2.1;11.8;78.7;128.9;3.6
OTL;193602;-;-;56;963.2;7746;-3.4;14.8;66.8;71.3;3.9
OTL;193603;-;-;60;968.7;8982;1.6;19.1;66.8;173.5;8.2
OTL;193604;-;-;68;965.4;7950;2.5;19.5;68.2;217.2;10.4
OTL;193605;-;-;63;966.8;11646;6.7;24.7;69.8;178.5;15.3
OTL;193606;-;-;56;970.7;13080;5.7;29.6;64.0;142.2;18.8
OTL;193607;-;-;60;971.0;11904;10.0;28.3;74.5;467.8;19.2
OTL;193608;-;-;37;973.9;17076;12.8;27.1;68.3;23.3;20.3
OTL;193609;-;-;51;973.3;11220;4.8;26.9;74.4;187.5;16.5
OTL;193610;-;-;34;970.8;12558;2.6;15.5;67.7;15.3;9.3
OTL;193611;-;-;50;972.4;7266;0.0;13.0;72.9;104.3;6.2
OTL;193612;-;-;38;978.5;8088;-1.5;15.1;70.1;90.5;4.4
OTL;193701;-;-;41;973.9;8111;-3.0;10.0;71.1;31.2;2.5
OTL;193702;-;-;47;964.9;9534;-0.5;15.5;61.0;113.9;6.0
OTL;193703;-;-;69;962.4;7314;-2.5;14.9;70.2;306.3;5.1
OTL;193704;-;-;45;966.1;13674;4.2;20.0;57.5;121.0;11.5
OTL;193705;-;-;54;973.2;12990;7.0;27.8;67.1;270.6;16.1
OTL;193706;-;-;45;972.0;15216;10.2;30.4;66.7;151.3;19.5
OTL;193707;-;-;38;971.0;17844;12.2;29.1;66.1;196.7;21.1
OTL;193708;-;-;40;970.4;16440;10.0;29.0;67.4;57.2;20.5
OTL;193709;-;-;56;970.4;9564;7.4;26.1;73.9;219.4;16.1
OTL;193710;-;-;66;973.0;6144;3.8;19.0;82.6;295.8;11.4
OTL;193711;-;-;41;969.6;8826;-1.0;15.0;68.4;128.0;6.7
OTL;193712;-;-;46;966.6;6522;-5.5;13.4;66.7;72.6;2.5
OTL;193801;-;-;29;971.5;8916;-8.5;16.7;59.7;22.7;2.5
OTL;193802;-;-;25;977.0;11004;-1.2;11.9;60.5;21.7;4.0
