stn;time;gre000m0;hto000m0;nto000m0;prestam0;sre000m0;tre200mn;tre200mx;ure200m0;rre150m0;tre200m0
OTL;193803;-;-;17;978.8;15918;0.3;23.0;49.3;3.0;11.5
OTL;193804;-;-;24;970.8;17802;0.3;25.7;50.0;48.6;10.4
OTL;193805;-;-;61;969.5;10500;1.9;24.4;67.9;268.5;12.9
OTL;193806;-;-;38;973.5;16554;9.1;29.5;66.3;203.6;20.1
OTL;193807;-;-;42;971.9;15948;10.9;29.7;65.9;317.5;20.3
OTL;193808;-;-;43;969.1;14568;10.5;29.2;66.3;164.5;19.8
OTL;193809;-;-;55;974.1;10008;9.7;23.6;75.0;165.8;15.9
OTL;193810;-;-;39;972.3;10656;2.7;19.6;75.4;156.5;11.9
OTL;193811;-;-;37;975.2;8784;0.8;21.3;70.8;151.6;7.9
OTL;193812;-;-;56;968.8;5616;-7.7;13.9;71.2;97.8;2.2
OTL;193901;-;-;52;968.1;6552;-4.0;12.4;69.5;209.0;2.8
OTL;193902;-;-;38;975.9;9162;-2.1;19.5;55.3;77.4;6.2
OTL;193903;-;-;37;966.9;12672;-3.1;14.8;50.5;9.3;5.5
OTL;193904;-;-;53;969.7;10752;4.2;21.7;66.0;340.0;11.9
OTL;193905;-;-;67;966.0;7920;4.1;24.0;68.1;291.4;12.4
OTL;193906;-;-;48;970.4;13626;8.4;28.0;64.7;321.5;18.2
OTL;193907;-;-;38;972.3;16338;9.4;28.5;64.1;353.2;19.4
OTL;193908;-;-;45;971.7;12966;11.8;28.0;73.1;242.1;19.1
OTL;193909;-;-;47;970.9;11424;4.2;25.3;72.4;125.4;16.0
OTL;193910;-;-;67;967.0;6120;0.5;18.1;71.4;234.5;10.7
OTL;193911;-;-;45;973.5;8148;-0.9;20.5;66.2;103.2;8.1
OTL;193912;-;-;55;970.2;5034;-7.7;13.7;70.6;90.1;2.6
OTL;194001;-;-;43;968.0;7116;-7.3;8.5;62.4;1.9;0.5
OTL;194002;-;-;45;969.5;8592;-9.0;16.0;64.4;11.6;3.1
OTL;194003;-;-;41;970.3;12150;-1.7;16.6;55.7;88.2;6.9
OTL;194004;-;-;43;969.1;13044;3.0;21.0;59.6;206.4;11.2
OTL;194005;-;-;43;967.3;14220;4.1;23.9;58.4;145.8;15.3
OTL;194006;-;-;44;970.0;14448;8.0;28.5;63.8;240.7;17.5
OTL;194007;-;-;45;970.9;16446;10.5;28.5;63.0;432.7;19.4
OTL;194008;-;-;27;973.1;18696;9.6;27.5;61.5;53.7;20.1
OTL;194009;-;-;51;972.7;11880;9.4;26.8;68.0;161.0;17.2
OTL;194010;-;-;66;969.3;5820;2.0;18.0;76.3;195.4;11.1
OTL;194011;-;-;44;970.1;7938;1.2;17.3;63.0;139.4;7.7
OTL;194012;-;-;31;972.4;7578;-8.5;8.5;60.2;10.0;0.2
OTL;194101;-;-;61;963.7;4980;-5.7;9.0;73.1;124.5;1.3
OTL;194102;-;-;45;962.6;9048;-4.8;12.5;64.3;83.4;3.2
OTL;194103;-;-;38;969.0;12744;-0.1;17.0;62.1;174.1;7.1
OTL;194104;-;-;61;966.3;8538;0.1;20.2;65.1;330.0;9.3
OTL;194105;-;-;61;967.0;10902;5.5;22.2;64.1;419.7;12.2
OTL;194106;-;-;35;972.2;16854;7.9;30.7;60.4;200.2;19.0
OTL;194107;-;-;40;971.4;16236;12.9;29.4;63.8;210.7;20.9
OTL;194108;-;-;43;970.6;15456;10.1;26.5;62.6;192.1;18.8
OTL;194109;-;-;40;976.4;13140;7.2;24.3;62.8;75.3;16.4
OTL;194110;-;-;38;972.5;11580;-0.7;21.7;61.6;53.7;11.3
OTL;194111;-;-;72;973.4;3810;-0.7;13.2;72.0;141.1;5.5
OTL;194112;-;-;19;976.5;11286;-7.5;16.5;50.4;2.6;3.8
OTL;194201;-;-;57;967.2;6570;-6.5;8.0;63.9;8.4;-0.1
OTL;194202;-;-;50;965.8;8171;-5.0;11.0;61.7;32.6;2.1
OTL;194203;-;-;58;970.2;9030;1.2;18.0;67.6;58.4;8.4
OTL;194204;-;-;60;969.6;10104;3.7;20.0;64.4;117.4;10.8
OTL;194205;-;-;47;970.8;14130;3.5;27.0;59.3;161.8;15.5
OTL;194206;-;-;44;971.8;15618;7.4;28.5;61.1;198.6;18.9
OTL;194207;-;-;37;971.4;18156;10.6;30.0;57.4;143.0;21.3
OTL;194208;-;-;46;973.3;15282;11.4;26.7;63.1;201.8;20.0
OTL;194209;-;-;47;973.2;11232;5.9;27.0;70.4;289.6;18.1
OTL;194210;-;-;44;974.0;11166;6.6;23.4;68.5;269.9;14.2
OTL;194211;-;-;24;973.2;10584;-3.0;18.0;59.4;46.2;6.4
OTL;194212;-;-;48;976.1;6306;-3.8;12.5;66.7;125.6;3.9
OTL;194301;-;0;46;971.1;7811;-4.8;12.5;63.8;20.7;1.9
OTL;194302;-;0;28;978.4;11316;-2.7;16.0;48.8;9.3;6.2
OTL;194303;-;0;49;974.8;10524;-0.1;19.5;56.4;68.3;8.9
OTL;194304;-;0;35;975.1;16032;4.0;23.0;51.9;60.6;13.9
OTL;194305;-;0;48;972.8;15593;5.5;28.5;61.4;211.2;16.2
OTL;194306;-;0;43;973.0;17076;9.7;31.9;52.9;38.2;19.6
OTL;194307;-;0;38;971.0;18042;11.0;31.0;57.5;132.7;21.1
OTL;194308;-;0;25;972.2;18942;12.7;33.0;54.8;43.7;22.9
OTL;194309;-;0;60;972.4;9996;8.1;26.3;68.7;468.2;18.0
OTL;194310;-;0;62;974.4;8094;8.1;20.8;73.2;103.0;13.4
OTL;194311;-;0;49;969.9;7536;-0.5;15.0;61.8;31.2;6.4
OTL;194312;-;0;50;975.7;6918;-0.7;10.1;65.5;68.0;4.7
OTL;194401;-;0;24;978.5;10494;-4.1;21.2;52.1;0.3;4.6
OTL;194402;-;0;44;965.7;9576;-3.0;12.7;52.3;53.1;3.2
OTL;194403;-;0;30;966.9;16152;-0.6;18.2;43.4;1.5;6.8
OTL;194404;-;0;50;972.6;13494;1.8;22.9;53.3;71.4;12.7
OTL;194405;-;0;57;972.6;14796;7.6;27.1;58.4;129.0;15.7
OTL;194406;-;0;60;968.3;13494;11.3;27.3;59.1;112.3;18.5
OTL;194407;-;0;48;969.9;16182;12.5;28.1;61.4;401.9;20.7
OTL;194408;-;0;51;973.3;15642;14.5;29.2;66.7;77.1;22.0
OTL;194409;-;0;65;974.9;9798;5.5;24.2;66.3;150.5;16.2
OTL;194410;-;0;71;966.9;7260;2.3;18.0;72.1;383.5;10.5
OTL;194411;-;0;52;968.6;8676;-1.1;16.6;59.7;44.2;5.4
OTL;194412;-;0;52;972.3;6984;-5.9;12.1;59.5;30.8;2.2
OTL;194501;-;21;50;965.4;8244;-9.2;8.5;55.0;54.1;-0.9
OTL;194502;-;5;44;980.2;10182;-4.2;20.9;64.0;3.0;4.7
OTL;194503;-;0;31;978.7;15336;1.8;20.5;52.9;103.2;10.5
OTL;194504;-;0;43;972.4;16584;5.4;27.2;51.5;61.5;13.9
OTL;194505;-;0;55;970.8;14610;0.9;29.7;60.3;299.9;16.6
OTL;194506;-;0;42;974.3;19656;10.2;31.2;52.2;24.0;21.2
OTL;194507;-;0;34;971.1;20448;14.4;36.0;49.7;22.6;24.3
OTL;194508;-;0;45;968.2;15413;10.7;32.5;61.4;363.3;20.3
OTL;194509;-;0;41;973.6;15180;9.4;25.8;60.1;172.6;17.7
OTL;194510;-;0;48;975.8;12588;5.4;21.2;62.4;242.9;12.6
OTL;194511;-;0;45;971.5;9186;-0.5;14.2;63.2;51.4;6.0
OTL;194512;-;0;53;968.4;7020;-4.3;12.3;58.8;181.1;3.9
OTL;194601;-;13;53;978.0;7176;-4.9;12.2;62.7;109.7;1.3
OTL;194602;-;1;48;971.0;11076;-1.5;18.7;51.3;16.7;6.4
OTL;194603;-;0;69;969.4;8310;0.5;21.0;67.1;167.2;7.8
OTL;194604;-;0;53;972.8;12492;6.8;24.2;59.7;76.2;13.4
OTL;194605;-;0;76;968.7;8171;6.3;23.1;72.1;394.8;14.0
OTL;194606;-;0;62;972.3;12828;9.8;30.3;63.5;427.5;17.6
OTL;194607;-;0;48;972.9;17562;16.1;30.0;57.3;80.3;22.3
OTL;194608;-;0;49;970.4;14760;10.9;30.5;64.4;248.9;19.9
OTL;194609;-;0;39;974.1;14766;11.3;24.6;66.8;145.0;18.1
OTL;194610;-;0;52;971.6;11058;2.8;22.2;65.2;36.1;11.6
OTL;194611;-;0;60;970.1;6996;0.3;13.1;69.8;69.5;6.1
OTL;194612;-;1;60;969.2;6090;-4.8;11.0;59.6;12.6;2.2
OTL;194701;-;0;52;971.9;7314;-8.1;13.6;64.4;7.2;-0.2
OTL;194702;-;12;75;960.8;4878;-5.7;8.8;72.6;118.2;1.8
OTL;194703;-;0;73;966.7;6216;-2.1;17.5;65.5;226.8;6.8
OTL;194704;-;0;44;976.5;15966;3.9;26.0;52.4;56.3;13.7
OTL;194705;-;0;73;971.6;10920;10.2;27.5;66.2;168.9;16.7
OTL;194706;-;0;43;971.9;17682;10.9;31.3;56.6;126.2;20.6
OTL;194707;-;0;45;971.8;17760;13.8;33.0;62.1;376.5;22.2
OTL;194708;-;0;46;971.8;16836;15.0;32.3;62.6;168.0;21.8
OTL;194709;-;0;31;975.1;15348;9.0;27.2;61.2;231.8;18.7
OTL;194710;-;0;64;976.2;8874;5.0;20.5;69.1;86.9;12.3
OTL;194711;-;1;53;970.0;9204;-0.4;21.3;66.7;95.1;8.1
OTL;194712;-;2;52;967.9;7548;-5.9;14.8;61.5;81.5;3.2
OTL;194801;-;2;62;965.4;6042;-1.7;11.5;64.8;152.9;3.7
OTL;194802;-;3;38;974.8;11190;-5.5;21.5;50.4;14.8;4.6
OTL;194803;-;0;32;981.6;15822;0.4;22.1;46.1;5.0;11.6
OTL;194804;-;0;56;969.2;11598;3.2;20.8;60.0;189.4;11.7
OTL;194805;-;0;71;969.5;10800;5.9;23.8;68.6;257.3;15.3
OTL;194806;-;0;47;969.8;16974;8.2;28.2;54.6;295.9;18.6
OTL;194807;-;0;55;971.3;16290;9.9;27.8;55.8;142.5;19.4
OTL;194808;-;0;56;971.1;14070;11.8;28.6;65.2;256.1;19.7
OTL;194809;-;0;42;973.5;14100;10.1;24.8;65.0;254.5;16.9
OTL;194810;-;0;65;974.3;8136;5.4;20.8;72.0;152.5;12.8
OTL;194811;-;0;53;978.8;8190;-1.4;17.6;64.6;3.3;8.2
OTL;194812;-;0;44;980.4;7794;-5.0;11.8;64.8;24.1;3.0
OTL;194901;-;8;37;977.8;10224;-3.3;14.2;53.3;85.4;4.3
OTL;194902;-;0;18;981.4;13620;-5.3;19.2;43.8;0.0;5.9
OTL;194903;-;0;41;972.3;14130;-6.0;18.6;47.5;11.2;6.3
OTL;194904;-;0;52;974.1;14250;4.6;27.2;52.8;210.6;14.4
OTL;194905;-;0;71;968.4;9240;4.3;24.4;66.0;336.0;13.9
OTL;194906;-;0;43;971.3;19398;9.7;30.7;51.9;29.6;20.0
OTL;194907;-;0;38;972.7;19470;14.1;30.7;54.1;131.3;22.2
OTL;194908;-;0;44;974.1;15582;12.4;32.0;55.6;98.1;21.3
OTL;194909;-;0;55;975.9;11994;12.7;27.7;62.7;30.1;18.8
OTL;194910;-;0;65;976.3;9852;5.6;21.8;67.6;80.3;14.4
OTL;194911;-;0;63;965.6;6684;0.8;14.7;63.2;218.7;7.0
OTL;194912;-;2;46;972.5;8526;-2.0;15.1;57.4;64.2;3.8
OTL;195001;-;2;62;974.1;6828;-4.8;10.7;68.0;18.7;2.5
OTL;195002;-;2;58;971.3;7781;-2.3;16.3;60.5;134.7;5.0
OTL;195003;-;0;41;973.3;14280;-0.7;22.1;54.0;31.5;9.8
OTL;195004;-;0;62;964.9;10548;1.6;21.5;61.5;262.6;10.0
OTL;195005;-;0;63;972.5;12840;8.4;24.1;65.0;195.0;16.1
OTL;195006;-;0;50;973.7;17730;13.3;31.3;64.2;99.4;20.8
OTL;195007;-;0;41;971.1;19080;15.3;32.0;57.0;160.7;23.5
OTL;195008;-;0;53;970.6;14784;13.7;28.7;67.7;230.4;20.6
OTL;195009;-;0;60;971.3;11478;8.4;26.0;68.7;218.8;16.4
OTL;195010;-;0;55;973.6;11328;2.3;24.0;65.4;0.2;12.9
OTL;195011;-;0;61;969.2;6660;0.5;13.2;67.4;221.6;6.1
OTL;195012;-;1;77;963.8;3648;-4.5;10.2;72.7;143.6;2.5
OTL;195101;-;3;71;968.2;5922;-0.7;16.2;70.1;170.9;3.7
OTL;195102;-;3;68;965.4;6558;-0.1;10.2;71.9;342.1;3.7
OTL;195103;-;0;62;965.4;9612;-2.0;14.8;59.1;140.6;5.8
OTL;195104;-;0;59;971.7;12198;1.5;21.5;57.3;201.5;10.7
OTL;195105;-;0;77;967.4;9432;6.1;24.8;69.6;183.9;13.8
OTL;195106;-;0;55;971.3;15294;10.9;28.3;64.5;231.8;18.4
OTL;195107;-;0;46;973.0;17604;12.9;29.3;61.7;104.6;20.8
OTL;195108;-;0;58;971.2;13614;11.4;28.3;68.4;382.7;19.5
OTL;195109;-;0;49;972.9;13428;11.4;25.6;66.3;100.8;18.2
OTL;195110;-;0;77;975.0;5100;3.9;20.2;72.7;229.8;10.8
OTL;195111;-;0;66;967.9;5382;1.4;14.4;70.5;577.2;7.8
OTL;195112;-;0;34;976.0;9486;-1.6;11.1;60.3;23.6;4.7
OTL;195201;-;2;47;969.0;8484;-4.8;8.8;57.9;28.6;1.8
OTL;195202;-;0;34;968.8;12222;-3.9;13.9;53.4;4.3;4.0
OTL;195203;-;0;52;968.0;11070;-1.0;21.0;63.3;66.1;7.7
OTL;195204;-;0;64;972.3;10602;2.0;24.3;63.4;298.8;12.9
OTL;195205;-;0;58;971.5;14382;8.4;26.6;59.9;217.1;15.9
OTL;195206;-;0;56;973.2;16932;14.0;30.9;62.1;128.3;20.4
OTL;195207;-;0;45;972.7;18324;14.7;34.6;59.5;96.5;23.2
OTL;195208;-;0;48;970.9;14796;13.3;29.6;65.8;101.4;20.5
OTL;195209;-;0;55;969.8;11238;5.9;26.9;67.2;443.5;14.2
OTL;195210;-;0;54;970.8;9798;5.0;18.3;67.0;120.1;10.7
OTL;195211;-;0;57;968.2;7878;-1.6;14.7;59.0;116.0;5.3
OTL;195212;-;2;58;968.2;6198;-3.6;11.6;67.9;43.6;2.7
OTL;195301;-;0;39;970.5;10062;-4.3;9.9;58.3;3.7;2.0
OTL;195302;-;0;30;969.8;10926;-4.6;15.1;51.1;4.9;3.7
OTL;195303;-;0;22;981.3;16836;-0.6;18.9;43.5;0.0;9.3
OTL;195304;-;0;66;969.3;9816;5.8;20.9;64.7;153.3;12.4
OTL;195305;-;0;40;970.0;18864;5.6;29.6;49.8;9.2;17.8
OTL;195306;-;0;73;967.9;8682;7.8;26.7;67.0;360.0;17.0
OTL;195307;-;0;53;971.8;15432;13.0;28.5;65.2;238.0;20.7
OTL;195308;-;0;45;973.9;18096;13.2;29.0;64.3;114.2;20.7
OTL;195309;-;0;64;973.5;8970;11.2;26.6;73.7;286.6;17.4
OTL;195310;-;0;68;974.8;6894;4.0;21.6;78.2;414.9;12.8
OTL;195311;-;0;40;980.7;10062;-0.1;14.9;64.8;15.2;6.9
OTL;195312;-;0;65;978.6;5136;0.3;11.0;72.9;19.0;5.8
OTL;195401;-;1;62;968.9;6384;-5.0;12.0;61.6;19.2;1.6
OTL;195402;-;0;70;966.5;5346;-5.6;11.4;69.6;48.6;2.0
OTL;195403;-;0;67;967.4;8766;-0.2;16.2;66.0;106.9;7.6
OTL;195404;-;0;65;970.2;10554;2.8;22.3;59.4;131.3;10.8
OTL;195405;-;0;63;968.2;13416;5.4;25.8;61.6;250.3;14.7
OTL;195406;-;0;68;970.5;11730;9.7;29.3;67.6;228.3;18.5
OTL;195407;-;0;55;969.3;15546;10.5;28.4;57.6;96.0;19.6
OTL;195408;-;0;54;970.0;13272;10.5;29.2;67.4;337.1;18.2
OTL;195409;-;0;44;973.6;14262;7.4;25.5;68.3;165.3;17.1
OTL;195410;-;0;40;974.5;13134;4.0;20.1;68.5;46.5;11.8
OTL;195411;-;0;51;972.5;8742;-0.4;18.2;65.4;128.7;7.3
OTL;195412;-;0;50;970.7;7931;-0.6;15.7;62.5;242.5;5.6
OTL;195501;-;0;65;968.5;6546;-2.6;14.1;70.7;62.1;3.9
OTL;195502;-;5;70;960.8;5934;-2.9;13.4;62.5;117.3;3.5
OTL;195503;-;0;58;968.0;10506;-3.1;16.3;62.0;46.4;6.1
OTL;195504;-;0;36;973.0;18450;2.9;25.3;44.6;0.0;13.1
OTL;195505;-;0;52;972.2;15636;7.4;25.2;54.8;156.7;15.0
OTL;195506;-;0;61;971.5;13218;10.3;27.3;71.2;305.9;18.2
OTL;195507;-;0;57;970.0;15432;14.3;30.1;67.0;134.1;20.8
OTL;195508;-;0;54;972.4;15936;12.5;27.0;69.1;36.6;19.5
OTL;195509;-;0;50;972.4;13458;8.4;26.5;71.1;98.7;17.1
OTL;195510;-;0;52;970.8;10746;3.2;21.2;72.6;190.2;11.8
OTL;195511;-;0;49;974.3;7374;-1.9;15.0;71.2;33.1;6.3
OTL;195512;-;0;57;970.0;6480;-0.3;14.8;71.9;26.1;5.0
OTL;195601;-;1;55;971.2;7344;-2.9;11.5;73.1;44.0;3.2
OTL;195602;-;0;51;965.9;8562;-9.0;16.4;62.0;7.4;-1.2
OTL;195603;-;0;53;971.6;10320;-3.2;21.7;63.5;223.7;6.4
OTL;195604;-;0;62;966.2;11130;-0.1;19.7;62.4;253.1;9.5
OTL;195605;-;0;49;974.4;16356;7.3;27.2;56.5;128.1;16.6
OTL;195606;-;0;60;971.8;15258;7.4;26.4;60.0;131.2;17.6
OTL;195607;-;0;50;971.3;16080;11.4;30.2;66.4;390.6;20.1
OTL;195608;-;0;61;969.2;13368;9.7;28.5;69.7;506.2;19.4
OTL;195609;-;0;56;974.8;11004;11.1;27.9;74.9;170.1;17.1
OTL;195610;-;0;38;975.5;12618;1.4;22.0;67.0;92.6;10.9
OTL;195611;-;0;65;971.7;6156;0.7;15.3;67.2;21.4;6.7
OTL;195612;-;0;40;977.4;8484;-5.1;18.4;58.7;14.9;4.3
OTL;195701;-;1;37;976.6;9456;-4.7;13.2;59.7;93.1;2.7
OTL;195702;-;0;61;970.3;7032;-1.5;14.5;68.9;81.3;5.2
OTL;195703;-;0;58;973.3;10338;-0.7;17.5;66.0;87.2;9.5
OTL;195704;-;0;59;970.8;11832;3.0;21.3;58.5;77.1;11.8
OTL;195705;-;0;68;968.8;10662;2.6;23.3;63.9;179.1;13.2
OTL;195706;-;0;67;972.9;11280;11.5;29.1;71.4;480.4;17.7
OTL;195707;-;0;43;970.9;18228;11.3;33.2;63.9;114.1;20.9
OTL;195708;-;0;57;971.3;13482;11.9;27.7;71.2;356.1;19.1
OTL;195709;-;0;51;971.4;14304;7.9;24.2;70.1;20.5;16.8
OTL;195710;-;0;47;974.7;10944;4.9;20.3;74.2;48.5;12.6
OTL;195711;-;0;61;973.1;6348;0.4;19.0;75.3;275.1;8.1
OTL;195712;-;0;38;971.4;8346;-3.6;11.1;71.9;215.1;3.1
OTL;195801;-;0;46;971.0;8814;-4.1;9.9;60.0;7.7;2.8
OTL;195802;-;0;63;969.8;8388;-1.3;16.7;60.5;87.4;6.1
OTL;195803;-;0;51;964.5;11148;-2.6;19.5;57.3;12.1;5.4
OTL;195804;-;0;58;968.0;11790;0.9;20.6;63.9;185.2;9.1
OTL;195805;-;0;61;973.3;12822;8.5;25.5;65.7;222.9;17.3
OTL;195806;-;0;59;969.5;13872;10.4;26.4;63.5;113.5;18.2
OTL;195807;-;0;51;971.2;17214;9.8;30.7;68.0;118.8;20.9
OTL;195808;-;0;54;971.1;15294;11.1;30.5;71.3;479.3;20.4
OTL;195809;-;0;54;974.8;12054;10.7;25.4;74.6;145.8;17.9
OTL;195810;-;0;47;975.4;10722;4.1;25.3;69.9;299.9;12.1
OTL;195811;-;0;66;973.6;6072;3.4;14.7;76.5;83.7;8.3
OTL;195812;-;0;63;965.9;5238;-3.6;15.7;74.2;230.3;3.5
OTL;195901;-;0;42;970.1;9630;-5.0;13.5;59.5;23.2;3.2
OTL;195902;-;0;30;984.1;11952;-1.0;20.4;62.1;8.2;6.4
OTL;195903;-;0;77;972.2;6678;3.3;18.5;70.0;172.8;9.7
OTL;195904;-;0;46;967.6;14316;3.0;22.0;64.7;218.7;11.8
OTL;195905;-;0;59;969.4;14286;6.5;23.8;65.7;78.2;15.8
OTL;195906;-;0;62;972.3;14616;11.3;28.2;65.1;106.3;19.6
OTL;195907;-;0;44;971.6;17874;12.7;31.0;61.5;145.6;22.7
OTL;195908;-;0;52;972.0;15354;12.8;28.1;66.9;163.0;20.4
OTL;195909;-;0;62;974.9;10734;10.3;24.3;74.1;57.3;17.3
OTL;195910;-;0;55;974.6;9726;3.8;22.8;70.1;235.8;11.8
OTL;195911;-;0;62;971.2;6438;0.4;14.7;73.1;274.3;6.4
OTL;195912;-;0;60;965.6;5724;-1.5;13.7;67.5;217.8;4.4
OTL;196001;-;0;51;970.3;7962;-8.0;13.4;65.1;118.8;3.0
OTL;196002;-;11;66;968.9;6582;-5.6;16.3;70.5;104.6;3.1
OTL;196003;-;1;72;968.0;6642;-0.6;18.6;67.5;115.5;7.6
OTL;196004;-;0;47;969.5;14424;2.9;23.2;54.4;64.8;12.5
OTL;196005;-;0;55;971.7;15972;2.5;27.2;61.8;187.4;16.6
OTL;196006;-;0;60;973.3;13314;11.8;27.8;64.6;291.1;19.1
OTL;196007;-;0;60;970.4;13854;11.2;28.1;61.3;370.8;19.1
OTL;196008;-;0;50;970.2;15006;12.1;27.6;65.4;456.0;19.1
OTL;196009;-;0;62;971.2;9960;7.0;24.6;71.3;477.9;15.0
OTL;196010;-;0;71;966.7;6150;3.4;20.3;72.7;515.3;10.3
OTL;196011;-;0;57;970.0;5868;1.6;15.6;64.8;182.1;7.2
OTL;196012;-;0;64;965.7;5058;-3.1;11.1;65.4;150.1;3.8
OTL;196101;-;21;58;972.7;7602;-4.6;9.5;73.7;73.9;1.3
OTL;196102;-;1;40;979.0;10872;0.0;16.8;61.8;59.4;6.9
OTL;196103;-;0;21;977.8;18264;1.5;23.3;50.0;3.3;11.1
OTL;196104;-;0;68;967.4;9288;6.0;24.8;67.9;207.2;13.7
OTL;196105;-;0;53;968.7;14496;5.2;25.6;61.4;179.0;14.9
OTL;196106;-;0;52;971.7;15312;8.2;28.8;67.6;204.7;19.3
OTL;196107;-;0;52;971.4;17124;12.3;28.8;64.9;121.9;20.1
OTL;196108;-;0;37;974.0;18252;12.2;29.6;63.5;75.9;21.0
OTL;196109;-;0;42;975.3;14256;12.1;28.3;68.2;77.0;20.0
OTL;196110;-;0;64;972.3;7866;3.4;21.0;74.5;174.8;12.6
OTL;196111;-;0;62;969.2;6756;-0.6;15.7;72.3;200.8;6.6
OTL;196112;-;0;52;969.9;6456;-4.1;18.8;67.1;44.5;4.3
OTL;196201;-;0;52;973.9;7692;-3.7;20.1;63.3;45.6;4.3
OTL;196202;-;0;50;972.6;9444;-4.3;17.7;57.8;26.2;4.5
OTL;196203;-;0;58;963.9;10380;-2.6;15.7;56.0;44.8;4.9
OTL;196204;-;0;56;969.7;13860;0.1;25.7;53.3;204.2;11.3
OTL;196205;-;0;63;969.9;13248;3.5;26.2;60.4;138.8;14.6
OTL;196206;-;0;44;973.7;17850;6.6;30.7;60.2;46.5;19.0
OTL;196207;-;0;47;971.0;17346;10.9;29.3;60.4;100.3;21.0
OTL;196208;-;0;39;972.6;17250;13.8;30.8;66.5;67.1;22.4
OTL;196209;-;0;47;972.8;13062;7.2;30.2;66.3;225.4;17.2
OTL;196210;-;0;52;975.2;11016;3.9;23.7;73.6;47.0;12.9
OTL;196211;-;0;64;968.6;5358;-1.3;13.9;71.0;212.0;5.8
OTL;196212;-;1;47;969.5;7188;-5.9;10.7;60.6;45.8;2.0
OTL;196301;-;0;58;969.6;6972;-8.1;8.4;68.9;73.8;-0.3
OTL;196302;-;0;62;963.6;7440;-8.1;12.0;62.4;22.6;1.4
OTL;196303;-;0;55;970.8;10866;-4.7;16.5;59.3;98.6;6.8
OTL;196304;-;0;69;968.3;10182;0.4;22.6;64.1;229.9;11.3
OTL;196305;-;0;60;969.8;12096;4.5;24.8;60.5;218.1;15.2
OTL;196306;-;0;70;970.0;11004;9.3;29.6;72.8;301.1;17.5
OTL;196307;-;0;50;973.1;17724;13.5;29.5;65.5;125.2;21.5
OTL;196308;-;0;58;969.1;14670;9.4;28.6;67.1;422.7;19.0
OTL;196309;-;0;61;973.4;10920;9.0;25.6;72.7;366.0;16.8
OTL;196310;-;0;49;975.6;11514;3.3;21.5;68.7;149.8;12.2
OTL;196311;-;0;69;969.5;4224;2.4;15.4;72.9;519.1;8.3
OTL;196312;-;0;54;972.2;6960;-5.5;11.0;66.8;37.2;2.8
OTL;196401;-;1;31;983.1;10434;-4.4;11.3;62.7;49.1;1.9
OTL;196402;-;0;48;971.5;8076;-3.2;18.2;59.1;55.9;5.5
OTL;196403;-;0;73;966.4;6054;-1.1;18.4;71.9;143.1;6.4
OTL;196404;-;0;63;970.5;10620;2.8;21.8;61.9;191.1;11.9
OTL;196405;-;0;53;973.0;15540;8.2;25.3;61.5;71.4;17.1
OTL;196406;-;0;55;971.6;14346;11.4;28.5;63.9;248.9;19.9
OTL;196407;-;0;38;973.1;19212;13.6;32.2;59.8;135.7;22.1
OTL;196408;-;0;48;971.0;16422;11.2;31.7;61.3;115.8;20.2
OTL;196409;-;0;43;976.3;14148;8.7;26.8;62.4;45.7;17.7
OTL;196410;-;0;64;970.6;7818;3.7;20.5;67.8;144.6;11.4
OTL;196411;-;0;60;973.6;6474;0.9;23.3;71.6;85.5;8.3
OTL;196412;-;0;59;970.3;5880;-3.5;10.0;65.1;48.7;3.8
OTL;196501;-;0;63;968.6;6264;-1.5;15.8;58.7;57.8;3.8
OTL;196502;-;0;17;971.3;13440;-4.7;15.1;44.8;1.0;3.0
OTL;196503;-;1;50;971.9;10632;-4.9;21.8;59.3;92.1;7.2
OTL;196504;-;0;51;965.1;13560;4.3;20.5;45.5;7.0;12.2
OTL;196505;-;0;59;969.4;13164;7.9;26.3;57.1;89.8;15.4
OTL;196506;-;0;57;971.2;13440;8.6;33.1;61.2;92.9;19.3
OTL;196507;-;0;55;970.2;15642;10.9;28.5;60.0;229.4;20.0
OTL;196508;-;0;49;971.5;15678;10.4;29.3;61.9;244.3;19.5
OTL;196509;-;0;62;971.3;9348;5.8;23.2;74.7;750.3;13.9
OTL;196510;-;0;45;977.7;11634;2.9;21.6;68.6;42.0;11.9
OTL;196511;-;0;72;966.6;5058;-1.0;17.8;69.7;90.4;6.4
OTL;196512;-;0;46;967.0;8142;-1.9;16.2;60.7;20.1;4.0
OTL;196601;-;0;39;968.9;9414;-7.7;14.5;59.1;5.6;1.4
OTL;196602;-;0;77;967.4;5454;-1.2;16.7;73.3;187.7;6.3
OTL;196603;-;0;30;972.4;16782;0.0;19.0;48.6;0.0;8.3
OTL;196604;-;0;62;967.4;11118;4.4;25.2;66.0;247.6;12.4
OTL;196605;-;0;50;972.3;16296;5.6;25.1;65.0;216.2;16.3
OTL;196606;-;0;49;971.7;16176;8.9;28.4;69.6;180.0;19.4
OTL;196607;-;0;61;969.5;14364;9.3;28.6;69.8;381.0;19.2
OTL;196608;-;0;55;970.5;14130;10.0;29.6;71.6;110.5;18.8
OTL;196609;-;0;50;973.7;13218;12.0;28.0;75.5;79.1;18.2
OTL;196610;-;0;82;968.2;5382;4.4;22.6;84.7;421.1;13.3
OTL;196611;-;0;53;970.2;7398;-0.8;15.4;68.0;233.8;4.8
