stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200mx;tre200m0;tre200mn;ure200m0
STG;186401;-;-;-;-;-;-;-;-6.3;-;-
STG;186402;-;-;-;-;-;-;-;-1.4;-;-
STG;186403;-;-;-;-;-;-;-;4.5;-;-
STG;186404;-;-;-;-;-;-;-;5.9;-;-
STG;186405;-;-;-;-;-;-;-;11.8;-;-
STG;186406;-;-;-;-;-;-;-;14.4;-;-
STG;186407;-;-;-;-;-;-;-;16.4;-;-
STG;186408;-;-;-;-;-;-;-;15.5;-;-
STG;186409;-;-;-;-;-;-;-;13.1;-;-
STG;186410;-;-;-;-;-;-;-;6.9;-;-
STG;186411;-;-;-;-;-;-;-;2.1;-;-
STG;186412;-;-;-;-;-;-;-;-4.7;-;-
STG;186501;-;-;-;-;-;-;-;0.1;-;-
STG;186502;-;-;-;-;-;-;-;-3.3;-;-
STG;186503;-;-;-;-;-;-;-;-2.0;-;-
STG;186504;-;-;-;-;-;-;-;12.0;-;-
STG;186505;-;-;-;-;-;-;-;15.5;-;-
STG;186506;-;-;-;-;-;-;-;15.5;-;-
STG;186507;-;-;-;-;-;-;-;19.0;-;-
STG;186508;-;-;-;-;-;-;-;15.5;-;-
STG;186509;-;-;-;-;-;-;-;15.5;-;-
STG;186510;-;-;-;-;-;-;-;9.5;-;-
STG;186511;-;-;-;-;-;-;-;5.5;-;-
STG;186512;-;-;-;-;9.2;-;-;-2.7;-;-
STG;186601;-;-;-;-;39.7;-;-;2.0;-;-
STG;186602;-;-;-;-;124.1;-;-;3.3;-;-
STG;186603;-;-;-;-;127.8;-;-;3.2;-;-
STG;186604;-;-;-;-;104.4;-;-;8.8;-;-
STG;186605;-;-;-;-;89.6;-;-;9.2;-;-
STG;186606;-;-;-;-;130.1;-;-;16.6;-;-
STG;186607;-;-;-;-;119.8;-;-;16.4;-;-
STG;186608;-;-;-;-;291.4;-;-;14.3;-;-
STG;186609;-;-;-;-;104.7;-;-;14.4;-;-
STG;186610;-;-;-;-;11.0;-;-;7.6;-;-
STG;186611;-;-;-;-;133.8;-;-;3.3;-;-
STG;186612;-;-;-;-;87.0;-;-;2.0;-;-
STG;186701;-;-;-;-;141.7;-;-;-0.7;-;-
STG;186702;-;-;-;-;111.9;-;-;4.9;-;-
STG;186703;-;-;-;-;106.0;-;-;2.9;-;-
STG;186704;-;-;-;-;126.3;-;-;8.3;-;-
STG;186705;-;-;-;-;145.6;-;-;12.3;-;-
STG;186706;-;-;-;-;163.4;-;-;14.9;-;-
STG;186707;-;-;-;-;103.1;-;-;15.1;-;-
STG;186708;-;-;-;-;159.9;-;-;16.9;-;-
STG;186709;-;-;-;-;82.3;-;-;13.8;-;-
STG;186710;-;-;-;-;184.6;-;-;6.1;-;-
STG;186711;-;-;-;-;46.2;-;-;1.0;-;-
STG;186712;-;-;-;-;119.9;-;-;-3.3;-;-
STG;186801;-;-;-;-;59.2;-;-;-2.8;-;-
STG;186802;-;-;-;-;17.1;-;-;2.1;-;-
STG;186803;-;-;-;-;113.0;-;-;1.7;-;-
STG;186804;-;-;-;-;100.1;-;-;6.6;-;-
STG;186805;-;-;-;-;23.9;-;-;16.8;-;-
STG;186806;-;-;-;-;135.6;-;-;16.0;-;-
STG;186807;-;-;-;-;152.1;-;-;17.0;-;-
STG;186808;-;-;-;-;67.4;-;-;16.7;-;-
STG;186809;-;-;-;-;81.1;-;-;14.8;-;-
STG;186810;-;-;-;-;138.9;-;-;8.6;-;-
STG;186811;-;-;-;-;52.2;-;-;0.3;-;-
STG;186812;-;-;-;-;96.1;-;-;4.7;-;-
STG;186901;-;-;-;-;41.7;-;-;-1.8;-;-
STG;186902;-;-;-;-;16.8;-;-;5.2;-;-
STG;186903;-;-;-;-;65.9;-;-;-0.1;-;-
STG;186904;-;-;-;-;112.6;-;-;9.0;-;-
STG;186905;-;-;-;-;127.2;-;-;13.8;-;-
STG;186906;-;-;-;-;136.7;-;-;12.1;-;-
STG;186907;-;-;-;-;153.1;-;-;18.6;-;-
STG;186908;-;-;-;-;210.3;-;-;14.5;-;-
STG;186909;-;-;-;-;79.3;-;-;14.3;-;-
STG;186910;-;-;-;-;82.2;-;-;5.4;-;-
STG;186911;-;-;-;-;99.7;-;-;3.8;-;-
STG;186912;-;-;-;-;74.0;-;-;-1.9;-;-
STG;187001;-;-;-;-;28.2;-;-;-2.5;-;-
STG;187002;-;-;-;-;32.9;-;-;-3.4;-;-
STG;187003;-;-;-;-;93.3;-;-;0.7;-;-
STG;187004;-;-;-;-;50.6;-;-;6.8;-;-
STG;187005;-;-;-;-;38.5;-;-;13.3;-;-
STG;187006;-;-;-;-;74.2;-;-;15.4;-;-
STG;187007;-;-;-;-;110.1;-;-;18.4;-;-
STG;187008;-;-;-;-;163.1;-;-;14.1;-;-
STG;187009;-;-;-;-;91.1;-;-;11.3;-;-
STG;187010;-;-;-;-;188.3;-;-;7.9;-;-
STG;187011;-;-;-;-;82.7;-;-;2.5;-;-
STG;187012;-;-;-;-;100.1;-;-;-4.5;-;-
STG;187101;-;-;-;-;70.9;-;-;-5.4;-;-
STG;187102;-;-;-;-;63.0;-;-;1.1;-;-
STG;187103;-;-;-;-;60.0;-;-;3.9;-;-
STG;187104;-;-;-;-;145.9;-;-;8.1;-;-
STG;187105;-;-;-;-;78.7;-;-;10.2;-;-
STG;187106;-;-;-;-;219.0;-;-;11.7;-;-
STG;187107;-;-;-;-;142.0;-;-;17.4;-;-
STG;187108;-;-;-;-;119.0;-;-;16.5;-;-
STG;187109;-;-;-;-;49.5;-;-;14.5;-;-
STG;187110;-;-;-;-;107.0;-;-;5.6;-;-
STG;187111;-;-;-;-;84.7;-;-;-0.8;-;-
STG;187112;-;-;-;-;22.5;-;-;-7.8;-;-
STG;187201;-;-;-;-;53.4;-;-;0.0;-;-
STG;187202;-;-;-;-;52.1;-;-;0.7;-;-
STG;187203;-;-;-;-;60.3;-;-;4.9;-;-
STG;187204;-;-;-;-;109.0;-;-;8.1;-;-
STG;187205;-;-;-;-;234.4;-;-;11.3;-;-
STG;187206;-;-;-;-;183.0;-;-;14.4;-;-
STG;187207;-;-;-;-;108.6;-;-;17.0;-;-
STG;187208;-;-;-;-;192.0;-;-;14.7;-;-
STG;187209;-;-;-;-;48.3;-;-;13.9;-;-
STG;187210;-;-;-;-;102.2;-;-;9.9;-;-
STG;187211;-;-;-;-;98.8;-;-;5.8;-;-
STG;187212;-;-;-;-;88.3;-;-;2.5;-;-
STG;187301;-;-;-;-;16.9;-;-;1.2;-;-
STG;187302;-;-;-;-;33.0;-;-;-0.6;-;-
STG;187303;-;-;-;-;82.6;-;-;5.8;-;-
STG;187304;-;-;-;-;134.7;-;-;6.1;-;-
STG;187305;-;-;-;-;187.3;-;-;9.1;-;-
STG;187306;-;-;-;-;96.0;-;-;15.1;-;-
STG;187307;-;-;-;-;179.1;-;-;18.9;-;-
STG;187308;-;-;-;-;176.9;-;-;17.5;-;-
STG;187309;-;-;-;-;117.0;-;-;12.0;-;-
STG;187310;-;-;-;-;147.7;-;-;9.0;-;-
STG;187311;-;-;-;-;55.6;-;-;3.3;-;-
STG;187312;-;-;-;-;49.4;-;-;-1.8;-;-
STG;187401;-;-;-;-;18.2;-;-;-0.4;-;-
STG;187402;-;-;-;-;32.1;-;-;-0.9;-;-
STG;187403;-;-;-;-;80.2;-;-;2.5;-;-
STG;187404;-;-;-;-;94.1;-;-;9.2;-;-
STG;187405;-;-;-;-;161.7;-;-;8.3;-;-
STG;187406;-;-;-;-;196.0;-;-;15.7;-;-
STG;187407;-;-;-;-;221.0;-;-;19.4;-;-
STG;187408;-;-;-;-;156.3;-;-;14.9;-;-
STG;187409;-;-;-;-;42.9;-;-;14.5;-;-
STG;187410;-;-;-;-;24.5;-;-;8.3;-;-
STG;187411;-;-;-;-;94.7;-;-;-0.2;-;-
STG;187412;-;-;-;-;91.7;-;-;-2.6;-;-
STG;187501;-;-;-;-;114.4;-;-;1.5;-;-
STG;187502;-;-;-;-;35.9;-;-;-4.5;-;-
STG;187503;-;-;-;-;71.3;-;-;0.7;-;-
STG;187504;-;-;-;-;20.7;-;-;7.5;-;-
STG;187505;-;-;-;-;105.6;-;-;13.7;-;-
STG;187506;-;-;-;-;215.4;-;-;16.1;-;-
STG;187507;-;-;-;-;130.7;-;-;15.9;-;-
STG;187508;-;-;-;-;72.1;-;-;17.9;-;-
STG;187509;-;-;-;-;159.3;-;-;13.8;-;-
STG;187510;-;-;-;-;145.0;-;-;6.7;-;-
STG;187511;-;-;-;-;119.8;-;-;2.9;-;-
STG;187512;-;-;-;-;53.7;-;-;-3.9;-;-
STG;187601;-;-;-;-;48.2;-;-;-3.4;-;-
STG;187602;-;-;-;-;80.6;-;-;1.4;-;-
STG;187603;-;-;-;-;213.7;-;-;3.8;-;-
STG;187604;-;-;-;-;115.6;-;-;7.6;-;-
STG;187605;-;-;-;-;157.5;-;-;8.3;-;-
STG;187606;-;-;-;-;444.2;-;-;15.1;-;-
STG;187607;-;-;-;-;163.9;-;-;17.7;-;-
STG;187608;-;-;-;-;120.9;-;-;17.3;-;-
STG;187609;-;-;-;-;158.5;-;-;12.3;-;-
STG;187610;-;-;-;-;23.3;-;-;10.3;-;-
STG;187611;-;-;-;-;82.9;-;-;1.9;-;-
STG;187612;-;-;-;-;68.5;-;-;3.3;-;-
STG;187701;-;-;-;-;53.4;-;-;2.3;-;-
STG;187702;-;-;-;-;156.1;-;-;2.8;-;-
STG;187703;-;-;-;-;145.0;-;-;2.1;-;-
STG;187704;-;-;-;-;157.2;-;-;7.0;-;-
STG;187705;-;-;-;-;130.1;-;-;9.6;-;-
STG;187706;-;-;-;-;129.6;-;-;17.9;-;-
STG;187707;-;-;-;-;279.9;-;-;16.5;-;-
STG;187708;-;-;-;-;174.2;-;-;17.9;-;-
STG;187709;-;-;-;-;76.0;-;-;10.7;-;-
STG;187710;-;-;-;-;62.9;-;-;6.1;-;-
STG;187711;-;-;-;-;71.6;-;-;5.0;-;-
STG;187712;-;-;-;-;120.5;-;-;0.0;-;-
STG;187801;-;-;-;-;97.2;-;-;-2.8;-;-
STG;187802;-;-;-;-;27.6;-;-;0.3;-;-
STG;187803;-;-;-;-;132.2;-;-;2.1;-;-
STG;187804;-;-;-;-;91.1;-;-;7.9;-;-
STG;187805;-;-;-;-;139.3;-;-;13.2;-;-
STG;187806;-;-;-;-;213.8;-;-;14.9;-;-
STG;187807;-;-;-;-;251.4;-;-;16.1;-;-
STG;187808;-;-;-;-;165.0;-;-;16.6;-;-
STG;187809;-;-;-;-;197.0;-;-;13.2;-;-
STG;187810;-;-;-;-;106.0;-;-;9.0;-;-
STG;187811;-;-;-;-;72.5;-;-;1.8;-;-
STG;187812;-;-;-;-;92.0;-;-;-2.8;-;-
STG;187901;-;-;-;-;55.1;-;-;-1.5;-;-
STG;187902;-;-;-;-;142.0;-;-;1.5;-;-
STG;187903;-;-;-;-;43.0;-;-;3.1;-;-
STG;187904;-;-;-;-;142.2;-;-;6.3;-;-
STG;187905;-;-;-;-;194.9;-;-;8.5;-;-
STG;187906;-;-;-;-;166.5;-;-;15.8;-;-
STG;187907;-;-;-;-;196.0;-;-;14.6;-;-
STG;187908;-;-;-;-;135.6;-;-;18.3;-;-
STG;187909;-;-;-;-;194.9;-;-;13.3;-;-
STG;187910;-;-;-;-;87.2;-;-;6.5;-;-
STG;187911;-;-;-;-;133.0;-;-;-0.2;-;-
STG;187912;-;-;-;-;41.6;-;-;-8.2;-;-
STG;188001;-;-;-;-;21.6;-;-;-5.3;-;-
STG;188002;-;-;-;-;62.5;-;-;1.2;-;-
STG;188003;-;-;-;-;31.5;-;-;5.1;-;-
STG;188004;-;-;-;-;130.7;-;-;8.2;-;-
STG;188005;-;-;-;-;177.2;-;-;10.1;-;-
STG;188006;-;-;-;-;208.3;-;-;14.0;-;-
STG;188007;-;-;-;-;143.7;-;-;17.8;-;-
STG;188008;-;-;-;-;175.3;-;-;15.4;-;-
STG;188009;-;-;-;-;170.6;-;-;13.4;-;-
STG;188010;-;-;-;-;305.4;-;-;8.8;-;-
STG;188011;-;-;-;-;54.4;-;-;4.3;-;-
STG;188012;-;-;-;-;92.5;-;-;4.7;-;-
STG;188101;-;-;-;-;26.1;-;-;-4.2;-;-
STG;188102;-;-;-;-;58.0;-;-;0.6;-;-
STG;188103;-;-;-;-;70.3;-;-;4.4;-;-
STG;188104;-;-;-;-;129.6;-;-;6.2;-;-
STG;188105;-;-;-;-;168.4;-;-;10.7;-;-
STG;188106;-;-;-;-;240.4;-;-;14.7;-;-
STG;188107;-;-;-;-;130.3;-;-;19.4;-;-
STG;188108;-;-;-;-;271.1;-;-;17.0;-;-
STG;188109;-;-;-;-;480.3;-;-;11.7;-;-
STG;188110;-;-;-;-;99.7;-;-;4.7;-;-
STG;188111;-;-;-;-;22.0;-;-;5.0;-;-
STG;188112;-;-;-;-;22.4;-;-;-0.3;-;-
STG;188201;-;-;-;-;28.1;-;-;-1.4;-;-
STG;188202;-;-;-;-;32.6;-;-;0.1;-;-
STG;188203;-;-;-;-;44.6;-;-;5.3;-;-
STG;188204;-;-;-;-;141.6;-;-;7.0;-;-
STG;188205;-;-;-;-;165.1;-;-;11.8;-;-
STG;188206;-;-;-;-;264.5;-;-;14.0;-;-
STG;188207;-;-;-;-;213.3;-;-;15.4;-;-
STG;188208;-;-;-;-;129.8;-;-;14.5;-;-
STG;188209;-;-;-;-;244.1;-;-;11.6;-;-
STG;188210;-;-;-;-;156.4;-;-;9.0;-;-
STG;188211;-;-;-;-;142.6;-;-;4.2;-;-
STG;188212;-;-;-;-;92.4;-;-;0.8;-;-
STG;188301;-;-;-;-;46.2;-;-;0.5;-;-
STG;188302;-;-;-;-;42.3;-;-;1.9;-;-
STG;188303;-;-;-;-;58.6;-;-;-1.0;-;-
STG;188304;-;-;-;-;89.9;-;-;6.2;-;-
STG;188305;-;-;-;-;184.9;-;-;11.8;-;-
STG;188306;-;-;-;-;231.0;-;-;14.5;-;-
STG;188307;-;-;-;-;183.4;-;-;15.6;-;-
STG;188308;-;-;-;-;73.2;-;-;15.5;-;-
STG;188309;-;-;-;-;136.4;-;-;12.5;-;-
STG;188310;-;-;-;-;125.6;-;-;6.7;-;-
STG;188311;-;-;-;-;85.8;-;-;3.3;-;-
STG;188312;-;-;-;-;67.3;-;-;-0.9;-;-
STG;188401;-;-;-;-;53.5;-;-;1.2;-;-
STG;188402;-;-;-;-;35.8;-;-;1.7;-;-
STG;188403;-;-;-;-;37.3;-;-;4.4;-;-
STG;188404;-;-;-;-;67.7;-;-;6.3;-;-
STG;188405;-;-;-;-;78.6;-;-;12.9;-;-
STG;188406;-;-;-;-;255.5;-;-;12.1;-;-
STG;188407;-;-;-;-;225.5;-;-;17.9;-;-
STG;188408;-;-;-;-;178.8;-;-;16.8;-;-
STG;188409;-;-;-;-;90.2;-;-;12.8;-;-
STG;188410;-;-;-;-;124.1;-;-;7.2;-;-
STG;188411;-;-;-;-;39.9;-;-;1.1;-;-
STG;188412;-;-;-;-;71.5;-;-;0.1;-;-
STG;188501;-;-;-;-;21.6;-;-;-4.9;-;-
STG;188502;-;-;-;-;62.6;-;-;3.4;-;-
STG;188503;-;-;-;-;99.5;-;-;2.5;-;-
STG;188504;-;-;-;-;77.9;-;-;8.7;-;-
STG;188505;-;-;-;-;239.9;-;-;9.7;-;-
STG;188506;-;-;-;-;99.0;-;-;16.9;-;-
STG;188507;-;-;-;-;265.2;-;-;17.4;-;-
STG;188508;-;-;-;-;163.8;-;-;16.0;-;-
STG;188509;-;-;-;-;246.9;-;-;12.3;-;-
STG;188510;-;-;-;-;199.6;-;-;6.6;-;-
STG;188511;-;-;-;-;59.6;-;-;3.4;-;-
STG;188512;-;-;-;-;127.5;-;-;-1.0;-;-
STG;188601;-;-;-;-;48.1;-;-;-1.8;-;-
STG;188602;-;-;-;-;39.2;-;-;-3.1;-;-
STG;188603;-;-;-;-;53.7;-;-;1.1;-;-
STG;188604;-;-;-;-;161.9;-;-;8.9;-;-
STG;188605;-;-;-;-;93.6;-;-;12.7;-;-
STG;188606;-;-;-;-;408.8;-;-;13.5;-;-
STG;188607;-;-;-;-;202.4;-;-;17.3;-;-
STG;188608;-;-;-;-;354.3;-;-;16.3;-;-
STG;188609;-;-;-;-;116.4;-;-;14.9;-;-
STG;188610;-;-;-;-;136.0;-;-;9.0;-;-
STG;188611;-;-;-;-;63.3;-;-;4.1;-;-
STG;188612;-;-;-;-;127.0;-;-;0.4;-;-
STG;188701;-;-;-;-;10.8;-;-;-4.3;-;-
STG;188702;-;-;-;-;10.3;-;-;-2.5;-;-
STG;188703;-;-;-;-;123.3;-;-;0.3;-;-
STG;188704;-;-;-;-;80.5;-;-;7.0;-;-
STG;188705;-;-;-;-;295.3;-;-;9.2;-;-
STG;188706;-;-;-;-;158.9;-;-;16.3;-;-
STG;188707;-;-;-;-;196.1;-;-;19.1;-;-
STG;188708;-;-;-;-;173.6;-;-;16.0;-;-
STG;188709;-;-;-;-;144.4;-;-;11.4;-;-
STG;188710;-;-;-;-;73.2;-;-;4.0;-;-
STG;188711;-;-;-;-;54.6;-;-;2.0;-;-
STG;188712;-;-;-;-;111.1;-;-;-1.6;-;-
STG;188801;-;-;-;-;40.2;-;-;-3.1;-;-
STG;188802;-;-;-;-;88.8;-;-;-1.9;-;-
STG;188803;-;-;-;-;89.3;-;-;1.9;-;-
STG;188804;-;-;-;-;203.6;-;-;5.5;-;-
STG;188805;-;-;-;-;120.0;-;-;13.0;-;-
STG;188806;-;-;-;-;241.5;-;-;15.8;-;-
STG;188807;-;-;-;-;237.0;-;-;14.6;-;-
STG;188808;-;-;-;-;214.2;-;-;14.9;-;-
STG;188809;-;-;-;-;441.4;-;-;12.9;-;-
STG;188810;-;-;-;-;108.9;-;-;4.8;-;-
STG;188811;-;-;-;-;59.6;-;-;3.4;-;-
STG;188812;-;-;-;-;12.5;-;-;-1.3;-;-
STG;188901;-;-;-;-;17.6;-;-;-3.4;-;-
STG;188902;-;-;-;-;126.8;-;-;-2.6;-;-
STG;188903;-;-;-;-;81.7;-;-;-0.2;-;-
STG;188904;-;-;-;-;102.9;-;-;6.1;-;-
STG;188905;-;-;-;-;145.1;-;-;13.9;-;-
STG;188906;-;-;-;-;277.0;-;-;16.5;-;-
STG;188907;-;-;-;-;164.5;-;-;16.1;-;-
STG;188908;-;-;-;-;115.0;-;-;15.4;-;-
STG;188909;-;-;-;-;156.0;-;-;11.1;-;-
STG;188910;-;-;-;-;149.0;-;-;7.2;-;-
STG;188911;-;-;-;-;91.3;-;-;2.1;-;-
STG;188912;-;-;-;-;26.5;-;-;-3.7;-;-
STG;189001;-;-;-;-;87.9;-;-;0.9;-;-
STG;189002;-;-;-;-;10.0;-;-;-4.3;-;-
STG;189003;-;-;-;-;46.8;-;-;2.8;-;-
STG;189004;-;-;-;-;125.5;-;-;6.7;-;-
STG;189005;-;-;-;-;85.4;-;-;13.6;-;-
STG;189006;-;-;-;-;189.5;-;-;13.5;-;-
STG;189007;-;-;-;-;174.0;-;-;14.9;-;-
STG;189008;-;-;-;-;359.0;-;-;15.4;-;-
STG;189009;-;-;-;-;60.7;-;-;11.2;-;-
STG;189010;-;-;-;-;145.2;-;-;5.5;-;-
STG;189011;-;-;-;-;77.8;-;-;1.8;-;-
STG;189012;-;-;-;-;9.9;-;-;-6.7;-;-
STG;189101;-;-;-;-;57.1;-;-;-6.0;-;-
STG;189102;-;-;-;-;14.8;-;-;-3.5;-;-
STG;189103;-;-;-;-;137.4;-;-;2.5;-;-
STG;189104;-;-;-;-;126.7;-;-;4.2;-;-
STG;189105;-;-;-;-;112.3;-;-;11.1;-;-
STG;189106;-;-;-;-;173.9;-;-;14.6;-;-
STG;189107;-;-;-;-;223.1;-;-;15.0;-;-
STG;189108;-;-;-;-;138.9;-;-;14.4;-;-
STG;189109;-;-;-;-;115.9;-;-;12.7;-;-
STG;189110;-;-;-;-;88.5;-;-;8.8;-;-
STG;189111;-;-;-;-;65.7;-;-;1.7;-;-
STG;189112;-;-;-;-;121.1;-;-;-0.3;-;-
STG;189201;-;-;-;-;93.9;-;-;-2.3;-11.4;-
STG;189202;-;-;-;-;75.7;-;-;1.1;-13.6;-
STG;189203;-;-;-;-;57.0;-;-;-0.3;-15.4;-
STG;189204;-;-;-;-;186.1;-;-;6.8;-6.0;-
STG;189205;-;-;-;-;57.1;-;-;11.5;-2.8;-
STG;189206;-;-;-;-;167.9;-;-;14.6;4.9;-
STG;189207;-;-;-;-;174.3;-;-;15.5;-;-
STG;189208;-;-;-;-;90.0;-;-;17.6;6.9;-
STG;189209;-;-;-;-;248.0;-;-;13.1;3.4;-
STG;189210;-;-;-;-;182.8;-;-;7.6;-5.4;-
STG;189211;-;-;-;-;50.3;-;-;4.5;-3.4;-
STG;189212;-;-;-;-;44.8;-;-;-2.5;-10.7;-
STG;189301;-;-;-;-;91.9;-;-;-6.9;-17.5;-
STG;189302;-;-;-;-;67.8;-;-;1.4;-12.4;-
STG;189303;-;-;-;-;31.5;-;-;3.8;-8.0;-
STG;189304;-;-;-;-;6.4;-;-;9.4;-2.2;-
STG;189305;-;-;-;-;128.0;-;-;10.9;-2.0;-
STG;189306;-;-;-;-;115.1;-;-;14.4;2.4;-
STG;189307;-;-;-;-;199.4;-;-;16.1;8.4;-
STG;189308;-;-;-;-;29.1;-;-;16.2;5.7;-
STG;189309;-;-;-;-;120.4;-;-;12.6;5.5;-
STG;189310;-;-;-;-;114.1;-;-;9.2;-0.5;-
STG;189311;-;-;-;-;103.0;-;-;1.4;-8.0;-
STG;189312;-;-;-;-;34.2;-;-;-2.1;-15.3;-
STG;189401;-;-;-;-;32.7;-;-;-3.3;-18.8;-
STG;189402;-;-;-;-;76.2;-;-;0.0;-15.7;-
STG;189403;-;-;-;-;50.1;-;-;3.7;-5.1;-
STG;189404;-;-;-;-;112.2;-;-;8.7;1.4;-
STG;189405;-;-;-;-;199.6;-;-;10.1;1.1;-
STG;189406;-;-;-;-;136.8;-;-;13.6;5.0;-
STG;189407;-;-;-;-;168.4;-;-;16.6;8.5;-
STG;189408;-;-;-;-;167.1;-;-;15.2;7.3;-
STG;189409;-;-;-;-;124.7;-;-;11.1;0.8;-
STG;189410;-;-;-;-;100.7;-;-;8.0;-1.1;-
STG;189411;-;-;-;-;38.0;-;-;3.5;-4.8;-
STG;189412;-;-;-;-;73.3;-;-;-2.2;-11.7;-
STG;189501;-;-;-;-;71.2;-;-;-5.1;-17.0;-
STG;189502;-;-;-;-;32.4;-;-;-8.4;-16.0;-
STG;189503;-;-;-;-;87.2;-;-;1.4;-12.5;-
STG;189504;-;-;-;-;82.0;-;-;7.9;-2.8;-
STG;189505;-;-;-;-;128.2;-;-;10.7;0.0;-
STG;189506;-;-;-;-;163.1;-;-;14.3;3.6;-
STG;189507;-;-;-;-;107.1;-;-;16.9;5.9;-
STG;189508;-;-;-;-;169.4;-;-;15.5;6.3;-
STG;189509;-;-;-;-;9.4;-;-;15.0;4.2;-
STG;189510;-;-;-;-;109.7;-;-;7.1;-3.1;-
STG;189511;-;-;-;-;70.5;-;-;5.4;-6.2;-
STG;189512;-;-;-;-;157.3;-;-;0.2;-8.1;-
STG;189601;-;-;-;-;28.4;-;-;-2.9;-14.8;-
STG;189602;-;-;-;-;31.9;-;-;-2.5;-10.5;-
STG;189603;-;-;-;-;145.2;-;-;5.3;-3.5;-
STG;189604;-;-;-;-;175.5;-;-;4.2;-6.4;-
STG;189605;-;-;-;-;219.8;-;-;8.7;0.7;-
STG;189606;-;-;-;-;145.6;-;-;14.5;6.1;-
STG;189607;-;-;-;-;197.0;-;-;16.0;6.7;-
STG;189608;-;-;-;-;229.7;-;-;13.1;3.7;-
STG;189609;-;-;-;-;229.0;-;-;12.1;3.2;-
STG;189610;-;-;-;-;118.4;-;-;7.1;-3.9;-
STG;189611;-;-;-;-;52.1;-;-;0.6;-7.3;-
STG;189612;-;-;-;-;48.8;-;-;-0.9;-8.6;-
STG;189701;-;-;-;-;35.0;-;-;-3.1;-11.1;-
STG;189702;-;-;-;-;172.9;-;-;3.1;-7.6;-
STG;189703;-;-;-;-;94.9;-;-;5.3;-3.2;-
STG;189704;-;-;-;-;137.6;-;-;6.6;-3.9;-
STG;189705;-;-;-;-;157.9;-;-;8.6;-1.8;-
STG;189706;-;-;-;-;181.7;-;-;16.0;3.4;-
STG;189707;-;-;-;-;135.9;-;-;16.6;9.2;-
STG;189708;-;-;-;-;244.8;-;-;16.1;6.4;-
STG;189709;-;-;-;-;241.0;-;-;11.4;1.0;-
STG;189710;-;-;-;-;47.1;-;-;6.1;-2.8;-
STG;189711;-;-;-;-;17.2;-;-;2.5;-9.6;-
STG;189712;-;-;-;-;39.7;-;-;-0.4;-8.1;-
STG;189801;-;-;-;-;12.3;-;-;0.9;-9.2;-
STG;189802;-;-;-;-;146.1;-;-;-0.5;-13.6;-
STG;189803;-;-;-;-;70.0;-;-;2.0;-6.1;-
STG;189804;-;-;-;-;98.2;-;-;7.0;-2.7;-
STG;189805;-;-;-;-;145.8;-;-;10.6;0.3;-
STG;189806;-;-;-;-;190.3;-;-;13.4;2.4;-
STG;189807;-;-;-;-;174.4;-;-;14.8;5.1;-
STG;189808;-;-;-;-;114.6;-;-;17.3;5.3;-
STG;189809;-;-;-;-;57.4;-;-;13.4;2.2;-
STG;189810;-;-;-;-;121.1;-;-;9.4;2.0;-
STG;189811;-;-;-;-;108.9;-;-;4.4;-3.2;-
STG;189812;-;-;-;-;56.6;-;-;-0.2;-13.2;-
STG;189901;-;-;-;-;113.0;-;-;1.2;-10.5;-
STG;189902;-;-;-;-;26.8;-;-;2.0;-12.6;-
STG;189903;-;-;-;-;54.1;-;-;3.2;-14.0;-
STG;189904;-;-;-;-;198.2;-;-;6.5;-3.9;-
STG;189905;-;-;-;-;118.6;-;-;10.2;0.0;-
STG;189906;-;-;-;-;84.3;-;-;14.3;4.3;-
STG;189907;-;-;-;-;83.9;-;-;16.1;6.5;-
STG;189908;-;-;-;-;67.8;-;-;16.8;5.4;-
STG;189909;-;-;-;-;180.5;-;-;12.3;3.6;-
STG;189910;-;-;-;-;80.3;-;-;8.4;-1.7;-
STG;189911;-;-;-;-;16.7;-;-;3.6;-5.4;-
STG;189912;-;-;-;-;100.2;-;-;-3.1;-17.7;-
STG;190001;-;-;-;-;165.9;-;-;0.2;-10.8;-
STG;190002;-;-;-;-;87.6;-;-;2.4;-9.5;-
STG;190003;-;-;-;-;127.2;-;-;-0.7;-17.3;-
STG;190004;-;-;-;-;115.5;-;-;5.8;-10.5;-
STG;190005;-;-;-;-;127.4;-;-;9.9;-0.5;-
STG;190006;-;-;-;-;84.0;-;-;15.4;3.8;-
STG;190007;-;-;-;-;134.7;-;-;17.6;6.0;-
STG;190008;-;-;-;-;102.6;-;-;14.7;5.5;-
STG;190009;-;-;-;-;56.0;-;-;14.3;4.9;-
STG;190010;-;-;-;-;108.2;-;-;8.4;-0.7;-
STG;190011;-;-;-;-;88.5;-;-;4.0;-2.7;-
STG;190012;-;-;-;-;49.1;-;-;1.5;-6.8;-
STG;190101;-;-;-;-;36.6;-;-;-3.2;-15.7;-
STG;190102;-;-;-;-;45.1;-;-;-5.9;-19.8;-
STG;190103;-;-;-;-;108.4;-;-;1.6;-9.0;-
STG;190104;-;-;-;-;145.3;-;-;7.2;-4.0;-
STG;190105;-;-;-;-;36.2;-;-;11.2;1.2;-
STG;190106;-;-;-;-;191.9;-;-;15.0;3.6;-
STG;190107;-;-;-;-;86.0;-;-;16.6;0.8;-
STG;190108;-;-;-;-;173.6;-;-;15.0;5.0;-
STG;190109;-;-;-;-;130.4;-;-;13.0;4.1;-
