stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200mx;tre200m0;tre200mn;ure200m0
STG;198911;51;1;68;925.0;65.7;4813;14.6;1.5;-9.0;86.6
STG;198912;38;2;73;923.5;42.2;3388;19.6;1.7;-7.5;76.8
STG;199001;52;1;50;930.7;29.4;6411;13.1;0.8;-8.2;74.7
STG;199002;77;1;59;925.4;103.2;7392;16.3;6.2;-2.8;66.1
STG;199003;120;2;64;934.6;92.2;8999;20.8;6.4;-4.3;67.7
STG;199004;127;0;80;922.2;70.2;5597;16.1;5.5;-0.5;76.3
STG;199005;229;0;60;927.6;140.3;14322;22.0;13.1;3.6;68.8
STG;199006;191;0;73;925.0;224.7;9499;27.1;13.9;5.2;76.1
STG;199007;234;0;50;928.6;104.0;15232;29.4;16.8;8.0;68.1
STG;199008;207;0;54;929.2;115.9;15135;29.5;17.7;8.5;67.0
STG;199009;129;0;71;927.0;118.8;7598;20.9;12.0;5.1;76.8
STG;199010;91;0;70;923.0;118.1;7747;24.9;11.0;-0.4;76.7
STG;199011;42;1;86;922.3;125.6;2795;13.2;3.3;-4.0;84.2
STG;199012;37;13;83;924.4;44.8;2656;11.9;-0.9;-11.0;81.9
STG;199101;34;9;88;930.7;73.9;1726;15.5;-0.6;-9.5;84.3
STG;199102;88;17;65;923.6;18.1;6264;11.8;-2.1;-14.6;80.9
STG;199103;86;0;78;922.0;72.9;4090;19.1;6.2;-4.5;78.5
STG;199104;168;1;66;923.6;101.3;9880;16.1;5.6;-3.7;72.0
STG;199105;179;0;71;926.4;165.9;9841;21.3;7.7;0.1;75.5
STG;199106;187;0;78;924.9;239.2;8868;25.0;13.2;4.6;74.4
STG;199107;233;0;51;926.5;103.4;15436;29.5;18.1;9.3;73.0
STG;199108;208;0;45;928.7;52.6;15372;29.1;17.9;8.3;70.6
STG;199109;143;0;56;926.1;128.4;10424;24.7;15.3;5.3;73.3
STG;199110;80;0;73;925.1;33.4;6097;17.7;7.2;-2.5;85.1
STG;199111;42;2;79;923.1;95.4;3253;16.4;3.3;-3.6;79.2
STG;199112;31;2;80;934.1;66.3;2479;9.2;-1.8;-10.0;86.0
STG;199201;48;4;69;934.6;5.5;4494;12.4;-1.1;-13.2;78.8
STG;199202;82;6;63;932.0;71.0;6238;10.2;1.4;-11.9;73.5
STG;199203;106;0;71;924.1;89.5;6229;14.0;4.8;-1.9;70.4
STG;199204;150;0;71;921.8;99.8;8138;23.8;6.7;-1.7;72.7
STG;199205;218;0;58;926.8;50.4;13077;24.8;13.4;2.9;66.1
STG;199206;195;0;65;922.7;130.3;9336;25.2;14.5;7.1;76.5
STG;199207;207;0;65;927.1;154.0;11589;28.3;17.6;10.2;75.8
STG;199208;213;0;50;925.9;132.0;15078;29.8;19.9;8.6;65.0
STG;199209;126;0;61;928.2;73.7;8707;24.4;13.4;4.0;77.5
STG;199210;50;0;86;917.6;148.5;2509;14.8;6.4;-1.6;86.9
STG;199211;37;0;76;926.0;218.3;3074;16.0;6.0;-2.4;80.2
STG;199212;30;4;76;925.9;87.1;2865;14.5;0.3;-9.0;83.1
STG;199301;45;0;70;932.7;57.2;4513;15.8;3.5;-12.9;73.5
STG;199302;73;7;74;932.5;17.6;4294;10.2;-2.0;-12.1;83.0
STG;199303;131;10;60;927.8;65.1;9194;18.6;2.7;-10.4;71.2
STG;199304;170;0;66;920.4;66.2;9900;24.0;9.5;-1.2;65.3
STG;199305;205;0;68;922.9;87.2;11528;26.7;13.3;5.2;71.9
STG;199306;208;0;64;925.7;148.6;10634;26.4;15.3;6.7;74.2
STG;199307;185;0;65;927.1;332.6;9975;28.2;15.5;6.1;75.1
STG;199308;182;0;60;927.6;199.4;12202;28.0;16.3;5.8;76.6
STG;199309;125;0;75;921.8;132.7;7494;26.0;12.1;3.2;78.7
STG;199310;57;0;89;922.1;118.1;3018;21.5;7.1;-0.4;85.8
STG;199311;39;5;83;925.5;52.4;2099;12.0;-0.4;-8.8;90.8
STG;199312;33;5;80;920.5;74.2;2530;15.5;3.1;-6.0;74.8
STG;199401;40;4;78;923.1;86.2;2892;13.9;1.6;-9.0;79.5
STG;199402;55;8;81;921.2;30.8;2334;17.2;1.3;-9.9;74.8
STG;199403;105;0;76;927.7;76.4;6006;18.3;7.8;-0.9;69.4
STG;199404;134;1;79;919.8;129.3;6639;21.3;5.7;-2.0;77.4
STG;199405;163;0;76;922.1;176.2;7515;22.4;11.8;3.2;77.3
STG;199406;213;0;69;927.9;114.6;11246;27.8;15.7;4.8;71.1
STG;199407;245;0;48;926.7;129.9;16503;29.9;19.9;12.3;69.4
STG;199408;187;0;61;925.2;217.0;11297;29.8;17.9;9.7;74.5
STG;199409;108;0;81;923.7;112.4;5365;25.9;12.8;3.2;82.4
STG;199410;92;0;65;924.8;74.5;7971;18.3;8.4;-0.1;79.2
STG;199411;35;0;86;928.0;72.2;1843;21.4;7.2;-0.6;87.1
STG;199412;26;3;81;928.6;110.6;2548;11.7;2.7;-6.1;82.4
STG;199501;40;18;78;924.3;90.4;2997;11.2;-1.0;-12.6;78.6
STG;199502;60;1;79;923.9;78.1;3781;14.4;4.5;-3.7;72.7
STG;199503;116;5;68;922.6;99.5;7731;14.9;2.1;-7.5;68.7
STG;199504;135;0;78;923.7;133.2;5633;18.9;7.7;-1.5;74.2
STG;199505;184;0;69;924.0;218.6;10043;24.4;11.5;-0.6;71.5
STG;199506;191;0;73;925.1;201.3;8842;26.5;12.7;5.5;78.3
STG;199507;244;0;56;925.8;103.9;14455;30.6;19.2;11.5;72.3
STG;199508;174;0;71;927.5;185.1;9182;27.0;16.1;4.9;79.1
STG;199509;124;0;78;924.5;106.4;6552;22.8;10.9;2.1;79.2
STG;199510;100;0;64;932.4;4.8;8181;19.3;11.9;2.6;84.3
STG;199511;51;5;70;926.4;108.8;3767;18.2;2.6;-8.8;83.5
STG;199512;22;7;93;922.7;140.3;1008;14.5;-1.2;-10.8;89.2
STG;199601;31;5;84;921.6;3.4;1919;15.0;-1.8;-8.1;91.5
STG;199602;67;23;76;920.4;48.0;3869;9.8;-1.9;-11.8;79.0
STG;199603;122;15;71;922.9;68.8;6869;16.0;0.7;-11.2;77.5
STG;199604;164;1;71;924.6;62.0;9676;21.9;7.6;-3.6;70.0
STG;199605;169;0;75;922.9;185.4;8112;25.8;10.9;2.4;77.8
STG;199606;223;0;64;929.6;90.0;11130;28.4;15.7;5.6;70.9
STG;199607;231;0;58;928.4;174.6;13183;26.8;15.7;7.7;71.3
STG;199608;178;0;69;926.8;233.3;9140;25.8;15.5;8.4;80.4
STG;199609;123;0;74;924.7;137.8;6300;19.6;9.5;3.4;82.0
STG;199610;69;0;80;927.5;147.5;4810;19.3;8.6;0.4;81.3
STG;199611;46;5;76;921.3;126.2;3620;18.0;4.0;-5.5;78.8
STG;199612;31;19;89;920.6;60.8;1659;8.4;-2.1;-16.3;88.1
STG;199701;38;7;84;928.0;6.1;2176;13.6;-2.0;-12.6;87.4
STG;199702;76;1;71;931.1;66.7;5635;14.3;3.8;-7.5;68.1
STG;199703;111;0;70;932.1;49.4;6361;16.8;6.4;-1.6;73.1
STG;199704;191;0;59;927.2;104.4;12297;17.3;5.7;-4.3;64.9
STG;199705;229;0;61;925.3;63.3;13066;24.0;12.1;0.8;66.3
STG;199706;194;0;83;922.1;163.2;6758;25.7;14.3;4.3;76.1
STG;199707;203;0;71;928.2;189.1;9912;24.4;15.6;9.2;76.7
STG;199708;210;0;53;928.0;98.2;13966;26.6;18.2;8.7;73.7
STG;199709;155;0;55;931.0;57.1;11561;23.9;13.9;5.3;81.2
STG;199710;86;0;65;926.5;72.0;6291;21.7;7.8;-4.4;81.5
STG;199711;43;0;76;919.2;24.2;2533;20.8;4.3;-2.6;82.4
STG;199712;29;3;84;922.2;115.5;1667;14.6;2.4;-7.0;78.2
STG;199801;44;6;74;926.4;59.9;3823;12.5;1.4;-8.6;75.0
STG;199802;88;4;57;933.5;26.3;7956;15.5;3.7;-8.9;69.2
STG;199803;108;2;71;930.4;99.8;5871;18.8;3.8;-6.5;70.5
STG;199804;159;0;73;916.2;86.3;7799;19.1;7.7;-2.7;68.6
STG;199805;234;0;56;925.1;78.3;13820;25.6;13.0;2.0;64.9
STG;199806;233;0;68;927.6;143.6;11200;28.9;16.1;4.6;67.9
STG;199807;192;0;72;925.8;195.7;8516;30.2;17.1;7.1;72.5
STG;199808;185;0;60;928.5;150.3;12410;30.9;17.2;6.5;71.7
STG;199809;110;0;82;923.2;225.1;4765;23.3;12.3;4.2;81.7
STG;199810;60;0;83;925.1;150.6;2893;18.4;8.9;2.1;78.7
STG;199811;46;3;75;926.2;104.0;3346;13.1;0.7;-11.3;82.3
STG;199812;38;11;68;929.4;46.0;3597;11.7;1.3;-9.7;74.0
STG;199901;50;3;60;925.3;47.7;5560;12.6;2.7;-10.3;67.6
STG;199902;61;33;85;924.4;159.3;2186;8.8;-1.7;-13.1;83.4
STG;199903;115;2;74;921.7;65.0;6624;16.0;4.8;-3.5;74.7
STG;199904;157;1;75;923.5;137.2;7173;19.3;7.3;-1.0;76.8
STG;199905;185;0;70;925.7;338.7;9449;26.2;13.6;5.0;76.5
STG;199906;196;0;75;928.2;202.5;8494;26.9;13.6;4.4;78.0
STG;199907;211;0;64;927.0;92.3;11115;28.8;17.4;9.5;74.9
STG;199908;165;0;68;925.4;136.9;8312;26.7;16.6;9.6;77.7
STG;199909;144;0;59;924.4;104.1;9801;24.2;15.7;7.9;77.1
STG;199910;77;0;69;926.9;56.3;5032;20.3;8.9;0.0;81.3
STG;199911;43;23;80;928.6;168.2;2911;15.9;1.1;-8.3;85.3
STG;199912;34;14;78;922.8;124.1;2249;11.7;1.2;-11.5;75.2
STG;200001;43;10;78;931.9;25.6;3351;8.0;-1.0;-13.6;83.6
STG;200002;65;3;73;930.7;87.6;4095;15.2;3.4;-6.3;73.4
STG;200003;107;0;71;928.1;128.2;6486;15.1;4.5;-3.8;73.2
STG;200004;167;0;67;918.1;81.0;9155;22.9;9.3;-3.4;64.8
STG;200005;206;0;69;925.9;155.3;10013;25.4;14.0;4.7;69.7
STG;200006;251;0;56;930.0;119.7;14385;28.7;16.8;6.9;66.5
STG;200007;197;0;73;924.7;282.0;9624;27.9;14.5;6.4;76.2
STG;200008;194;0;54;928.7;203.7;13794;30.4;18.1;10.4;72.2
STG;200009;142;0;54;925.6;163.3;10534;22.7;14.1;6.3;77.5
STG;200010;57;0;85;925.1;86.8;2608;18.7;9.2;1.6;84.3
STG;200011;51;1;72;919.0;98.6;4411;16.1;5.4;-2.0;75.8
STG;200012;34;0;74;921.7;23.1;3081;15.7;4.0;-9.5;73.0
STG;200101;41;4;77;921.9;67.8;3434;12.8;0.8;-10.0;78.8
STG;200102;70;3;78;926.0;31.9;4703;14.9;2.6;-8.2;70.9
STG;200103;84;1;88;916.8;164.4;3472;18.6;5.8;-1.8;79.7
STG;200104;138;2;85;922.6;153.5;5750;19.2;5.5;-3.5;74.7
STG;200105;218;0;62;925.5;91.2;12410;25.8;14.3;5.2;70.2
STG;200106;224;0;63;927.5;231.3;11709;27.5;13.9;0.9;70.7
STG;200107;228;0;56;926.5;113.6;14095;29.8;17.5;8.1;70.6
STG;200108;197;0;54;928.1;112.8;13388;29.0;18.0;8.6;73.4
STG;200109;99;0;81;924.6;188.2;4081;20.7;10.3;3.4;81.7
STG;200110;98;0;60;929.2;59.8;8571;22.3;13.0;3.3;76.5
STG;200111;44;3;83;929.2;101.1;3399;11.4;1.3;-5.9;87.4
STG;200112;31;8;85;929.1;55.9;2329;9.5;-1.8;-15.4;83.4
STG;200201;53;6;71;933.0;6.9;5046;14.8;0.0;-11.1;75.2
STG;200202;60;2;79;925.0;74.4;2949;15.9;4.5;-7.8;72.7
STG;200203;135;0;70;926.2;54.5;9693;15.9;5.9;-4.3;68.6
STG;200204;167;0;69;923.1;83.3;8990;19.0;7.2;-3.1;68.7
STG;200205;191;0;72;924.1;176.4;9253;25.5;12.0;3.3;72.9
STG;200206;243;0;57;926.9;215.9;13574;30.8;17.8;8.0;69.0
STG;200207;203;0;66;926.0;184.1;11099;25.8;16.7;8.5;74.2
STG;200208;172;0;67;925.6;325.9;9561;25.1;16.2;9.5;80.6
STG;200209;119;0;68;927.1;223.0;7552;21.9;11.2;-0.3;84.2
STG;200210;75;0;76;924.1;120.1;4824;19.4;9.0;0.7;78.8
STG;200211;36;0;84;919.7;166.4;2144;15.8;6.2;-1.3;82.4
STG;200212;18;0;92;923.9;77.3;555;14.3;2.5;-6.3;87.9
STG;200301;37;6;81;923.5;76.1;2992;13.4;-1.1;-11.6;82.8
STG;200302;82;40;73;926.7;41.4;5088;10.5;-3.2;-11.7;79.4
STG;200303;151;1;47;930.7;51.6;12197;17.2;6.1;-3.8;61.8
STG;200304;188;0;60;924.2;46.8;11201;21.7;7.6;-6.2;64.6
STG;200305;185;0;72;927.8;120.1;8581;29.4;13.6;2.9;70.8
STG;200306;274;0;54;927.2;54.0;15160;31.6;20.9;12.5;64.2
STG;200307;242;0;53;927.6;181.8;15583;30.6;18.4;10.7;66.4
STG;200308;223;0;45;928.4;66.7;16631;33.2;21.4;8.6;59.3
STG;200309;156;0;53;930.0;86.3;11868;23.9;13.4;4.6;73.4
STG;200310;70;1;78;922.0;189.5;5265;20.8;5.5;-7.2;83.4
STG;200311;54;1;68;925.5;67.6;5302;17.3;5.7;-1.9;79.0
STG;200312;37;3;76;926.4;36.5;3511;17.6;1.3;-9.8;76.3
STG;200401;36;13;88;919.9;111.2;1715;10.5;-0.4;-8.8;82.5
STG;200402;80;15;73;927.1;44.0;5884;14.4;1.4;-9.3;71.1
STG;200403;132;18;69;927.9;132.7;9000;19.4;2.8;-7.6;72.9
STG;200404;177;1;70;921.7;75.0;10066;19.3;8.1;-1.1;65.9
STG;200405;209;0;66;924.0;154.8;11835;22.9;10.4;0.7;69.7
STG;200406;202;0;73;928.3;162.8;9751;27.0;15.1;7.1;71.9
STG;200407;208;0;65;927.7;147.8;11523;27.3;16.6;8.9;72.4
STG;200408;191;0;67;925.3;99.7;11699;27.0;17.5;9.0;73.5
STG;200409;135;0;61;930.2;137.6;9424;24.2;13.7;5.5;77.9
STG;200410;76;0;77;922.9;129.1;5449;23.2;11.0;1.9;80.9
STG;200411;34;0;85;928.4;49.9;1323;11.6;3.1;-4.9;85.0
STG;200412;35;6;78;926.8;63.0;2977;7.5;-0.4;-7.8;85.5
STG;200501;48;6;63;930.4;47.7;5046;12.6;0.0;-13.2;74.1
STG;200502;71;29;78;924.0;66.1;3603;10.0;-2.7;-13.9;81.4
STG;200503;130;19;67;924.7;53.5;8819;18.1;4.0;-16.7;73.4
STG;200504;159;1;69;923.2;125.7;8654;22.0;8.1;-1.2;70.7
STG;200505;209;0;68;926.7;144.9;12605;27.2;12.5;1.6;69.3
STG;200506;249;0;56;928.8;143.7;15770;29.3;16.7;3.9;67.2
STG;200507;195;0;68;926.8;158.6;11090;29.3;17.0;8.7;72.7
STG;200508;157;0;67;927.3;256.8;9553;24.7;14.7;7.2;80.9
STG;200509;134;0;61;928.2;76.1;9661;25.4;14.5;5.1;79.6
STG;200510;90;0;57;928.7;61.6;8513;23.0;10.5;2.5;80.7
STG;200511;47;2;72;925.9;28.2;4046;16.9;3.2;-6.8;80.1
STG;200512;32;7;86;924.9;53.9;2125;9.9;-1.6;-10.9;85.2
STG;200601;55;11;65;929.2;22.9;5612;10.8;-3.7;-12.8;86.0
STG;200602;57;9;79;921.7;41.5;2751;10.2;-1.2;-9.9;82.0
STG;200603;109;23;79;919.7;130.1;5272;19.3;1.5;-11.1;76.7
STG;200604;144;3;70;923.7;217.8;7689;19.0;7.3;-3.5;76.0
STG;200605;179;0;73;926.4;160.0;9299;24.4;12.2;1.2;70.2
STG;200606;254;0;51;929.9;64.1;15739;27.6;16.4;2.0;67.5
STG;200607;267;0;40;929.7;83.8;19388;30.4;21.1;12.5;63.2
STG;200608;142;0;78;924.0;236.3;6444;24.0;13.6;6.4;77.2
STG;200609;147;0;61;926.4;151.8;11065;25.9;16.2;8.9;77.6
STG;200610;89;0;63;925.7;52.2;8035;22.7;12.3;5.3;76.8
STG;200611;53;0;64;928.5;36.7;5538;18.7;7.3;-2.2;70.6
STG;200612;40;0;58;932.7;76.5;5416;16.3;2.6;-6.5;74.7
STG;200701;37;2;77;929.1;58.1;2896;13.2;3.6;-10.6;76.8
STG;200702;71;0;64;921.6;64.4;5837;11.3;4.1;-3.6;73.7
STG;200703;129;9;60;923.8;106.4;9512;13.8;4.6;-4.0;73.6
STG;200704;230;0;36;927.9;25.0;17296;22.5;12.4;-0.3;59.9
STG;200705;211;0;60;923.4;109.8;10489;25.7;13.7;2.9;70.0
STG;200706;215;0;68;925.4;95.8;9188;26.4;16.2;7.7;76.0
STG;200707;225;0;60;927.3;158.7;11992;29.9;17.0;6.9;71.5
STG;200708;172;0;64;927.1;211.8;8808;27.5;16.0;8.0;80.6
STG;200709;145;0;60;930.4;112.0;7720;22.3;11.9;4.6;80.2
STG;200710;86;0;69;931.9;25.2;5715;20.7;8.0;-1.1;86.8
STG;200711;43;7;81;928.2;71.8;2832;8.9;1.6;-8.8;87.3
STG;200712;38;5;71;931.5;89.9;2719;12.7;-0.5;-8.3;86.5
STG;200801;45;1;65;929.6;50.7;4697;13.1;3.1;-7.7;72.5
STG;200802;100;0;45;934.6;28.7;9876;14.7;3.2;-8.1;69.0
STG;200803;112;3;80;918.9;90.4;5954;17.1;3.0;-9.2;71.7
STG;200804;137;1;82;921.2;166.6;5785;18.0;6.4;-4.5;74.9
STG;200805;237;0;62;924.8;38.6;14108;27.1;14.1;5.0;63.1
STG;200806;221;0;71;927.8;133.2;11225;28.5;16.1;6.6;74.5
STG;200807;231;0;59;928.2;238.0;13771;26.6;16.8;9.5;71.9
STG;200808;196;0;67;927.5;192.3;11554;26.4;16.5;7.9;76.3
STG;200809;121;0;74;928.3;158.5;6968;24.9;11.2;2.8;82.2
STG;200810;80;0;73;928.6;137.8;5815;18.4;9.1;-0.5;82.2
STG;200811;50;3;74;924.6;47.9;3663;18.3;3.8;-7.5;81.0
STG;200812;31;5;81;926.3;90.2;2372;10.8;-0.2;-7.6;84.7
STG;200901;44;4;75;922.8;29.9;3311;9.2;-2.6;-10.7;83.4
STG;200902;71;22;80;922.7;75.2;3678;11.9;-0.5;-11.6;78.9
STG;200903;111;12;80;924.5;88.1;5272;11.6;2.7;-5.8;75.6
STG;200904;204;0;56;923.6;23.1;12515;19.9;10.9;1.0;61.2
STG;200905;230;0;60;929.9;124.3;12604;28.4;14.2;3.1;68.1
STG;200906;218;0;64;927.4;237.3;10669;26.7;14.7;6.9;74.8
STG;200907;229;0;61;928.6;192.0;12445;28.4;17.5;7.8;70.7
STG;200908;222;0;48;930.0;59.6;15286;29.1;18.6;8.3;72.3
STG;200909;143;0;64;930.7;62.5;9602;27.4;14.1;7.2;81.2
STG;200910;88;0;71;928.1;93.0;6134;24.3;8.8;-2.2;77.8
STG;200911;49;0;74;922.4;143.9;4268;20.4;7.3;-0.1;72.8
STG;200912;32;11;84;917.9;117.0;2347;14.1;0.6;-14.5;78.0
STG;201001;40;10;84;921.5;49.9;2281;5.2;-3.1;-9.3;86.1
STG;201002;77;20;80;914.9;52.8;4150;10.6;-0.2;-10.5;73.0
STG;201003;125;4;77;926.0;56.0;7031;18.3;3.5;-10.7;66.2
STG;201004;199;0;66;927.8;29.2;11493;21.8;8.4;-2.6;66.2
STG;201005;145;0;83;924.1;183.6;5593;25.0;10.2;3.3;78.5
STG;201006;206;0;64;926.2;214.5;11647;27.0;15.4;6.2;73.9
STG;201007;244;0;53;929.7;271.8;15851;30.3;18.6;9.1;71.3
STG;201008;163;0;72;927.7;216.3;8690;28.0;15.9;6.8;76.8
STG;201009;145;0;66;927.2;144.8;9251;19.6;11.8;4.8;78.7
STG;201010;72;0;74;924.7;120.0;5422;22.3;8.1;-0.8;79.5
STG;201011;47;2;79;917.8;63.4;3661;16.9;4.3;-7.7;81.0
STG;201012;31;15;86;920.5;110.2;1532;13.3;-1.3;-10.5;82.1
STG;201101;38;6;83;927.7;61.5;2636;11.9;0.4;-10.3;81.0
STG;201102;75;3;66;927.1;51.8;5943;13.4;2.1;-9.2;75.1
STG;201103;131;1;67;929.4;65.6;9854;16.8;5.4;-4.0;69.6
STG;201104;222;0;47;928.3;25.5;15546;22.5;11.1;-0.2;61.3
STG;201105;252;0;53;929.6;126.5;16480;24.8;13.7;2.2;64.3
STG;201106;207;0;71;928.5;165.7;9776;27.6;15.4;7.2;73.3
STG;201107;208;0;70;925.6;208.1;10518;29.5;14.9;7.6;74.1
STG;201108;222;0;54;928.1;150.2;15051;30.3;18.1;7.7;71.2
STG;201109;155;0;52;930.0;104.2;11566;25.3;15.2;6.5;78.3
STG;201110;97;0;59;931.2;98.1;8095;19.6;8.7;-0.8;81.7
STG;201111;56;0;64;930.4;0.5;5652;19.8;5.4;-3.8;79.9
STG;201112;29;3;82;926.9;183.9;2310;14.0;2.9;-6.3;78.4
STG;201201;36;0;-;930.6;95.3;2896;11.1;0.8;-7.7;82.1
STG;201202;77;24;-;932.4;34.2;4352;11.2;-4.9;-18.2;77.2
STG;201203;166;0;-;934.5;35.5;14175;17.3;7.1;-3.0;65.5
STG;201204;152;0;-;916.9;143.5;7109;26.0;7.8;-2.9;69.2
STG;201205;228;0;-;926.6;93.0;13239;26.5;13.1;0.6;66.5
STG;201206;227;0;-;926.7;209.5;11593;28.5;16.2;6.5;73.8
STG;201207;207;0;-;928.4;147.4;10885;28.1;16.6;7.8;73.8
STG;201208;226;0;-;929.6;213.5;15204;29.3;18.3;8.5;71.5
STG;201209;137;0;-;927.9;152.2;9391;22.9;13.4;4.6;79.5
STG;201210;82;3;-;924.2;172.5;6485;22.2;9.0;-4.5;82.0
STG;201211;51;2;-;923.9;127.0;3763;15.6;4.9;-3.2;83.4
STG;201212;35;19;-;923.9;125.5;2325;15.4;1.3;-10.7;78.1
STG;201301;41;8;-;923.6;75.4;2473;13.6;-0.3;-9.9;83.5
STG;201302;63;25;-;922.2;92.0;2121;7.9;-2.9;-10.9;85.0
STG;201303;104;6;-;916.5;75.1;4691;13.7;1.5;-7.6;76.8
STG;201304;137;1;-;924.7;83.6;6360;21.6;7.5;-3.9;75.7
STG;201305;160;0;-;922.5;230.7;6214;19.2;9.6;1.1;78.0
STG;201306;207;0;-;929.0;263.9;10552;30.9;14.6;3.0;73.7
STG;201307;271;0;-;930.9;49.8;17818;33.3;19.1;10.0;67.5
STG;201308;213;0;-;929.9;148.4;14099;29.9;17.1;9.2;73.1
STG;201309;133;0;-;927.9;151.7;8404;24.3;13.3;4.3;79.9
STG;201310;78;0;-;928.1;112.3;5579;23.2;10.7;0.2;80.7
STG;201311;39;2;-;925.4;152.1;2441;15.8;2.6;-7.7;86.4
STG;201312;53;4;-;931.6;32.6;6975;13.8;2.3;-5.8;69.5
STG;201401;43;1;-;920.4;54.4;3455;14.3;2.7;-5.7;78.6
STG;201402;81;1;-;920.0;41.1;5573;14.3;3.6;-2.6;71.4
STG;201403;148;1;-;926.4;54.6;12122;18.5;6.2;-3.7;68.3
STG;201404;178;0;-;924.7;83.2;9929;18.8;9.5;-0.7;68.0
STG;201405;197;0;-;926.7;152.7;9924;25.5;11.3;2.4;70.1
STG;201406;276;0;-;928.2;131.1;16087;29.6;16.2;7.8;66.3
STG;201407;192;0;-;926.5;272.2;10146;28.6;16.5;8.4;77.3
STG;201408;166;0;-;926.9;183.5;7776;27.1;15.0;7.8;77.2
STG;201409;145;0;-;929.2;104.4;8991;22.6;13.7;3.7;83.9
STG;201410;93;0;-;928.7;80.7;7357;24.0;11.8;1.7;80.5
STG;201411;50;0;-;922.3;93.5;3728;17.7;6.4;-0.2;85.3
STG;201412;22;5;-;929.1;93.2;1473;13.2;2.5;-12.1;80.7
STG;201501;41;13;-;927.1;107.8;2549;14.2;1.3;-7.3;77.6
STG;201502;75;22;-;924.7;45.0;4082;8.6;-1.5;-8.3;80.7
STG;201503;130;2;-;928.9;91.1;9423;15.3;5.2;-3.4;68.9
STG;201504;210;0;-;930.0;157.8;13995;20.3;8.6;-2.8;62.3
STG;201505;191;0;-;927.6;191.8;9071;26.1;12.6;3.2;72.2
STG;201506;240;0;-;930.3;172.5;13216;27.7;16.5;7.8;70.8
STG;201507;256;0;-;929.0;83.2;16840;31.7;20.6;8.7;62.0
STG;201508;220;0;-;928.5;158.3;15418;31.5;19.0;10.5;71.4
STG;201509;128;0;-;928.5;111.2;7460;25.2;11.6;4.1;77.4
STG;201510;71;0;-;927.9;99.5;4065;19.7;7.7;0.6;88.2
STG;201511;61;1;-;931.2;83.5;5923;18.3;7.4;-6.3;73.5
STG;201512;50;0;-;937.8;34.1;6790;12.2;6.1;-3.3;71.2
STG;201601;38;4;-;924.6;164.8;2434;13.9;2.3;-11.3;78.9
STG;201602;61;2;-;922.3;116.9;3157;15.4;3.1;-4.1;78.1
STG;201603;120;5;-;923.1;65.9;6501;19.5;3.1;-5.0;75.5
STG;201604;164;0;-;923.1;152.0;9072;19.7;7.6;-1.3;74.1
STG;201605;196;0;-;924.5;248.7;9981;25.6;11.6;1.8;70.7
STG;201606;199;0;-;926.8;221.6;8233;28.0;15.1;7.0;78.8
STG;201607;238;0;-;930.5;129.0;14058;28.1;18.1;8.1;73.2
STG;201608;214;0;-;931.8;143.8;14628;28.1;17.5;7.2;75.0
STG;201609;167;0;-;930.5;78.6;12909;24.6;15.8;5.9;75.0
STG;201610;78;0;-;930.3;78.2;4504;19.9;7.5;0.8;86.0
STG;201611;42;0;-;925.5;77.5;2504;17.8;4.7;-5.7;79.1
STG;201612;50;1;-;937.9;6.6;5439;11.2;1.2;-6.8;78.9
STG;201701;45;13;-;930.1;74.0;2423;9.9;-3.6;-12.3;83.9
STG;201702;75;0;-;926.9;58.8;4550;17.0;3.4;-4.9;76.9
STG;201703;145;0;-;927.4;90.6;10497;18.2;7.4;-1.1;70.1
STG;201704;178;2;-;929.1;172.2;10017;20.3;6.9;-3.4;71.3
STG;201705;242;0;-;928.0;116.2;14284;27.0;13.4;1.7;67.1
STG;201706;264;0;-;927.8;105.1;14857;29.7;18.2;6.9;67.6
STG;201707;224;0;-;928.6;193.0;12251;29.3;18.0;10.5;71.3
STG;201708;207;0;-;930.1;186.1;13156;29.6;18.2;8.6;74.5
STG;201709;135;0;-;927.8;193.9;8001;21.5;11.7;4.3;78.6
STG;201710;108;0;-;932.6;84.5;9117;19.6;10.9;-0.3;72.1
STG;201711;43;1;-;926.9;122.8;2942;15.4;4.0;-2.9;78.2
STG;201712;37;6;-;926.3;163.8;2948;11.8;0.5;-6.2;81.0
STG;201801;38;0;-;925.3;137.3;2619;14.0;3.9;-5.4;79.0
STG;201802;53;4;-;922.8;82.8;1892;8.2;-3.2;-15.0;82.2
STG;201803;111;2;-;914.6;94.3;4320;15.8;2.9;-10.5;74.6
STG;201804;216;0;-;924.3;26.3;13080;23.6;12.6;0.4;56.7
STG;201805;219;0;-;925.8;105.6;11955;25.9;14.1;5.8;72.9
STG;201806;267;0;-;928.2;140.9;15731;25.6;16.6;7.8;72.8
STG;201807;270;0;-;928.2;72.3;18124;30.2;19.2;10.9;64.4
STG;201808;220;0;-;929.7;233.1;14570;30.2;19.1;7.5;68.7
STG;201809;172;0;-;932.4;135.5;13413;25.7;15.0;2.8;75.3
STG;201810;101;0;-;928.1;70.6;9046;22.6;10.8;0.3;75.8
STG;201811;45;0;-;926.2;19.4;2891;19.4;4.9;-3.3;86.0
STG;201812;32;0;-;930.5;141.5;2160;12.5;2.5;-6.6;82.9
