stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;ure200m0;sre000m0;tre200mn;tre200mx
LUG;192108;-;-;36;982.2;260.1;20.2;80.1;14556;10.5;33.5
LUG;192109;-;-;36;988.3;22.2;17.6;71.9;12660;8.8;28.0
LUG;192110;-;-;17;990.0;12.6;14.3;65.3;14064;1.8;25.4
LUG;192111;-;-;31;985.5;9.9;5.1;61.5;8520;-4.6;17.5
LUG;192112;-;-;34;986.1;1.8;3.8;56.8;7566;-6.5;20.2
LUG;192201;-;-;42;979.6;40.2;1.0;58.9;6306;-7.0;15.2
LUG;192202;-;-;32;984.4;18.9;2.8;64.5;9144;-7.6;15.2
LUG;192203;-;-;52;979.6;196.9;7.7;64.6;6936;-1.4;20.0
LUG;192204;-;-;57;977.1;148.0;9.8;57.8;8406;0.0;23.5
LUG;192205;-;-;29;987.1;112.3;17.8;54.0;16650;1.5;30.0
LUG;192206;-;-;46;982.3;118.1;19.8;57.7;12888;10.0;29.5
LUG;192207;-;-;30;983.6;116.5;20.7;55.9;16452;8.0;31.2
LUG;192208;-;-;34;983.1;121.2;20.5;66.2;15114;10.5;31.5
LUG;192209;-;-;52;981.2;305.5;14.7;71.4;9822;4.0;27.0
LUG;192210;-;-;66;980.5;191.2;10.5;73.0;6510;2.0;23.0
LUG;192211;-;-;17;986.4;13.4;5.6;57.4;11226;-3.4;17.0
LUG;192212;-;-;47;984.1;174.8;2.5;67.2;5616;-5.8;16.0
LUG;192301;-;-;36;985.7;0.0;2.4;60.6;7584;-4.5;12.0
LUG;192302;-;-;64;977.0;61.7;4.3;68.1;5736;-2.2;17.0
LUG;192303;-;-;48;982.9;28.3;8.2;57.7;11670;-0.6;20.0
LUG;192304;-;-;67;976.3;235.8;10.1;65.7;6870;2.3;20.7
LUG;192305;-;-;47;983.1;250.3;16.0;61.1;12846;5.0;28.3
LUG;192306;-;-;39;982.8;159.2;17.1;55.6;14970;6.5;28.2
LUG;192307;-;-;29;985.2;140.2;22.6;59.1;17466;8.5;32.5
LUG;192308;-;-;29;983.1;91.4;22.0;59.2;16968;9.9;33.6
LUG;192309;-;-;35;986.6;168.7;16.3;67.4;12798;5.5;27.5
LUG;192310;-;-;58;982.9;177.4;13.0;73.4;7260;3.5;25.5
LUG;192311;-;-;58;978.9;180.0;7.2;69.9;5298;-3.0;18.5
LUG;192312;-;-;38;979.8;24.9;3.2;58.7;6492;-3.8;13.4
LUG;192401;-;-;35;985.0;67.6;0.7;64.8;8316;-7.6;12.0
LUG;192402;-;-;40;977.1;39.0;2.9;56.1;8838;-6.2;16.0
LUG;192403;-;-;58;979.9;108.5;6.5;67.0;8184;-4.0;17.5
LUG;192404;-;-;48;978.5;152.8;11.9;54.9;11082;0.0;26.5
LUG;192405;-;-;46;983.2;168.6;17.0;61.7;14274;5.5;29.0
LUG;192406;-;-;48;982.0;140.2;19.8;63.6;13248;9.5;29.0
LUG;192407;-;-;39;981.7;263.3;21.8;57.5;17292;11.5;31.4
LUG;192408;-;-;42;981.6;350.5;18.1;61.5;14760;6.5;29.0
LUG;192409;-;-;42;983.6;226.8;16.9;67.1;12426;7.5;27.2
LUG;192410;-;-;41;986.1;196.2;11.6;72.2;10716;5.0;21.0
LUG;192411;-;-;52;988.2;73.0;6.4;69.8;6036;-4.0;16.0
LUG;192412;-;-;37;989.4;129.4;3.4;62.7;7284;-3.0;12.5
LUG;192501;-;-;26;997.3;1.2;3.0;63.8;9036;-2.8;13.4
LUG;192502;-;-;52;982.2;212.8;3.9;66.1;7398;-2.5;12.0
LUG;192503;-;-;40;981.5;147.0;5.1;58.7;11412;-3.5;17.0
LUG;192504;-;-;53;979.5;122.2;10.2;60.9;9294;1.0;21.2
LUG;192505;-;-;64;980.5;155.7;14.4;61.5;9840;5.0;28.0
LUG;192506;-;-;36;981.2;42.8;21.0;50.7;17616;8.0;34.4
LUG;192507;-;-;45;981.9;203.5;20.1;58.9;14370;10.5;31.6
LUG;192508;-;-;28;983.0;190.0;20.1;56.6;16740;10.0;32.0
LUG;192509;-;-;46;983.6;181.6;15.0;60.8;10638;4.0;28.4
LUG;192510;-;-;32;983.8;125.0;12.0;66.7;12054;2.5;23.8
LUG;192511;-;-;56;979.3;84.9;6.8;61.8;5682;-5.0;16.5
LUG;192512;-;-;30;982.7;44.0;0.8;62.2;7440;-8.0;12.2
LUG;192601;-;-;35;984.7;56.2;0.7;58.6;7542;-12.5;12.0
LUG;192602;-;-;51;984.7;136.2;5.0;65.6;7074;-1.8;21.0
LUG;192603;-;-;51;982.8;89.8;8.1;56.5;9510;0.0;21.2
LUG;192604;-;-;50;981.1;167.1;11.7;54.5;11184;3.5;21.4
LUG;192605;-;-;55;978.2;385.9;13.8;56.7;10176;1.0;27.2
LUG;192606;-;-;46;979.8;249.2;18.1;49.7;13704;7.8;28.0
LUG;192607;-;-;35;981.5;143.2;21.6;47.3;15803;10.2;32.2
LUG;192608;-;-;31;986.2;65.7;21.2;51.6;16956;10.0;31.2
LUG;192609;-;-;28;987.5;109.7;19.2;57.3;14088;6.2;30.6
LUG;192610;-;-;51;983.1;255.4;12.2;65.4;8892;1.0;24.0
LUG;192611;-;-;71;983.4;529.5;9.1;72.4;3594;0.0;19.2
LUG;192612;-;-;23;985.5;36.6;4.2;57.6;9102;-3.8;18.8
LUG;192701;-;-;49;982.6;114.7;2.7;65.9;5796;-3.8;19.0
LUG;192702;-;-;37;988.7;30.6;2.7;60.0;8784;-4.2;18.2
LUG;192703;-;-;40;980.9;231.9;7.7;60.2;11346;0.0;19.8
LUG;192704;-;-;29;980.4;188.8;12.7;53.3;14646;1.0;23.4
LUG;192705;-;-;62;982.8;134.5;16.9;64.8;11670;6.5;31.6
LUG;192706;-;-;45;982.6;178.8;20.0;58.3;13728;8.2;31.0
LUG;192707;-;-;38;981.2;168.2;21.9;57.4;17346;10.4;33.2
LUG;192708;-;-;31;983.0;97.5;20.2;54.6;16236;9.8;32.8
LUG;192709;-;-;51;981.5;247.7;16.4;63.8;10266;8.0;31.6
LUG;192710;-;-;25;985.8;42.1;11.8;72.0;13158;4.0;23.2
LUG;192711;-;-;54;984.0;222.3;7.7;72.5;5904;-3.5;18.0
LUG;192712;-;-;71;979.2;114.4;3.5;69.7;3168;-9.6;14.2
LUG;192801;-;-;43;986.3;34.2;2.7;62.1;6516;-6.2;16.5
LUG;192802;-;-;25;989.8;0.0;5.5;58.3;11058;-4.2;24.8
LUG;192803;-;-;82;981.0;241.6;6.9;72.0;3288;-1.6;20.2
LUG;192804;-;-;56;976.9;317.8;11.8;65.7;9396;2.6;23.5
LUG;192805;-;-;53;977.8;363.6;13.6;57.3;12276;2.4;26.6
LUG;192806;-;-;42;984.1;146.7;20.1;58.2;14190;9.4;31.8
LUG;192807;-;-;26;985.5;164.4;25.3;51.7;19146;13.0;36.2
LUG;192808;-;-;30;983.5;267.0;22.1;55.8;16566;10.6;35.2
LUG;192809;-;-;49;984.9;136.6;17.0;68.9;10572;3.0;30.4
LUG;192810;-;-;45;984.6;549.5;11.4;73.6;9906;0.5;23.4
LUG;192811;-;-;45;979.8;114.3;7.6;69.3;5256;-2.5;15.8
LUG;192812;-;-;35;983.6;36.7;2.6;63.0;6960;-7.6;15.0
LUG;192901;-;-;25;986.8;53.8;-0.5;61.8;8130;-9.0;7.0
LUG;192902;-;-;43;982.2;1.5;-1.2;63.5;7824;-14.0;9.2
LUG;192903;-;-;30;989.1;22.0;7.4;62.7;13302;-6.2;27.0
LUG;192904;-;-;41;978.2;253.7;10.0;59.8;11340;-1.4;26.0
LUG;192905;-;-;45;981.5;269.8;16.0;64.6;12912;3.0;29.2
LUG;192906;-;-;41;982.9;141.1;20.5;65.6;15510;10.0;30.2
LUG;192907;-;-;35;985.3;142.8;22.9;61.7;17754;8.0;35.2
LUG;192908;-;-;36;983.9;195.5;20.1;66.9;14646;9.8;31.0
LUG;192909;-;-;28;987.3;7.0;19.6;67.4;15204;7.0;33.8
LUG;192910;-;-;52;982.3;211.8;12.4;74.3;7098;1.4;27.0
LUG;192911;-;-;56;983.2;116.4;7.1;74.0;5406;-3.4;16.5
LUG;192912;-;-;36;985.9;98.8;4.3;69.3;6954;-6.0;16.5
LUG;193001;-;-;54;986.3;99.6;2.1;84.5;5574;-3.6;11.0
LUG;193002;-;-;63;983.9;16.2;2.5;64.7;5394;-4.4;10.0
LUG;193003;-;-;50;980.9;120.3;7.6;65.4;9000;-1.8;21.0
LUG;193004;-;-;70;974.5;253.3;10.9;72.3;6018;2.5;22.2
LUG;193005;-;-;55;981.7;213.6;14.1;67.5;10098;5.2;26.0
LUG;193006;-;-;45;983.7;149.0;20.3;66.9;13758;11.8;30.8
LUG;193007;-;-;35;980.0;194.9;19.9;61.6;16170;8.8;32.8
LUG;193008;-;-;43;984.7;150.3;19.7;64.6;14454;9.6;30.6
LUG;193009;-;-;49;983.3;225.3;17.2;70.4;11376;7.8;29.2
LUG;193010;-;-;42;983.4;52.5;11.1;64.5;10560;1.0;27.0
LUG;193011;-;-;52;984.3;99.1;7.4;66.0;6912;-1.0;19.4
LUG;193012;-;-;54;983.0;33.1;3.3;67.5;6720;-4.4;11.2
LUG;193101;-;0;38;981.0;23.6;1.7;60.1;7721;-7.5;11.5
LUG;193102;-;1;42;977.4;156.4;2.5;54.3;9036;-6.8;12.0
LUG;193103;-;0;45;979.9;48.8;5.5;58.2;9714;-4.0;20.2
LUG;193104;-;0;46;979.6;65.6;9.6;58.8;11574;-1.4;22.5
LUG;193105;-;0;53;982.3;212.8;15.5;65.8;11994;5.5;31.2
LUG;193106;-;0;35;985.2;105.3;21.4;55.8;17430;11.0;33.5
LUG;193107;-;0;35;981.6;183.4;20.7;56.8;17802;10.5;32.6
LUG;193108;-;0;45;980.5;263.9;19.2;74.7;14334;9.0;31.8
LUG;193109;-;0;41;983.4;117.9;14.1;71.3;13572;3.0;27.6
LUG;193110;-;0;41;985.1;171.9;11.4;80.0;10158;1.6;26.0
LUG;193111;-;0;74;985.1;224.0;7.3;88.4;4680;-0.4;12.8
LUG;193112;-;0;24;989.0;13.6;2.1;63.2;9618;-7.2;21.4
LUG;193201;-;0;30;994.3;22.6;2.8;74.4;9510;-4.6;11.4
LUG;193202;-;1;30;987.0;11.4;-0.2;70.1;11172;-10.6;12.6
LUG;193203;-;0;57;981.3;68.9;4.9;70.5;9906;-3.2;15.6
LUG;193204;-;0;62;978.6;150.1;9.1;64.8;8718;0.2;19.2
LUG;193205;-;0;50;980.2;518.6;14.2;67.7;12048;3.2;28.4
LUG;193206;-;0;50;982.5;286.1;17.7;66.7;13488;7.0;28.8
LUG;193207;-;0;54;980.9;290.7;19.5;76.0;12090;8.2;30.0
LUG;193208;-;0;26;986.2;106.1;22.2;68.1;17814;11.6;33.6
LUG;193209;-;0;52;984.2;317.9;18.9;81.8;9804;11.8;29.8
LUG;193210;-;0;43;979.4;99.5;11.0;76.5;9168;0.8;23.6
LUG;193211;-;0;58;987.1;61.9;7.4;81.5;6252;0.2;16.0
LUG;193212;-;0;55;991.4;122.5;4.2;81.8;5526;-2.8;10.6
LUG;193301;-;15;66;986.1;96.0;1.6;71.7;5100;-9.0;9.4
LUG;193302;-;5;56;980.7;3.9;2.7;69.5;7272;-4.2;14.6
LUG;193303;-;0;45;985.4;110.6;7.3;65.2;11394;-2.0;20.6
LUG;193304;-;0;47;982.6;96.3;12.1;65.2;12516;0.6;26.6
LUG;193305;-;0;47;979.6;117.1;15.0;59.6;12318;5.6;27.2
LUG;193306;-;0;57;977.7;255.6;16.3;66.5;11040;6.6;28.4
LUG;193307;-;0;35;985.4;64.5;21.7;64.6;18672;8.0;32.8
LUG;193308;-;0;25;984.6;107.2;21.6;61.5;18420;10.4;36.4
LUG;193309;-;0;57;984.7;183.9;17.3;73.9;10014;6.6;31.4
LUG;193310;-;0;51;982.2;257.3;12.2;76.1;9084;1.0;25.2
LUG;193311;-;0;77;978.7;228.4;4.9;83.9;3600;-2.2;12.8
LUG;193312;-;8;65;980.6;79.2;0.9;78.7;4734;-8.4;12.0
LUG;193401;-;3;41;989.7;18.9;1.8;64.2;8292;-4.6;10.2
LUG;193402;-;0;28;989.2;34.0;4.5;61.9;10860;-5.8;18.0
LUG;193403;-;0;69;975.8;206.2;6.7;70.8;6366;-2.0;19.2
LUG;193404;-;0;72;979.7;273.8;11.7;72.1;8058;2.2;27.0
LUG;193405;-;0;50;983.5;177.3;16.9;71.5;12306;7.6;28.4
LUG;193406;-;0;39;982.1;137.2;18.7;64.2;15216;8.2;30.4
LUG;193407;-;0;35;981.6;254.2;22.1;65.8;16806;10.6;31.6
LUG;193408;-;0;48;980.8;412.4;18.8;76.0;13050;9.0;30.0
LUG;193409;-;0;34;986.3;41.3;18.0;70.5;14352;8.6;29.0
LUG;193410;-;0;34;985.5;115.8;10.9;69.5;13014;1.4;25.0
LUG;193411;-;0;50;984.7;361.0;5.4;75.8;6816;-1.8;13.8
LUG;193412;-;0;64;981.1;108.3;4.4;79.2;4860;-2.4;10.4
LUG;193501;-;0;43;983.5;11.7;1.1;62.8;7914;-7.4;13.4
LUG;193502;-;1;45;977.7;125.3;4.4;60.6;8772;-8.6;19.4
LUG;193503;-;0;33;986.6;2.4;7.1;50.6;13908;-5.2;23.6
LUG;193504;-;0;50;978.9;100.0;10.5;54.4;11208;-1.2;22.6
LUG;193505;-;0;68;981.6;265.7;12.6;67.0;7908;0.6;24.4
LUG;193506;-;0;41;984.9;131.9;20.4;60.4;16470;7.8;36.2
LUG;193507;-;0;31;984.0;96.3;22.1;55.5;18168;13.2;33.6
LUG;193508;-;0;47;983.0;221.6;19.6;65.1;12846;9.4;32.0
LUG;193509;-;0;35;985.2;82.5;16.9;67.7;13986;6.6;28.6
LUG;193510;-;0;74;980.6;355.1;12.5;79.4;5406;2.0;21.0
LUG;193511;-;0;67;982.7;287.6;7.6;78.1;4848;-1.8;15.0
LUG;193512;-;18;67;975.8;250.9;1.8;73.0;4674;-8.4;12.0
LUG;193601;-;0;72;979.6;129.3;3.4;78.7;4254;-3.0;14.0
LUG;193602;-;0;51;975.5;97.6;3.3;64.9;6966;-4.0;13.2
LUG;193603;-;0;61;980.8;165.6;8.2;77.8;8328;0.0;20.6
LUG;193604;-;0;69;977.5;267.9;10.8;74.2;6486;1.6;21.6
LUG;193605;-;0;58;978.6;261.0;15.5;71.3;10968;5.6;26.2
LUG;193606;-;0;48;982.5;221.4;18.5;68.2;12540;4.2;30.8
LUG;193607;-;0;53;982.6;242.7;20.2;71.0;12354;10.0;30.4
LUG;193608;-;0;35;985.3;54.9;20.4;69.8;16560;11.2;30.0
LUG;193609;-;0;54;985.1;206.4;16.5;72.9;10176;2.0;29.6
LUG;193610;-;0;41;982.9;15.3;9.2;72.1;11778;0.2;18.6
LUG;193611;-;0;47;984.7;96.1;5.9;82.9;7110;-2.4;14.8
LUG;193612;-;0;34;990.9;62.3;3.4;80.6;7841;-3.0;12.6
LUG;193701;-;0;47;986.5;48.9;1.7;78.7;7020;-4.4;10.6
LUG;193702;-;0;45;977.0;97.4;5.4;66.3;9516;-2.4;16.0
LUG;193703;-;0;71;974.5;284.9;5.7;72.2;6348;-2.8;17.0
LUG;193704;-;0;47;978.0;112.7;11.7;65.0;12492;2.8;22.6
LUG;193705;-;0;54;984.8;185.1;16.2;70.6;11958;5.6;29.0
LUG;193706;-;0;42;983.6;197.1;19.7;70.3;13620;9.0;31.4
LUG;193707;-;0;33;982.6;290.5;21.4;68.5;17472;11.6;30.4
LUG;193708;-;0;41;982.0;87.8;20.7;70.2;15456;11.0;30.8
LUG;193709;-;0;58;982.1;225.0;16.4;77.8;8802;6.2;28.6
LUG;193710;-;0;67;985.1;336.3;11.9;82.5;5646;3.0;20.6
LUG;193711;-;0;44;982.0;140.9;6.6;72.6;7950;-1.6;15.6
LUG;193712;-;0;49;978.9;73.9;1.8;71.1;4986;-6.4;11.0
LUG;193801;-;0;39;983.8;16.9;1.2;66.7;7326;-8.4;13.6
LUG;193802;-;0;28;989.3;25.6;3.5;65.1;10182;-2.4;12.8
LUG;193803;-;0;22;990.9;10.6;10.0;57.8;14892;-1.8;24.0
LUG;193804;-;0;30;982.9;52.0;10.4;50.2;15683;-2.0;27.4
LUG;193805;-;0;66;981.4;254.7;13.3;67.4;8610;2.6;25.2
LUG;193806;-;0;40;985.1;263.9;20.6;65.4;15612;8.6;31.8
LUG;193807;-;0;38;983.3;189.0;21.1;63.7;15803;10.4;31.2
LUG;193808;-;0;44;980.7;316.4;19.8;68.3;13350;8.6;32.0
LUG;193809;-;0;51;986.0;181.0;16.3;75.7;9492;7.8;26.4
LUG;193810;-;0;46;984.4;158.1;11.9;83.3;9576;2.2;20.6
LUG;193811;-;0;45;987.4;149.9;7.7;79.0;8466;0.2;19.4
LUG;193812;-;10;59;981.1;108.3;2.1;75.2;4782;-8.8;14.0
LUG;193901;-;3;56;980.3;195.8;2.5;76.2;5838;-5.6;12.6
LUG;193902;-;0;44;988.0;84.2;4.8;68.5;9066;-3.4;20.2
LUG;193903;-;0;45;979.1;3.9;5.5;55.2;12102;-2.4;16.2
LUG;193904;-;0;57;981.6;256.2;11.9;69.5;9270;1.8;22.0
LUG;193905;-;0;73;977.9;303.2;12.7;70.1;6954;3.4;27.0
LUG;193906;-;0;52;982.0;323.6;18.6;68.7;12342;7.8;28.4
LUG;193907;-;0;40;983.8;238.3;20.1;64.9;15456;8.2;29.8
LUG;193908;-;0;51;983.3;355.9;19.7;73.6;12150;11.4;30.2
LUG;193909;-;0;49;982.4;149.7;16.4;76.6;9612;4.6;28.0
LUG;193910;-;0;71;979.1;113.2;11.3;73.8;5724;-1.0;20.6
LUG;193911;-;0;52;985.7;134.1;8.0;71.7;7110;-2.4;21.6
LUG;193912;-;0;58;982.7;84.1;2.2;73.8;4728;-8.8;11.6
LUG;194001;-;0;52;980.7;4.4;0.1;68.6;6372;-8.8;8.2
LUG;194002;-;0;55;982.1;14.1;3.1;68.5;8094;-8.4;19.8
LUG;194003;-;0;45;982.6;72.9;7.0;61.2;10848;-3.2;19.2
LUG;194004;-;0;49;981.2;139.5;11.6;63.3;11838;3.8;18.2
LUG;194005;-;0;52;979.5;152.4;15.7;62.1;12084;6.0;25.6
LUG;194006;-;0;53;981.8;284.8;17.5;66.8;12834;8.2;28.2
LUG;194007;-;0;45;982.7;358.6;19.5;64.4;14952;9.6;32.0
LUG;194008;-;0;37;984.9;37.8;20.2;59.8;16914;9.4;29.2
LUG;194009;-;0;51;984.3;73.4;17.5;68.2;10722;8.2;28.8
LUG;194010;-;0;72;981.2;192.7;11.7;80.0;4662;1.4;21.6
LUG;194011;-;0;55;982.1;146.3;8.1;66.1;6714;0.0;19.0
LUG;194012;-;0;45;984.7;1.6;0.2;60.3;6618;-9.4;11.4
LUG;194101;-;0;73;976.0;131.1;1.3;74.6;4548;-6.2;10.4
LUG;194102;-;8;58;974.8;98.5;3.0;68.0;7926;-6.2;14.6
LUG;194103;-;0;47;981.1;209.0;7.5;64.6;11370;-1.0;21.6
LUG;194104;-;0;67;978.3;275.3;10.1;65.0;8046;-0.6;24.8
LUG;194105;-;0;66;979.1;321.0;12.4;66.1;10254;5.0;23.2
LUG;194106;-;0;43;984.0;259.4;19.2;63.3;16373;8.0;31.0
LUG;194107;-;0;51;983.2;183.9;21.2;63.6;14862;10.8;31.0
LUG;194108;-;0;50;982.1;29.9;19.5;62.0;14844;9.0;30.4
LUG;194109;-;0;44;988.1;87.6;16.8;62.5;12618;6.4;27.4
LUG;194110;-;0;49;984.3;51.6;11.6;63.5;10548;-2.0;24.4
LUG;194111;-;0;80;985.7;164.7;5.6;74.2;3252;-1.2;14.6
LUG;194112;-;0;25;988.8;0.7;3.3;54.2;10272;-8.4;18.8
LUG;194201;-;0;62;979.7;15.8;-0.2;65.7;5856;-6.4;12.0
LUG;194202;-;0;57;978.2;52.5;2.3;62.8;6804;-6.0;12.2
LUG;194203;-;0;63;982.5;78.8;8.3;71.2;8226;-0.2;20.4
LUG;194204;-;0;65;981.7;125.6;11.2;66.0;8706;2.6;23.0
LUG;194205;-;0;52;982.7;94.7;15.6;62.7;12816;0.6;28.8
LUG;194206;-;0;49;983.5;148.4;19.6;62.2;15084;7.2;30.2
LUG;194207;-;0;42;983.1;148.5;21.4;61.8;17046;10.4;31.4
LUG;194208;-;0;50;984.9;126.6;20.6;66.7;13710;11.2;30.4
LUG;194209;-;0;50;984.7;237.0;18.9;73.9;10596;6.2;31.4
LUG;194210;-;0;47;985.9;206.3;14.5;76.3;11034;5.8;26.8
LUG;194211;-;0;31;985.3;37.1;6.6;65.9;9348;-4.0;18.8
LUG;194212;-;0;51;988.2;132.8;3.5;76.2;5538;-4.2;12.8
LUG;194301;-;1;49;983.2;38.3;1.8;69.8;6918;-5.4;13.2
LUG;194302;-;0;30;990.6;20.3;5.6;58.4;10776;-3.4;18.4
LUG;194303;-;0;58;987.0;68.2;8.8;62.1;10008;-1.0;23.6
LUG;194304;-;0;43;987.2;65.8;13.8;55.6;14442;3.2;26.4
LUG;194305;-;0;55;984.6;217.8;16.5;63.1;14046;5.8;31.4
LUG;194306;-;0;48;984.6;59.7;19.7;55.8;15828;9.6;33.8
LUG;194307;-;0;44;982.6;139.7;21.1;62.5;17418;10.0;31.6
LUG;194308;-;0;32;983.5;57.0;22.6;58.1;17844;10.0;34.6
LUG;194309;-;0;64;984.0;278.2;18.2;71.7;9702;8.2;28.6
LUG;194310;-;0;65;986.2;104.1;13.4;78.6;7332;7.2;23.6
LUG;194311;-;0;51;981.9;45.6;6.3;65.9;6690;-2.4;16.8
LUG;194312;-;0;54;987.9;95.8;4.4;73.7;6330;-3.0;12.2
LUG;194401;-;0;34;990.7;0.0;2.8;62.4;8904;-5.0;24.6
LUG;194402;-;0;53;977.8;48.6;3.1;56.2;9546;-4.0;14.4
LUG;194403;-;0;38;979.0;0.1;7.2;44.0;15330;-2.0;21.4
LUG;194404;-;0;51;984.5;55.3;12.9;56.2;11898;0.6;25.4
LUG;194405;-;0;57;984.4;147.9;15.6;63.8;13494;7.0;28.8
LUG;194406;-;0;57;979.9;106.8;18.8;61.3;12606;10.8;28.4
LUG;194407;-;0;50;981.4;313.8;20.9;64.4;15108;11.6;30.4
LUG;194408;-;0;45;984.9;75.2;21.7;71.5;14352;13.6;31.4
LUG;194409;-;0;65;986.7;100.5;16.4;67.7;8178;5.2;28.2
LUG;194410;-;0;71;978.9;376.8;10.9;75.3;6354;3.6;21.6
LUG;194411;-;0;48;980.7;42.4;5.3;64.9;8466;-2.2;18.6
LUG;194412;-;0;51;984.5;39.3;2.1;63.1;6858;-6.6;13.2
LUG;194501;-;24;47;977.6;78.8;-1.0;54.0;7536;-10.8;9.4
LUG;194502;-;6;52;992.4;2.5;3.9;70.6;8040;-3.6;23.4
LUG;194503;-;0;26;990.9;92.8;10.3;54.1;14892;0.4;24.6
LUG;194504;-;0;38;984.4;76.7;14.0;55.2;15540;3.2;30.6
LUG;194505;-;0;46;982.5;213.1;16.8;65.0;14472;1.0;32.4
LUG;194506;-;0;31;985.9;30.7;21.5;54.4;19266;8.6;34.0
LUG;194507;-;0;30;982.6;38.6;24.3;50.7;20376;11.0;38.0
LUG;194508;-;0;43;979.8;280.6;20.0;64.8;14094;9.2;34.6
LUG;194509;-;0;35;985.3;114.1;17.7;64.5;14562;7.4;29.0
LUG;194510;-;0;45;987.6;198.8;12.6;70.2;11460;3.0;22.8
LUG;194511;-;0;40;983.6;58.1;6.3;66.9;8814;-2.4;16.0
LUG;194512;-;0;51;980.6;177.8;3.9;62.4;6378;-4.8;16.0
LUG;194601;-;16;52;990.2;137.2;1.1;62.1;6510;-6.8;14.4
LUG;194602;-;5;36;982.9;13.5;6.3;49.3;11172;-3.2;20.6
LUG;194603;-;0;68;981.3;154.6;8.0;67.9;7530;0.4;22.0
LUG;194604;-;0;52;984.7;79.0;13.2;61.7;11004;5.0;28.4
LUG;194605;-;0;75;980.4;363.4;14.3;76.4;7158;6.6;25.4
LUG;194606;-;0;55;984.0;280.1;17.6;64.8;12168;8.6;30.4
LUG;194607;-;0;40;984.3;115.9;22.2;59.0;16674;13.4;32.2
LUG;194608;-;0;45;981.7;330.6;20.2;65.3;13638;9.6;32.0
LUG;194609;-;0;33;985.7;86.7;18.2;69.2;14292;9.2;28.8
LUG;194610;-;0;52;983.6;64.6;11.5;70.4;9822;1.2;25.4
LUG;194611;-;0;60;982.2;78.5;6.1;73.6;6264;-1.4;14.6
LUG;194612;-;1;54;981.5;16.9;1.8;62.1;5946;-6.8;13.6
LUG;194701;-;0;54;984.3;12.8;-0.8;66.9;6870;-9.2;14.8
LUG;194702;-;18;75;973.0;151.6;1.7;76.7;4620;-7.8;13.0
LUG;194703;-;0;73;978.7;266.5;6.5;70.3;5598;-3.8;22.2
LUG;194704;-;0;39;988.5;41.6;13.4;54.4;15186;1.0;29.8
LUG;194705;-;0;71;983.5;115.0;17.1;65.2;9822;9.6;29.2
LUG;194706;-;0;38;983.5;114.1;20.9;57.6;16446;10.4;33.2
LUG;194707;-;0;46;983.1;125.9;22.9;61.9;16728;12.2;35.2
LUG;194708;-;0;40;983.2;140.9;22.3;60.5;17100;13.8;36.2
LUG;194709;-;0;26;986.5;258.6;18.9;61.8;14580;9.2;31.0
LUG;194710;-;0;62;988.1;76.8;12.7;70.3;7871;3.4;23.8
LUG;194711;-;0;48;982.0;62.1;7.7;71.3;8382;-1.4;22.2
LUG;194712;-;0;43;979.9;86.6;3.1;62.0;6828;-8.2;18.0
LUG;194801;-;1;64;977.4;169.0;3.3;71.7;5340;-3.4;13.2
LUG;194802;-;2;30;987.0;20.3;4.8;48.0;10992;-5.6;24.6
LUG;194803;-;0;29;993.6;5.8;11.2;47.6;14592;-1.0;25.8
LUG;194804;-;0;56;981.2;158.0;12.3;58.4;10872;1.8;24.6
LUG;194805;-;0;71;981.3;324.5;15.4;68.3;9528;3.6;25.6
LUG;194806;-;0;43;981.5;141.4;19.2;47.3;15786;8.0;30.0
LUG;194807;-;0;53;982.9;134.9;19.8;49.5;14112;8.8;30.6
LUG;194808;-;0;52;982.7;443.1;20.3;60.1;13476;11.6;31.2
LUG;194809;-;0;37;985.3;125.9;17.7;61.8;13338;9.0;27.8
LUG;194810;-;0;66;986.3;167.0;13.4;72.3;7530;5.0;25.0
LUG;194811;-;0;48;991.0;4.0;8.0;67.3;7524;-0.8;20.4
LUG;194812;-;0;49;992.8;26.2;3.0;66.7;7008;-6.0;13.6
LUG;194901;-;10;31;990.0;119.1;3.6;56.5;9504;-5.0;17.4
LUG;194902;-;0;17;993.7;0.0;4.9;45.2;13044;-7.0;21.8
LUG;194903;-;0;40;984.6;22.4;6.4;43.8;13008;-6.6;21.8
LUG;194904;-;0;44;985.9;178.7;14.5;51.3;13494;2.0;31.4
LUG;194905;-;0;69;980.3;287.0;14.6;67.0;8328;3.4;26.4
LUG;194906;-;0;35;983.1;33.4;20.3;49.2;17604;8.2;32.8
LUG;194907;-;0;35;984.3;146.0;22.3;45.8;17778;12.6;33.8
LUG;194908;-;0;41;985.8;133.5;21.7;48.2;14328;10.6;33.6
LUG;194909;-;0;47;987.8;60.5;19.1;64.2;11076;11.0;30.6
LUG;194910;-;0;60;988.3;58.7;14.5;71.0;8298;6.4;25.0
LUG;194911;-;0;59;977.8;198.9;7.2;64.9;5892;-0.2;17.2
LUG;194912;-;1;41;984.7;58.5;3.5;62.9;7410;-3.8;13.4
LUG;195001;-;2;60;986.5;33.7;2.0;66.9;5622;-6.4;11.6
LUG;195002;-;0;58;983.4;123.3;4.5;57.2;7062;-4.2;19.8
LUG;195003;-;0;38;985.4;29.1;9.4;53.5;12990;-2.0;27.0
