stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;ure200m0;sre000m0;tre200mn;tre200mx
LUG;189212;-;-;31;982.7;5.2;1.0;75.1;8406;-7.0;16.9
LUG;189301;-;-;30;980.4;11.5;-0.9;72.6;8994;-11.0;15.5
LUG;189302;-;-;48;982.3;70.3;3.7;72.8;6942;-7.0;16.4
LUG;189303;-;-;28;986.6;19.3;9.7;55.8;15912;-2.0;22.7
LUG;189304;-;-;31;985.4;22.0;14.0;58.8;15743;2.5;30.3
LUG;189305;-;-;48;982.8;112.0;16.0;66.3;14592;2.5;26.8
LUG;189306;-;-;38;981.8;77.1;19.6;70.6;16986;9.5;30.3
LUG;189307;-;-;52;981.2;90.5;21.1;72.5;13506;10.5;32.3
LUG;189308;-;-;31;985.1;6.1;22.0;69.3;18564;11.5;34.8
LUG;189309;-;-;56;982.5;167.5;18.1;76.9;10032;9.0;29.4
LUG;189310;-;-;48;984.7;138.0;13.3;86.5;11004;3.5;24.2
LUG;189311;-;-;60;980.4;80.6;6.5;87.2;5358;-2.0;17.4
LUG;189312;-;-;33;987.6;85.6;3.1;82.3;7938;-8.0;14.0
LUG;189401;-;-;56;986.4;96.4;0.5;86.5;5628;-9.0;8.3
LUG;189402;-;-;20;988.0;0.0;3.4;73.8;11502;-5.5;16.5
LUG;189403;-;-;40;983.3;45.8;8.3;66.0;13080;-1.5;19.0
LUG;189404;-;-;53;980.1;127.6;13.3;71.2;12444;3.0;23.8
LUG;189405;-;-;66;979.2;227.6;14.6;78.1;9762;3.0;25.5
LUG;189406;-;-;38;983.4;29.3;19.8;64.1;17790;7.5;31.2
LUG;189407;-;-;34;983.1;114.4;22.3;71.9;19116;12.0;32.3
LUG;189408;-;-;35;984.3;82.2;21.0;69.0;17934;11.5;32.7
LUG;189409;-;-;54;983.6;104.3;16.5;82.8;11112;6.0;29.0
LUG;189410;-;-;52;982.0;91.8;11.7;89.2;9000;1.5;20.1
LUG;189411;-;-;46;987.5;126.8;7.5;90.3;6858;-1.0;16.0
LUG;189412;-;-;23;984.5;2.8;2.3;79.8;9276;-7.0;13.4
LUG;189501;-;-;50;971.7;161.6;0.1;79.3;6246;-8.5;8.9
LUG;189502;-;-;39;977.0;18.5;-0.6;77.3;8982;-11.0;9.7
LUG;189503;-;-;41;976.7;61.9;6.4;77.4;12204;-6.0;21.4
LUG;189504;-;-;53;980.3;108.8;12.3;79.8;10296;1.8;25.5
LUG;189505;-;-;52;983.5;229.4;14.9;78.7;13590;3.5;25.5
LUG;189506;-;-;57;984.0;219.5;18.9;78.1;12300;10.0;31.3
LUG;189507;-;-;38;982.7;144.4;21.9;75.2;17670;11.0;33.0
LUG;189508;-;-;27;984.6;59.2;20.2;70.9;18702;10.0;31.3
LUG;189509;-;-;22;988.7;20.0;19.3;71.4;16230;8.0;32.5
LUG;189510;-;-;47;979.8;109.3;11.7;76.1;10122;1.4;23.0
LUG;189511;-;-;60;988.6;74.7;7.5;89.0;4296;-0.4;16.0
LUG;189512;-;-;40;978.8;60.9;2.8;80.0;6342;-2.5;15.5
LUG;189601;-;-;27;990.6;0.0;0.8;80.2;9612;-5.0;18.7
LUG;189602;-;-;27;990.5;13.0;3.0;72.8;10992;-4.8;18.6
LUG;189603;-;-;40;980.1;22.9;9.6;65.8;12570;-0.6;22.4
LUG;189604;-;-;34;982.5;46.5;11.0;53.5;14598;1.5;22.8
LUG;189605;-;-;53;980.8;78.0;13.9;72.7;13950;6.0;27.0
LUG;189606;-;-;54;982.1;270.1;17.9;78.7;12690;10.0;28.2
LUG;189607;-;-;43;982.9;271.4;20.9;76.4;16343;13.0;31.7
LUG;189608;-;-;58;981.6;457.0;17.1;82.3;11148;9.0;27.2
LUG;189609;-;-;43;981.6;370.5;15.4;86.5;11802;6.0;26.4
LUG;189610;-;-;77;981.0;797.1;10.7;92.1;4998;5.0;20.2
LUG;189611;-;-;55;982.7;191.0;5.0;89.8;6510;-3.0;13.0
LUG;189612;-;-;57;981.3;144.5;1.6;89.3;4080;-3.0;8.0
LUG;189701;-;-;62;978.4;285.2;2.1;88.1;4338;-5.0;9.2
LUG;189702;-;-;11;988.5;2.0;5.1;74.3;9552;-4.0;16.2
LUG;189703;-;-;31;979.1;153.4;8.9;68.8;12408;-1.0;24.4
LUG;189704;-;-;57;979.3;137.3;11.3;70.0;9222;2.0;22.4
LUG;189705;-;-;49;976.9;151.6;15.1;64.1;14412;3.5;26.6
LUG;189706;-;-;30;983.7;132.0;20.6;68.1;18966;9.5;31.0
LUG;189707;-;-;39;981.4;161.1;21.5;69.4;16800;13.5;30.0
LUG;189708;-;-;46;983.0;178.3;19.5;78.7;15438;11.0;28.5
LUG;189709;-;-;52;983.6;370.7;15.5;81.5;11502;5.2;26.0
LUG;189710;-;-;45;987.6;102.0;10.8;80.7;11094;2.1;22.5
LUG;189711;-;-;50;992.9;16.3;5.5;86.0;6732;-2.8;14.0
LUG;189712;-;-;47;988.9;85.6;1.9;87.0;7062;-4.5;9.5
LUG;189801;-;-;36;995.8;57.0;2.5;84.7;9432;-2.9;16.4
LUG;189802;-;-;34;980.8;68.0;4.0;65.4;9480;-3.2;16.5
LUG;189803;-;-;70;976.0;245.6;6.3;78.5;6732;0.5;22.0
LUG;189804;-;-;66;980.6;263.3;11.3;72.7;8712;5.0;22.2
LUG;189805;-;-;61;979.1;241.1;14.1;72.5;11598;6.0;25.0
LUG;189806;-;-;62;982.2;296.5;17.5;77.3;11154;8.4;28.5
LUG;189807;-;-;33;982.8;52.8;20.4;66.0;19314;10.8;29.5
LUG;189808;-;-;31;985.6;36.1;21.9;68.2;18426;12.5;32.0
LUG;189809;-;-;33;985.8;32.2;19.5;73.9;14790;12.5;29.0
LUG;189810;-;-;60;981.7;267.9;12.6;88.6;7530;6.0;20.5
LUG;189811;-;-;81;983.2;192.4;9.3;88.6;2706;3.0;15.5
LUG;189812;-;-;18;990.2;2.2;3.1;75.1;10260;-4.6;15.5
LUG;189901;-;-;58;983.8;67.8;4.4;80.7;5310;-1.0;15.7
LUG;189902;-;-;39;985.8;11.3;4.4;78.1;9450;-3.0;15.5
LUG;189903;-;-;37;983.9;32.2;7.5;61.5;11784;-2.5;23.8
LUG;189904;-;-;51;979.9;173.0;11.1;65.6;11964;0.7;23.6
LUG;189905;-;-;49;981.8;120.9;15.4;67.9;15270;5.5;27.0
LUG;189906;-;-;40;981.7;141.9;18.8;70.8;16368;9.4;28.5
LUG;189907;-;-;30;984.3;85.4;21.3;69.6;20250;10.3;30.5
LUG;189908;-;-;34;984.8;106.3;21.2;73.0;18654;13.9;29.5
LUG;189909;-;-;46;981.0;166.9;17.1;74.1;12324;7.5;28.3
LUG;189910;-;-;54;988.7;23.4;11.9;85.6;8130;4.0;22.0
LUG;189911;-;-;32;991.7;14.9;6.8;81.6;10362;-1.0;17.8
LUG;189912;-;-;69;981.3;76.0;1.8;85.2;3978;-6.0;18.0
LUG;190001;-;-;51;980.2;95.2;3.5;73.0;7134;-4.8;13.5
LUG;190002;-;-;60;976.1;148.3;4.7;79.0;6306;-1.4;14.0
LUG;190003;-;-;50;977.9;159.2;5.3;62.5;10800;-4.5;18.5
LUG;190004;-;-;46;981.2;58.6;11.3;58.1;13224;-1.0;27.0
LUG;190005;-;-;60;979.1;261.4;14.7;75.6;12600;6.0;26.4
LUG;190006;-;-;60;982.0;58.1;19.8;70.9;14298;10.0;29.0
LUG;190007;-;-;32;983.5;95.2;22.2;66.4;19656;10.7;32.0
LUG;190008;-;-;53;983.2;575.1;18.9;77.2;13692;11.7;28.3
LUG;190009;-;-;51;988.5;167.7;18.0;82.8;10968;10.0;25.2
LUG;190010;-;-;43;985.8;61.6;12.5;83.4;10782;3.9;21.9
LUG;190011;-;-;77;978.9;347.6;7.1;90.7;3132;0.5;14.5
LUG;190012;-;-;22;986.8;27.3;3.1;79.9;9810;-2.0;14.0
LUG;190101;-;-;32;987.6;0.3;0.6;75.5;9318;-8.4;12.5
LUG;190102;-;-;29;982.1;39.4;-1.3;72.2;10416;-11.0;9.0
LUG;190103;-;-;65;975.9;295.0;5.0;71.1;6666;-3.0;15.4
LUG;190104;-;-;52;982.5;200.8;11.1;68.2;10494;1.0;23.0
LUG;190105;-;-;50;982.7;70.2;15.2;71.4;14280;5.0;30.0
LUG;190106;-;-;43;982.3;231.8;20.7;64.6;15666;10.6;32.0
LUG;190107;-;-;50;982.6;376.1;20.5;74.4;15282;12.7;31.8
LUG;190108;-;-;35;983.4;99.5;20.8;68.3;16386;10.6;30.1
LUG;190109;-;-;67;981.6;133.1;17.0;84.7;8292;9.3;27.0
LUG;190110;-;-;61;982.4;265.1;11.5;82.2;7056;4.2;20.4
LUG;190111;-;-;47;985.9;29.6;5.5;81.2;7470;-0.6;14.0
LUG;190112;-;-;46;977.7;174.1;2.3;83.3;6408;-3.7;12.0
LUG;190201;-;-;20;988.5;35.7;2.8;74.5;9390;-3.7;18.0
LUG;190202;-;-;76;978.9;140.6;3.2;88.1;4032;-3.0;11.5
LUG;190203;-;-;33;980.1;80.1;7.8;65.2;12312;-0.5;21.0
LUG;190204;-;-;63;981.1;170.6;12.4;77.5;8340;3.0;22.0
LUG;190205;-;-;49;980.1;125.7;12.9;62.4;14502;3.2;26.5
LUG;190206;-;-;50;981.2;190.2;17.8;69.3;14184;8.0;30.5
LUG;190207;-;-;27;983.6;91.2;22.1;65.8;18984;10.5;36.0
LUG;190208;-;-;42;983.4;269.9;20.3;71.1;15360;10.9;29.5
LUG;190209;-;-;42;985.5;145.5;16.6;79.6;12882;8.5;28.5
LUG;190210;-;-;50;983.4;174.7;10.5;86.2;8058;3.7;20.1
LUG;190211;-;-;57;984.8;90.0;4.9;89.0;6234;-2.9;14.5
LUG;190212;-;-;38;984.9;66.8;2.8;78.8;6546;-2.9;12.0
LUG;190301;-;-;37;990.7;87.6;0.1;81.0;8532;-7.6;8.0
LUG;190302;-;-;23;993.1;29.8;4.0;73.2;10326;-3.5;14.5
LUG;190303;-;-;35;986.0;72.3;8.3;64.2;12162;-1.5;20.2
LUG;190304;-;-;39;976.2;158.5;9.3;59.3;11904;-1.0;22.9
LUG;190305;-;-;57;981.1;373.7;14.4;76.5;12690;5.9;29.0
LUG;190306;-;-;63;980.5;250.6;17.0;80.5;10680;9.9;30.6
LUG;190307;-;-;48;982.3;172.1;20.6;66.4;14424;11.5;30.5
LUG;190308;-;-;29;984.1;141.2;20.8;70.5;17460;11.0;30.6
LUG;190309;-;-;33;986.4;44.9;16.8;74.3;13068;7.0;30.1
LUG;190310;-;-;49;982.2;302.3;12.0;79.1;8724;2.5;22.5
LUG;190311;-;-;42;983.3;81.2;6.9;81.6;7008;-1.6;17.0
LUG;190312;-;-;69;979.1;162.0;2.6;86.0;3810;-2.0;8.4
LUG;190401;-;-;49;987.0;33.0;2.2;80.2;5760;-3.4;9.5
LUG;190402;-;-;45;975.4;127.8;3.7;72.1;7074;-2.1;13.5
LUG;190403;-;-;61;980.3;186.6;6.8;76.7;7566;0.0;18.5
LUG;190404;-;-;51;982.8;72.8;12.5;69.0;10860;3.0;21.6
LUG;190405;-;-;30;984.0;85.5;17.3;66.8;16596;6.0;28.6
LUG;190406;-;-;46;983.6;252.2;20.1;74.4;14472;9.9;30.4
LUG;190407;-;-;30;984.5;109.5;23.2;66.5;19644;13.0;34.5
LUG;190408;-;-;28;984.1;71.3;21.5;69.0;17208;10.0;33.1
LUG;190409;-;-;56;984.2;243.8;15.5;76.8;9288;7.0;26.2
LUG;190410;-;-;42;984.4;41.8;12.3;79.1;10248;5.5;22.0
LUG;190411;-;-;32;984.2;35.9;5.7;76.8;9360;-4.6;16.0
LUG;190412;-;-;36;984.4;59.2;2.1;83.3;6972;-4.0;11.0
LUG;190501;-;-;32;990.7;40.5;0.7;65.1;8904;-9.8;12.0
LUG;190502;-;-;34;987.4;49.0;2.9;67.7;9540;-5.5;15.0
LUG;190503;-;-;43;981.3;72.4;7.0;70.4;10254;-1.5;19.5
LUG;190504;-;-;48;978.9;213.0;11.0;67.0;11658;0.5;23.0
LUG;190505;-;-;70;983.1;373.7;13.0;82.7;8430;5.9;25.5
LUG;190506;-;-;57;982.1;212.5;18.5;76.0;12852;9.0;31.0
LUG;190507;-;-;25;984.4;222.1;22.8;73.1;19104;13.0;35.5
LUG;190508;-;-;43;983.3;412.7;19.8;78.9;13950;8.5;31.5
LUG;190509;-;-;57;983.3;240.9;17.4;82.4;10374;9.4;30.5
LUG;190510;-;-;44;981.4;20.0;8.4;72.8;11136;-2.4;22.5
LUG;190511;-;-;60;978.3;222.8;5.9;79.0;5124;-0.7;16.6
LUG;190512;-;-;38;991.5;9.5;3.0;77.2;7781;-2.5;19.4
LUG;190601;-;-;29;988.5;8.2;1.6;63.4;9222;-7.5;17.5
LUG;190602;-;-;43;977.1;79.0;2.8;59.3;7931;-4.5;15.0
LUG;190603;-;-;37;980.6;123.9;6.7;59.1;12924;-0.9;25.0
LUG;190604;-;-;66;984.6;184.1;9.9;69.3;8898;-0.2;23.5
LUG;190605;-;-;53;979.6;86.2;14.8;72.7;13386;2.1;31.8
LUG;190606;-;-;34;982.3;58.8;19.8;61.5;18822;8.5;31.5
LUG;190607;-;-;49;983.5;246.7;21.3;73.3;15623;10.0;32.5
LUG;190608;-;-;14;984.9;82.1;21.7;68.7;20250;10.5;36.0
LUG;190609;-;-;25;986.3;31.0;16.3;68.1;15930;5.0;32.5
LUG;190610;-;-;55;985.1;168.9;12.9;83.6;8598;7.0;24.0
LUG;190611;-;-;52;984.9;310.5;6.9;79.7;6492;0.0;16.0
LUG;190612;-;-;39;979.6;3.2;2.4;55.5;8310;-7.8;14.0
LUG;190701;-;-;31;990.3;28.2;1.0;67.1;8838;-9.5;18.0
LUG;190702;-;-;41;981.1;26.7;2.2;65.1;9234;-8.0;17.5
LUG;190703;-;-;25;987.1;2.6;6.7;50.1;15468;-3.5;22.0
LUG;190704;-;-;58;974.3;115.1;10.0;64.4;11226;0.7;27.1
LUG;190705;-;-;54;983.2;64.9;15.3;71.3;13434;0.6;29.6
LUG;190706;-;-;51;982.4;122.2;19.4;71.3;15030;9.0;30.0
LUG;190707;-;-;35;982.5;111.4;19.9;64.7;17814;10.0;31.7
LUG;190708;-;-;33;985.7;96.6;21.2;69.0;17790;9.5;33.5
LUG;190709;-;-;51;987.7;321.5;17.5;80.7;12564;8.7;28.5
LUG;190710;-;-;76;981.8;461.5;12.8;88.4;5250;5.0;21.6
LUG;190711;-;-;58;987.3;33.8;6.9;80.3;6564;-1.5;15.0
LUG;190712;-;-;58;982.7;116.8;3.6;75.4;5880;-3.4;11.5
LUG;190801;-;-;20;988.5;0.7;1.8;71.2;11238;-6.5;18.6
LUG;190802;-;-;18;983.6;11.7;5.1;54.5;13092;-5.5;18.5
LUG;190803;-;-;62;982.1;105.4;5.3;68.8;9258;-2.1;16.6
LUG;190804;-;-;61;977.2;111.0;9.3;63.4;9210;1.0;23.0
LUG;190805;-;-;46;986.0;232.7;16.6;70.4;15276;4.2;31.0
LUG;190806;-;-;51;984.5;188.2;19.6;73.4;16512;9.5;31.5
LUG;190807;-;-;45;982.8;330.0;20.4;72.9;16740;10.0;32.0
LUG;190808;-;-;49;982.4;165.4;19.8;72.8;15360;11.5;30.5
LUG;190809;-;-;47;987.0;111.2;16.0;75.0;12312;5.5;27.2
LUG;190810;-;-;41;989.7;109.0;12.2;83.5;11190;3.5;25.5
LUG;190811;-;-;43;986.1;26.7;5.5;76.7;7938;-2.0;17.0
LUG;190812;-;-;54;983.7;26.9;2.6;77.1;6012;-4.3;10.0
LUG;190901;-;-;30;988.2;0.9;0.7;69.7;9582;-7.3;13.6
LUG;190902;-;-;37;981.8;131.7;1.2;64.0;9060;-7.2;15.0
LUG;190903;-;-;60;973.8;135.5;4.4;69.2;9018;-5.5;17.5
LUG;190904;-;-;44;983.4;34.5;12.8;59.3;13914;-1.8;24.0
LUG;190905;-;-;49;984.2;55.4;15.4;64.1;14538;3.1;30.1
LUG;190906;-;-;73;981.9;343.6;16.8;72.1;11946;7.5;29.4
LUG;190907;-;-;46;981.9;98.6;19.9;67.9;16962;9.0;32.9
LUG;190908;-;-;46;982.7;224.2;20.3;70.4;15234;9.5;34.6
LUG;190909;-;-;58;983.4;100.6;15.9;78.2;10938;7.0;26.2
LUG;190910;-;-;51;984.8;201.6;12.4;82.0;10296;2.0;25.0
LUG;190911;-;-;35;980.1;59.4;5.6;72.5;9996;-3.5;18.0
LUG;190912;-;-;71;979.5;100.7;4.4;79.4;4092;-2.2;13.5
LUG;191001;-;-;38;981.7;27.7;3.1;63.8;8202;-5.5;17.5
LUG;191002;-;-;56;980.8;65.1;4.1;65.5;7554;-4.5;13.0
LUG;191003;-;-;50;985.5;122.6;7.6;67.9;10032;-1.5;18.1
LUG;191004;-;-;69;979.5;276.1;10.2;67.7;7901;-0.5;25.5
LUG;191005;-;-;70;978.2;154.5;13.5;71.2;12624;1.6;25.9
LUG;191006;-;-;57;980.2;289.8;18.7;76.9;14496;8.7;29.5
LUG;191007;-;-;49;980.6;102.1;19.4;71.1;16578;8.0;30.5
LUG;191008;-;-;43;983.0;249.1;19.6;77.9;16158;10.0;32.5
LUG;191009;-;-;52;984.8;62.1;16.1;71.7;10548;6.5;26.0
LUG;191010;-;-;62;986.8;194.4;12.2;85.1;7506;4.0;26.0
LUG;191011;-;-;59;977.4;110.6;5.1;66.3;6666;-3.5;17.0
LUG;191012;-;-;64;981.5;352.0;4.8;80.7;4716;-3.6;11.3
LUG;191101;-;-;40;989.3;16.1;1.3;73.6;8454;-5.3;15.1
LUG;191102;-;-;39;989.6;16.6;3.2;62.7;9372;-6.2;18.1
LUG;191103;-;-;70;980.9;106.5;6.8;68.5;7278;-1.5;16.5
LUG;191104;-;-;41;981.0;89.0;10.7;63.4;13668;-2.7;26.0
LUG;191105;-;-;68;980.2;103.2;15.1;72.6;10932;4.5;26.1
LUG;191106;-;-;58;985.3;322.9;17.7;74.7;13332;8.7;28.0
LUG;191107;-;-;37;987.3;37.1;22.3;71.2;18780;10.9;34.0
LUG;191108;-;-;28;983.9;404.9;22.1;73.5;17994;12.3;33.5
LUG;191109;-;-;31;985.2;227.7;18.0;76.4;13818;6.0;36.0
LUG;191110;-;-;57;985.1;239.6;10.9;85.4;8238;2.5;25.0
LUG;191111;-;-;61;982.5;264.7;7.3;90.1;5826;0.5;17.0
LUG;191112;-;-;50;985.0;99.5;4.3;80.4;5442;-1.5;14.0
LUG;191201;-;-;65;984.1;101.2;3.4;76.1;3816;-2.5;19.3
LUG;191202;-;-;54;981.0;124.2;5.1;68.0;7991;-6.2;17.2
LUG;191203;-;-;53;981.7;200.3;9.1;73.8;10554;0.0;25.0
LUG;191204;-;-;56;982.3;65.4;10.4;66.9;10206;0.0;28.0
LUG;191205;-;-;47;982.2;115.2;16.3;73.8;14148;3.2;29.2
LUG;191206;-;-;52;981.1;179.3;18.5;75.7;13518;5.2;31.2
LUG;191207;-;-;40;982.0;209.6;20.5;77.1;14352;9.0;31.0
LUG;191208;-;-;49;981.1;370.3;17.9;77.6;12198;8.4;28.0
LUG;191209;-;-;42;984.4;65.5;13.2;76.7;10332;3.9;26.2
LUG;191210;-;-;56;984.8;202.1;10.5;84.6;7302;1.4;19.8
LUG;191211;-;-;37;983.4;65.4;4.6;72.2;8328;-3.5;17.5
LUG;191212;-;-;35;991.0;32.1;2.4;86.6;7638;-5.0;11.2
LUG;191301;-;-;48;986.5;17.5;2.2;83.4;6312;-4.0;10.5
LUG;191302;-;-;34;990.1;5.7;2.7;75.6;9660;-7.0;21.2
LUG;191303;-;-;55;988.5;221.9;7.3;76.9;8190;-4.0;18.0
LUG;191304;-;-;55;979.2;247.7;10.0;74.9;8982;-2.5;24.6
LUG;191305;-;-;42;981.4;150.3;15.0;71.9;12342;4.5;29.5
LUG;191306;-;-;35;984.9;127.0;19.9;63.8;16614;9.0;32.2
LUG;191307;-;-;34;980.3;181.6;19.5;69.9;16116;9.0;30.5
LUG;191308;-;-;39;982.8;197.1;19.6;79.0;13566;9.4;30.5
LUG;191309;-;-;63;983.8;147.8;15.8;81.5;7440;6.5;29.4
LUG;191310;-;-;58;986.7;265.8;11.9;88.3;7811;3.4;22.5
LUG;191311;-;-;43;986.3;44.6;8.7;79.2;6852;0.5;20.0
LUG;191312;-;-;22;984.8;12.1;3.8;70.5;9216;-4.0;20.0
LUG;191401;-;-;32;984.9;21.7;0.5;75.0;8190;-6.5;19.2
LUG;191402;-;-;49;985.6;152.5;4.6;81.5;6876;-3.5;16.8
LUG;191403;-;-;43;977.9;148.8;7.6;70.0;10632;-1.0;20.2
LUG;191404;-;-;44;986.9;72.4;12.3;72.8;10920;3.5;25.5
LUG;191405;-;-;62;983.5;343.0;14.1;77.6;10782;5.8;29.0
LUG;191406;-;-;45;981.7;117.1;17.5;72.9;14238;6.4;32.0
LUG;191407;-;-;41;980.2;249.8;19.6;72.1;15426;8.5;31.3
LUG;191408;-;-;38;985.0;232.4;19.8;80.1;15492;10.0;32.5
LUG;191409;-;-;39;985.0;46.0;16.9;76.7;14532;5.4;32.1
LUG;191410;-;-;53;983.2;387.1;10.9;89.9;8250;2.0;23.0
LUG;191411;-;-;38;981.6;43.1;6.3;81.3;8214;-4.6;17.0
LUG;191412;-;-;58;983.8;165.9;3.4;88.5;4794;-4.0;12.4
LUG;191501;-;-;35;972.4;66.0;1.3;77.3;7026;-7.8;13.5
LUG;191502;-;-;50;980.0;182.3;1.6;77.4;7116;-6.0;11.5
LUG;191503;-;-;31;978.8;48.6;6.5;69.2;12462;-5.0;19.5
LUG;191504;-;-;44;981.7;101.7;10.2;68.4;9510;0.6;21.5
LUG;191505;-;-;56;982.3;262.8;16.3;73.5;10182;7.5;27.2
LUG;191506;-;-;54;983.0;223.5;19.4;71.7;11460;11.4;30.6
LUG;191507;-;-;39;982.6;261.5;20.7;67.3;15840;9.5;31.2
LUG;191508;-;-;18;982.9;52.0;20.0;60.3;16578;10.8;32.0
LUG;191509;-;-;52;984.1;255.0;15.0;77.0;9174;5.5;29.0
LUG;191510;-;-;58;982.4;33.4;10.3;81.5;7638;3.6;21.5
LUG;191511;-;-;44;981.3;35.7;4.4;70.0;7140;-6.0;14.6
LUG;191512;-;-;73;983.2;100.1;4.9;82.6;3528;-4.0;13.0
LUG;191601;-;-;9;991.4;1.0;3.3;72.3;11130;-3.9;18.2
LUG;191602;-;-;51;981.3;186.3;3.2;75.6;6402;-3.0;16.6
LUG;191603;-;-;79;973.8;355.2;5.6;86.2;4140;-0.5;19.5
LUG;191604;-;-;41;979.1;111.0;11.4;64.7;12294;1.5;25.0
LUG;191605;-;-;48;982.8;209.0;15.4;72.8;11424;5.5;30.5
LUG;191606;-;-;47;981.1;181.1;17.0;68.3;11760;6.4;29.5
LUG;191607;-;-;37;982.8;105.3;20.1;64.6;13938;10.5;32.5
LUG;191608;-;-;37;982.3;223.9;20.1;64.1;14388;10.0;35.0
LUG;191609;-;-;51;982.2;166.9;14.9;69.4;8550;6.8;27.5
LUG;191610;-;-;43;986.5;119.9;11.2;73.1;10404;1.6;24.5
LUG;191611;-;-;60;982.2;237.4;6.7;73.2;5028;-1.0;20.6
LUG;191612;-;-;62;977.2;254.2;3.2;77.6;3780;-4.6;15.5
LUG;191701;-;-;58;975.8;71.5;1.4;67.4;3965;-9.8;21.0
LUG;191702;-;-;28;985.1;13.7;1.1;63.4;10644;-8.4;14.5
LUG;191703;-;-;49;976.7;73.7;4.9;64.9;9546;-4.0;16.8
LUG;191704;-;-;46;979.3;117.8;9.1;55.6;11472;0.0;23.5
LUG;191705;-;-;58;984.6;363.8;15.6;74.4;9744;6.8;29.5
LUG;191706;-;-;35;986.9;64.7;19.8;64.5;16392;9.4;31.0
LUG;191707;-;-;24;984.5;176.3;20.5;62.5;16872;9.5;34.5
LUG;191708;-;-;30;982.2;211.8;19.2;66.3;15114;9.0;30.0
LUG;191709;-;-;26;988.2;32.7;18.4;66.8;15234;9.0;29.5
LUG;191710;-;-;48;981.4;236.9;9.8;66.4;8136;0.4;26.0
LUG;191711;-;-;20;986.9;7.2;6.0;61.9;9960;-1.2;20.2
LUG;191712;-;-;55;985.9;55.2;1.6;64.1;4542;-5.8;17.8
LUG;191801;-;-;38;991.0;48.8;1.6;71.6;7956;-7.8;10.0
LUG;191802;-;-;15;992.3;11.0;4.3;58.5;12882;-6.0;25.0
LUG;191803;-;-;41;984.7;179.6;6.8;64.1;10278;-2.0;20.5
LUG;191804;-;-;79;979.3;297.1;9.4;78.0;3396;0.2;17.5
LUG;191805;-;-;42;983.6;141.5;16.1;62.9;14184;6.0;29.2
LUG;191806;-;-;37;983.1;178.5;17.7;56.0;14256;5.5;28.2
LUG;191807;-;-;29;983.2;156.7;21.5;57.3;16470;11.0;33.5
LUG;191808;-;-;21;984.6;163.5;20.3;53.9;16908;8.2;32.6
LUG;191809;-;-;39;982.9;217.4;17.9;67.5;11190;9.0;28.2
LUG;191810;-;-;59;983.3;228.8;10.7;69.4;7242;3.0;22.0
LUG;191811;-;-;50;987.3;99.4;5.7;70.1;6984;-3.4;16.5
LUG;191812;-;-;42;984.1;32.0;3.1;67.4;5946;-4.2;13.5
LUG;191901;-;-;48;980.0;245.0;3.0;65.1;5592;-4.6;15.0
LUG;191902;-;-;46;978.6;49.4;3.0;62.6;7530;-7.6;15.0
LUG;191903;-;-;48;979.4;125.8;7.1;53.4;9678;-2.0;19.0
LUG;191904;-;-;40;978.2;219.8;10.6;52.3;11208;0.0;23.0
LUG;191905;-;-;27;984.1;8.1;15.9;45.4;17328;0.5;28.5
LUG;191906;-;-;27;985.3;63.7;20.7;46.5;16133;7.5;33.8
LUG;191907;-;-;45;982.8;149.0;19.3;47.3;14760;8.0;30.0
LUG;191908;-;-;20;985.3;35.8;22.4;53.5;17460;9.0;34.0
LUG;191909;-;-;29;986.3;217.3;18.6;59.2;13212;5.5;31.0
LUG;191910;-;-;45;984.4;86.2;9.7;57.7;9342;-2.2;25.0
LUG;191911;-;-;53;979.1;233.2;4.1;65.5;5796;-4.0;13.0
LUG;191912;-;-;32;982.9;32.2;2.9;57.7;8238;-6.0;12.2
LUG;192001;-;-;42;984.4;160.4;4.7;74.4;7230;-2.6;21.0
LUG;192002;-;-;27;994.1;21.2;4.9;57.1;10152;-3.0;18.6
LUG;192003;-;-;46;984.5;281.3;9.0;68.6;10038;-2.4;25.6
LUG;192004;-;-;57;980.9;289.3;10.6;75.2;7356;1.4;24.0
LUG;192005;-;-;39;986.4;220.5;18.5;71.7;12870;4.2;32.0
LUG;192006;-;-;38;982.7;203.2;18.8;70.8;14118;10.0;33.0
LUG;192007;-;-;34;984.7;334.3;20.7;69.2;15672;11.0;33.0
LUG;192008;-;-;34;983.7;161.3;19.0;72.3;14604;8.5;31.0
LUG;192009;-;-;55;985.8;276.1;16.8;78.6;7841;8.5;31.5
LUG;192010;-;-;78;985.6;114.6;11.4;83.2;4290;0.8;23.5
LUG;192011;-;-;59;991.5;100.9;4.8;85.7;4788;-3.0;15.0
LUG;192012;-;-;60;984.3;47.3;3.3;84.1;2994;-4.0;13.2
LUG;192101;-;-;36;987.7;84.4;4.8;70.9;8544;-1.6;21.5
LUG;192102;-;-;41;988.6;39.1;4.1;70.0;9018;-2.8;15.6
LUG;192103;-;-;33;989.0;35.6;8.7;67.9;11604;-0.8;21.0
LUG;192104;-;-;45;980.8;109.0;10.0;66.9;10560;0.2;22.0
LUG;192105;-;-;59;982.3;152.7;16.1;71.7;11298;3.4;28.1
LUG;192106;-;-;30;982.8;60.5;20.0;60.7;17388;8.6;30.2
LUG;192107;-;-;24;984.7;59.0;22.9;69.9;18276;10.8;35.0
