stn;time;gre000m0;sre000m0;nto000m0;ure200m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx
GSB;199202;113;7346;44;59.3;755.4;161.4;-5.9;-19.1;2.2
GSB;199203;159;8189;63;72.7;750.1;139.1;-5.3;-14.0;3.3
GSB;199204;230;8714;64;74.7;748.6;161.4;-3.2;-13.1;7.2
GSB;199205;236;10778;61;79.4;756.5;73.6;2.8;-4.1;10.9
GSB;199206;164;4528;85;89.5;753.3;242.9;3.2;-2.5;12.1
GSB;199207;223;11916;55;77.9;759.7;96.3;8.2;-0.2;18.4
GSB;199208;214;13499;43;67.7;760.5;139.2;10.3;-1.4;17.5
GSB;199209;133;8026;58;79.1;759.1;148.0;4.4;-5.7;13.7
GSB;199210;93;3307;83;86.0;746.7;304.4;-2.3;-11.0;5.0
GSB;199211;69;3736;58;69.1;754.7;405.2;-1.1;-13.2;8.5
GSB;199212;41;1573;40;61.0;751.3;206.9;-5.3;-14.3;3.8
GSB;199301;61;4346;31;57.6;758.0;90.2;-4.0;-19.1;4.0
GSB;199302;123;8468;28;52.8;754.9;72.0;-7.0;-22.7;2.5
GSB;199303;192;11449;40;71.0;751.4;88.1;-6.4;-16.3;6.6
GSB;199304;203;6703;74;82.3;748.7;278.0;-3.0;-12.6;5.4
GSB;199305;220;7544;68;84.3;753.3;94.7;1.7;-4.0;11.4
GSB;199306;234;10751;56;80.9;757.3;150.7;5.3;-3.0;14.1
GSB;199307;235;11251;56;75.4;758.8;236.6;6.3;-4.1;17.0
GSB;199308;217;13126;45;71.7;760.3;88.9;8.7;-0.8;18.0
GSB;199309;125;6605;70;85.8;752.9;320.5;2.5;-6.0;12.2
GSB;199310;86;4076;69;85.4;751.1;287.0;-1.4;-9.9;3.3
GSB;199311;63;3758;49;70.0;750.4;33.2;-6.1;-17.6;1.4
GSB;199312;44;1218;60;72.6;748.0;488.2;-6.1;-18.1;5.0
GSB;199401;56;3256;60;72.4;748.7;514.9;-6.9;-16.3;3.8
GSB;199402;108;5082;56;67.8;746.4;115.3;-8.4;-18.7;1.2
GSB;199403;195;11710;45;69.6;755.4;132.4;-2.1;-10.5;5.9
GSB;199404;208;5921;80;85.3;746.4;313.8;-4.8;-13.4;6.5
GSB;199405;222;7907;73;84.5;752.5;274.2;1.7;-5.3;10.8
GSB;199406;257;12054;56;76.3;758.9;167.8;5.2;-5.8;14.6
GSB;199407;234;13736;53;71.1;761.1;77.8;10.4;2.3;19.1
GSB;199408;191;12756;46;70.7;759.5;127.8;9.7;1.3;18.4
GSB;199409;101;4971;76;87.7;755.2;282.7;3.1;-6.9;14.2
GSB;199410;108;8427;46;69.9;754.4;126.5;1.1;-7.0;10.0
GSB;199411;53;3414;49;72.0;756.4;275.0;-0.2;-6.4;7.0
GSB;199412;36;1727;40;69.1;754.1;209.6;-4.7;-16.9;6.5
GSB;199501;51;2727;54;75.0;748.1;369.3;-9.1;-20.4;0.6
GSB;199502;101;5684;51;74.3;750.3;429.8;-4.9;-14.1;2.4
GSB;199503;174;9617;51;73.4;747.2;334.0;-7.9;-17.2;2.5
GSB;199504;214;9964;53;78.7;750.4;348.6;-2.4;-11.2;5.4
GSB;199505;248;11026;55;79.5;753.0;407.1;0.4;-9.1;8.9
GSB;199506;281;11316;60;82.7;754.5;102.6;3.0;-4.1;13.9
GSB;199507;267;14234;53;77.0;759.4;64.1;9.7;2.5;18.8
GSB;199508;184;8897;73;83.4;757.4;134.4;6.3;-4.3;16.7
GSB;199509;139;6820;71;85.2;752.3;263.8;1.3;-6.9;8.1
GSB;199510;119;10284;36;69.1;760.7;43.4;4.2;-2.6;12.0
GSB;199511;67;4759;54;75.6;751.1;204.9;-4.7;-14.5;3.1
GSB;199512;37;1172;73;80.8;746.4;134.2;-7.1;-17.3;1.0
GSB;199601;49;2874;58;73.6;747.0;188.4;-6.1;-13.3;0.7
GSB;199602;108;4223;69;78.9;742.5;186.8;-10.3;-18.3;-2.2
GSB;199603;198;11472;49;74.7;745.9;73.2;-7.3;-17.7;4.3
GSB;199604;216;8765;69;81.2;750.2;77.9;-2.9;-13.3;4.0
GSB;199605;220;8159;75;83.4;751.0;230.9;1.1;-7.7;13.9
GSB;199606;251;12576;54;75.6;759.0;85.6;6.1;-4.5;14.2
GSB;199607;234;12685;56;77.7;758.4;229.1;6.8;-3.6;15.6
GSB;199608;186;9298;66;84.8;756.9;130.2;6.1;-1.2;15.8
GSB;199609;153;8830;55;80.6;752.0;83.7;1.3;-5.4;11.3
GSB;199610;96;6030;66;76.6;754.5;237.5;0.2;-8.1;8.9
GSB;199611;63;2734;75;81.6;747.4;821.0;-4.9;-16.4;9.3
GSB;199612;45;1147;63;78.6;745.2;148.4;-6.6;-19.6;1.3
GSB;199701;56;3315;53;69.0;751.6;82.5;-6.1;-14.8;3.4
GSB;199702;127;7458;44;59.8;755.7;349.8;-4.5;-14.1;3.7
GSB;199703;210;12817;33;67.6;756.3;165.6;-3.2;-12.9;4.7
GSB;199704;278;14621;34;70.6;751.1;114.9;-3.6;-13.8;3.3
GSB;199705;251;10055;60;78.7;753.8;182.1;1.9;-9.9;9.4
GSB;199706;202;7123;74;82.9;752.5;274.7;4.2;-3.1;13.3
GSB;199707;212;9483;70;82.0;758.0;234.3;6.0;-0.9;16.4
GSB;199708;212;11892;58;77.6;759.8;143.1;8.9;-1.9;16.2
GSB;199709;199;14243;26;66.4;760.7;90.9;7.4;-1.4;15.3
GSB;199710;118;8729;44;69.0;753.9;176.7;1.4;-11.8;13.0
GSB;199711;61;3381;63;76.6;746.3;151.5;-3.7;-10.3;3.7
GSB;199712;36;1065;69;79.2;747.1;302.3;-6.8;-15.5;2.8
GSB;199801;57;3571;49;63.6;750.3;322.4;-6.7;-16.3;1.3
GSB;199802;131;10290;15;46.5;757.6;71.1;-2.7;-13.1;6.9
GSB;199803;196;10167;47;66.7;753.4;108.5;-4.9;-17.7;4.9
GSB;199804;203;5811;70;82.1;743.6;313.1;-4.2;-15.4;6.8
GSB;199805;274;12153;48;79.3;753.3;79.1;2.1;-4.7;11.3
GSB;199806;263;12000;50;73.5;757.8;174.1;6.1;-5.5;18.9
GSB;199807;248;12459;59;72.3;757.4;131.3;8.3;-1.9;17.4
GSB;199808;217;12977;55;72.7;759.6;73.6;9.0;-1.8;20.5
GSB;199809;138;6552;70;82.0;753.2;202.0;3.4;-5.8;15.2
GSB;199810;100;5172;75;78.1;753.0;340.4;-0.3;-9.3;8.5
GSB;199811;72;3703;59;70.1;748.9;192.5;-7.4;-18.7;4.5
GSB;199812;37;1072;56;65.9;752.6;88.0;-6.3;-17.2;4.9
GSB;199901;54;3470;52;66.6;749.8;382.0;-6.5;-22.1;7.2
GSB;199902;105;4235;71;77.2;746.2;516.8;-9.1;-21.9;1.6
GSB;199903;187;9726;57;76.3;747.0;164.9;-5.5;-16.4;1.9
GSB;199904;219;5975;73;83.7;749.3;291.0;-3.8;-12.9;3.4
GSB;199905;227;7094;76;84.2;755.4;266.3;3.1;-2.5;12.2
GSB;199906;246;10713;70;79.5;756.9;214.9;4.5;-5.0;14.6
GSB;199907;238;11142;65;79.8;758.1;154.0;7.9;-1.0;17.0
GSB;199908;199;9982;77;77.5;757.0;128.3;8.4;0.6;18.8
GSB;199909;137;7654;67;83.1;755.7;155.6;5.8;-1.3;14.1
GSB;199910;108;7590;65;77.1;755.0;177.7;1.2;-7.6;11.6
GSB;199911;62;2658;63;77.0;751.7;198.9;-5.9;-17.2;3.8
GSB;199912;38;1139;67;70.0;747.3;452.8;-7.0;-17.6;3.6
GSB;200001;57;3823;32;58.7;753.4;93.3;-7.4;-17.5;2.9
GSB;200002;117;5983;54;66.7;754.4;323.9;-5.7;-16.3;4.1
GSB;200003;175;7615;63;71.7;751.8;183.8;-5.0;-14.8;2.1
GSB;200004;187;4452;80;84.3;746.2;304.7;-2.7;-9.5;6.1
GSB;200005;225;8350;68;83.0;755.4;117.0;2.8;-4.9;9.9
GSB;200006;255;11776;62;76.2;760.1;133.3;6.9;-1.7;15.2
GSB;200007;224;10007;68;79.3;755.0;218.3;5.4;-3.3;16.9
GSB;200008;210;11739;57;72.6;760.4;123.5;8.9;0.7;19.0
GSB;200009;175;11414;51;71.9;756.0;225.9;5.6;-2.6;15.1
GSB;200010;94;5007;70;83.7;753.4;430.6;0.3;-7.2;6.6
GSB;200011;60;2668;70;80.4;746.1;374.9;-5.1;-11.7;5.0
GSB;200012;38;838;58;73.8;748.3;201.8;-5.4;-16.7;4.8
GSB;200101;58;2700;63;74.0;746.2;164.4;-7.9;-15.5;0.0
GSB;200102;111;5810;55;70.8;749.7;96.2;-7.1;-18.1;3.0
GSB;200103;159;2862;82;83.9;744.8;440.8;-3.5;-15.2;6.8
GSB;200104;233;5480;77;83.8;747.7;266.7;-4.9;-13.6;3.9
GSB;200105;250;9729;71;83.9;754.8;158.6;2.9;-3.6;14.2
GSB;200106;288;13525;52;73.4;756.7;292.6;4.4;-7.3;17.3
GSB;200107;237;12040;62;77.4;757.8;166.5;7.7;-2.2;17.0
GSB;200108;225;13319;53;73.1;759.9;88.0;9.3;-0.3;18.8
GSB;200109;144;7141;77;84.1;752.8;192.1;0.7;-6.7;11.4
GSB;200110;109;8693;51;74.6;759.1;82.7;4.1;-2.8;13.3
GSB;200111;64;4241;58;71.1;752.5;158.6;-4.0;-15.0;7.3
GSB;200112;36;2159;38;56.3;750.2;111.7;-7.9;-19.1;3.0
GSB;200201;55;4738;29;42.8;756.3;78.6;-5.1;-17.5;5.8
GSB;200202;102;4560;67;73.0;750.7;349.9;-5.5;-15.9;2.6
GSB;200203;182;10404;60;69.1;751.6;254.4;-4.4;-12.9;4.2
GSB;200204;236;9745;70;79.4;749.0;121.0;-3.2;-11.0;5.3
GSB;200205;231;7975;78;86.2;752.3;415.3;0.6;-7.5;9.3
GSB;200206;262;12670;62;72.7;758.5;202.8;7.9;-2.3;19.1
GSB;200207;226;10933;66;79.9;757.1;164.2;7.4;0.1;15.5
GSB;200208;176;8892;72;84.9;756.5;244.9;6.6;-1.2;14.6
GSB;200209;133;6906;74;86.0;755.1;167.4;2.8;-6.9;10.6
GSB;200210;111;7631;63;73.2;753.0;164.1;0.9;-8.6;9.1
GSB;200211;54;1716;83;87.0;747.2;731.7;-3.5;-11.3;5.8
GSB;200212;45;642;67;76.9;749.1;195.2;-5.2;-14.7;3.8
GSB;200301;55;2685;52;64.6;746.0;251.8;-9.2;-20.7;1.6
GSB;200302;129;8582;36;54.8;748.0;129.7;-10.6;-22.0;-2.4
GSB;200303;210;14539;42;55.4;754.9;78.6;-3.4;-11.7;5.1
GSB;200304;237;10413;71;77.4;750.2;211.8;-3.2;-16.7;5.1
GSB;200305;229;9614;74;78.3;756.7;84.9;2.7;-8.1;12.2
GSB;200306;274;14023;63;68.3;760.4;94.0;10.6;3.1;19.0
GSB;200307;267;15021;55;73.4;759.3;89.5;9.2;0.0;17.6
GSB;200308;223;13691;54;62.6;761.9;87.9;11.8;-0.8;21.6
GSB;200309;171;10746;60;73.8;758.8;74.5;4.8;-2.3;14.8
GSB;200310;113;7205;66;77.4;749.3;341.2;-2.1;-14.8;10.3
GSB;200311;65;4779;54;73.4;752.7;215.2;-1.9;-8.8;6.7
GSB;200312;37;1438;55;68.1;750.7;286.3;-6.2;-17.5;4.9
GSB;200401;58;2239;70;73.7;744.0;460.4;-8.0;-18.6;0.7
GSB;200402;120;7670;52;62.1;750.1;130.5;-6.5;-19.1;6.9
GSB;200403;184;9420;62;71.4;751.0;90.1;-6.7;-19.4;6.4
GSB;200404;215;7636;78;79.9;747.9;229.3;-3.5;-13.2;6.3
GSB;200405;282;12456;61;81.2;751.2;172.9;0.2;-9.3;9.7
GSB;200406;273;12476;64;73.7;758.0;111.2;5.7;-2.2;15.9
GSB;200407;229;11941;63;78.7;758.6;97.6;7.2;-1.9;18.1
GSB;200408;177;9371;72;80.6;757.4;195.7;7.9;-0.4;15.9
GSB;200409;192;11961;61;79.4;759.6;57.4;5.7;-5.3;14.4
GSB;200410;96;4848;80;83.3;752.7;246.0;2.0;-7.9;11.9
GSB;200411;63;3911;57;72.3;752.1;196.4;-3.8;-14.5;4.9
GSB;200412;39;1597;47;68.5;750.9;159.1;-5.7;-15.1;2.2
GSB;200501;61;3570;44;60.4;752.0;301.8;-7.6;-22.0;2.6
GSB;200502;127;5882;51;74.9;744.1;164.3;-12.1;-19.9;-1.1
GSB;200503;196;10148;58;71.9;749.1;79.3;-5.6;-21.5;5.8
GSB;200504;230;7613;78;83.2;749.5;392.5;-2.9;-12.3;8.8
GSB;200505;268;11492;67;80.0;755.1;135.2;2.2;-5.6;14.1
GSB;200506;297;14526;58;73.6;759.0;86.9;7.5;-2.9;18.3
GSB;200507;223;9172;73;80.3;758.0;112.8;7.5;-1.6;19.1
GSB;200508;202;10087;71;82.2;757.3;268.3;5.9;-2.5;14.6
GSB;200509;149;7857;75;84.5;757.7;109.7;5.1;-4.1;14.4
GSB;200510;105;7107;56;76.6;757.4;126.9;2.4;-4.3;10.4
GSB;200511;63;4957;43;68.5;749.4;52.6;-5.0;-15.9;9.0
GSB;200512;39;1700;49;66.1;745.7;222.9;-8.7;-21.6;0.5
GSB;200601;53;3606;46;61.1;750.0;79.1;-8.6;-17.9;2.2
GSB;200602;113;6222;55;70.5;743.4;129.5;-8.4;-16.3;1.5
GSB;200603;193;8562;71;79.5;743.2;410.5;-7.0;-21.2;5.4
GSB;200604;246;8967;72;79.2;748.9;191.9;-2.6;-11.6;5.8
GSB;200605;239;7028;79;82.2;754.0;253.5;1.2;-9.1;9.9
GSB;200606;297;14650;61;73.6;758.8;91.5;6.5;-8.5;15.7
GSB;200607;264;14745;57;70.8;761.6;59.6;11.2;3.4;18.1
GSB;200608;172;7888;77;86.1;752.9;252.6;3.8;-3.4;12.5
GSB;200609;141;8270;71;82.4;757.1;171.1;6.8;-0.4;16.8
GSB;200610;109;8260;62;71.9;755.1;113.6;3.5;-3.3;11.4
GSB;200611;60;4518;50;69.4;754.4;107.0;-1.8;-12.3;7.9
GSB;200612;33;1954;35;58.0;755.9;184.6;-4.1;-12.1;3.5
GSB;200701;56;3526;50;70.0;752.9;252.1;-4.3;-19.4;6.3
GSB;200702;109;5757;56;69.8;746.9;243.4;-4.6;-10.3;3.3
GSB;200703;173;7747;69;79.6;747.6;157.3;-5.7;-14.9;2.8
GSB;200704;254;13747;50;71.1;754.8;13.5;1.6;-7.3;9.9
GSB;200705;216;8430;79;80.6;751.2;341.6;2.2;-8.1;13.5
GSB;200706;223;8641;79;80.2;754.1;250.9;5.9;-3.1;14.5
GSB;200707;253;12869;62;77.8;756.7;236.0;7.3;-2.9;16.4
GSB;200708;194;10313;72;80.0;755.8;284.4;7.1;-2.6;16.9
GSB;200709;200;12937;55;76.3;755.9;86.5;3.5;-5.0;11.1
GSB;200710;120;10108;53;71.2;755.4;55.3;1.2;-11.7;12.5
GSB;200711;64;4722;50;70.8;750.0;196.2;-4.6;-17.7;8.2
GSB;200712;38;1828;47;62.6;752.2;396.1;-6.6;-14.2;3.5
GSB;200801;53;3634;61;65.6;752.6;316.5;-4.8;-14.7;5.7
GSB;200802;131;9436;31;55.5;755.9;57.7;-4.0;-13.6;4.7
GSB;200803;185;8280;77;79.6;741.9;282.6;-6.9;-18.5;4.1
GSB;200804;225;7681;73;86.0;745.5;249.9;-4.3;-15.1;4.9
GSB;200805;204;8656;77;83.7;752.1;183.4;2.0;-6.9;7.3
GSB;200806;243;10806;72;83.4;755.9;155.5;6.0;-2.8;17.2
GSB;200807;254;12836;64;75.2;756.9;163.2;7.7;-1.8;16.1
GSB;200808;232;13744;66;74.8;756.7;113.0;8.3;-0.6;17.4
GSB;200809;159;9543;67;79.4;754.1;147.1;3.5;-5.0;15.5
GSB;200810;112;7693;65;80.8;754.3;158.3;1.6;-10.0;11.6
GSB;200811;62;2944;66;84.8;747.8;307.8;-5.3;-16.8;1.7
GSB;200812;42;1131;63;75.5;747.2;184.4;-7.6;-16.8;2.1
GSB;200901;58;4122;44;64.0;743.6;99.0;-8.5;-15.8;-1.0
GSB;200902;114;4400;70;80.1;743.3;239.9;-9.7;-18.8;1.2
GSB;200903;185;9157;65;74.3;746.0;366.2;-6.2;-13.4;2.5
GSB;200904;207;6092;79;87.0;749.1;131.1;-2.0;-7.8;3.6
GSB;200905;253;10565;67;78.4;756.8;94.6;3.4;-5.3;14.2
GSB;200906;287;12656;71;76.4;754.9;62.9;5.6;-3.3;16.3
GSB;200907;266;13776;62;77.2;757.9;123.3;8.3;-1.5;18.2
GSB;200908;246;14759;51;71.6;759.8;51.7;10.1;1.6;18.4
GSB;200909;168;10517;62;77.8;757.8;63.6;6.0;-3.0;15.2
GSB;200910;125;9926;49;69.0;753.2;79.4;0.9;-11.2;13.9
GSB;200911;66;2779;66;74.9;748.3;233.9;-2.4;-11.0;7.8
GSB;200912;43;871;69;75.3;740.4;265.8;-8.3;-22.1;0.9
GSB;201001;64;3019;59;62.4;741.6;144.4;-9.7;-20.6;-1.2
GSB;201002;108;4473;71;77.8;737.5;258.4;-10.0;-20.0;-1.8
GSB;201003;178;7960;74;74.6;747.4;151.0;-7.0;-18.6;2.0
GSB;201004;261;11702;70;77.5;751.4;75.6;-2.2;-12.8;7.2
GSB;201005;255;7591;78;88.6;749.1;393.9;-0.2;-6.6;11.1
GSB;201006;224;9137;80;87.4;753.9;113.4;5.0;-4.3;13.6
GSB;201007;261;13495;64;77.2;759.2;182.8;9.5;-0.3;19.3
GSB;201008;197;10490;68;78.1;756.4;132.8;7.0;-3.0;18.9
GSB;201009;189;11844;60;73.7;753.7;107.0;4.0;-5.3;13.4
GSB;201010;107;7453;67;79.0;750.2;222.1;-0.1;-10.6;9.4
GSB;201011;61;2603;74;81.3;742.4;299.5;-5.5;-19.1;5.5
GSB;201012;43;995;65;68.6;741.8;243.9;-9.7;-20.0;0.6
GSB;201101;56;3787;50;63.5;748.4;49.6;-7.5;-19.5;3.5
GSB;201102;116;6257;47;61.7;749.0;95.4;-5.5;-13.6;5.5
GSB;201103;183;9980;52;76.6;751.7;168.4;-4.5;-13.8;2.8
GSB;201104;244;12611;58;73.4;753.3;65.4;0.3;-10.1;9.4
GSB;201105;270;13437;66;75.2;756.1;204.3;3.5;-5.7;12.7
GSB;201106;227;9200;79;82.1;756.2;238.4;5.6;-5.3;17.6
GSB;201107;211;9564;75;81.5;753.6;159.9;5.5;-2.7;15.9
GSB;201108;235;13654;59;70.0;758.2;86.5;9.6;-1.3;20.5
GSB;201109;180;11776;62;73.0;758.5;116.9;7.4;-4.8;15.5
GSB;201110;139;11509;38;65.0;756.5;234.8;1.7;-8.9;13.0
GSB;201111;64;5641;35;63.3;755.2;175.0;-1.1;-5.9;4.3
GSB;201112;41;1068;72;78.8;749.9;649.2;-5.9;-16.3;2.4
GSB;201201;59;2986;57;69.0;751.4;436.4;-6.6;-16.8;2.1
GSB;201202;134;8892;40;58.4;748.0;91.5;-10.6;-25.2;6.5
GSB;201203;205;13678;47;63.9;756.8;68.9;-2.4;-13.9;4.8
GSB;201204;212;5012;86;87.3;742.5;310.2;-3.7;-11.1;6.4
GSB;201205;278;10976;65;80.0;753.1;121.7;1.9;-9.4;12.1
GSB;201206;243;10801;75;78.6;756.0;144.9;7.0;-2.2;17.1
GSB;201207;258;13338;65;71.4;757.2;133.3;8.3;-2.0;19.3
GSB;201208;228;13643;60;69.3;759.6;190.9;10.2;-2.0;21.6
GSB;201209;164;9913;68;75.9;755.5;132.4;5.1;-4.2;14.2
GSB;201210;102;6773;66;75.0;750.9;99.9;1.7;-14.0;12.1
GSB;201211;69;4275;59;73.7;748.7;264.1;-2.6;-14.2;4.9
GSB;201212;45;830;74;77.1;746.5;460.4;-7.9;-17.4;5.0
GSB;201301;60;3177;55;62.5;745.1;138.4;-7.5;-19.7;3.4
GSB;201302;117;4513;71;71.1;741.1;154.8;-11.7;-20.4;-1.4
GSB;201303;185;7544;72;76.1;740.0;127.1;-7.2;-19.3;0.7
GSB;201304;227;9010;71;83.6;749.2;230.2;-1.8;-11.6;7.0
GSB;201305;245;5404;82;89.5;747.9;275.2;-1.6;-9.3;6.0
GSB;201306;264;10477;71;83.6;756.2;148.7;4.1;-2.8;15.1
GSB;201307;271;14485;59;75.5;760.4;135.6;9.4;2.7;17.4
GSB;201308;225;13054;59;78.8;758.8;87.5;8.4;0.5;19.0
GSB;201309;173;10332;66;74.3;755.8;102.2;5.6;-4.6;16.3
GSB;201310;95;5224;74;84.4;755.0;164.6;1.9;-8.2;11.6
GSB;201311;62;2753;63;76.1;747.4;181.5;-4.8;-16.5;6.1
GSB;201312;35;2250;36;53.4;754.5;110.4;-4.0;-12.3;3.4
GSB;201401;57;2198;67;78.2;744.4;165.0;-6.2;-15.4;2.8
GSB;201402;103;3778;75;84.0;743.9;250.0;-7.6;-11.6;0.1
GSB;201403;203;12141;54;66.5;749.8;123.2;-3.8;-14.0;5.8
GSB;201404;234;10528;71;78.2;749.6;235.8;-1.0;-9.6;8.3
GSB;201405;248;8359;78;83.7;752.0;189.1;0.1;-7.2;8.9
GSB;201406;256;11871;71;75.3;756.4;47.6;6.4;-1.3;17.3
GSB;201407;174;7150;82;87.3;755.6;246.3;6.5;-1.8;16.6
GSB;201408;207;10511;74;80.5;755.3;117.3;6.4;-1.3;13.8
GSB;201409;171;10552;64;82.1;756.6;53.1;5.4;-2.0;12.6
GSB;201410;99;7253;61;77.8;755.9;187.1;3.0;-9.2;12.3
GSB;201411;56;3050;72;83.8;748.8;464.3;-1.1;-8.1;7.2
GSB;201412;39;1137;64;73.1;750.8;126.2;-5.5;-17.2;5.8
GSB;201501;54;2028;63;70.4;749.0;331.8;-6.8;-15.5;2.6
GSB;201502;110;5326;59;70.1;745.0;147.9;-8.3;-16.7;0.7
GSB;201503;164;7808;70;75.0;751.3;330.0;-4.4;-14.2;2.7
GSB;201504;255;11279;61;73.8;753.7;119.4;-1.4;-13.8;7.3
GSB;201505;246;10409;69;77.2;753.9;219.8;2.5;-6.7;13.6
GSB;201506;256;12147;69;76.7;758.5;144.3;6.9;-0.7;17.3
GSB;201507;297;16938;57;66.6;760.0;86.2;11.9;1.3;21.3
GSB;201508;209;12351;58;79.9;758.6;204.6;9.0;-0.2;19.4
GSB;201509;160;9475;73;84.5;754.5;114.7;2.9;-4.9;11.5
GSB;201510;109;7380;58;78.1;752.9;182.9;0.5;-8.2;9.1
GSB;201511;76;6463;42;56.9;756.1;222.0;0.0;-17.1;11.9
GSB;201512;37;2470;29;52.9;761.2;12.9;-0.8;-6.8;5.4
GSB;201601;60;2809;63;70.4;747.6;425.9;-6.0;-16.8;4.5
GSB;201602;101;2890;77;79.6;745.8;280.7;-6.1;-15.4;6.9
GSB;201603;187;9120;60;74.5;745.3;117.8;-6.7;-16.5;1.6
GSB;201604;217;6705;78;84.1;747.8;247.6;-2.6;-11.9;6.3
GSB;201605;247;7349;82;84.2;750.7;279.9;0.1;-7.6;9.4
GSB;201606;249;9152;74;79.1;754.8;101.6;5.4;-1.9;17.5
GSB;201607;275;14913;54;70.4;759.6;116.7;9.2;-2.4;18.0
GSB;201608;246;14673;51;72.1;760.5;55.0;9.1;-1.5;18.5
GSB;201609;173;11075;64;78.8;758.4;111.5;6.3;-0.6;14.7
GSB;201610;121;8935;57;72.4;754.4;109.4;0.2;-7.4;9.6
GSB;201611;69;4321;57;75.7;749.4;348.0;-3.8;-13.8;6.4
GSB;201612;34;2611;29;51.9;759.2;26.7;-2.9;-12.4;5.7
GSB;201701;54;3146;50;65.6;749.0;161.0;-9.1;-21.8;-0.1
GSB;201702;108;5376;63;76.7;749.9;202.0;-5.4;-12.6;3.1
GSB;201703;183;9215;68;77.3;751.8;330.4;-2.1;-12.1;5.6
GSB;201704;263;12379;57;74.3;751.7;170.4;-2.4;-14.0;6.3
GSB;201705;282;12684;69;80.1;754.4;187.6;2.3;-8.6;13.5
GSB;201706;277;13409;59;71.9;757.5;92.7;8.9;-3.3;18.1
GSB;201707;242;11654;73;74.8;758.3;115.7;8.9;0.3;17.6
GSB;201708;208;11583;68;72.9;759.9;121.8;9.8;-1.3;19.5
GSB;201709;166;9407;76;79.0;754.0;66.5;2.8;-4.5;12.7
GSB;201710;135;10850;45;60.8;758.2;65.1;3.3;-6.4;12.5
GSB;201711;69;4441;53;70.6;749.3;158.9;-4.2;-14.4;6.5
GSB;201712;41;1086;65;73.1;747.7;329.6;-7.5;-17.0;4.3
GSB;201801;54;2591;67;82.5;749.1;829.9;-5.4;-12.6;1.4
GSB;201802;115;4300;72;81.8;741.2;92.4;-11.0;-24.5;-0.2
GSB;201803;181;6134;78;86.5;738.6;181.4;-7.3;-19.4;0.7
GSB;201804;237;9119;67;78.8;751.4;137.3;-0.4;-9.5;7.7
GSB;201805;224;7072;85;85.6;752.9;186.2;2.6;-4.4;11.2
GSB;201806;280;12874;64;77.6;756.1;62.1;7.0;0.1;15.5
GSB;201807;276;14820;57;71.3;758.1;99.9;9.9;3.3;18.1
GSB;201808;234;13601;63;77.3;759.4;100.6;9.5;-2.7;17.5
GSB;201809;190;12145;54;75.8;759.9;65.5;7.2;-1.2;15.9
GSB;201810;106;8243;56;78.2;754.4;296.5;2.5;-6.5;9.5
GSB;201811;46;1716;77;87.2;750.4;233.7;-3.4;-12.1;3.2
GSB;201812;41;1371;59;67.1;752.8;339.3;-4.5;-15.5;3.6
