stn;time;gre000m0;sre000m0;nto000m0;ure200m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx
GSB;196202;-;-;49;74.6;747.6;140.6;-9.1;-18.0;-
GSB;196203;-;-;59;89.8;739.2;235.4;-10.8;-23.0;-
GSB;196204;-;-;62;83.8;748.2;190.8;-5.3;-14.5;-
GSB;196205;-;-;55;80.6;750.6;136.5;-1.0;-13.5;-
GSB;196206;-;-;54;77.5;756.5;38.8;3.2;-9.0;-
GSB;196207;-;-;59;72.3;756.2;54.7;6.3;-4.0;-
GSB;196208;-;-;37;61.2;759.0;32.4;9.5;-2.0;-
GSB;196209;-;-;47;73.1;755.5;111.2;4.3;-7.5;-
GSB;196210;-;-;33;70.8;754.6;139.5;1.5;-10.0;-
GSB;196211;-;-;61;79.6;744.2;295.4;-7.0;-16.0;-
GSB;196212;-;-;52;68.7;743.7;262.4;-9.5;-20.6;-
GSB;196301;-;-;45;82.2;741.2;129.2;-13.0;-24.0;-
GSB;196302;-;-;50;77.9;736.7;178.8;-12.7;-21.0;-
GSB;196303;-;-;53;73.9;746.8;282.0;-6.6;-14.8;-
GSB;196304;-;-;62;91.3;746.6;98.2;-3.1;-13.0;-
GSB;196305;-;-;58;85.3;750.7;99.9;-0.3;-10.0;-
GSB;196306;-;-;67;83.8;753.0;237.6;4.0;-3.0;-
GSB;196307;-;-;37;72.4;757.9;85.8;8.2;0.0;-
GSB;196308;-;-;62;78.1;753.5;282.3;5.6;-4.0;-
GSB;196309;-;-;69;80.9;756.1;131.8;4.1;-5.0;-
GSB;196310;-;-;30;65.7;755.5;121.6;1.6;-5.0;-
GSB;196311;-;-;66;86.7;747.0;395.6;-3.3;-12.0;-
GSB;196312;-;-;33;66.7;745.8;57.3;-7.9;-21.0;-
GSB;196401;-;-;18;52.9;754.7;33.0;-6.1;-13.5;-
GSB;196402;-;-;48;77.3;746.8;86.7;-6.9;-18.5;-
GSB;196403;-;-;81;92.9;742.4;270.7;-6.7;-17.0;-
GSB;196404;-;-;67;86.3;748.8;248.1;-2.6;-11.0;-
GSB;196405;-;-;57;78.2;754.6;196.5;2.7;-6.0;-
GSB;196406;-;-;64;79.9;755.7;154.2;5.8;-1.0;-
GSB;196407;-;-;46;71.7;759.3;125.3;8.5;-3.0;-
GSB;196408;-;-;56;76.1;756.1;169.9;6.5;-1.5;-
GSB;196409;-;-;46;72.3;758.5;154.4;5.4;-7.2;-
GSB;196410;-;-;-;-;749.5;201.2;-2.9;-10.8;7.5
GSB;196411;-;-;-;-;752.1;145.1;-2.7;-14.8;6.1
GSB;196412;-;-;-;-;745.1;87.1;-7.6;-20.0;1.2
GSB;196501;-;-;-;-;743.6;172.7;-8.9;-17.7;-1.5
GSB;196502;-;-;-;-;744.4;63.1;-12.6;-21.2;-4.0
GSB;196503;-;-;-;-;747.3;244.2;-7.5;-21.1;4.0
GSB;196504;-;-;-;-;744.8;226.2;-5.8;-12.2;4.4
GSB;196505;-;-;-;-;750.9;216.8;0.1;-6.8;11.0
GSB;196506;-;-;-;-;755.3;177.4;5.3;-5.2;16.6
GSB;196507;-;-;-;-;754.7;181.2;6.0;-3.6;15.0
GSB;196508;-;-;-;-;755.4;169.2;5.8;-2.5;17.3
GSB;196509;-;-;-;-;751.9;373.9;1.7;-5.0;10.8
GSB;196510;-;-;-;-;756.2;30.1;2.6;-7.0;9.2
GSB;196511;-;-;-;-;743.7;327.6;-5.7;-18.4;8.6
GSB;196512;-;-;-;-;743.5;394.2;-6.4;-15.8;4.7
GSB;196601;-;-;-;71.7;742.8;185.8;-8.2;-23.0;4.8
GSB;196602;-;-;-;77.3;744.7;361.6;-3.9;-11.5;6.8
GSB;196603;-;-;-;81.2;748.2;161.2;-7.7;-17.8;0.2
GSB;196604;-;-;-;83.1;746.8;225.0;-1.9;-10.3;5.8
GSB;196605;-;-;-;76.1;753.2;106.8;1.6;-6.5;10.4
GSB;196606;-;-;-;78.7;755.6;60.1;5.4;-2.6;15.0
GSB;196607;-;-;-;80.7;754.1;139.8;5.8;-2.0;15.2
GSB;196608;-;-;-;78.2;754.7;114.0;6.6;-3.6;19.6
GSB;196609;-;-;-;73.9;757.3;47.0;7.5;-2.0;18.3
GSB;196610;-;-;-;90.1;748.8;290.7;1.4;-8.2;10.0
GSB;196611;-;-;-;89.2;745.2;230.1;-8.2;-15.3;0.0
GSB;196612;-;-;-;-;748.0;263.7;-7.1;-;-
GSB;196701;-;-;-;69.9;748.4;97.3;-8.1;-22.0;2.5
GSB;196702;-;-;-;81.0;749.2;229.5;-7.7;-19.0;3.2
GSB;196703;-;-;-;84.1;750.7;279.2;-5.4;-13.2;5.0
GSB;196704;-;-;-;90.8;746.2;127.4;-4.4;-13.4;4.6
GSB;196705;-;-;-;91.8;750.4;232.9;0.3;-11.8;10.3
GSB;196706;-;-;-;90.3;756.0;84.2;3.6;-6.0;15.5
GSB;196707;-;-;-;73.2;759.8;87.4;9.1;0.0;18.2
GSB;196708;-;-;-;79.1;757.0;63.5;8.0;-1.6;15.0
GSB;196709;-;-;-;81.8;754.1;83.1;4.5;-3.6;15.3
GSB;196710;-;-;-;69.1;755.4;88.4;3.8;-8.2;12.8
GSB;196711;-;-;-;75.0;751.0;161.2;-2.1;-11.5;6.3
GSB;196712;-;-;-;75.0;745.6;125.6;-7.6;-20.7;3.2
GSB;196801;-;-;-;72.8;745.6;327.8;-8.7;-22.9;2.2
GSB;196802;-;-;-;87.7;743.0;162.1;-7.3;-16.2;-0.6
GSB;196803;-;-;-;79.3;748.3;116.7;-5.8;-15.4;4.7
GSB;196804;-;-;-;87.4;749.3;138.0;-1.9;-13.4;9.0
GSB;196805;-;-;-;92.8;750.1;225.6;0.0;-10.3;7.7
GSB;196806;-;-;-;87.1;754.8;126.0;4.7;-1.6;17.4
GSB;196807;-;-;-;81.4;757.6;144.1;7.4;-1.0;19.8
GSB;196808;-;-;-;88.7;753.9;247.9;5.4;-2.6;13.2
GSB;196809;-;-;-;87.3;753.7;202.3;3.9;-3.0;12.8
GSB;196810;-;-;-;74.0;757.0;52.6;4.0;-3.2;13.0
GSB;196811;-;-;-;82.4;746.8;292.5;-3.0;-13.2;2.5
GSB;196812;-;-;-;89.0;741.9;272.4;-8.8;-20.4;0.2
GSB;196901;-;-;-;79.3;745.9;123.6;-6.5;-18.0;3.8
GSB;196902;-;-;-;93.8;737.8;191.6;-12.1;-21.5;-3.4
GSB;196903;-;-;-;93.8;742.5;126.4;-6.7;-15.6;-0.5
GSB;196904;-;-;-;93.5;748.3;285.7;-4.5;-15.4;5.0
GSB;196905;-;-;-;86.4;751.4;218.9;2.0;-7.8;12.0
GSB;196906;-;-;-;90.7;750.8;180.5;2.8;-7.0;12.0
GSB;196907;-;-;-;83.4;758.8;194.1;8.2;-3.5;17.0
GSB;196908;-;-;-;85.9;754.3;272.7;6.2;-3.5;16.0
GSB;196909;-;-;-;89.4;755.2;98.8;5.4;-0.2;12.4
GSB;196910;-;-;-;71.9;758.3;17.0;4.1;-4.2;12.5
GSB;196911;-;-;-;83.6;746.0;212.4;-4.7;-15.4;7.6
GSB;196912;-;-;-;83.1;740.4;154.3;-10.3;-20.0;-2.8
GSB;197001;-;-;-;77.5;742.3;178.0;-7.1;-15.6;0.5
GSB;197002;-;-;-;95.5;741.1;434.2;-9.8;-21.0;-2.2
GSB;197003;-;-;-;92.0;741.1;217.7;-9.5;-18.4;2.8
GSB;197004;-;-;-;90.1;746.3;264.7;-5.6;-16.5;7.8
GSB;197005;-;-;-;89.8;750.6;182.0;-0.5;-10.1;9.0
GSB;197006;-;-;-;91.6;756.2;119.4;5.3;-3.0;14.5
GSB;197007;-;-;-;84.3;757.1;168.7;7.2;-4.0;16.8
GSB;197008;-;-;-;86.5;756.5;103.4;7.5;-1.2;17.0
GSB;197009;-;-;-;75.9;758.8;66.1;7.1;-4.2;15.0
GSB;197010;-;-;-;75.0;755.3;241.4;1.1;-11.0;10.5
GSB;197011;-;-;-;78.7;751.3;222.6;-2.2;-13.0;7.6
GSB;197012;-;-;-;72.5;748.7;104.7;-7.8;-20.8;1.4
GSB;197101;-;-;-;82.4;744.3;165.9;-8.5;-22.2;2.2
GSB;197102;-;-;-;80.2;747.1;93.9;-8.1;-17.0;2.2
GSB;197103;-;-;-;92.3;740.7;224.5;-10.3;-28.0;-1.2
GSB;197104;-;-;-;91.9;747.7;157.4;-1.5;-10.6;5.0
GSB;197105;-;-;-;94.2;750.1;202.2;1.7;-5.6;10.6
GSB;197106;-;-;-;90.4;752.4;219.1;3.2;-4.5;14.4
GSB;197107;-;-;-;83.7;759.0;58.3;9.0;-1.6;16.5
GSB;197108;-;-;-;82.5;758.1;178.7;9.4;0.8;17.2
GSB;197109;-;-;-;83.8;757.7;45.7;4.9;-3.8;12.8
GSB;197110;-;-;-;69.5;760.1;35.2;3.6;-5.8;12.6
GSB;197111;-;-;-;83.8;745.7;262.9;-5.0;-18.6;7.8
GSB;197112;-;-;-;60.4;756.1;70.2;-2.9;-11.0;5.0
GSB;197201;-;-;-;89.9;743.7;86.7;-8.5;-16.2;-1.0
GSB;197202;-;-;-;96.5;744.4;289.2;-7.4;-13.2;-2.0
GSB;197203;-;-;-;86.4;747.2;174.7;-4.9;-12.4;3.0
GSB;197204;-;-;-;94.1;744.5;202.5;-4.0;-11.2;5.4
GSB;197205;-;-;-;89.9;749.6;168.8;-0.1;-10.0;11.0
GSB;197206;-;-;-;89.4;753.3;189.1;3.8;-3.5;12.8
GSB;197207;-;-;-;91.3;756.6;96.5;6.8;-2.0;17.5
GSB;197208;-;-;-;88.9;756.7;138.0;6.2;-3.8;17.8
GSB;197209;-;-;-;86.1;753.1;90.8;1.7;-5.6;10.8
GSB;197210;-;-;-;81.1;753.5;146.7;0.8;-9.4;12.0
GSB;197211;-;-;-;78.5;752.4;316.9;-3.2;-14.4;6.7
GSB;197212;-;-;-;70.6;754.4;126.7;-5.7;-15.0;0.0
GSB;197301;-;-;-;74.8;750.4;105.0;-7.5;-15.1;-1.0
GSB;197302;-;-;-;77.0;743.7;106.1;-10.3;-19.0;0.5
GSB;197303;-;-;-;76.8;749.9;45.2;-7.6;-17.3;2.8
GSB;197304;-;-;-;86.1;745.2;215.0;-7.0;-16.7;4.0
GSB;197305;-;-;-;86.4;753.6;143.3;1.6;-6.5;10.5
GSB;197306;-;-;-;84.7;756.4;254.5;5.3;-5.3;14.8
GSB;197307;-;-;-;82.8;754.7;242.3;6.3;-1.7;17.0
GSB;197308;-;-;-;80.7;759.8;133.2;8.9;-0.8;16.1
GSB;197309;-;-;-;72.8;756.3;109.0;6.0;-4.5;15.8
GSB;197310;-;-;-;71.8;753.6;209.3;-0.3;-7.6;7.2
GSB;197311;-;-;-;63.7;753.5;129.1;-3.3;-19.5;5.5
GSB;197312;-;-;-;79.3;746.9;258.1;-7.7;-21.9;-0.5
GSB;197401;-;-;-;77.2;752.5;131.8;-5.1;-11.0;3.0
GSB;197402;-;-;-;92.3;742.9;307.1;-6.9;-14.2;-0.4
GSB;197403;-;-;-;90.9;747.0;198.9;-4.5;-12.1;4.0
GSB;197404;-;-;-;88.5;744.9;123.4;-3.1;-13.0;2.6
GSB;197405;-;-;-;85.4;749.7;196.1;0.9;-6.0;9.3
GSB;197406;-;-;-;83.0;752.8;214.2;4.0;-4.9;13.6
GSB;197407;-;-;-;70.6;757.5;108.1;7.8;-1.5;16.5
GSB;197408;-;-;-;74.5;758.1;108.3;9.1;-1.7;19.8
GSB;197409;-;-;-;80.2;753.6;239.0;4.0;-6.9;13.5
GSB;197410;-;-;-;92.9;744.8;273.0;-6.4;-13.0;0.8
GSB;197411;-;-;-;87.0;748.9;251.6;-4.4;-12.0;2.0
GSB;197412;-;-;-;74.2;754.4;169.1;-4.3;-13.2;4.0
GSB;197501;-;-;-;75.8;752.5;244.5;-3.9;-11.9;2.2
GSB;197502;-;-;-;63.2;751.6;67.4;-5.4;-12.3;5.0
GSB;197503;-;-;-;87.0;740.1;289.0;-7.4;-17.4;3.5
GSB;197504;-;-;-;82.4;748.0;120.4;-2.5;-13.8;7.2
GSB;197505;-;-;-;85.0;750.3;206.3;2.4;-6.9;14.1
GSB;197506;-;-;-;84.7;753.8;133.0;4.3;-5.7;15.9
GSB;197507;-;-;-;71.3;757.3;87.7;9.0;-2.1;19.4
GSB;197508;-;-;-;79.8;757.5;226.3;8.6;-0.7;17.0
GSB;197509;-;-;-;85.2;757.5;211.7;7.0;-3.5;15.5
GSB;197510;-;-;-;67.2;754.7;159.5;1.5;-8.2;10.5
GSB;197511;-;-;-;82.7;748.4;272.9;-4.1;-14.0;0.8
GSB;197512;-;-;-;62.2;752.1;50.7;-4.0;-11.9;3.1
GSB;197601;-;-;-;74.1;749.1;63.7;-6.9;-18.5;3.7
GSB;197602;-;-;-;80.8;749.8;108.4;-5.4;-15.0;4.2
GSB;197603;-;-;-;70.0;747.5;43.0;-5.3;-16.1;5.2
GSB;197604;-;-;-;85.6;746.7;127.0;-2.9;-13.0;5.0
GSB;197605;-;-;-;78.1;753.0;89.8;3.2;-6.5;10.5
GSB;197606;-;-;-;74.9;758.1;106.9;8.1;-2.3;15.0
GSB;197607;-;-;-;82.2;756.7;137.9;8.5;-0.2;17.4
GSB;197608;-;-;-;79.0;756.7;152.2;6.8;0.0;14.2
GSB;197609;-;-;-;86.3;753.2;203.4;3.4;-4.0;11.1
GSB;197610;-;-;-;83.8;747.8;362.5;1.5;-6.0;13.4
GSB;197611;-;-;-;81.5;748.8;299.8;-5.5;-15.0;-0.3
GSB;197612;-;-;-;75.4;742.0;285.1;-8.3;-17.8;-0.4
GSB;197701;-;-;-;85.7;744.4;265.4;-8.1;-16.9;0.3
GSB;197702;-;-;-;83.6;744.6;302.9;-6.3;-15.5;0.5
GSB;197703;-;-;-;78.7;751.7;249.6;-3.4;-14.3;3.8
GSB;197704;-;-;-;84.9;747.8;270.0;-3.7;-15.7;8.1
GSB;197705;-;-;-;92.4;750.2;238.3;0.3;-7.2;8.3
GSB;197706;-;-;-;89.6;752.9;186.8;3.9;-0.6;10.7
GSB;197707;-;-;-;81.2;754.6;271.9;7.0;-1.0;15.6
GSB;197708;-;-;-;86.7;753.6;182.5;5.9;0.5;14.1
GSB;197709;-;-;-;78.4;757.6;50.7;4.3;-5.6;14.6
GSB;197710;-;-;-;81.0;756.3;402.9;2.4;-5.3;8.4
GSB;197711;-;-;-;81.3;747.3;233.8;-5.3;-16.3;10.1
GSB;197712;-;-;-;63.5;751.7;155.9;-4.5;-12.2;6.1
GSB;197801;-;-;-;82.9;743.8;321.7;-8.1;-16.6;2.6
GSB;197802;-;-;-;91.2;739.6;325.7;-8.5;-18.7;-0.4
GSB;197803;-;-;-;87.5;746.8;337.6;-5.7;-14.5;3.1
GSB;197804;-;-;-;92.6;742.4;161.4;-5.0;-14.5;2.0
GSB;197805;-;-;-;91.2;749.2;221.4;0.5;-6.9;8.5
GSB;197806;-;-;-;82.3;753.2;111.9;3.8;-4.4;12.3
GSB;197807;-;-;-;80.7;756.7;131.2;6.8;-2.2;16.5
GSB;197808;-;-;-;76.4;757.2;158.0;7.0;-3.6;14.7
GSB;197809;-;-;-;68.6;757.2;44.7;5.7;-3.5;14.3
GSB;197810;-;-;-;67.2;756.5;91.9;2.5;-7.0;12.3
GSB;197811;-;-;-;50.4;756.9;28.3;-1.7;-17.7;8.2
GSB;197812;-;-;-;79.9;743.0;323.6;-5.5;-12.5;3.6
GSB;197901;-;-;-;82.4;742.1;181.6;-10.2;-25.5;-0.5
GSB;197902;-;-;-;84.4;741.4;193.8;-6.8;-16.0;0.4
GSB;197903;-;-;-;88.6;743.8;324.3;-5.8;-13.6;2.3
GSB;197904;-;-;-;88.6;744.8;119.5;-5.4;-13.0;2.7
GSB;197905;-;-;-;84.9;753.4;107.8;1.1;-12.3;11.8
GSB;197906;-;-;-;81.8;756.6;100.4;6.7;-3.5;14.9
GSB;197907;-;-;-;72.5;758.6;51.0;8.0;-1.9;17.7
GSB;197908;-;-;-;78.4;755.2;261.3;6.9;-2.5;16.7
GSB;197909;-;-;-;82.0;757.4;105.8;6.0;-3.5;13.5
GSB;197910;-;-;-;87.4;751.8;325.5;2.3;-5.6;10.9
GSB;197911;-;-;-;72.2;749.1;239.9;-4.0;-14.2;9.2
GSB;197912;-;-;-;82.0;748.0;306.2;-5.6;-15.1;4.1
GSB;198001;-;-;-;83.7;744.8;221.9;-9.6;-19.5;1.5
GSB;198002;-;-;-;70.7;751.2;202.6;-5.8;-14.4;2.8
GSB;198003;-;-;-;87.2;742.9;200.9;-6.1;-12.5;3.5
GSB;198004;-;-;-;94.4;747.3;130.3;-6.5;-12.7;0.5
GSB;198005;-;-;-;92.8;747.4;156.0;-0.1;-6.0;6.0
GSB;198006;-;-;-;85.5;752.6;175.1;3.4;-4.3;12.8
GSB;198007;-;-;-;78.0;754.5;208.5;5.7;-3.5;17.6
GSB;198008;-;-;-;78.5;758.2;105.1;8.5;-2.0;20.4
GSB;198009;-;-;-;72.5;759.6;131.9;6.8;-1.6;15.5
GSB;198010;-;-;-;73.2;750.3;331.9;1.1;-8.5;13.8
GSB;198011;-;-;-;73.5;748.4;155.9;-2.9;-16.8;6.9
GSB;198012;-;-;-;69.6;748.9;181.9;-7.3;-17.9;3.3
GSB;198101;-;-;-;72.5;748.4;197.0;-8.4;-20.0;1.4
GSB;198102;-;-;-;64.5;746.7;56.3;-8.1;-18.0;1.6
GSB;198103;-;-;-;78.3;746.9;322.3;-2.6;-14.5;9.5
GSB;198104;-;-;-;84.2;749.7;130.3;-0.7;-9.6;6.5
GSB;198105;-;-;-;78.0;749.8;326.1;1.4;-7.0;11.0
GSB;198106;-;-;-;65.0;755.9;157.2;6.2;-3.0;16.5
GSB;198107;-;-;-;73.3;757.0;264.1;7.2;-1.5;20.7
GSB;198108;-;-;-;70.9;758.6;54.0;9.7;0.5;20.3
GSB;198109;-;-;-;84.9;755.7;162.7;4.8;-3.1;13.5
GSB;198110;-;-;-;90.4;751.3;283.7;-0.4;-12.0;9.9
GSB;198111;71;6457;-;58.2;756.4;318.3;-3.8;-13.8;8.2
GSB;198112;41;741;-;84.9;735.7;671.6;-9.9;-19.8;-1.9
GSB;198201;57;2620;59;77.9;750.7;282.4;-6.2;-15.6;4.0
GSB;198202;119;7750;40;68.4;750.2;28.1;-7.1;-19.4;1.7
GSB;198203;159;5850;66;83.1;748.4;276.9;-8.4;-15.7;3.5
GSB;198204;261;12670;45;74.3;749.3;103.1;-4.1;-12.1;3.5
GSB;198205;268;11660;54;74.8;756.1;208.8;1.0;-11.4;9.1
GSB;198206;228;9131;63;72.9;756.7;88.8;5.4;-2.7;13.8
GSB;198207;234;12803;49;70.9;759.6;96.6;9.1;0.4;17.1
GSB;198208;187;10138;61;77.5;757.8;152.4;7.0;-1.8;17.0
GSB;198209;153;10185;53;78.0;759.3;103.7;6.2;-1.8;14.8
GSB;198210;117;6917;58;79.9;751.3;376.9;-0.9;-7.5;6.7
GSB;198211;59;3557;58;77.3;752.6;252.7;-3.6;-12.5;6.3
GSB;198212;42;1431;55;78.6;748.6;327.8;-6.2;-19.1;2.3
GSB;198301;57;3146;49;60.5;758.9;216.2;-4.3;-17.6;5.4
GSB;198302;113;4803;53;69.1;746.0;167.6;-9.9;-18.1;0.9
GSB;198303;184;9134;48;69.4;750.5;145.7;-4.9;-15.6;3.3
GSB;198304;165;3826;85;89.7;747.3;426.0;-4.1;-13.7;4.9
GSB;198305;217;6019;78;87.1;749.0;421.2;-1.5;-6.8;5.4
GSB;198306;241;8269;61;74.3;758.5;95.6;4.4;-4.2;12.2
GSB;198307;275;16647;33;59.2;761.4;7.8;11.3;0.6;21.1
GSB;198308;169;7553;66;80.8;758.6;140.8;6.6;-2.7;15.3
GSB;198309;174;11582;49;68.4;759.0;138.9;5.8;-4.9;14.6
GSB;198310;124;10605;38;67.7;759.3;136.2;1.6;-7.3;13.2
GSB;198311;66;6237;34;60.5;752.9;245.1;-1.6;-13.1;5.0
GSB;198312;40;2208;46;68.6;751.2;205.8;-5.6;-15.7;7.7
GSB;198401;53;1765;68;78.5;747.0;397.8;-9.0;-17.1;3.7
GSB;198402;109;5913;55;80.5;747.3;263.8;-10.6;-18.5;2.1
GSB;198403;175;8573;55;80.5;745.5;164.2;-9.1;-18.7;-2.1
GSB;198404;259;12191;46;76.1;750.2;127.9;-4.8;-15.2;4.6
GSB;198405;216;2622;85;89.0;745.7;317.0;-2.5;-7.5;3.2
GSB;198406;273;11721;53;77.7;756.5;172.9;3.3;-5.1;12.1
GSB;198407;269;15232;43;67.6;760.5;92.4;7.3;-3.9;17.1
GSB;198408;175;8799;69;81.9;758.4;111.2;5.9;0.9;14.2
GSB;198409;148;8425;64;80.1;753.4;265.2;2.2;-6.1;14.3
GSB;198410;114;8561;43;71.6;756.1;92.7;0.7;-6.5;8.6
GSB;198411;51;2725;68;77.5;749.8;176.7;-2.4;-9.6;7.3
GSB;198412;40;1738;44;70.4;753.1;111.0;-5.9;-19.5;4.7
GSB;198501;58;2264;59;85.6;740.1;180.0;-13.2;-27.0;1.4
GSB;198502;115;5505;50;74.2;749.7;206.4;-5.7;-16.5;3.6
GSB;198503;173;7300;63;83.4;745.3;229.1;-8.4;-18.1;0.5
GSB;198504;229;7780;66;81.3;748.7;217.9;-3.7;-13.8;3.9
GSB;198505;235;5033;75;84.8;749.7;240.7;0.1;-8.8;9.4
GSB;198506;258;10547;64;75.2;754.6;263.8;3.1;-6.8;12.7
GSB;198507;258;14558;44;67.9;760.1;52.1;9.1;1.0;18.4
GSB;198508;225;13883;44;67.0;758.7;195.9;7.6;-2.6;16.9
GSB;198509;199;15783;30;65.2;761.3;59.8;7.3;-1.8;14.2
GSB;198510;115;10804;35;68.8;759.5;12.9;2.7;-4.2;12.5
GSB;198511;62;3649;63;67.7;745.6;239.2;-6.6;-15.2;8.7
GSB;198512;35;2001;43;55.1;752.5;65.9;-3.8;-12.3;6.2
GSB;198601;48;1520;78;77.4;742.9;581.5;-9.8;-18.2;2.7
GSB;198602;114;6788;54;75.4;738.8;114.9;-12.1;-28.4;-2.3
GSB;198603;182;10426;58;79.7;748.7;202.2;-6.2;-14.4;3.3
GSB;198604;177;3385;93;90.1;744.3;532.4;-4.8;-17.5;1.9
GSB;198605;223;9836;70;82.1;756.8;171.0;2.4;-7.8;10.1
GSB;198606;258;13000;49;73.2;756.4;145.5;5.0;-7.5;16.3
GSB;198607;229;13397;51;76.2;758.8;109.5;7.1;-0.1;16.1
GSB;198608;202;12519;60;75.4;757.6;172.2;7.2;-4.8;17.2
GSB;198609;165;11269;48;74.9;759.2;87.8;5.8;-2.5;12.8
GSB;198610;122;10540;45;71.5;757.8;155.8;2.2;-9.4;12.2
GSB;198611;66;5741;43;68.4;756.5;143.3;-2.9;-11.9;6.4
GSB;198612;34;1653;60;70.7;752.3;335.1;-6.7;-18.7;2.5
GSB;198701;57;4117;48;67.9;745.4;238.5;-8.5;-27.3;1.0
GSB;198702;95;4111;69;76.9;745.7;264.6;-7.2;-17.0;3.0
GSB;198703;183;9093;65;78.0;745.9;209.2;-9.3;-17.7;1.1
GSB;198704;245;12416;51;77.7;752.5;193.4;-2.6;-15.3;6.0
GSB;198705;249;10304;68;80.6;750.6;225.2;-1.6;-11.3;8.1
GSB;198706;232;8885;74;84.2;755.4;259.6;3.0;-4.3;15.0
GSB;198707;204;9781;69;81.9;758.1;169.9;7.5;-2.9;15.4
GSB;198708;219;13420;53;71.4;758.5;102.3;8.2;-1.5;19.1
GSB;198709;173;11454;46;62.3;760.3;54.5;8.6;-2.4;19.1
GSB;198710;86;4858;70;82.2;754.8;399.4;1.0;-7.1;9.2
GSB;198711;67;4545;60;68.5;750.1;286.9;-4.0;-14.0;6.1
GSB;198712;38;1744;48;62.1;753.8;97.2;-3.2;-11.8;6.6
GSB;198801;48;1051;78;80.1;748.0;377.9;-6.7;-15.0;1.7
GSB;198802;118;6227;55;69.1;746.4;307.7;-8.8;-18.5;1.6
GSB;198803;159;5464;79;79.7;745.7;607.4;-8.3;-18.7;3.0
GSB;198804;214;7412;73;84.6;749.8;119.5;-2.5;-10.7;3.9
GSB;198805;216;6900;78;85.5;752.1;224.6;1.3;-5.0;8.9
GSB;198806;215;7157;76;83.7;754.0;131.3;3.7;-3.9;10.5
GSB;198807;263;14855;44;71.1;758.7;95.9;8.1;-0.8;17.5
GSB;198808;217;13164;51;72.3;758.4;88.9;8.7;-2.8;17.5
GSB;198809;165;11135;55;76.4;758.1;123.5;4.9;-4.7;13.4
GSB;198810;85;6424;65;76.0;756.5;280.9;2.6;-6.9;10.8
GSB;198811;66;5608;38;58.9;753.3;62.6;-2.9;-21.4;4.6
GSB;198812;35;1836;50;61.9;754.3;349.0;-4.9;-15.2;4.1
GSB;198901;56;6004;15;40.7;761.2;9.9;-3.3;-11.8;6.5
GSB;198902;98;6273;49;64.7;753.1;185.1;-4.7;-14.5;2.2
GSB;198903;186;11038;50;68.1;752.1;209.1;-3.0;-13.0;5.4
GSB;198904;174;4074;83;87.1;744.3;625.8;-5.3;-11.7;0.4
GSB;198905;272;12406;56;80.1;756.5;73.0;1.9;-9.5;7.9
GSB;198906;278;12807;56;77.0;755.5;47.3;3.8;-6.3;13.0
GSB;198907;222;11259;60;77.1;760.4;183.0;7.9;0.0;17.1
GSB;198908;225;13466;51;75.1;757.9;120.8;7.5;-4.1;16.9
GSB;198909;135;7981;65;85.1;757.3;70.0;3.8;-3.7;11.7
GSB;198910;136;11680;31;62.4;758.2;136.4;2.2;-7.1;10.7
GSB;198911;60;4673;43;64.3;750.9;106.5;-3.6;-11.1;9.1
GSB;198912;34;2289;34;47.1;750.8;296.9;-3.5;-11.5;5.7
GSB;199001;53;4791;24;47.8;755.2;97.2;-5.9;-13.0;1.7
GSB;199002;104;6187;50;62.9;753.2;527.7;-3.7;-14.2;2.4
GSB;199003;176;9851;49;66.3;758.8;138.5;-3.7;-16.1;7.4
GSB;199004;209;6654;80;84.3;747.8;224.6;-4.7;-11.0;4.8
GSB;199005;249;11097;60;78.5;756.5;77.2;2.6;-4.0;8.9
GSB;199006;228;9633;65;81.2;755.4;222.4;4.3;-4.3;14.5
GSB;199007;278;15598;46;72.7;760.0;38.1;8.3;-2.3;16.9
GSB;199008;225;14154;41;70.7;761.1;79.4;8.4;-0.1;17.3
GSB;199009;177;11829;49;72.5;756.9;97.1;4.3;-3.1;13.6
GSB;199010;79;4675;73;82.5;753.6;286.7;1.8;-6.1;10.8
GSB;199011;74;4296;59;73.6;748.1;220.5;-5.2;-15.3;4.5
GSB;199012;42;2233;45;65.0;747.4;132.2;-8.2;-18.1;3.5
GSB;199101;60;3971;41;54.8;754.3;167.2;-6.2;-15.8;3.8
GSB;199102;119;7388;40;70.3;746.4;96.9;-10.0;-23.5;4.8
GSB;199103;147;6357;71;86.3;748.9;233.1;-3.9;-13.2;2.6
GSB;199104;238;9674;60;80.1;748.7;165.2;-5.3;-14.7;3.5
GSB;199105;271;9579;66;84.4;751.8;144.5;-2.6;-12.3;8.1
GSB;199106;253;11218;64;77.3;755.3;152.0;3.6;-4.8;14.4
GSB;199107;258;14446;41;72.8;759.5;114.0;9.2;0.0;17.8
GSB;199108;263;18121;34;70.2;761.5;51.2;9.8;1.3;19.1
GSB;199109;152;9609;60;75.7;758.2;170.2;6.5;-2.8;15.7
GSB;199110;110;7266;60;76.8;753.1;185.1;-0.9;-11.7;10.4
GSB;199111;70;4279;53;68.8;749.8;238.4;-4.4;-12.6;3.9
GSB;199112;38;2499;26;46.0;756.5;294.1;-5.9;-15.2;3.8
GSB;199201;56;4124;31;47.8;757.5;37.4;-5.1;-17.6;4.5
