stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;sre000m0;ure200m0
BER;198105;181;0;71;947.5;170.1;11.9;1.9;27.0;7593;73.3
BER;198106;218;0;58;952.6;48.6;15.5;5.3;29.3;9303;69.7
BER;198107;196;0;61;953.1;131.6;16.1;5.6;29.0;9383;73.6
BER;198108;217;0;36;953.8;63.4;17.5;5.8;31.1;14188;69.1
BER;198109;117;0;73;951.7;127.3;13.9;2.6;24.1;5058;81.2
BER;198110;81;0;73;949.1;148.3;8.9;-1.4;21.4;5059;81.1
BER;198111;67;0;45;959.0;49.6;3.6;-6.0;18.2;7659;81.4
BER;198112;33;7;81;938.4;140.7;0.4;-14.8;10.2;2053;86.4
BER;198201;39;1;84;953.0;109.6;1.0;-8.2;10.7;3031;87.7
BER;198202;70;3;66;953.3;19.9;0.7;-10.5;11.5;4584;85.0
BER;198203;112;0;65;951.6;72.0;3.8;-3.5;15.2;6423;76.2
BER;198204;205;0;44;950.9;20.4;7.3;-1.2;18.6;12383;65.5
BER;198205;224;0;50;954.0;101.6;12.4;0.6;24.8;11856;70.5
BER;198206;212;0;63;951.3;171.9;16.2;7.8;26.5;8864;75.3
BER;198207;223;0;48;952.4;117.4;18.8;8.6;30.1;12018;73.4
BER;198208;171;0;61;951.9;200.9;16.3;6.2;29.1;8626;78.6
BER;198209;149;0;46;953.7;59.4;15.2;5.4;26.5;10789;80.9
BER;198210;82;0;73;948.8;142.3;8.6;0.5;18.0;4647;85.2
BER;198211;50;0;68;951.7;57.1;4.8;-2.5;14.8;4137;84.7
BER;198212;32;0;76;950.5;104.9;2.5;-5.6;12.8;2654;84.8
BER;198301;49;0;59;962.6;55.4;1.7;-7.6;13.5;5207;84.4
BER;198302;72;1;69;950.8;40.6;-1.6;-10.5;12.6;3609;80.5
BER;198303;119;0;55;952.1;61.7;5.1;-4.8;17.6;7761;78.3
BER;198304;148;0;71;945.5;85.2;8.2;-0.9;20.9;5497;76.5
BER;198305;157;0;74;946.5;161.1;10.0;2.6;24.1;5519;80.3
BER;198306;221;0;51;953.9;51.9;16.7;5.2;29.0;8953;70.4
BER;198307;272;0;26;952.8;35.4;21.5;8.6;34.9;17658;64.7
BER;198308;195;0;54;952.4;68.9;17.7;7.5;27.9;9605;73.3
BER;198309;154;0;51;953.2;179.7;14.1;4.4;25.4;10300;78.6
BER;198310;99;0;53;957.1;53.1;8.9;-1.2;22.2;8670;84.1
BER;198311;47;0;76;952.4;83.9;2.8;-4.4;14.3;3465;87.5
BER;198312;40;0;60;952.5;54.4;0.3;-7.3;13.2;4450;87.0
BER;198401;42;6;74;949.6;85.6;0.2;-12.1;11.8;2995;80.7
BER;198402;71;2;71;952.4;49.1;-0.3;-8.7;9.1;4012;75.7
BER;198403;143;2;41;947.9;40.8;2.1;-8.3;12.3;10183;69.5
BER;198404;185;0;50;950.8;46.3;7.1;-2.8;22.6;11259;66.8
BER;198405;153;0;79;943.0;110.0;9.5;-0.2;20.1;5252;73.4
BER;198406;242;0;53;952.1;84.5;15.1;5.1;26.5;12884;67.0
BER;198407;258;0;43;954.3;53.2;17.8;5.9;30.9;16154;63.6
BER;198408;186;0;50;952.8;89.6;16.9;9.4;30.4;11415;71.1
BER;198409;129;0;69;948.5;252.3;12.8;5.1;28.4;7781;76.4
BER;198410;91;0;65;953.9;52.9;9.5;0.0;19.1;6804;83.2
BER;198411;51;0;68;946.6;59.6;5.6;-2.8;17.5;4682;85.7
BER;198412;31;0;84;956.4;60.9;0.9;-7.4;7.1;1823;89.3
BER;198501;47;5;79;945.7;99.8;-5.6;-20.7;7.4;3260;85.3
BER;198502;75;14;76;953.1;62.8;-1.1;-16.2;10.4;4345;84.4
BER;198503;110;1;78;948.0;49.4;2.8;-7.5;16.4;5551;77.6
BER;198504;176;0;68;948.1;116.8;8.2;-1.3;21.9;9619;70.0
BER;198505;181;0;74;946.4;140.9;12.1;0.5;26.2;7904;75.5
BER;198506;227;0;63;951.0;137.4;14.3;3.2;28.0;11038;70.7
BER;198507;249;0;48;953.4;56.6;19.1;9.1;32.0;15535;69.3
BER;198508;219;0;43;952.9;87.1;17.1;4.9;31.0;15396;70.2
BER;198509;179;0;31;956.7;35.8;15.1;4.2;26.7;14937;74.2
BER;198510;103;0;53;957.9;12.8;9.3;-1.1;25.5;9573;80.5
BER;198511;40;1;81;948.4;109.5;1.3;-7.7;20.8;2261;84.4
BER;198512;43;0;63;953.2;78.8;1.7;-5.2;11.1;4939;86.0
BER;198601;45;2;78;946.5;103.9;0.4;-11.6;12.0;3404;83.8
BER;198602;66;9;88;943.5;52.3;-4.5;-16.7;5.4;1817;82.5
BER;198603;128;8;64;950.2;65.6;3.5;-7.3;14.9;8637;77.7
BER;198604;108;0;86;944.4;154.7;5.9;-7.3;18.0;3662;81.1
BER;198605;195;0;69;953.1;162.6;14.4;3.6;26.9;9498;75.4
BER;198606;229;0;53;951.8;90.1;15.9;1.5;30.9;13191;71.8
BER;198607;235;0;48;953.4;118.5;17.7;6.1;30.9;14801;68.8
BER;198608;197;0;59;951.7;156.2;16.9;5.9;31.9;12296;76.3
BER;198609;153;0;58;955.0;35.9;13.6;4.1;26.0;10672;80.5
BER;198610;97;0;61;955.2;90.1;10.4;-0.9;23.9;8306;83.8
BER;198611;61;0;59;957.3;41.8;4.2;-4.7;15.0;6521;89.0
BER;198612;38;3;74;955.7;59.7;0.8;-14.3;10.7;3757;88.4
BER;198701;38;8;84;950.8;48.0;-4.1;-21.1;11.8;2519;86.5
BER;198702;52;2;88;948.3;85.7;0.8;-8.1;10.9;2001;88.9
BER;198703;116;2;75;950.7;80.2;1.3;-8.2;14.3;6059;77.0
BER;198704;177;0;50;952.0;69.7;8.9;-2.3;22.1;11056;73.0
BER;198705;179;0;69;950.1;163.8;9.4;0.2;22.7;9413;77.8
BER;198706;190;0;73;951.7;259.1;13.9;5.9;31.6;8636;79.8
BER;198707;203;0;66;951.8;150.6;18.0;5.2;30.2;9607;77.0
BER;198708;193;0;54;952.1;70.1;17.5;8.3;31.8;12099;74.4
BER;198709;160;0;48;954.1;133.1;16.4;1.3;31.6;11764;77.2
BER;198710;72;0;83;950.4;41.7;10.2;2.3;22.5;4047;88.7
BER;198711;43;0;76;951.0;86.3;4.5;-2.4;14.0;3145;88.9
BER;198712;29;1;83;954.8;46.8;1.6;-5.8;13.7;2002;91.0
BER;198801;39;0;80;948.1;67.7;2.8;-4.8;12.3;2806;83.0
BER;198802;79;1;70;949.7;60.5;1.3;-5.8;10.4;5542;76.7
BER;198803;93;2;85;948.8;144.5;3.3;-10.3;17.1;3941;76.3
BER;198804;164;0;68;948.6;48.3;9.0;-1.7;21.7;8641;75.2
BER;198805;194;0;69;947.9;133.0;13.6;2.0;25.7;8754;76.2
BER;198806;228;0;60;949.8;141.2;15.2;6.3;24.5;11613;73.5
BER;198807;242;0;53;952.3;95.7;17.8;9.4;31.4;14700;70.7
BER;198808;197;0;50;951.5;122.1;17.9;7.8;30.1;13336;74.0
BER;198809;142;0;59;954.6;72.9;13.8;3.4;24.9;9478;77.4
BER;198810;72;0;73;953.1;145.2;10.5;-0.7;21.6;4985;85.1
BER;198811;49;2;74;956.0;34.9;2.4;-10.6;13.6;4100;83.2
BER;198812;32;1;81;958.5;69.7;2.1;-6.2;12.6;3034;84.2
BER;198901;54;0;69;965.1;11.3;-0.1;-6.1;9.6;5911;85.4
BER;198902;76;0;65;954.9;29.3;2.5;-7.2;16.3;6406;79.8
BER;198903;134;0;53;952.0;58.2;7.5;-2.2;22.0;10848;68.9
BER;198904;118;0;84;943.7;144.4;7.0;-0.6;18.1;4778;78.7
BER;198905;245;0;41;953.6;56.9;14.0;0.1;26.5;15930;65.2
BER;198906;252;0;49;952.1;48.1;15.4;4.7;28.4;14657;63.8
BER;198907;222;0;53;954.5;103.0;18.3;7.8;30.3;12374;72.6
BER;198908;205;0;48;951.8;104.8;17.3;4.1;31.4;14159;75.5
BER;198909;134;0;59;954.0;20.3;13.6;3.6;26.2;8766;80.2
BER;198910;105;0;44;956.0;89.2;9.6;0.5;21.1;10579;80.2
BER;198911;55;0;64;951.4;34.7;2.4;-6.5;17.3;5663;84.1
BER;198912;33;0;78;950.4;61.3;1.2;-7.2;15.3;2591;82.6
BER;199001;51;0;63;958.0;34.3;-0.5;-8.7;12.5;5759;83.7
BER;199002;78;0;56;952.7;109.0;5.6;-2.9;17.7;6948;75.8
BER;199003;127;0;50;961.4;36.9;6.7;-4.3;23.0;9797;71.9
BER;199004;138;0;73;948.5;110.0;6.9;-0.8;19.6;6331;74.1
BER;199005;242;0;50;953.1;114.8;14.3;3.2;24.4;14710;70.8
BER;199006;198;0;68;950.8;276.3;14.9;6.0;28.7;9812;77.5
BER;199007;254;0;40;954.2;70.4;18.3;5.8;32.2;16529;67.1
BER;199008;214;0;44;955.0;71.8;18.5;6.8;32.4;15883;68.3
BER;199009;155;0;58;953.3;121.7;13.4;3.6;23.3;10970;75.5
BER;199010;89;0;69;949.2;131.9;10.8;1.4;21.9;7083;84.4
BER;199011;44;1;83;949.4;150.6;4.0;-4.3;14.4;3029;85.1
BER;199012;39;8;76;951.7;43.1;-0.6;-9.7;11.3;3649;82.3
BER;199101;33;0;86;957.9;52.0;0.4;-7.8;13.2;2378;85.5
BER;199102;91;4;60;950.6;30.8;-1.6;-14.3;15.0;6565;82.8
BER;199103;102;0;73;948.0;71.6;6.7;-2.6;16.4;5586;81.8
BER;199104;181;0;58;950.0;33.9;7.2;-2.5;19.2;10689;68.3
BER;199105;205;0;61;952.6;85.5;9.6;0.8;25.8;11799;70.9
BER;199106;209;0;69;951.1;172.3;14.7;5.6;27.5;9930;72.9
BER;199107;250;0;44;952.4;72.1;19.3;8.1;30.6;15858;72.7
BER;199108;227;0;33;954.6;10.5;19.3;7.5;31.4;17222;68.3
BER;199109;154;0;50;952.4;94.3;16.0;5.9;27.4;11399;76.3
BER;199110;91;0;66;951.9;57.2;8.0;-3.3;19.6;7259;83.9
BER;199111;44;0;76;950.3;134.7;3.6;-2.3;16.2;3531;83.9
BER;199112;36;0;69;962.0;53.0;-1.0;-10.4;10.6;3619;83.2
BER;199201;50;2;61;961.9;17.7;-2.2;-14.1;7.2;4948;83.2
BER;199202;83;1;55;959.6;62.9;1.0;-10.5;13.3;6384;80.3
BER;199203;109;0;68;951.4;72.7;5.7;-1.1;16.2;6425;73.3
BER;199204;171;0;60;948.2;98.3;8.3;-0.6;24.7;9770;68.8
BER;199205;222;0;49;952.8;64.3;14.2;1.4;27.7;13307;69.7
BER;199206;193;0;68;948.8;76.1;15.2;6.1;26.6;8278;76.4
BER;199207;217;0;56;953.5;118.8;18.4;10.6;31.9;12329;76.0
BER;199208;209;0;46;952.2;90.8;20.4;10.1;32.9;14095;67.4
BER;199209;143;0;56;955.0;69.6;14.1;3.7;24.2;9952;80.1
BER;199210;55;0;89;944.6;163.1;7.8;-2.8;17.6;2440;83.8
BER;199211;35;0;84;953.9;141.9;6.1;-3.2;16.6;2103;87.7
BER;199212;29;0;81;953.3;66.1;0.6;-5.2;13.5;2597;88.0
BER;199301;47;0;66;960.7;19.1;2.4;-10.5;15.4;4441;81.4
BER;199302;78;1;74;960.2;7.5;-0.8;-12.2;9.8;5407;82.4
BER;199303;140;1;48;954.7;24.2;4.0;-8.0;19.8;10670;70.1
BER;199304;167;0;68;946.8;75.6;9.7;-1.6;22.9;8796;72.3
BER;199305;205;0;66;949.1;119.2;13.9;4.2;27.7;10254;75.0
BER;199306;226;0;58;952.3;140.9;16.5;7.3;29.2;12108;74.7
BER;199307;223;0;59;953.8;157.5;17.1;6.9;32.1;12557;72.3
BER;199308;206;0;45;954.0;119.5;17.8;5.5;31.5;14356;73.3
BER;199309;124;0;68;948.6;131.6;12.9;3.7;24.7;7154;81.6
BER;199310;56;0;89;949.0;95.4;7.7;1.5;17.6;2396;87.7
BER;199311;39;1;88;952.9;26.6;1.9;-8.3;15.7;2113;85.3
BER;199312;34;0;81;949.0;123.7;3.6;-8.1;15.8;2181;79.6
BER;199401;44;0;75;951.1;84.5;2.4;-9.4;12.8;3914;81.3
BER;199402;68;0;74;948.3;30.2;2.3;-6.0;12.9;3414;79.6
BER;199403;123;0;66;955.4;59.3;8.9;-0.8;20.7;7764;70.0
BER;199404;131;0;74;947.0;117.5;6.7;-2.1;24.1;6836;77.5
BER;199405;175;0;71;948.6;178.4;13.2;4.3;22.7;8067;77.4
BER;199406;235;0;56;954.6;81.2;16.5;3.6;29.2;13140;71.9
BER;199407;237;0;46;953.1;37.9;21.0;11.2;32.2;14727;69.4
BER;199408;202;0;53;951.8;107.5;19.5;10.3;33.4;12910;71.9
BER;199409;107;0;76;950.7;154.2;13.5;2.6;25.3;4846;83.1
BER;199410;95;0;56;951.8;94.8;9.4;-1.5;21.1;8057;82.7
BER;199411;40;0;89;955.4;39.7;7.2;-0.6;14.6;1839;88.9
BER;199412;29;0;85;956.4;102.1;3.0;-3.4;14.3;2157;85.5
BER;199501;48;2;70;952.3;149.3;-0.4;-14.4;13.0;4832;81.1
BER;199502;69;0;75;951.2;117.9;4.4;-3.7;13.9;4498;81.1
BER;199503;137;0;60;949.9;92.3;3.5;-7.4;17.5;9480;69.4
BER;199504;165;0;63;950.2;56.0;8.7;-0.3;21.4;9688;72.1
BER;199505;206;0;61;950.1;188.7;12.5;-0.7;25.3;11793;72.0
BER;199506;223;0;60;951.2;78.9;14.8;5.4;28.9;10914;72.0
BER;199507;246;0;48;951.5;62.5;20.5;11.2;33.4;15015;69.6
BER;199508;188;0;61;951.9;146.8;17.6;4.8;31.1;11004;75.1
BER;199509;134;0;69;949.2;136.5;11.8;0.7;21.8;7497;79.5
BER;199510;103;0;56;957.0;10.8;12.0;2.8;22.4;8986;86.0
BER;199511;56;0;65;952.2;57.4;3.7;-5.7;16.7;5390;82.9
BER;199512;28;3;85;948.3;124.9;-0.1;-12.1;13.1;1688;87.3
BER;199601;30;1;91;947.0;20.4;0.1;-5.5;9.9;1060;90.8
BER;199602;69;1;80;946.3;45.0;-0.5;-8.4;11.5;3992;78.2
BER;199603;139;0;55;948.2;34.4;3.2;-7.6;19.1;9913;68.9
BER;199604;174;0;59;949.5;50.6;9.0;-1.8;23.0;10033;69.9
BER;199605;193;0;66;947.8;127.1;12.3;3.3;28.0;10063;74.9
BER;199606;237;0;48;954.5;104.5;16.9;5.2;29.5;13678;68.6
BER;199607;229;0;49;953.1;135.5;17.1;7.1;27.9;14573;70.5
BER;199608;182;0;59;951.5;184.6;16.7;7.2;30.6;10787;77.8
BER;199609;131;0;64;949.7;47.6;10.9;2.8;21.9;8729;78.0
BER;199610;74;0;73;953.1;102.2;9.3;-0.4;19.4;5489;83.3
BER;199611;46;2;75;947.4;146.7;4.3;-7.8;17.3;3523;82.8
BER;199612;29;1;84;946.2;53.1;-0.1;-11.2;9.8;2105;88.0
BER;199701;34;4;85;953.9;55.4;-1.3;-9.7;7.3;2144;88.0
BER;199702;78;0;59;957.7;64.6;4.0;-4.1;15.1;6417;75.0
BER;199703;138;0;48;957.9;24.8;7.2;-1.8;19.9;10781;71.1
BER;199704;210;0;40;952.5;67.7;7.8;-2.9;20.3;15263;58.9
BER;199705;234;0;48;950.1;55.6;13.5;3.3;26.3;13630;66.9
BER;199706;195;0;71;946.8;134.8;15.9;6.5;28.2;7896;73.7
BER;199707;213;0;60;953.2;146.5;16.8;8.6;27.6;12474;75.5
BER;199708;208;0;44;952.6;95.3;19.4;9.1;29.6;14304;74.3
BER;199709;163;0;45;955.8;73.5;15.0;4.2;27.6;12545;80.4
BER;199710;94;0;56;951.9;69.7;9.0;-5.2;23.8;7723;80.0
BER;199711;50;0;68;944.7;44.0;4.4;-3.6;14.1;4493;84.9
BER;199712;31;1;79;948.4;109.5;2.3;-5.6;12.9;2196;82.9
BER;199801;44;2;70;952.7;62.6;1.6;-6.3;12.8;4325;79.0
BER;199802;97;1;41;959.5;29.7;3.0;-8.5;16.6;9201;75.4
BER;199803;123;0;62;956.3;42.1;5.5;-6.0;20.4;7809;67.3
BER;199804;152;0;72;941.6;109.8;8.2;-1.1;21.4;6908;73.0
BER;199805;242;0;44;949.8;33.7;14.5;1.9;28.9;15796;62.8
BER;199806;232;0;58;952.6;67.7;17.1;3.4;30.1;12092;68.2
BER;199807;227;0;54;950.7;94.1;19.1;9.3;32.8;12851;65.7
BER;199808;202;0;45;953.3;66.3;18.8;5.3;34.2;14354;66.4
BER;199809;124;0;70;948.5;105.9;13.8;5.1;26.4;6564;77.6
BER;199810;76;0;75;951.1;124.1;10.1;1.5;19.7;4815;78.3
BER;199811;51;1;66;952.4;126.7;2.1;-9.2;12.8;4118;80.3
BER;199812;42;3;68;956.0;21.6;-0.3;-10.7;10.9;3969;83.2
BER;199901;55;1;55;951.8;43.6;1.1;-7.6;13.3;5717;78.3
BER;199902;65;9;79;951.5;116.9;-0.3;-14.6;9.0;3286;80.9
BER;199903;121;0;59;947.3;54.2;5.9;-2.5;18.5;8345;72.9
BER;199904;150;0;71;949.2;159.0;8.7;0.3;21.1;7400;74.5
BER;199905;184;0;67;950.4;185.6;15.5;7.9;27.7;9714;74.4
BER;199906;226;0;58;953.3;144.4;15.6;5.5;28.3;11806;70.8
BER;199907;234;0;48;951.7;67.0;19.2;8.7;30.7;14202;69.6
BER;199908;185;0;61;950.1;160.2;18.4;10.4;29.7;10746;75.6
BER;199909;152;0;54;949.2;161.8;16.6;8.9;27.4;11016;77.0
BER;199910;77;0;69;952.3;56.0;9.7;1.1;19.1;5171;83.0
BER;199911;44;2;81;954.9;69.8;2.3;-10.9;16.9;2699;83.0
BER;199912;38;2;73;949.7;99.2;1.7;-11.4;12.6;3125;79.3
BER;200001;49;1;69;958.7;11.4;-0.2;-13.4;11.3;4243;81.0
BER;200002;74;0;62;957.6;106.3;3.9;-3.9;15.9;5456;77.0
BER;200003;123;0;60;954.4;44.0;6.2;-2.8;18.1;8426;68.7
BER;200004;164;0;62;943.2;52.0;9.5;-0.9;24.6;9464;69.7
BER;200005;211;0;56;951.1;95.3;15.0;4.9;26.9;11919;69.2
BER;200006;254;0;47;954.9;126.1;17.9;7.5;29.5;14946;68.4
BER;200007;207;0;64;949.9;182.2;16.3;5.9;29.8;10977;73.5
BER;200008;206;0;46;953.6;82.3;19.0;10.5;30.8;14917;72.3
BER;200009;168;0;45;950.9;64.7;15.1;6.3;26.8;13323;76.4
BER;200010;79;0;77;950.7;67.3;10.4;1.0;18.5;5087;82.4
BER;200011;51;0;71;944.8;114.5;5.4;-2.6;13.1;4272;82.8
BER;200012;35;0;76;947.9;37.6;3.6;-5.9;12.9;2904;82.7
BER;200101;40;0;79;947.9;125.5;1.5;-5.9;9.2;3230;83.3
BER;200102;78;0;67;952.2;38.9;3.1;-7.4;13.3;5174;72.3
BER;200103;86;1;87;942.5;247.9;7.4;-4.0;17.9;3403;78.9
BER;200104;138;0;79;948.6;125.8;7.0;-0.6;18.3;5569;74.1
BER;200105;215;0;56;950.3;76.7;15.3;4.0;29.7;12298;70.1
BER;200106;241;0;50;952.8;141.1;15.7;3.5;30.2;14249;69.8
BER;200107;240;0;45;951.3;127.0;18.9;10.1;30.0;15377;69.8
BER;200108;213;0;42;952.9;96.2;19.4;8.6;30.7;14875;72.0
BER;200109;123;0;74;950.5;146.9;12.0;3.5;22.4;6688;78.9
BER;200110;111;0;48;954.6;73.8;13.1;4.5;24.2;10611;82.0
BER;200111;42;0;81;955.6;56.7;3.1;-2.7;11.4;2762;81.5
BER;200112;41;0;72;955.6;21.3;0.0;-13.3;11.5;3779;76.5
BER;200201;55;0;60;959.8;27.0;-0.3;-10.4;13.8;4837;81.1
BER;200202;67;0;74;951.8;84.6;5.3;-5.2;13.9;3958;73.8
BER;200203;146;0;50;952.2;66.5;6.8;-3.3;18.0;11199;68.6
BER;200204;186;0;53;948.3;45.4;8.9;-0.6;20.7;11506;64.4
BER;200205;184;0;67;949.4;167.5;12.6;1.4;27.0;9692;73.1
BER;200206;251;0;47;951.7;85.5;18.7;5.4;32.6;15151;69.3
BER;200207;223;0;52;950.9;164.1;17.9;7.5;29.7;12549;72.8
BER;200208;186;0;58;950.7;168.0;16.9;8.8;27.8;10988;79.8
BER;200209;131;0;64;952.3;126.0;12.5;1.6;23.2;7599;83.9
BER;200210;94;0;68;949.8;125.7;9.6;-0.2;21.4;7437;82.6
BER;200211;38;0;82;945.7;183.2;5.7;-1.2;14.9;1760;90.7
BER;200212;21;0;92;949.9;72.7;3.4;-2.7;11.7;379;90.1
BER;200301;37;0;86;950.2;42.9;-0.3;-12.7;14.7;2131;82.6
BER;200302;80;1;62;953.0;18.8;-1.6;-15.0;12.8;5628;75.4
BER;200303;161;0;34;956.2;45.6;6.8;-2.9;19.6;14036;65.3
BER;200304;185;0;50;949.5;64.5;9.0;-5.3;22.4;12516;65.8
BER;200305;205;0;72;952.9;77.3;14.2;1.2;26.9;11144;73.2
BER;200306;288;0;44;951.7;54.6;21.7;10.9;32.7;18297;64.5
BER;200307;249;0;51;952.3;91.3;19.7;9.7;34.3;16232;66.5
BER;200308;231;0;39;953.1;77.0;21.9;9.1;37.0;17625;62.3
BER;200309;169;0;42;955.3;48.9;14.2;4.4;26.5;12977;75.1
BER;200310;76;0;79;947.9;125.6;6.7;-3.8;21.4;5172;83.9
BER;200311;56;0;62;951.4;63.0;4.7;-2.4;13.8;5328;87.4
BER;200312;42;0;58;952.8;28.3;0.7;-9.7;11.3;4900;82.5
BER;200401;38;3;84;946.6;141.9;0.9;-10.0;12.4;1946;81.9
BER;200402;84;1;63;953.4;42.9;1.4;-9.6;12.8;6866;75.6
BER;200403;125;0;62;954.0;51.3;4.0;-6.4;21.0;7607;73.3
BER;200404;172;0;67;947.1;42.7;9.0;0.3;22.1;8936;68.0
BER;200405;224;0;60;949.1;95.6;12.0;2.6;27.0;12953;67.3
BER;200406;221;0;65;953.3;110.5;16.4;7.5;29.6;11172;70.5
BER;200407;233;0;61;952.5;136.6;17.8;7.4;29.7;13649;72.2
BER;200408;189;0;63;950.2;126.3;17.9;8.7;30.3;10826;76.9
BER;200409;157;0;52;955.5;46.6;14.7;4.4;27.1;11247;78.3
BER;200410;78;0;74;947.9;152.5;11.0;2.8;24.0;5389;86.3
BER;200411;47;0;71;954.5;15.0;3.8;-5.3;12.7;3672;82.7
BER;200412;34;1;86;953.4;49.6;0.3;-7.5;9.4;2959;86.3
BER;200501;57;4;64;957.5;42.6;-0.8;-13.9;11.5;6050;81.2
BER;200502;87;9;67;950.8;31.8;-2.0;-12.9;10.5;5570;77.3
BER;200503;147;4;54;950.7;35.6;4.8;-15.6;21.3;10501;72.5
BER;200504;153;0;71;948.7;133.2;8.8;-0.2;25.5;8000;73.0
BER;200505;216;0;63;951.9;83.3;13.5;2.2;28.8;12489;71.0
BER;200506;274;0;53;953.3;43.5;18.3;4.1;33.5;16701;64.7
BER;200507;229;0;62;951.6;59.4;18.6;8.3;33.5;13228;68.8
BER;200508;184;0;60;952.4;141.0;16.5;6.7;28.8;11531;74.3
BER;200509;145;0;61;953.1;129.6;15.3;3.7;27.7;9826;79.3
BER;200510;98;0;56;953.9;79.2;10.5;4.7;19.9;9461;85.2
BER;200511;62;1;61;951.6;21.8;3.5;-9.8;18.2;6684;80.8
BER;200512;34;1;77;951.5;58.4;-1.1;-14.5;6.8;2953;83.6
BER;200601;48;2;69;955.6;18.4;-2.6;-12.5;6.7;4689;86.9
BER;200602;60;1;83;947.9;35.8;0.0;-8.5;10.5;3485;82.0
BER;200603;112;3;78;945.7;157.8;3.3;-9.2;20.8;6273;78.4
BER;200604;155;0;73;949.3;208.8;8.4;-1.9;21.4;8839;76.8
BER;200605;179;0;78;951.9;181.1;13.1;1.3;23.9;8415;74.2
BER;200606;271;0;46;954.5;40.7;17.8;2.6;30.2;16502;67.0
BER;200607;262;0;45;954.0;46.2;22.1;12.5;33.7;18253;66.7
BER;200608;165;0;75;950.5;181.8;14.8;7.3;24.1;8224;80.1
BER;200609;149;0;66;952.5;139.9;16.4;6.8;27.3;10162;84.1
BER;200610;103;0;68;952.1;79.5;12.0;3.3;21.0;9033;86.7
BER;200611;64;0;57;955.8;46.5;5.8;-5.0;15.8;7448;85.9
BER;200612;42;0;68;960.3;79.1;1.4;-6.8;13.9;5191;87.0
BER;200701;48;1;71;957.3;48.9;3.7;-11.4;13.7;4367;82.4
BER;200702;77;0;65;948.8;112.2;4.0;-5.2;12.7;6625;83.1
BER;200703;139;1;59;951.1;110.2;4.9;-3.0;16.4;9691;79.4
BER;200704;242;0;36;953.6;22.0;12.6;-2.0;25.8;18233;65.4
BER;200705;215;0;70;948.8;173.9;13.9;1.5;26.6;11538;74.9
BER;200706;234;0;76;950.2;183.2;16.9;7.5;28.4;12078;76.8
BER;200707;238;0;62;952.5;209.3;17.3;6.1;30.6;14016;75.4
BER;200708;193;0;65;951.8;207.6;16.9;8.0;29.6;11986;79.4
BER;200709;175;0;58;955.5;71.5;12.7;2.7;24.1;12618;79.1
BER;200710;99;0;65;957.0;30.5;8.6;-2.5;22.7;8478;84.6
BER;200711;51;1;67;954.8;27.5;2.3;-9.2;11.0;4371;84.6
BER;200712;32;0;83;958.3;93.8;0.0;-8.0;10.0;2441;86.7
BER;200801;52;0;59;955.9;61.7;1.9;-6.2;11.5;5802;84.4
BER;200802;100;0;37;960.8;35.7;2.6;-7.8;15.7;10109;80.6
BER;200803;124;1;73;945.4;61.7;4.2;-8.0;17.2;6382;72.4
BER;200804;153;0;78;946.9;123.8;7.5;-2.8;20.7;7084;76.8
BER;200805;231;0;61;949.3;47.5;14.3;4.0;29.5;12973;72.5
BER;200806;236;0;70;952.6;63.5;17.1;6.6;31.3;12338;75.4
BER;200807;256;0;60;952.8;119.1;18.1;7.6;29.6;15787;71.9
BER;200808;211;0;61;952.2;92.2;17.5;6.3;27.9;13804;76.2
BER;200809;145;0;67;953.2;107.3;12.1;0.8;24.2;9521;82.3
BER;200810;93;0;73;954.1;117.8;9.6;-1.0;21.0;6725;85.5
BER;200811;56;1;71;950.6;36.6;3.8;-8.6;14.0;4597;87.4
BER;200812;34;10;73;952.5;78.1;-0.4;-9.9;7.0;2743;87.1
BER;200901;46;9;81;949.1;40.1;-2.9;-12.8;6.8;3818;87.8
BER;200902;85;8;75;949.3;50.9;-0.4;-11.1;11.4;5282;83.0
BER;200903;122;1;70;950.7;94.8;4.1;-5.7;14.2;7128;74.8
BER;200904;201;0;58;948.7;19.1;10.7;1.2;22.4;12460;69.8
BER;200905;238;0;59;954.6;73.3;15.2;1.4;31.4;14063;71.0
BER;200906;266;0;64;952.1;89.8;16.5;6.5;29.4;14840;71.4
BER;200907;241;0;62;953.1;157.9;18.6;9.5;29.7;13665;72.7
BER;200908;237;0;42;954.4;67.7;19.6;6.3;33.2;16941;72.4
BER;200909;158;0;56;955.3;55.4;15.2;5.2;29.1;10781;79.4
BER;200910;106;0;66;953.6;45.3;9.2;-3.3;24.9;8545;80.9
BER;200911;50;0;76;948.2;130.1;6.7;-2.5;14.5;3474;84.8
BER;200912;33;1;82;944.1;134.8;0.7;-12.9;8.5;2372;85.2
BER;201001;44;5;81;948.0;31.0;-2.0;-11.3;6.6;2749;85.0
BER;201002;81;8;79;941.1;53.7;0.1;-14.9;12.9;3674;78.9
BER;201003;133;0;69;951.8;47.3;4.1;-9.2;18.5;8469;70.7
BER;201004;217;0;53;952.9;13.4;9.7;-2.3;25.0;13237;66.2
BER;201005;179;0;82;949.3;138.4;11.8;2.6;26.6;7178;76.2
BER;201006;234;0;64;950.7;82.6;16.6;4.3;29.9;12230;74.9
BER;201007;259;0;52;954.1;54.1;20.3;8.1;32.9;15997;68.8
