stn;time;gre000m0;hto000m0;nto000m0;ure200m0;prestam0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx
ALT;194502;-;-;68;81.5;972.3;112.2;2.9;-;-2.2;11.5
ALT;194503;-;-;56;70.1;972.7;159.4;6.1;-;-1.6;21.5
ALT;194504;-;-;51;67.9;964.9;123.2;10.2;-;0.9;26.0
ALT;194505;-;-;51;58.8;961.8;101.2;15.6;-;1.4;34.5
ALT;194506;-;-;60;66.2;966.9;140.6;18.1;-;7.0;34.8
ALT;194507;-;-;55;70.5;964.8;95.4;19.0;-;8.5;37.4
ALT;194508;-;-;59;74.7;961.0;252.9;16.7;-;10.0;30.0
ALT;194509;-;-;54;80.1;966.6;163.5;14.3;-;5.1;29.0
ALT;194510;-;-;56;73.3;967.6;77.5;9.6;-;2.4;20.9
ALT;194511;-;-;77;81.8;963.4;53.8;3.4;-;-3.1;20.5
ALT;194512;-;-;82;74.7;960.2;121.1;2.2;-;-8.8;13.2
ALT;194601;-;-;79;78.5;968.5;63.3;-1.2;-;-10.4;10.1
ALT;194602;-;-;83;66.3;964.8;134.7;4.1;-;-2.8;14.1
ALT;194603;-;-;59;69.6;960.2;44.1;6.4;-;-2.1;21.9
ALT;194604;-;-;49;63.3;963.4;37.0;11.8;-;2.5;33.0
ALT;194605;-;-;65;64.6;958.5;65.9;14.9;-;5.8;28.7
ALT;194606;-;-;74;73.6;964.8;210.9;15.4;-;5.6;28.6
ALT;194607;-;-;55;74.0;966.4;152.0;18.4;-;9.7;34.6
ALT;194608;-;-;63;74.2;963.4;155.4;17.2;-;7.5;34.0
ALT;194609;-;-;46;77.1;966.1;63.0;14.6;-;8.2;25.9
ALT;194610;-;-;68;77.2;963.4;55.4;9.2;-;1.0;22.3
ALT;194611;-;-;74;79.6;960.8;44.0;4.1;-;-3.4;15.4
ALT;194612;-;-;90;79.8;961.7;33.2;0.4;-;-6.2;8.7
ALT;194701;-;-;80;74.5;963.6;89.4;-2.1;-;-11.8;6.6
ALT;194702;-;-;77;69.0;951.3;25.9;1.2;-;-5.8;14.5
ALT;194703;-;-;75;66.6;955.9;113.1;6.9;-;-4.1;18.0
ALT;194704;-;-;52;64.9;968.2;37.2;11.1;-;1.5;26.0
ALT;194705;-;-;62;66.8;962.5;60.0;15.3;-;6.7;29.5
ALT;194706;-;-;55;71.4;964.7;107.7;18.2;-;8.6;37.5
ALT;194707;-;-;50;74.5;964.5;108.7;19.7;-;11.5;37.5
ALT;194708;-;-;40;73.8;964.7;137.9;19.6;-;11.3;38.0
ALT;194709;-;-;39;72.6;966.6;55.9;16.5;-;7.4;31.7
ALT;194710;-;-;62;87.2;967.1;29.3;9.7;-;2.0;23.0
ALT;194711;-;-;77;86.6;963.3;249.1;6.6;-;-1.8;13.7
ALT;194712;-;-;87;81.8;961.4;118.3;2.0;-;-9.4;14.4
ALT;194801;-;-;82;75.5;955.2;121.3;4.6;-;-3.5;13.8
ALT;194802;-;-;76;69.2;967.6;109.1;3.1;-;-6.1;14.7
ALT;194803;-;-;33;70.8;974.1;42.2;7.5;-;-1.1;20.9
ALT;194804;-;-;52;67.3;960.5;42.3;10.5;-;1.2;26.4
ALT;194805;-;-;56;68.0;960.3;38.1;15.0;-;5.6;28.2
ALT;194806;-;-;68;78.6;963.3;168.8;15.6;-;8.5;31.0
ALT;194807;-;-;76;86.0;965.0;233.5;15.0;-;7.8;30.5
ALT;194808;-;-;65;83.6;963.5;97.7;17.4;-;10.0;30.0
ALT;194809;-;-;46;83.5;966.1;130.0;14.1;-;7.2;27.0
ALT;194810;-;-;66;87.1;966.0;41.9;10.0;-;2.7;23.6
ALT;194811;-;-;80;91.2;971.7;23.2;4.8;-;-1.7;17.9
ALT;194812;-;-;79;83.3;969.9;41.0;1.6;-;-5.7;15.5
ALT;194901;-;-;76;85.1;971.0;117.9;0.9;-;-6.6;10.0
ALT;194902;-;-;44;74.8;974.9;26.3;0.9;-;-10.6;11.3
ALT;194903;-;-;59;67.8;964.5;60.8;3.5;-;-11.8;20.5
ALT;194904;-;-;57;71.2;965.8;106.7;11.6;-;0.2;26.0
ALT;194905;-;-;80;78.9;960.5;90.5;12.0;-;3.7;28.5
ALT;194906;-;-;64;69.4;965.2;93.6;16.6;-;6.0;30.5
ALT;194907;-;-;48;68.2;966.0;82.4;19.4;-;10.0;35.1
ALT;194908;-;-;54;75.4;967.1;117.7;17.9;-;8.0;33.0
ALT;194909;-;-;47;82.1;966.2;95.2;17.1;-;10.6;30.9
ALT;194910;-;-;55;84.4;967.4;37.9;11.4;-;0.9;21.8
ALT;194911;-;-;79;82.5;957.6;82.2;5.3;-;-1.6;17.7
ALT;194912;-;-;75;82.7;963.6;71.8;3.3;-;-4.4;12.7
ALT;195001;-;-;74;80.1;966.6;124.6;0.5;-;-5.4;7.5
ALT;195002;-;-;75;74.0;961.9;110.5;3.8;-;-2.4;12.5
ALT;195003;-;-;54;73.1;966.5;33.8;5.9;-;-2.8;19.0
ALT;195004;-;-;72;74.5;957.4;122.7;7.8;-;-0.7;22.0
ALT;195005;-;-;59;71.4;963.2;89.1;15.0;-;6.4;30.5
ALT;195006;-;-;54;74.2;965.9;108.8;18.5;-;11.9;31.0
ALT;195007;-;-;55;73.2;964.8;143.1;20.1;-;11.3;36.3
ALT;195008;-;-;65;83.9;963.0;136.9;17.9;-;10.0;30.0
ALT;195009;-;-;75;84.8;963.9;127.6;14.0;-;6.4;24.3
ALT;195010;-;-;61;85.7;967.0;15.3;9.2;-;-1.3;20.9
ALT;195011;-;-;80;81.1;959.6;244.2;5.8;-;-1.1;17.7
ALT;195012;-;-;86;79.8;955.1;29.4;0.5;-;-6.8;13.5
ALT;195101;-;-;86;84.0;959.4;133.5;2.2;-;-3.0;10.6
ALT;195102;-;-;81;74.8;955.8;186.4;3.8;-;-1.5;13.0
ALT;195103;-;-;76;71.5;956.4;118.4;4.4;-;-3.8;19.0
ALT;195104;-;-;62;68.1;963.1;85.6;9.0;-;1.7;24.4
ALT;195105;-;-;69;73.8;958.4;123.7;12.8;-;2.5;25.8
ALT;195106;-;-;75;79.2;964.0;130.0;15.9;-;9.4;31.0
ALT;195107;-;-;57;81.0;966.0;113.2;17.9;-;11.2;30.6
ALT;195108;-;-;56;82.8;963.6;164.6;17.3;-;10.0;30.4
ALT;195109;-;-;56;86.0;965.3;58.2;15.1;-;6.5;27.5
ALT;195110;-;-;69;86.0;964.5;52.0;9.1;-;1.9;19.5
ALT;195111;-;-;78;74.6;958.3;159.6;8.3;-;-0.5;20.0
ALT;195112;-;-;67;87.2;967.6;45.7;1.4;-;-3.6;15.6
ALT;195201;-;-;82;78.9;960.8;84.6;-0.1;-;-10.6;8.9
ALT;195202;-;-;87;82.5;964.4;131.4;-0.7;-;-7.5;6.1
ALT;195203;-;-;75;77.6;959.3;120.3;5.9;-;-2.3;18.1
ALT;195204;-;-;66;69.2;963.3;44.6;11.1;-;-0.9;23.0
ALT;195205;-;-;63;65.6;963.7;58.1;14.6;-;5.8;26.0
ALT;195206;-;-;62;76.9;966.2;102.0;17.5;-;10.5;29.6
ALT;195207;-;-;54;74.0;965.5;148.1;20.1;-;11.9;34.0
ALT;195208;-;-;53;76.6;963.7;104.3;18.6;-;10.0;30.9
ALT;195209;-;-;74;82.6;962.2;103.7;12.1;-;3.7;22.8
ALT;195210;-;-;83;85.8;962.3;133.7;9.0;-;2.0;18.2
ALT;195211;-;-;80;80.8;959.6;215.6;3.9;-;-6.8;11.7
ALT;195212;-;-;92;83.2;959.9;122.7;1.4;-;-2.5;14.1
ALT;195301;-;-;90;79.1;965.6;50.1;-1.8;-;-7.0;4.3
ALT;195302;-;-;80;76.1;963.5;25.7;-0.5;-;-6.8;6.5
ALT;195303;-;-;38;66.8;973.5;14.3;5.4;-;-4.4;21.6
ALT;195304;-;-;61;73.3;961.0;103.2;10.3;-;2.0;22.0
ALT;195305;-;-;57;71.6;963.4;110.9;14.3;-;1.0;30.5
ALT;195306;-;-;82;80.0;959.9;205.1;15.1;-;5.3;25.6
ALT;195307;-;-;68;77.9;964.6;146.3;18.2;-;10.5;28.0
ALT;195308;-;-;53;81.2;967.5;86.3;17.1;-;9.9;29.5
ALT;195309;-;-;65;80.8;964.8;79.4;15.7;-;8.5;27.3
ALT;195310;-;-;71;83.2;965.5;98.6;11.2;-;1.7;22.0
ALT;195311;-;-;74;86.0;972.3;26.4;4.3;-;-0.1;14.6
ALT;195312;-;-;81;85.5;969.0;40.3;3.8;-;-6.2;16.5
ALT;195401;-;-;90;79.2;963.0;142.5;-1.3;-;-8.6;7.4
ALT;195402;-;-;86;79.4;957.5;62.6;0.2;-;-8.6;9.5
ALT;195403;-;-;63;69.2;957.3;21.9;6.9;-;-1.7;18.0
ALT;195404;-;-;84;79.1;964.5;116.4;6.8;-;0.1;17.2
ALT;195405;-;-;69;75.2;961.6;106.5;11.9;-;4.5;24.9
ALT;195406;-;-;72;77.8;963.5;128.4;16.2;-;9.0;29.0
ALT;195407;-;-;77;79.6;963.7;191.0;15.5;-;8.5;27.5
ALT;195408;-;-;68;79.8;963.1;211.2;16.0;-;8.0;29.8
ALT;195409;-;-;63;82.6;966.1;142.0;14.5;-;3.7;25.0
ALT;195410;-;-;59;84.6;967.0;88.3;9.3;-;2.4;19.3
ALT;195411;-;-;66;76.1;963.7;46.6;6.4;-;-3.9;16.7
ALT;195412;-;-;85;83.3;964.4;236.6;3.1;-;-2.4;16.0
ALT;195501;-;-;90;84.0;958.2;123.2;2.2;-;-5.9;13.0
ALT;195502;-;-;84;76.3;952.7;128.6;1.9;-;-7.4;14.5
ALT;195503;-;-;76;69.7;960.3;45.2;3.7;-;-5.6;22.9
ALT;195504;-;-;56;69.8;967.7;73.2;8.8;-;-0.6;26.8
ALT;195505;-;-;64;70.8;964.6;120.9;12.0;-;2.0;26.5
ALT;195506;-;-;72;77.1;964.0;150.3;16.0;-;5.3;26.6
ALT;195507;-;-;78;84.9;964.4;180.6;17.1;-;8.0;29.9
ALT;195508;-;-;66;83.7;965.5;155.9;16.2;-;7.5;26.5
ALT;195509;-;-;61;84.1;966.0;97.7;13.4;-;4.4;22.5
ALT;195510;-;-;65;81.1;963.5;71.7;8.4;-;-1.2;18.6
ALT;195511;-;-;78;81.1;966.5;19.9;3.6;-;-7.3;14.0
ALT;195512;-;-;85;85.5;961.9;84.5;4.0;2754;-3.0;13.7
ALT;195601;-;-;77;78.5;961.7;77.7;2.6;2532;-3.1;12.4
ALT;195602;-;-;91;70.9;961.7;17.6;-6.8;3780;-18.9;6.6
ALT;195603;-;-;74;64.8;962.7;158.7;6.0;7794;-6.1;17.1
ALT;195604;-;-;75;73.5;958.5;100.6;7.4;8844;-3.0;21.7
ALT;195605;-;-;60;76.7;967.4;108.3;13.1;11628;3.3;29.8
ALT;195606;-;-;79;82.8;966.0;166.1;13.4;7878;5.2;26.3
ALT;195607;-;-;68;83.1;964.5;163.2;17.3;11988;9.5;28.3
ALT;195608;-;-;77;85.4;962.2;194.3;15.7;9030;8.2;27.0
ALT;195609;-;-;52;82.3;965.8;115.5;15.3;9504;9.0;26.6
ALT;195610;-;-;66;88.7;968.6;112.8;7.3;6282;0.5;20.9
ALT;195611;-;-;87;86.0;965.4;45.8;3.2;1926;-1.6;10.3
ALT;195612;-;-;71;85.1;969.9;19.2;0.7;3144;-9.4;8.8
ALT;195701;-;-;80;84.3;969.7;33.2;-0.3;2664;-7.4;11.8
ALT;195702;-;-;77;76.9;960.3;134.1;5.3;4542;-1.8;14.3
ALT;195703;-;-;59;78.0;964.0;52.8;8.1;9510;-2.3;19.5
ALT;195704;-;-;73;77.4;963.2;58.4;8.8;8238;-0.5;21.0
ALT;195705;-;-;80;79.7;962.0;119.5;10.0;7386;-0.5;23.3
ALT;195706;-;-;65;79.9;964.4;148.2;16.4;11310;7.0;29.0
ALT;195707;-;-;67;83.5;964.5;176.4;17.1;9120;9.5;32.3
ALT;195708;-;-;72;83.4;964.4;145.9;16.1;10572;8.4;27.8
ALT;195709;-;-;66;85.1;965.0;121.3;13.2;7014;5.5;23.7
ALT;195710;-;-;62;87.0;966.8;24.7;8.4;6978;1.1;21.0
ALT;195711;-;-;91;82.5;964.5;51.5;6.0;1548;1.0;17.2
ALT;195712;-;-;76;75.4;962.9;67.1;2.5;2874;-5.7;13.9
ALT;195801;-;-;82;79.1;962.4;63.6;0.7;3306;-6.9;13.2
ALT;195802;-;-;85;80.9;961.8;165.6;3.9;3402;-5.0;16.0
ALT;195803;-;-;78;77.0;957.5;74.9;1.8;6210;-7.5;14.8
ALT;195804;-;-;72;76.2;961.3;128.8;6.4;8328;-3.0;18.3
ALT;195805;-;-;62;72.5;964.6;84.5;15.0;11022;4.4;27.0
ALT;195806;-;-;69;77.6;962.2;133.9;15.4;10074;7.4;27.4
ALT;195807;-;-;69;81.7;964.2;148.4;17.7;11658;9.4;30.0
ALT;195808;-;-;64;81.4;963.6;159.6;17.7;11688;8.9;27.9
ALT;195809;-;-;58;81.9;965.8;75.8;15.6;10152;6.2;24.8
ALT;195810;-;-;79;87.7;968.8;233.9;8.5;3060;-1.5;22.6
ALT;195811;-;-;88;92.4;966.1;78.9;4.3;1908;-1.8;10.0
ALT;195812;-;-;74;79.4;956.1;76.5;3.9;1818;-6.4;15.7
ALT;195901;-;2;74;80.4;962.1;96.7;1.0;2178;-8.5;15.2
ALT;195902;-;0;41;84.8;976.1;22.4;1.2;6810;-5.4;13.2
ALT;195903;-;0;58;74.0;962.3;57.3;8.9;6966;-1.0;18.7
ALT;195904;-;0;50;70.9;958.9;97.7;10.3;10782;-2.5;24.2
ALT;195905;-;0;59;72.3;961.4;60.9;14.3;12450;1.5;24.7
ALT;195906;-;0;69;77.6;966.0;156.8;16.5;7740;6.8;27.0
ALT;195907;-;0;50;76.5;965.1;143.5;19.3;13686;10.0;30.0
ALT;195908;-;0;63;89.1;965.0;79.0;17.0;9522;8.8;28.8
ALT;195909;-;0;48;88.9;965.8;38.8;15.5;9414;6.8;24.7
ALT;195910;-;0;42;89.0;965.7;125.5;9.3;8430;0.1;19.8
ALT;195911;-;0;71;87.7;961.6;63.6;3.9;3138;-3.5;16.7
ALT;195912;-;0;69;82.9;956.3;90.9;4.1;2100;-6.0;15.0
ALT;196001;-;3;68;81.5;962.6;58.3;0.8;2424;-15.0;15.8
ALT;196002;-;0;71;84.1;958.9;50.9;3.1;4158;-7.8;16.0
ALT;196003;-;0;66;72.4;957.8;69.9;8.2;6696;-2.8;18.2
ALT;196004;-;0;67;80.9;963.5;66.6;8.8;8256;0.0;20.0
ALT;196005;-;0;59;76.9;963.8;78.7;14.5;12342;0.8;26.7
ALT;196006;-;0;64;80.3;965.7;219.2;17.2;11496;6.7;28.0
ALT;196007;-;0;78;84.0;963.8;169.8;15.8;8844;7.0;27.1
ALT;196008;-;0;57;83.0;962.5;172.8;17.1;10848;8.5;30.0
ALT;196009;-;0;61;87.3;962.9;183.0;13.0;7758;3.6;23.4
ALT;196010;-;0;69;77.0;956.2;116.6;10.8;5520;-1.3;24.3
ALT;196011;-;0;66;81.9;960.3;112.8;7.2;4104;-1.5;20.0
ALT;196012;-;2;72;87.1;957.1;69.6;1.2;1986;-9.6;14.7
ALT;196101;-;1;79;88.2;962.5;52.3;1.1;1278;-6.7;10.6
ALT;196102;-;0;55;75.6;970.6;95.6;5.1;5982;-2.3;17.6
ALT;196103;-;0;38;73.8;971.8;45.5;6.0;10392;-4.0;18.0
ALT;196104;-;0;60;75.3;958.9;75.4;11.9;9234;2.3;22.8
ALT;196105;-;0;73;76.9;962.3;140.9;11.8;8592;0.2;24.7
ALT;196106;-;0;64;76.2;964.5;139.6;17.0;11892;6.0;30.9
ALT;196107;-;0;66;76.7;964.7;176.8;16.8;11382;7.7;29.0
ALT;196108;-;0;54;78.5;967.2;161.8;16.8;12096;6.7;28.0
ALT;196109;-;0;43;75.6;966.4;32.9;17.6;11436;7.7;29.5
ALT;196110;-;0;48;79.5;962.9;81.1;11.0;8346;0.0;23.9
ALT;196111;-;0;72;81.5;959.7;23.3;5.1;2934;-1.5;17.6
ALT;196112;-;0;75;82.4;962.0;134.1;2.9;1998;-9.5;17.7
ALT;196201;-;0;67;77.3;966.2;117.9;2.1;2988;-11.0;14.5
ALT;196202;-;2;68;74.6;966.7;109.5;1.1;4590;-10.8;9.6
ALT;196203;-;0;71;68.6;956.2;65.0;3.1;6492;-7.8;18.5
ALT;196204;-;0;61;62.3;962.0;53.6;9.6;9702;-1.3;24.0
ALT;196205;-;0;72;72.6;963.3;130.3;11.4;8820;-0.5;27.6
ALT;196206;-;0;56;68.1;967.7;93.7;15.4;12606;0.8;29.0
ALT;196207;-;0;67;73.2;964.8;129.3;17.1;10536;5.6;31.7
ALT;196208;-;0;42;74.2;966.2;111.8;18.5;14946;8.8;29.2
ALT;196209;-;0;53;76.3;965.0;46.6;14.3;9750;2.5;29.8
ALT;196210;-;0;54;81.7;967.0;12.1;10.0;7632;-0.4;22.0
ALT;196211;-;0;69;72.8;959.6;47.6;4.7;2664;-7.8;22.0
ALT;196212;-;2;93;82.7;961.9;163.7;-1.6;618;-13.0;10.5
ALT;196301;-;18;89;78.8;962.8;86.5;-3.7;2196;-19.0;15.8
ALT;196302;-;14;83;78.4;955.4;40.6;-2.7;3696;-15.0;10.5
ALT;196303;-;1;63;75.1;962.6;101.1;3.5;6864;-8.6;15.4
ALT;196304;-;0;73;68.8;959.5;84.4;10.1;7296;-0.7;20.5
ALT;196305;-;0;68;75.4;963.2;91.8;12.2;9384;0.8;23.7
ALT;196306;-;0;62;74.7;961.8;156.5;16.1;9792;7.8;30.0
ALT;196307;-;0;56;76.0;965.9;105.7;18.5;12126;8.5;28.4
ALT;196308;-;0;63;79.1;961.4;125.2;16.4;9612;6.6;30.6
ALT;196309;-;0;64;82.2;965.5;75.2;14.3;7746;4.0;24.0
ALT;196310;-;0;52;81.1;967.8;66.1;9.4;8370;0.5;18.4
ALT;196311;-;0;62;73.2;958.5;110.1;8.5;4008;-0.5;20.3
ALT;196312;-;0;74;81.9;963.6;8.2;-0.9;1962;-9.8;16.3
ALT;196401;-;0;83;82.9;975.2;19.7;-1.5;1362;-7.3;12.2
ALT;196402;-;1;63;75.8;963.7;48.4;3.3;5070;-7.2;18.6
ALT;196403;-;0;79;81.8;957.9;80.6;3.9;3888;-5.0;16.9
ALT;196404;-;0;66;71.2;962.0;124.6;10.0;8196;1.0;21.5
ALT;196405;-;0;60;69.9;965.1;131.8;14.7;12012;4.5;26.7
ALT;196406;-;0;59;70.9;964.0;127.4;18.0;11730;7.9;29.0
ALT;196407;-;0;46;69.9;966.2;80.0;19.6;14682;8.6;31.8
ALT;196408;-;0;53;76.5;964.0;118.6;17.0;10548;8.0;29.1
ALT;196409;-;0;50;77.4;967.7;91.9;15.1;9666;2.1;28.4
ALT;196410;-;0;79;84.1;962.9;77.1;8.5;4608;-0.4;21.2
ALT;196411;-;0;91;86.9;966.4;131.8;5.6;1410;0.0;11.7
ALT;196412;-;7;77;81.4;961.6;34.0;-0.2;1566;-9.8;13.2
ALT;196501;-;1;76;75.9;959.7;70.6;2.1;2232;-9.0;16.3
ALT;196502;-;10;61;72.3;966.8;44.7;-2.4;5874;-12.5;8.0
ALT;196503;-;0;64;71.7;963.1;84.8;4.7;6864;-9.7;18.4
ALT;196504;-;0;73;72.3;959.6;150.9;7.3;6804;-0.5;20.2
ALT;196505;-;0;70;77.6;962.5;135.7;12.2;9210;3.0;25.5
ALT;196506;-;0;66;80.3;963.8;166.0;16.4;9894;5.5;30.2
ALT;196507;-;0;70;80.4;963.1;194.1;16.3;9408;5.4;28.7
ALT;196508;-;0;64;79.6;964.0;218.1;16.2;9774;8.6;32.1
ALT;196509;-;0;58;77.9;961.2;185.6;13.1;8424;3.0;24.6
ALT;196510;-;0;58;87.6;967.6;7.0;8.8;5496;0.6;21.5
ALT;196511;-;1;84;82.1;957.1;112.7;4.8;1476;-8.2;15.6
ALT;196512;-;0;82;82.3;957.6;166.9;3.1;1482;-4.6;11.8
ALT;196601;-;3;70;77.8;960.7;48.1;-0.6;3186;-15.5;13.6
ALT;196602;-;0;72;71.7;956.3;128.7;6.8;3690;-2.0;17.2
ALT;196603;-;0;63;73.5;966.3;102.0;3.8;7302;-3.6;16.1
ALT;196604;-;0;63;71.6;958.9;87.7;10.4;9156;0.1;21.5
ALT;196605;-;0;56;71.6;964.5;136.7;13.4;12138;2.5;26.5
ALT;196606;-;0;55;68.8;964.0;117.8;17.5;12516;7.0;29.5
ALT;196607;-;0;70;79.2;962.6;197.5;15.9;8844;8.0;27.7
ALT;196608;-;0;69;80.2;963.3;141.7;15.8;8238;4.6;29.1
ALT;196609;-;0;53;82.5;965.6;28.9;15.2;9156;6.6;25.9
ALT;196610;-;0;62;77.6;957.5;48.3;13.0;5952;2.0;26.6
ALT;196611;-;1;76;73.2;961.1;120.5;4.6;3072;-5.5;21.5
ALT;196612;-;0;76;81.7;961.0;123.8;1.7;1368;-5.8;14.0
ALT;196701;-;11;72;86.2;967.0;115.3;-0.3;3162;-13.8;10.4
ALT;196702;-;0;57;71.0;965.3;59.7;3.7;5730;-7.4;18.5
ALT;196703;-;0;69;75.2;966.7;167.3;6.1;5994;-1.1;19.5
ALT;196704;-;0;67;70.8;961.1;77.6;7.7;9264;-1.8;21.8
ALT;196705;-;0;59;64.7;961.2;121.9;13.7;11424;-0.5;30.4
ALT;196706;-;0;61;72.6;966.7;85.8;15.5;11766;3.7;32.1
ALT;196707;-;0;52;72.4;966.4;125.9;19.6;14208;7.2;30.0
ALT;196708;-;0;66;77.3;964.7;127.8;17.6;10932;7.7;28.8
ALT;196709;-;0;61;82.2;963.3;126.6;13.5;7254;6.5;26.0
ALT;196710;-;0;36;78.2;964.6;39.6;11.3;9990;-0.6;25.0
ALT;196711;-;0;80;83.2;964.3;26.7;6.0;1938;-2.8;19.1
ALT;196712;-;4;82;80.5;964.3;63.7;-0.5;1680;-12.0;8.5
ALT;196801;-;23;82;82.9;964.1;223.2;-0.7;2112;-13.0;8.0
ALT;196802;-;5;77;82.6;958.7;46.3;2.5;3582;-6.8;13.0
ALT;196803;-;0;55;70.4;963.9;63.1;5.3;8856;-5.5;22.2
ALT;196804;-;0;56;62.7;961.9;70.3;10.7;11310;-2.0;26.5
ALT;196805;-;0;71;69.5;962.0;153.3;12.7;10116;0.8;24.6
ALT;196806;-;0;65;69.2;964.2;102.6;16.3;11370;5.7;29.2
ALT;196807;-;0;64;72.9;966.1;154.6;17.4;11448;7.5;29.7
ALT;196808;-;0;70;80.9;962.3;203.4;15.7;8124;6.2;25.5
ALT;196809;-;0;63;82.1;963.3;153.5;13.2;8568;2.5;23.2
ALT;196810;-;0;57;81.3;967.4;28.2;11.0;7320;2.2;24.5
ALT;196811;-;1;77;85.3;960.6;113.7;4.4;2484;-5.4;22.0
ALT;196812;-;3;87;84.1;958.5;104.7;0.1;1314;-11.0;10.6
ALT;196901;-;7;73;80.2;962.3;56.7;1.5;2442;-8.7;11.5
ALT;196902;-;6;71;69.7;955.6;47.7;0.6;5082;-11.0;15.5
ALT;196903;-;0;72;73.6;957.3;21.6;4.8;5010;-2.2;15.5
ALT;196904;-;0;73;68.6;961.6;104.5;8.2;7104;-2.5;23.0
ALT;196905;-;0;59;65.4;961.0;112.8;14.4;12462;3.0;31.2
ALT;196906;-;0;70;74.9;962.0;284.2;13.9;7740;3.0;24.5
ALT;196907;-;0;54;73.2;968.5;126.1;18.6;14046;7.8;29.0
ALT;196908;-;0;62;76.7;963.7;204.6;16.3;10128;5.1;27.4
ALT;196909;-;0;60;79.8;964.6;25.4;15.2;8724;6.6;23.8
ALT;196910;-;0;48;82.3;969.3;27.8;9.7;8250;2.5;17.8
ALT;196911;-;0;60;73.2;958.9;78.7;5.8;4476;-5.2;20.4
ALT;196912;-;5;83;78.0;959.8;84.0;-2.5;1590;-9.0;6.4
ALT;197001;-;1;76;75.5;956.9;54.7;2.1;2352;-9.9;16.0
ALT;197002;-;5;84;76.1;957.8;246.1;1.4;1422;-6.8;11.5
ALT;197003;-;5;68;72.0;958.8;71.0;2.2;6066;-7.6;15.0
ALT;197004;-;0;80;71.7;962.0;173.0;6.3;6588;-5.0;22.8
ALT;197005;-;0;70;69.1;962.9;100.2;11.7;9486;0.8;23.0
ALT;197006;-;0;61;69.9;964.4;123.8;17.4;11856;6.0;27.5
ALT;197007;-;0;63;73.4;964.4;139.3;17.2;12582;5.5;27.9
ALT;197008;-;0;65;79.2;963.5;231.3;17.2;8892;9.0;29.6
ALT;197009;-;0;43;79.4;966.8;74.1;14.9;10764;5.6;28.8
ALT;197010;-;0;60;76.8;967.1;114.6;9.3;7386;0.0;26.9
ALT;197011;-;0;73;78.2;963.4;58.2;6.7;2658;-1.6;19.8
ALT;197012;-;1;77;82.0;967.0;36.1;-0.2;2058;-10.7;9.8
ALT;197101;-;6;73;79.4;960.2;9.9;-0.2;1932;-14.7;15.0
ALT;197102;-;3;76;81.7;965.9;67.9;0.3;3468;-6.8;9.5
ALT;197103;-;0;74;67.8;959.4;47.1;1.7;6984;-12.0;15.2
ALT;197104;-;0;56;66.3;958.0;37.1;11.0;11424;0.4;23.0
ALT;197105;-;0;71;68.3;958.8;68.8;15.0;9732;5.0;28.0
ALT;197106;-;0;75;80.0;961.2;246.1;14.2;8448;6.5;24.7
ALT;197107;-;0;48;68.9;965.4;52.3;19.0;15924;6.7;30.0
ALT;197108;-;0;55;74.6;963.7;166.6;18.5;12150;9.7;35.6
ALT;197109;-;0;55;79.5;968.4;74.0;13.5;10866;2.5;23.2
ALT;197110;-;0;51;83.3;972.2;25.3;9.9;9204;0.2;21.0
ALT;197111;-;0;73;86.0;961.1;117.3;3.5;2904;-7.8;18.5
ALT;197112;-;6;83;91.7;972.3;48.9;0.5;1830;-6.5;7.8
ALT;197201;-;0;76;83.8;959.9;18.4;1.3;1986;-5.0;12.2
ALT;197202;-;0;76;69.4;957.8;8.5;6.3;4578;-5.4;18.6
ALT;197203;-;0;60;72.4;960.3;24.5;7.0;9372;-2.1;17.0
ALT;197204;-;0;84;80.5;958.0;101.2;7.9;4926;0.0;22.1
ALT;197205;-;0;75;76.2;960.7;110.2;12.1;8328;1.2;24.5
ALT;197206;-;0;68;76.5;962.6;135.4;14.9;9876;4.6;26.5
ALT;197207;-;0;75;82.7;964.7;142.9;16.8;8664;8.0;30.2
ALT;197208;-;0;66;81.7;964.9;134.3;16.2;9810;7.2;33.1
ALT;197209;-;0;56;81.7;964.7;59.2;11.2;8610;1.8;23.0
ALT;197210;-;0;70;83.0;965.4;98.0;8.1;5838;-0.2;20.6
ALT;197211;-;0;71;86.0;965.8;213.0;4.4;2622;-6.3;15.4
ALT;197212;-;0;66;83.8;970.2;15.6;1.4;2100;-6.2;15.4
ALT;197301;-;0;84;84.7;968.0;46.4;0.7;1404;-6.6;11.8
ALT;197302;-;2;71;79.0;962.3;40.2;0.3;3888;-7.8;8.4
ALT;197303;-;0;61;74.1;968.8;23.8;3.4;7944;-7.2;16.8
ALT;197304;-;0;75;73.1;961.5;88.8;5.6;8058;-2.6;21.4
ALT;197305;-;0;65;70.7;964.0;63.7;14.6;10374;2.8;24.4
ALT;197306;-;0;71;80.6;965.5;200.0;16.3;10368;2.2;28.6
ALT;197307;-;0;74;83.1;962.4;193.1;17.0;9156;8.8;27.8
ALT;197308;-;0;61;81.1;966.5;118.5;19.0;11730;11.5;31.4
ALT;197309;-;0;59;81.7;965.0;77.4;15.2;9474;5.2;27.0
ALT;197310;-;0;68;85.4;966.4;110.9;8.3;5040;-0.2;26.2
ALT;197311;-;1;70;84.3;968.9;68.6;4.0;2760;-7.6;19.4
