stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx;ure200m0
ENG;196005;-;0;59;901.5;136.3;11.0;-;-;-;72.1
ENG;196006;-;0;63;903.8;248.7;13.7;-;-;-;76.9
ENG;196007;-;0;76;901.5;199.6;12.8;-;-;-;79.1
ENG;196008;-;0;61;900.7;244.0;13.5;-;-;-;78.8
ENG;196009;-;0;65;900.2;239.8;9.8;-;-;-;83.0
ENG;196010;-;2;66;893.2;141.9;7.0;-;-;-;74.3
ENG;196011;-;1;67;896.3;145.7;3.3;-;-;-;79.0
ENG;196012;-;19;66;892.0;72.8;-3.0;-;-;-;82.3
ENG;196101;-;35;68;897.0;71.1;-2.3;-;-;-;79.3
ENG;196102;-;34;53;905.9;99.5;2.3;-;-;-;70.4
ENG;196103;-;8;37;907.0;76.9;2.6;-;-;-;70.6
ENG;196104;-;0;63;895.9;114.1;8.2;-;-;-;75.2
ENG;196105;-;1;77;899.0;158.5;8.1;-;-;-;76.0
ENG;196106;-;0;63;902.2;187.6;13.8;-;-;-;76.2
ENG;196107;-;0;67;902.4;201.9;13.5;-;-;-;76.3
ENG;196108;-;0;52;905.0;195.2;13.6;-;-;-;76.7
ENG;196109;-;0;45;904.5;59.9;14.3;-;-;-;75.7
ENG;196110;-;0;51;899.7;80.9;7.7;-;-;-;79.1
ENG;196111;-;3;61;895.1;40.5;1.7;-;-;-;76.9
ENG;196112;-;2;57;896.7;169.9;-0.8;-;-;-;82.9
ENG;196201;-;15;69;900.6;141.7;-1.4;-;-;-;76.5
ENG;196202;-;27;71;900.7;120.3;-2.5;-;-;-;78.5
ENG;196203;-;32;76;890.8;97.3;-1.7;-;-;-;76.5
ENG;196204;-;4;62;897.8;76.0;5.3;-;-;-;64.1
ENG;196205;-;0;73;899.6;181.1;7.7;-;-;-;72.9
ENG;196206;-;0;58;904.6;88.3;11.5;-;-;-;68.6
ENG;196207;-;0;65;902.4;157.8;13.3;-;-;-;74.8
ENG;196208;-;0;40;904.2;129.1;14.9;-;-;-;75.8
ENG;196209;-;0;49;902.2;90.1;10.9;-;-;-;78.0
ENG;196210;-;1;49;903.2;31.8;6.9;-;-;-;80.3
ENG;196211;-;9;65;894.7;63.1;0.3;-;-;-;74.4
ENG;196212;-;47;58;895.6;208.8;-5.7;-;-;-;82.6
ENG;196301;-;85;71;895.6;100.0;-8.2;-;-;-;77.8
ENG;196302;-;91;57;889.1;58.2;-6.7;-;-;-;76.5
ENG;196303;-;85;60;897.6;164.1;0.3;-;-;-;71.0
ENG;196304;-;27;75;895.9;100.9;6.0;-;-;-;69.9
ENG;196305;-;0;71;899.8;147.4;8.4;-;-;-;75.1
ENG;196306;-;0;67;899.3;163.9;12.7;-;-;-;74.4
ENG;196307;-;0;61;903.9;164.1;14.9;-;-;-;75.9
ENG;196308;-;0;68;899.3;172.4;13.0;-;-;-;78.6
ENG;196309;-;0;67;902.8;107.4;11.0;-;-;-;82.2
ENG;196310;-;0;49;904.1;88.2;6.5;-;-;-;75.8
ENG;196311;-;0;62;894.9;118.9;4.8;-;-;-;72.2
ENG;196312;-;3;47;897.5;13.8;-4.2;-;-;-;73.8
ENG;196401;-;4;40;908.0;20.4;-4.7;-;-;-;74.9
ENG;196402;-;10;59;898.4;58.0;-0.4;-;-;-;73.6
ENG;196403;-;6;80;893.2;126.9;0.3;-;-;-;83.2
ENG;196404;-;0;67;898.2;127.4;6.1;-;-;-;71.5
ENG;196405;-;0;63;902.3;182.6;11.4;-;-;-;69.0
ENG;196406;-;0;62;901.8;146.5;14.1;-;-;-;71.7
ENG;196407;-;0;51;904.6;111.2;15.7;-;-;-;70.1
ENG;196408;-;0;57;902.0;145.0;13.2;-;-;-;76.2
ENG;196409;-;0;44;905.3;119.7;11.6;-;-;-;75.2
ENG;196410;-;1;72;899.0;108.7;4.9;-;-;-;81.8
ENG;196411;-;1;76;901.8;121.8;2.4;-;-;-;85.9
ENG;196412;-;24;59;896.3;56.2;-3.1;-;-;-;77.3
ENG;196501;-;51;72;894.6;111.3;-1.3;-;-;-;74.8
ENG;196502;-;83;54;900.1;83.9;-6.5;-;-;-;78.1
ENG;196503;-;68;61;898.4;98.6;0.5;-;-;-;72.1
ENG;196504;-;4;72;895.6;188.2;3.7;-;-;-;72.1
ENG;196505;-;0;69;899.4;171.8;9.0;-;-;-;69.1
ENG;196506;-;0;66;901.5;216.2;13.2;-;-;-;71.3
ENG;196507;-;0;68;900.7;266.2;13.2;-;-;-;75.0
ENG;196508;-;0;66;901.8;212.4;12.8;-;-;-;76.7
ENG;196509;-;0;57;898.5;212.7;9.4;-;-;-;76.4
ENG;196510;-;0;44;903.9;14.5;6.7;-;-;-;76.7
ENG;196511;-;11;78;892.7;156.8;1.7;-;-;-;76.6
ENG;196512;-;20;79;893.0;210.3;0.2;-;-;-;73.9
ENG;196601;-;36;57;894.8;58.0;-4.6;-;-;-;73.2
ENG;196602;-;9;65;892.5;147.2;3.0;-;-;-;71.0
ENG;196603;-;14;67;901.2;152.7;0.3;-;-;-;71.6
ENG;196604;-;0;65;895.6;126.8;6.8;-;-;-;68.7
ENG;196605;-;0;56;901.6;140.8;9.8;-;-;-;67.1
ENG;196606;-;0;55;901.9;128.7;13.7;-;-;-;68.5
ENG;196607;-;0;69;900.7;270.8;13.2;-;-;-;76.8
ENG;196608;-;0;69;901.1;220.2;12.3;-;-;-;77.9
ENG;196609;-;0;52;903.4;51.0;12.3;-;-;-;78.3
ENG;196610;-;0;62;895.1;100.8;9.3;-;-;-;78.4
ENG;196611;-;20;72;896.4;140.2;-0.1;-;-;-;76.7
ENG;196612;-;30;74;895.9;140.4;-1.2;-;-;-;76.5
ENG;196701;-;59;64;901.1;104.3;-2.9;-;-;-;80.7
ENG;196702;-;31;54;900.2;66.9;-0.1;-;-;-;67.3
ENG;196703;-;15;66;902.1;180.9;2.6;-;-;-;74.2
ENG;196704;-;5;64;897.1;90.3;3.7;-;-;-;72.8
ENG;196705;-;1;57;898.3;181.9;9.3;-;-;-;66.2
ENG;196706;-;0;57;903.8;125.6;11.7;-;-;-;71.3
ENG;196707;-;0;53;904.6;210.1;16.5;-;-;-;77.0
ENG;196708;-;0;67;902.6;147.8;14.6;-;-;-;81.0
ENG;196709;-;0;64;901.1;146.8;10.7;-;-;-;85.1
ENG;196710;-;0;34;901.8;66.3;9.0;-;-;-;78.5
ENG;196711;-;1;60;899.7;35.8;3.1;-;-;-;82.1
ENG;196712;-;19;68;898.1;99.9;-4.3;-;-;-;85.2
ENG;196801;-;89;68;898.0;316.1;-3.4;-;-;-;85.8
ENG;196802;-;118;72;893.5;88.0;-0.6;-;-;-;83.5
ENG;196803;-;103;55;899.0;80.4;0.9;-;-;-;72.9
ENG;196804;-;19;52;898.3;91.6;5.7;-;-;-;73.8
ENG;196805;-;0;69;898.6;173.7;9.1;-;-;-;75.8
ENG;196806;-;0;65;901.5;118.6;12.8;-;-;-;76.5
ENG;196807;-;0;62;903.5;158.7;13.8;-;-;-;80.4
ENG;196808;-;0;77;899.8;243.4;12.6;-;-;-;86.1
ENG;196809;-;0;61;900.3;160.3;10.2;-;-;-;85.6
ENG;196810;-;0;48;904.0;33.5;8.9;-;-;-;80.2
ENG;196811;-;3;61;895.9;164.8;1.8;-;-;-;85.9
ENG;196812;-;12;61;892.9;105.2;-3.2;-;-;-;83.7
ENG;196901;-;40;54;896.8;49.7;-1.5;-;-;-;78.5
ENG;196902;-;51;68;890.2;61.5;-3.4;-;-;-;77.4
ENG;196903;-;15;68;893.0;42.7;0.9;-;-;-;82.3
ENG;196904;-;5;72;898.0;136.9;4.8;-;-;-;73.9
ENG;196905;-;0;57;898.2;110.1;10.8;-;-;-;71.4
ENG;196906;-;0;75;899.1;310.7;10.7;-;-;-;81.3
ENG;196907;-;0;56;906.0;157.1;15.3;-;-;-;79.4
ENG;196908;-;0;65;901.4;254.0;12.7;-;-;-;86.2
ENG;196909;-;0;57;901.9;60.4;11.7;-;3.7;20.9;88.1
ENG;196910;-;0;27;905.9;22.2;7.6;11232;-0.8;18.7;81.8
ENG;196911;-;4;55;895.0;108.0;2.1;4686;-12.2;15.5;81.2
ENG;196912;-;40;58;893.4;98.1;-7.5;1932;-18.0;2.3;89.1
ENG;197001;-;25;61;892.0;56.2;-1.8;2712;-16.6;12.0;80.5
ENG;197002;-;53;85;892.8;248.1;-1.9;1710;-16.8;11.5;81.8
ENG;197003;-;72;68;893.7;96.9;-2.0;6222;-14.5;9.7;81.5
ENG;197004;-;35;83;897.6;188.5;2.2;6024;-12.0;18.9;76.5
ENG;197005;-;0;75;899.5;117.7;8.2;8442;-1.8;20.4;74.8
ENG;197006;-;0;63;902.1;108.6;13.9;10788;3.0;26.1;76.7
ENG;197007;-;0;67;902.2;198.2;13.8;10698;2.3;25.3;78.7
ENG;197008;-;0;69;901.5;265.2;13.8;8046;5.3;27.0;84.6
ENG;197009;-;0;42;904.3;70.0;11.6;11298;1.5;25.0;82.2
ENG;197010;-;1;53;903.6;113.4;6.2;8124;-7.5;23.2;78.4
ENG;197011;-;1;60;899.5;78.0;3.7;3564;-7.3;19.3;79.2
ENG;197012;-;11;63;901.0;55.3;-3.9;1476;-18.1;7.9;85.3
ENG;197101;-;23;41;895.0;17.2;-2.8;3012;-21.3;9.7;75.2
ENG;197102;-;31;64;900.4;98.1;-2.7;5388;-15.7;7.5;84.3
ENG;197103;-;45;70;894.3;99.8;-3.1;6054;-21.3;10.2;83.2
ENG;197104;-;0;55;895.2;53.0;7.5;10662;-2.5;19.8;71.9
ENG;197105;-;0;74;896.6;91.3;11.1;8628;2.3;24.1;77.6
ENG;197106;-;0;83;898.9;284.8;11.0;7620;3.1;23.5;85.3
ENG;197107;-;0;45;904.0;99.9;15.5;14658;3.2;27.0;78.1
ENG;197108;-;0;58;902.2;232.6;15.2;11160;5.2;31.9;83.2
ENG;197109;-;0;58;905.6;112.5;10.2;9600;-1.0;21.4;85.5
ENG;197110;-;0;48;908.6;33.9;7.5;9756;-2.0;21.2;83.3
ENG;197111;-;11;64;896.7;143.2;-0.1;3582;-15.8;15.2;88.2
ENG;197112;-;27;45;906.9;55.6;-0.9;2322;-11.2;8.9;84.5
ENG;197201;-;20;63;895.0;25.5;-2.3;2406;-13.2;8.9;85.4
ENG;197202;-;8;68;893.8;26.3;1.7;5286;-11.4;13.0;75.0
ENG;197203;-;0;56;896.6;28.7;3.9;9570;-4.0;15.5;75.7
ENG;197204;-;3;85;894.4;146.8;4.1;4404;-5.0;19.7;87.0
ENG;197205;-;0;81;897.9;133.0;8.5;6450;-1.2;21.1;79.2
ENG;197206;-;0;70;900.3;155.4;11.2;8658;1.4;23.6;82.7
ENG;197207;-;0;74;902.9;175.3;13.4;6924;4.3;29.0;87.4
ENG;197208;-;0;68;903.0;143.1;12.9;8712;3.7;27.6;86.4
ENG;197209;-;0;61;901.8;69.0;7.8;8172;-1.6;20.0;87.6
ENG;197210;-;2;53;901.7;98.3;5.0;7668;-2.0;18.8;85.6
ENG;197211;-;5;54;901.6;246.2;2.2;4518;-12.6;15.7;86.2
ENG;197212;-;7;36;904.9;15.9;-1.4;2790;-12.8;11.4;76.6
ENG;197301;-;11;66;902.5;57.7;-2.7;2148;-14.7;12.0;86.6
ENG;197302;-;51;64;896.7;92.5;-4.0;4788;-16.6;7.0;84.1
ENG;197303;-;55;59;903.2;43.4;-0.6;7692;-14.7;12.4;82.5
ENG;197304;-;12;76;896.9;117.8;1.6;7398;-9.7;18.0;81.1
ENG;197305;-;0;68;901.1;80.1;10.7;10248;0.2;22.3;76.2
ENG;197306;-;0;69;903.1;233.1;12.8;9168;1.0;25.8;84.1
ENG;197307;-;0;69;900.4;195.3;13.8;8634;4.6;26.1;85.3
ENG;197308;-;0;56;904.8;127.8;15.9;10728;7.0;26.1;84.2
ENG;197309;-;0;56;902.6;122.9;12.2;9222;1.7;25.9;83.4
ENG;197310;-;0;58;902.3;120.3;5.6;6852;-4.1;22.2;83.4
ENG;197311;-;4;55;904.0;90.8;1.8;4698;-13.1;15.6;79.1
ENG;197312;-;18;66;897.9;82.3;-1.1;1254;-21.7;11.6;77.9
ENG;197401;-;7;60;902.8;59.6;0.8;2598;-9.1;11.5;78.7
ENG;197402;-;16;81;893.3;99.0;0.2;3138;-10.8;10.8;84.8
ENG;197403;-;11;70;896.8;74.6;4.0;7674;-9.8;19.5;75.3
ENG;197404;-;2;60;894.9;74.2;4.8;8982;-6.8;16.5;79.5
ENG;197405;-;0;70;897.9;131.7;8.3;7992;-0.5;21.8;80.0
ENG;197406;-;0;70;899.9;142.0;11.0;8142;1.6;23.0;82.4
ENG;197407;-;0;60;903.6;170.0;13.8;11070;5.5;26.5;79.6
ENG;197408;-;0;63;903.0;158.0;15.1;10506;4.0;29.0;82.8
ENG;197409;-;0;59;900.0;116.7;10.6;9240;-0.8;25.0;84.4
ENG;197410;-;7;86;895.7;178.1;1.8;2730;-9.0;11.9;88.0
ENG;197411;-;10;73;898.8;147.3;1.6;3294;-7.7;15.0;80.7
ENG;197412;-;14;68;906.0;152.7;0.4;1500;-13.3;13.4;82.7
ENG;197501;-;7;56;902.7;96.4;1.0;2718;-7.6;12.3;79.5
ENG;197502;-;4;39;903.8;30.9;-0.7;7998;-11.8;13.8;77.9
ENG;197503;-;12;78;890.9;127.7;0.2;5160;-11.1;11.7;83.9
ENG;197504;-;15;68;898.3;137.5;4.0;9174;-9.0;19.2;79.7
ENG;197505;-;1;71;898.3;95.0;9.0;9018;-0.8;23.8;80.5
ENG;197506;-;0;70;901.4;191.1;10.6;8034;0.5;24.4;83.3
ENG;197507;-;0;56;903.0;197.3;14.1;11562;1.0;27.0;83.5
ENG;197508;-;0;65;903.3;200.8;14.2;9156;6.0;25.5;85.8
ENG;197509;-;0;65;902.8;107.3;13.5;7890;3.0;29.5;82.4
ENG;197510;-;0;54;903.9;84.7;5.3;8052;-2.5;19.5;84.8
ENG;197511;-;7;71;899.0;150.8;0.8;2490;-14.7;13.7;88.7
ENG;197512;-;26;49;903.7;12.1;-4.1;2424;-15.6;7.0;88.5
ENG;197601;-;28;70;901.5;76.6;-1.6;2124;-20.2;9.6;80.3
ENG;197602;-;36;53;900.6;38.1;-0.6;7362;-9.0;13.4;81.0
ENG;197603;-;3;54;899.4;48.2;0.0;9288;-16.1;16.4;83.5
ENG;197604;-;6;59;897.0;134.2;4.2;9336;-7.7;17.6;80.4
ENG;197605;-;0;60;900.6;91.9;10.1;10608;-2.5;24.0;75.8
ENG;197606;-;0;54;904.5;131.7;14.2;13476;1.7;25.6;75.3
ENG;197607;-;0;68;902.2;215.4;15.2;9078;5.9;27.3;79.4
ENG;197608;-;0;64;903.4;113.8;12.4;9120;4.4;22.0;83.3
ENG;197609;-;0;69;900.4;107.7;9.7;7158;-0.4;23.7;84.3
ENG;197610;-;0;66;893.9;118.5;8.4;6024;-0.5;21.5;81.0
ENG;197611;-;3;79;899.8;84.8;1.3;2322;-6.7;14.5;83.8
ENG;197612;-;32;55;892.6;138.6;-3.8;2028;-16.8;9.3;85.8
ENG;197701;-;43;75;895.3;78.9;-1.6;1950;-13.0;10.0;86.6
ENG;197702;-;16;76;894.2;119.2;1.4;4416;-12.1;12.0;79.4
ENG;197703;-;2;74;901.7;113.0;4.7;6786;-8.0;17.5;80.2
ENG;197704;-;13;84;898.2;274.9;3.1;5280;-6.7;20.2;87.0
ENG;197705;-;0;79;898.0;75.0;9.0;7356;-0.4;22.4;80.5
ENG;197706;-;0;76;899.5;146.5;12.2;8352;2.6;26.5;81.3
ENG;197707;-;0;69;900.2;267.3;13.8;9708;5.8;24.6;83.8
ENG;197708;-;0;78;899.6;165.7;12.6;6498;5.6;22.0;87.3
ENG;197709;-;0;61;905.7;73.4;9.6;7908;0.5;22.4;87.9
ENG;197710;-;0;56;903.1;118.1;8.7;7950;-0.5;21.0;79.3
ENG;197711;-;9;69;897.1;147.6;1.8;3456;-13.5;18.1;82.9
ENG;197712;-;7;56;902.0;87.8;-0.6;1800;-12.4;13.0;82.9
ENG;197801;-;30;68;894.9;106.0;-2.1;1614;-13.0;9.0;81.2
ENG;197802;-;57;79;889.8;136.1;-1.7;3234;-15.2;14.4;82.4
ENG;197803;-;5;84;897.0;145.4;2.4;4992;-6.2;15.8;79.6
ENG;197804;-;1;79;892.5;65.6;3.9;6432;-7.0;15.5;79.6
ENG;197805;-;0;83;897.7;199.8;7.9;5796;-0.5;20.0;82.9
ENG;197806;-;0;73;900.1;189.4;11.3;8886;2.3;24.3;82.2
ENG;197807;-;0;69;902.5;177.6;13.5;9402;5.6;25.7;82.9
ENG;197808;-;0;70;903.5;198.4;12.7;9168;1.7;23.5;84.4
ENG;197809;-;0;60;904.3;98.3;10.7;9318;1.4;22.0;84.5
ENG;197810;-;0;54;905.5;86.9;6.0;7566;-0.2;19.4;85.0
ENG;197811;-;5;35;908.2;35.5;1.2;6750;-13.0;14.5;80.2
ENG;197812;-;9;74;891.4;66.5;0.2;1230;-15.2;12.6;77.7
ENG;197901;-;19;73;894.1;85.4;-4.6;2076;-16.8;6.7;84.2
ENG;197902;-;8;81;892.1;95.0;-0.5;3264;-14.4;10.5;85.3
ENG;197903;-;4;80;893.3;170.7;2.3;4608;-7.7;14.6;81.1
ENG;197904;-;1;71;895.4;111.7;3.3;6540;-8.0;17.0;76.8
ENG;197905;-;0;58;901.3;77.5;9.4;12096;-5.6;25.6;68.4
ENG;197906;-;0;76;903.2;261.1;12.8;7794;1.7;24.5;80.8
ENG;197907;-;0;69;904.9;98.7;14.0;8952;4.0;27.1;76.7
ENG;197908;-;0;68;901.2;231.5;12.7;8940;2.0;24.6;82.0
ENG;197909;-;0;59;904.8;130.2;11.2;8280;1.4;22.6;85.0
ENG;197910;-;0;70;898.2;134.2;9.0;5856;1.6;24.0;81.4
ENG;197911;-;14;64;899.8;199.6;0.5;3222;-12.2;13.8;83.7
ENG;197912;-;12;76;898.1;156.5;0.7;1224;-10.5;14.6;82.3
ENG;198001;-;47;70;896.7;108.7;-4.0;2268;-13.8;10.2;86.0
ENG;198002;-;19;54;902.4;77.9;0.4;7068;-10.6;11.2;77.6
ENG;198003;-;2;74;893.2;97.5;1.8;5976;-7.5;13.0;81.3
ENG;198004;-;9;74;899.3;138.4;2.2;6372;-10.6;15.0;80.5
ENG;198005;-;0;79;896.0;84.1;7.4;6210;0.4;21.0;81.7
ENG;198006;-;0;79;899.7;195.9;11.1;6120;3.0;27.0;84.0
ENG;198007;-;0;71;900.5;178.4;12.3;7608;2.5;25.7;85.8
ENG;198008;-;0;61;903.3;135.4;15.0;10764;3.8;27.0;85.9
ENG;198009;-;0;44;905.9;68.6;12.1;11658;2.2;23.0;84.9
ENG;198010;-;0;69;897.9;207.4;6.0;6498;-3.2;19.5;86.7
ENG;198011;-;4;74;898.3;81.9;0.5;2340;-10.6;14.2;89.4
ENG;198012;-;43;61;901.2;97.7;-3.9;1746;-17.4;9.8;87.3
ENG;198101;-;80;66;901.8;165.8;-4.5;2796;-16.2;8.6;87.9
ENG;198102;-;75;54;899.3;34.4;-4.2;7404;-15.2;8.6;82.1
ENG;198103;-;42;80;895.3;180.0;4.0;6402;-12.2;17.8;81.8
ENG;198104;-;0;74;898.6;29.5;6.7;8022;-5.4;19.8;81.3
ENG;198105;-;0;75;896.6;127.7;9.4;8034;0.4;24.5;80.3
ENG;198106;-;0;73;902.4;136.5;12.7;8664;3.2;26.0;83.0
ENG;198107;-;0;71;903.1;291.8;13.0;8010;2.5;27.1;86.1
ENG;198108;-;0;56;904.0;104.4;14.6;11718;3.8;25.7;84.2
ENG;198109;-;0;76;901.7;269.5;11.9;5532;0.0;23.8;87.7
ENG;198110;-;3;76;897.9;242.6;6.6;5094;-5.0;21.5;85.5
ENG;198111;-;4;63;906.5;126.2;1.6;4152;-12.6;18.0;85.6
ENG;198112;-;43;84;886.2;199.9;-1.6;822;-17.6;10.0;86.1
ENG;198201;-;27;69;900.2;156.4;0.0;1824;-11.6;12.6;84.8
ENG;198202;-;30;60;900.5;49.8;-1.1;5838;-15.4;11.7;84.2
ENG;198203;-;28;73;899.0;133.0;0.6;6024;-8.5;14.0;81.6
ENG;198204;-;1;64;898.9;65.2;3.7;8706;-3.8;16.6;76.9
ENG;198205;-;0;58;902.9;76.0;9.9;11280;-1.5;22.6;76.3
ENG;198206;-;0;71;901.1;174.9;13.7;8520;6.0;25.5;82.1
ENG;198207;-;0;60;902.9;232.7;16.0;11436;7.4;26.6;83.2
ENG;198208;-;0;69;902.1;196.1;13.8;7434;4.5;24.7;87.3
ENG;198209;-;0;49;903.9;99.5;13.2;9990;3.8;25.6;85.4
ENG;198210;-;0;58;897.7;100.4;7.0;7099;-0.9;19.5;84.9
ENG;198211;53;2;60;900.0;54.3;3.6;4207;-4.9;17.4;76.6
ENG;198212;30;9;66;897.7;114.7;-0.4;1742;-11.5;14.4;82.9
ENG;198301;40;20;63;-;138.5;0.5;2823;-12.5;14.7;76.5
ENG;198302;87;37;66;-;69.2;-4.2;4836;-15.5;13.8;80.6
ENG;198303;133;13;65;-;61.8;2.3;8264;-9.6;13.5;75.7
ENG;198304;169;2;83;-;110.9;6.4;6665;-4.6;18.4;71.6
ENG;198305;172;0;81;-;223.2;7.8;6557;0.2;21.6;80.2
ENG;198306;202;0;78;-;144.8;13.3;8987;1.1;27.7;80.1
ENG;198307;249;0;41;-;39.2;18.6;15473;5.3;32.7;71.2
ENG;198308;154;0;71;-;230.2;14.2;7412;5.4;27.1;83.9
ENG;198309;139;0;58;-;118.7;11.8;8814;2.5;24.8;81.8
ENG;198310;98;0;58;-;62.1;7.2;8121;-2.8;20.8;84.1
ENG;198311;54;1;51;-;137.0;1.6;5163;-8.2;14.2;82.7
ENG;198312;34;19;50;-;82.6;-1.0;2366;-15.5;13.5;80.5
ENG;198401;36;23;73;-;113.8;-1.5;1459;-14.0;13.1;79.2
ENG;198402;77;59;73;-;130.3;-4.0;4471;-17.0;6.1;87.0
ENG;198403;149;54;53;-;39.8;-1.2;9658;-13.3;10.7;77.7
ENG;198404;187;12;66;-;72.0;3.6;8987;-9.7;19.2;77.0
ENG;198405;157;0;83;-;119.5;6.9;4805;-1.7;19.6;79.3
ENG;198406;208;0;69;-;126.4;11.9;8007;1.6;23.8;76.1
ENG;198407;206;0;58;-;174.6;14.4;10439;4.4;30.2;75.8
ENG;198408;151;0;69;-;180.6;13.2;7541;6.6;24.9;82.4
ENG;198409;119;0;66;-;251.6;9.6;6529;0.6;23.1;83.7
ENG;198410;103;0;53;-;97.9;7.5;8491;0.0;17.3;78.7
ENG;198411;53;2;63;-;71.2;6.1;4230;-5.8;18.2;69.4
ENG;198412;30;8;60;-;84.4;-0.2;1969;-14.7;12.4;82.8
ENG;198501;39;46;66;-;89.0;-7.8;2199;-24.8;7.7;85.7
ENG;198502;77;41;73;-;111.6;-2.4;4101;-20.1;9.2;84.0
ENG;198503;129;36;76;-;74.0;-0.2;6340;-11.5;12.1;79.5
ENG;198504;162;3;70;-;111.7;5.0;6908;-3.3;18.5;73.6
ENG;198505;194;1;71;-;159.3;9.3;7525;-3.3;24.2;76.5
ENG;198506;193;0;74;-;212.9;10.8;7195;1.2;23.7;77.9
ENG;198507;219;0;53;-;119.1;15.8;11477;6.2;29.0;75.8
ENG;198508;193;0;50;-;205.0;13.7;11812;2.5;29.0;76.5
ENG;198509;156;0;39;-;80.5;12.3;11716;3.5;22.3;77.3
ENG;198510;107;0;53;-;12.4;7.6;9510;-4.6;22.6;79.8
ENG;198511;42;13;80;-;125.8;-1.9;1981;-12.3;16.2;84.7
ENG;198512;36;4;49;-;37.1;0.8;2911;-13.2;13.6;74.2
ENG;198601;32;41;79;-;209.9;-2.0;1447;-15.8;12.1;80.5
ENG;198602;89;66;64;-;40.6;-7.1;5114;-21.4;5.9;82.7
ENG;198603;137;42;58;-;116.8;1.4;8480;-9.1;15.0;75.6
ENG;198604;134;5;83;-;175.6;3.2;4728;-12.7;15.8;80.0
ENG;198605;195;0;69;-;175.3;11.4;8966;0.4;24.9;74.0
ENG;198606;228;0;60;-;171.5;12.5;11665;-0.5;26.6;74.3
ENG;198607;181;0;61;-;164.3;13.8;8621;3.3;26.0;76.8
ENG;198608;172;0;61;-;150.5;13.8;9661;3.2;28.1;77.4
ENG;198609;136;0;60;-;51.9;11.0;8770;2.4;23.1;80.3
ENG;198610;100;0;38;-;81.7;8.5;9559;-2.8;20.8;75.9
ENG;198611;53;1;40;-;84.7;3.0;4825;-8.0;17.5;74.9
ENG;198612;27;24;68;-;132.0;-0.4;1675;-17.7;10.6;76.2
ENG;198701;44;65;78;-;114.3;-7.0;2829;-27.3;11.4;83.6
ENG;198702;72;63;69;-;114.4;-1.4;3951;-10.6;7.9;82.7
ENG;198703;123;61;69;-;122.3;-2.3;5870;-15.8;10.0;78.5
ENG;198704;183;15;55;-;129.6;6.0;10200;-8.9;21.1;69.5
ENG;198705;174;0;61;-;188.5;6.5;7078;-2.2;20.5;79.1
ENG;198706;170;0;66;900.8;210.2;11.0;7267;2.4;28.8;79.6
ENG;198707;177;0;69;901.7;229.9;14.7;8656;2.4;26.7;81.0
ENG;198708;153;0;65;902.8;159.7;13.9;8487;5.0;26.2;79.3
ENG;198709;127;0;51;904.5;73.1;13.9;8383;1.7;28.2;76.0
ENG;198710;84;0;69;900.1;78.2;9.1;6229;-0.3;24.0;76.8
ENG;198711;45;6;70;899.4;92.5;2.5;3017;-6.0;13.3;82.4
ENG;198712;27;2;73;902.9;69.8;0.6;1877;-11.4;11.0;80.6
ENG;198801;38;4;59;896.5;85.4;1.4;2843;-8.9;11.6;76.7
ENG;198802;73;30;65;897.4;132.0;-1.1;4428;-10.2;8.6;75.8
ENG;198803;96;63;83;896.7;241.9;-0.2;3873;-13.8;10.4;80.8
ENG;198804;168;15;71;897.9;74.3;6.0;7708;-6.1;21.0;76.7
ENG;198805;203;0;71;897.7;97.0;11.1;8598;-0.1;23.8;75.2
ENG;198806;201;0;78;899.8;167.5;11.8;7045;0.8;23.2;79.7
ENG;198807;206;0;61;902.5;193.9;14.6;10108;6.8;28.4;80.5
ENG;198808;175;0;59;901.9;188.9;14.5;9379;3.0;26.6;80.8
ENG;198809;135;0;73;903.9;68.9;11.1;7385;1.0;22.8;83.9
ENG;198810;81;0;65;902.0;164.5;8.8;5719;-1.9;21.8;83.2
ENG;198811;47;10;53;903.5;89.3;0.1;4117;-15.3;12.2;82.0
ENG;198812;20;23;64;905.7;179.7;-0.4;1702;-12.9;12.5;82.5
ENG;198901;53;19;26;912.0;10.1;-0.9;5366;-10.3;8.0;68.3
ENG;198902;78;15;53;902.6;67.2;1.7;5621;-5.8;11.3;70.5
ENG;198903;148;1;45;900.4;91.9;5.2;10239;-5.4;20.9;68.0
ENG;198904;141;3;83;892.3;196.0;4.9;5045;-1.6;15.9;77.5
ENG;198905;233;0;53;903.1;85.2;10.7;11513;-0.3;24.0;73.5
ENG;198906;219;0;66;901.6;105.1;11.6;9288;1.2;25.5;76.9
ENG;198907;187;0;71;904.5;236.4;15.1;8475;7.0;26.7;80.8
ENG;198908;183;0;59;901.7;219.9;14.2;10234;2.5;27.6;82.2
ENG;198909;114;0;70;903.2;124.3;10.7;6385;3.5;22.0;85.7
ENG;198910;104;0;40;904.7;102.7;8.2;9328;-1.5;20.7;74.7
ENG;198911;59;2;43;899.2;55.3;1.0;5577;-9.0;14.8;78.0
ENG;198912;34;0;35;898.1;47.8;0.6;2793;-11.0;18.4;66.7
ENG;199001;47;0;28;905.1;15.1;-0.4;4364;-10.3;13.3;62.1
ENG;199002;78;2;50;900.7;197.2;3.8;5993;-6.7;16.4;66.6
ENG;199003;138;5;50;909.2;87.4;4.2;8642;-9.3;20.9;69.2
