stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx;ure200m0
GRH;190410;-;-;-;-;-;-;-;-;-;-
GRH;190411;-;-;-;-;-;-;-;-;-;-
GRH;190412;-;-;-;-;-;-;-;-;-;-
GRH;190501;-;-;-;-;-;-;-;-;-;-
GRH;190502;-;-;-;-;-;-;-;-;-;-
GRH;190503;-;-;-;-;-;-;-;-;-;-
GRH;190504;-;-;-;-;-;-;-;-;-;-
GRH;190505;-;-;-;-;-;-;-;-;-;-
GRH;190506;-;-;-;-;-;-;-;-;-;-
GRH;190507;-;-;-;-;-;-;-;-;-;-
GRH;190508;-;-;-;-;-;-;-;-;-;-
GRH;190509;-;-;-;-;-;-;-;-;-;-
GRH;190510;-;-;-;-;-;-;-;-;-;-
GRH;190511;-;-;-;-;-;-;-;-;-;-
GRH;190512;-;-;-;-;-;-;-;-;-;-
GRH;190601;-;-;-;-;-;-;-;-;-;-
GRH;190602;-;-;-;-;-;-;-;-;-;-
GRH;190603;-;-;-;-;-;-;-;-;-;-
GRH;190604;-;-;-;-;-;-;-;-;-;-
GRH;190605;-;-;-;-;-;-;-;-;-;-
GRH;190606;-;-;-;-;-;-;-;-;-;-
GRH;190607;-;-;-;-;-;-;-;-;-;-
GRH;190608;-;-;-;-;-;-;-;-;-;-
GRH;190609;-;-;-;-;-;-;-;-;-;-
GRH;190610;-;-;-;-;-;-;-;-;-;-
GRH;190611;-;-;-;-;-;-;-;-;-;-
GRH;190612;-;-;-;-;-;-;-;-;-;-
GRH;190701;-;-;-;-;-;-;-;-;-;-
GRH;190702;-;-;-;-;-;-;-;-;-;-
GRH;190703;-;-;-;-;-;-;-;-;-;-
GRH;190704;-;-;-;-;-;-;-;-;-;-
GRH;190705;-;-;-;-;-;-;-;-;-;-
GRH;190706;-;-;-;-;-;-;-;-;-;-
GRH;190707;-;-;-;-;-;-;-;-;-;-
GRH;190708;-;-;-;-;-;-;-;-;-;-
GRH;190709;-;-;-;-;-;-;-;-;-;-
GRH;190710;-;-;-;-;-;-;-;-;-;-
GRH;190711;-;-;-;-;-;-;-;-;-;-
GRH;190712;-;-;-;-;-;-;-;-;-;-
GRH;190801;-;-;-;-;-;-;-;-;-;-
GRH;190802;-;-;-;-;-;-;-;-;-;-
GRH;190803;-;-;-;-;-;-;-;-;-;-
GRH;190804;-;-;-;-;-;-;-;-;-;-
GRH;190805;-;-;-;-;-;-;-;-;-;-
GRH;190806;-;-;-;-;-;-;-;-;-;-
GRH;190807;-;-;-;-;-;-;-;-;-;-
GRH;190808;-;-;-;-;-;-;-;-;-;-
GRH;190809;-;-;-;-;-;-;-;-;-;-
GRH;190810;-;-;-;-;-;-;-;-;-;-
GRH;190811;-;-;-;-;-;-;-;-;-;-
GRH;190812;-;-;-;-;-;-;-;-;-;-
GRH;190901;-;-;-;-;-;-;-;-;-;-
