stn;time;gre000m0;hto000m0;nto000m0;prestam0;ure200m0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx
CHM;193707;-;-;-;-;-;53.8;14.0;-;-;-
CHM;193708;-;-;-;-;-;89.8;14.3;-;-;-
CHM;193709;-;-;-;-;-;172.6;10.4;-;-;-
CHM;193710;-;-;-;-;-;33.3;6.9;-;-;-
CHM;193711;-;-;-;-;-;78.8;1.5;-;-;-
CHM;193712;-;-;-;-;-;67.8;-3.7;-;-;-
CHM;193801;-;-;-;-;-;111.4;-1.9;-;-;-
CHM;193802;-;-;-;-;-;46.5;-2.2;-;-;-
CHM;193803;-;-;-;-;-;15.6;4.8;-;-;-
CHM;193804;-;-;-;-;-;12.3;1.7;-;-;-
CHM;193805;-;-;-;-;-;64.2;7.0;-;-;-
CHM;193806;-;-;-;-;-;150.1;13.3;-;-;-
CHM;193807;-;-;-;-;-;209.8;12.8;-;-;-
CHM;193808;-;-;-;-;-;125.4;13.2;-;-;-
CHM;193809;-;-;-;-;-;61.5;11.4;-;-;-
CHM;193810;-;-;-;-;-;53.5;6.0;-;-;-
CHM;193811;-;-;-;-;-;68.1;5.4;-;-;-
CHM;193812;-;-;-;-;-;89.3;-3.2;-;-;-
CHM;193901;-;-;-;-;-;138.7;-1.0;-;-;-
CHM;193902;-;-;-;-;-;17.0;-0.1;-;-;-
CHM;193903;-;-;-;-;-;106.2;-2.0;-;-;-
CHM;193904;-;-;-;-;-;121.5;4.9;-;-;-
CHM;193905;-;-;-;-;-;175.5;5.2;-;-;-
CHM;193906;-;-;-;-;-;147.6;12.3;-;-;-
CHM;193907;-;-;-;-;-;143.6;12.4;-;-;-
CHM;193908;-;-;-;-;-;89.4;13.5;-;-;-
CHM;193909;-;-;-;-;-;100.7;9.4;-;-;-
CHM;193910;-;-;-;-;-;253.1;4.3;-;-;-
CHM;193911;-;-;-;-;-;165.2;3.4;-;-;-
CHM;193912;-;-;-;-;-;45.3;-2.1;-;-;-
CHM;194001;-;-;-;-;-;63.7;-5.0;-;-;-
CHM;194002;-;-;-;-;-;82.7;-0.5;-;-;-
CHM;194003;-;-;-;-;-;90.5;1.3;-;-;-
CHM;194004;-;-;-;-;-;109.2;4.4;-;-;-
CHM;194005;-;-;-;-;-;57.6;8.7;-;-;-
CHM;194006;-;-;-;-;-;82.9;11.1;-;-;-
CHM;194007;-;-;-;-;-;128.8;12.2;-;-;-
CHM;194008;-;-;-;-;-;76.2;11.9;-;-;-
CHM;194009;-;-;-;-;-;234.0;10.7;-;-;-
CHM;194010;-;-;-;-;-;75.0;5.8;-;-;-
CHM;194011;-;-;-;-;-;176.9;2.0;-;-;-
CHM;194012;-;-;-;-;-;94.2;-5.4;-;-;-
CHM;194101;-;-;-;-;-;78.8;-4.3;-;-;-
CHM;194102;-;-;-;-;-;119.7;-1.7;-;-;-
CHM;194103;-;-;-;-;-;76.4;1.3;-;-;-
CHM;194104;-;-;-;-;-;86.1;2.7;-;-;-
CHM;194105;-;-;-;-;-;103.8;4.8;-;-;-
CHM;194106;-;-;-;-;-;107.5;12.5;-;-;-
CHM;194107;-;-;-;-;-;52.3;15.1;-;-;-
CHM;194108;-;-;-;-;-;116.8;11.7;-;-;-
CHM;194109;-;-;-;-;-;20.9;10.7;-;-;-
CHM;194110;-;-;-;-;-;103.5;5.2;-;-;-
CHM;194111;-;-;-;-;-;73.7;1.4;-;-;-
CHM;194112;-;-;-;-;-;32.4;-1.9;-;-;-
CHM;194201;-;-;-;-;-;93.4;-6.3;-;-;-
CHM;194202;-;-;-;-;-;24.1;-5.4;-;-;-
CHM;194203;-;-;-;-;-;58.2;3.3;-;-;-
CHM;194204;-;-;-;-;-;53.7;4.6;-;-;-
CHM;194205;-;-;-;-;-;85.7;9.3;-;-;-
CHM;194206;-;-;-;-;-;142.2;12.4;-;-;-
CHM;194207;-;-;-;-;-;91.0;13.5;-;-;-
CHM;194208;-;-;-;-;-;90.7;14.0;-;-;-
CHM;194209;-;-;-;-;-;208.5;12.3;-;-;-
CHM;194210;-;-;-;-;-;93.7;9.2;-;-;-
CHM;194211;-;-;-;-;-;48.8;-0.8;-;-;-
CHM;194212;-;-;-;-;-;34.7;-0.1;-;-;-
CHM;194301;-;-;-;-;-;128.1;-0.9;-;-;-
CHM;194302;-;-;-;-;-;55.8;-0.2;-;-;-
CHM;194303;-;-;-;-;-;37.4;3.6;-;-;-
CHM;194304;-;-;-;-;-;63.8;6.3;-;-;-
CHM;194305;-;-;-;-;-;106.1;9.9;-;-;-
CHM;194306;-;-;-;-;-;79.0;11.1;-;-;-
CHM;194307;-;-;-;-;-;95.3;14.7;-;-;-
CHM;194308;-;-;-;-;-;38.2;15.4;-;-;-
CHM;194309;-;-;-;-;-;158.2;11.2;-;-;-
CHM;194310;-;-;-;-;-;6.1;8.7;-;-;-
CHM;194311;-;-;-;-;-;109.2;-0.5;-;-;-
CHM;194312;-;-;-;-;-;25.6;-0.8;-;-;-
CHM;194401;-;-;-;-;-;51.8;0.4;-;-;-
CHM;194402;-;-;-;-;-;78.0;-5.0;-;-;-
CHM;194403;-;-;-;-;-;37.3;-2.2;-;-;-
CHM;194404;-;-;-;-;-;33.4;6.2;-;-;-
CHM;194405;-;-;-;-;-;24.4;8.8;-;-;-
CHM;194406;-;-;-;-;-;78.7;10.6;-;-;-
CHM;194407;-;-;-;-;-;91.6;13.6;-;-;-
CHM;194408;-;-;-;-;-;108.9;17.4;-;-;-
CHM;194409;-;-;-;-;-;123.9;9.6;-;-;-
CHM;194410;-;-;-;-;-;98.2;4.2;-;-;-
CHM;194411;-;-;-;-;-;248.3;0.5;-;-;-
CHM;194412;-;-;-;-;-;110.0;-3.0;-;-;-
CHM;194501;-;-;-;-;-;96.9;-6.8;-;-;-
CHM;194502;-;-;-;-;-;95.4;1.5;-;-;-
CHM;194503;-;-;-;-;-;67.7;2.9;-;-;-
CHM;194504;-;-;-;-;-;44.4;6.5;-;-;-
CHM;194505;-;-;-;-;-;74.5;11.4;-;-;-
CHM;194506;-;-;-;-;-;61.2;14.5;-;-;-
CHM;194507;-;-;-;-;-;53.5;15.4;-;-;-
CHM;194508;-;-;-;-;-;149.1;12.7;-;-;-
CHM;194509;-;-;-;-;-;79.0;11.4;-;-;-
CHM;194510;-;-;-;-;-;40.2;6.7;-;-;-
CHM;194511;-;-;-;-;-;37.2;1.0;-;-;-
CHM;194512;-;-;-;-;-;134.0;-1.7;-;-;-
CHM;194601;-;-;-;-;-;57.7;-3.2;-;-;-
CHM;194602;-;-;-;-;-;116.0;-0.2;-;-;-
CHM;194603;-;-;-;-;-;36.0;2.5;-;-;-
CHM;194604;-;-;-;-;-;26.3;7.9;-;-;-
CHM;194605;-;-;-;-;-;151.7;9.5;-;-;-
CHM;194606;-;-;-;-;-;210.5;10.7;-;-;-
CHM;194607;-;-;-;-;-;66.6;14.7;-;-;-
CHM;194608;-;-;-;-;-;174.6;13.0;-;-;-
CHM;194609;-;-;-;-;-;142.7;11.3;-;-;-
CHM;194610;-;-;-;-;-;47.7;5.3;-;-;-
CHM;194611;-;-;-;-;-;61.9;1.3;-;-;-
CHM;194612;-;-;-;-;-;81.0;-4.1;-;-;-
CHM;194701;-;-;-;-;-;78.1;-5.5;-;-;-
CHM;194702;-;-;-;-;-;57.4;-3.4;-;-;-
CHM;194703;-;-;-;-;-;170.5;1.9;-;-;-
CHM;194704;-;-;-;-;-;33.1;7.5;-;-;-
CHM;194705;-;-;-;-;-;48.2;11.0;-;-;-
CHM;194706;-;-;-;-;-;85.8;14.0;-;-;-
CHM;194707;-;-;-;-;-;104.5;16.1;-;-;-
CHM;194708;-;-;-;-;-;43.9;16.8;-;-;-
CHM;194709;-;-;-;-;-;42.2;13.9;-;-;-
CHM;194710;-;-;-;-;-;47.1;7.1;-;-;-
CHM;194711;-;-;-;-;-;143.8;3.4;-;-;-
CHM;194712;-;-;-;-;-;147.4;-2.1;-;-;-
CHM;194801;-;-;-;-;-;209.7;-0.1;-;-;-
CHM;194802;-;-;-;-;-;48.7;-2.1;-;-;-
CHM;194803;-;-;-;-;-;13.4;6.0;-;-;-
CHM;194804;-;-;-;-;-;88.4;5.3;-;-;-
CHM;194805;-;-;-;-;-;132.5;9.8;-;-;-
CHM;194806;-;-;-;-;-;93.4;11.3;-;-;-
CHM;194807;-;-;-;-;-;212.3;11.2;-;-;-
CHM;194808;-;-;-;-;-;166.3;13.2;-;-;-
CHM;194809;-;-;-;-;-;105.2;10.6;-;-;-
CHM;194810;-;-;-;-;-;78.3;6.6;-;-;-
CHM;194811;-;-;-;-;-;55.5;4.5;-;-;-
CHM;194812;-;-;-;-;-;28.8;0.1;-;-;-
CHM;194901;-;-;-;-;-;92.2;-1.1;-;-;-
CHM;194902;-;-;-;-;-;16.3;-0.7;-;-;-
CHM;194903;-;-;-;-;-;77.5;-0.8;-;-;-
CHM;194904;-;-;-;-;-;89.5;8.1;-;-;-
CHM;194905;-;-;-;-;-;102.8;6.9;-;-;-
CHM;194906;-;-;-;-;-;55.3;11.9;-;-;-
CHM;194907;-;-;-;-;-;26.4;16.5;-;-;-
CHM;194908;-;-;-;-;-;54.3;15.1;-;-;-
CHM;194909;-;-;-;-;-;58.0;14.7;-;-;-
CHM;194910;-;-;-;-;-;77.1;8.6;-;-;-
CHM;194911;-;-;-;-;-;98.4;0.1;-;-;-
CHM;194912;-;-;-;-;-;87.4;0.2;-;-;-
CHM;195001;-;-;-;-;-;67.8;-2.4;-;-;-
CHM;195002;-;-;-;-;-;110.6;0.5;-;-;-
CHM;195003;-;-;-;-;-;12.7;2.4;-;-;-
CHM;195004;-;-;-;-;-;88.3;2.6;-;-;-
CHM;195005;-;-;-;-;-;185.9;10.5;-;-;-
CHM;195006;-;-;-;-;-;103.5;15.0;-;-;-
CHM;195007;-;-;-;-;-;72.3;16.2;-;-;-
CHM;195008;-;-;-;-;-;170.4;14.2;-;-;-
CHM;195009;-;-;-;-;-;119.1;9.9;-;-;-
CHM;195010;-;-;-;-;-;49.5;6.0;-;-;-
CHM;195011;-;-;-;-;-;485.1;1.2;-;-;-
CHM;195012;-;-;-;-;-;64.3;-4.4;-;-;-
CHM;195101;-;-;-;-;-;111.7;-1.3;-;-;-
CHM;195102;-;-;-;-;-;122.6;-1.4;-;-;-
CHM;195103;-;-;-;-;-;115.6;-0.8;-;-;-
CHM;195104;-;-;-;-;-;64.9;4.2;-;-;-
CHM;195105;-;-;-;-;-;87.1;7.9;-;-;-
CHM;195106;-;-;-;-;-;143.5;11.7;-;-;-
CHM;195107;-;-;-;-;-;128.4;14.0;-;-;-
CHM;195108;-;-;-;-;-;140.3;13.1;-;-;-
CHM;195109;-;-;-;-;-;84.8;11.7;-;-;-
CHM;195110;-;-;-;-;-;49.5;6.2;-;-;-
CHM;195111;-;-;-;-;-;138.6;3.2;-;-;-
CHM;195112;-;-;-;-;-;49.8;1.0;-;-;-
CHM;195201;-;-;-;-;-;137.2;-3.3;-;-;-
CHM;195202;-;-;-;-;-;108.6;-3.2;-;-;-
CHM;195203;-;-;-;-;-;106.1;2.4;-;-;-
CHM;195204;-;-;-;-;-;72.3;6.9;-;-;-
CHM;195205;-;-;-;-;-;49.5;10.2;-;-;-
CHM;195206;-;-;-;-;-;69.3;14.1;-;-;-
CHM;195207;-;-;-;-;-;31.8;18.0;-;-;-
CHM;195208;-;-;-;-;-;140.8;15.7;-;-;-
CHM;195209;-;-;-;-;-;140.9;7.6;-;-;-
CHM;195210;-;-;-;-;-;193.7;5.3;-;-;-
CHM;195211;-;-;-;-;-;216.6;-0.1;-;-;-
CHM;195212;-;-;-;-;-;167.0;-2.6;-;-;-
CHM;195301;-;-;-;-;-;16.3;-4.3;-;-;-
CHM;195302;-;-;-;-;-;73.2;-3.2;-;-;-
CHM;195303;-;-;-;-;-;4.2;2.8;-;-;-
CHM;195304;-;-;-;-;-;63.1;5.9;-;-;-
CHM;195305;-;-;-;-;-;120.9;11.3;-;-;-
CHM;195306;-;-;-;-;-;188.4;11.1;-;-;-
CHM;195307;-;-;-;-;-;87.9;14.2;-;-;-
CHM;195308;-;-;-;-;-;53.4;14.4;-;-;-
CHM;195309;-;-;-;-;-;118.1;12.0;-;-;-
CHM;195310;-;-;-;-;-;34.5;8.1;-;-;-
CHM;195311;-;-;-;-;-;39.8;4.1;-;-;-
CHM;195312;-;-;-;-;-;37.7;2.7;-;-;-
CHM;195401;-;-;-;-;-;89.2;-5.3;-;-;-
CHM;195402;-;-;-;-;-;84.2;-3.6;-;-;-
CHM;195403;-;-;-;-;-;70.6;2.5;-;-;-
CHM;195404;-;-;-;-;-;89.1;2.9;-;-;-
CHM;195405;-;-;-;-;-;54.1;8.3;-;-;-
CHM;195406;-;-;-;-;-;56.3;12.7;-;-;-
CHM;195407;-;-;-;-;-;60.4;12.0;-;-;-
CHM;195408;-;-;-;-;-;238.0;12.8;-;-;-
CHM;195409;-;-;-;-;-;161.8;11.1;-;-;-
CHM;195410;-;-;-;-;-;70.2;7.4;-;-;-
CHM;195411;-;-;-;-;-;70.6;3.3;-;-;-
CHM;195412;-;-;-;-;-;152.0;0.3;-;-;-
CHM;195501;-;-;-;-;-;214.7;0.2;-;-;-
CHM;195502;-;-;-;-;-;140.6;-2.5;-;-;-
CHM;195503;-;-;-;-;-;44.6;-1.1;-;-;-
CHM;195504;-;-;-;-;-;20.3;5.6;-;-;-
CHM;195505;-;-;-;-;-;151.9;7.9;-;-;-
CHM;195506;-;-;-;-;-;149.8;12.3;-;-;-
CHM;195507;-;-;-;-;-;138.0;14.0;-;-;-
CHM;195508;-;-;-;-;-;141.4;13.4;-;-;-
CHM;195509;-;-;-;-;-;65.4;10.5;-;-;-
CHM;195510;-;-;-;-;-;40.1;5.0;-;-;-
CHM;195511;-;-;-;-;-;33.7;0.8;-;-;-
CHM;195512;-;-;-;-;-;151.3;1.9;-;-;-
CHM;195601;-;-;-;-;-;98.7;-1.2;-;-;-
CHM;195602;-;-;-;-;-;17.9;-11.7;-;-;-
CHM;195603;-;-;-;-;-;66.0;1.1;-;-;-
CHM;195604;-;-;-;-;-;121.6;2.8;-;-;-
CHM;195605;-;-;-;-;-;113.0;10.1;-;-;-
CHM;195606;-;-;-;-;-;65.8;9.7;-;-;-
CHM;195607;-;-;-;-;-;280.6;13.2;-;-;-
CHM;195608;-;-;-;-;-;222.5;11.3;-;-;-
CHM;195609;-;-;-;-;-;89.1;12.7;-;-;-
CHM;195610;-;-;-;-;-;114.8;5.3;-;-;-
CHM;195611;-;-;-;-;-;48.6;-1.0;-;-;-
CHM;195612;-;-;-;-;-;38.5;-0.2;-;-;-
CHM;195701;-;-;-;-;-;64.6;-1.8;-;-;-
CHM;195702;-;-;-;-;-;172.5;1.3;-;-;-
CHM;195703;-;-;-;-;-;34.1;5.6;-;-;-
CHM;195704;-;-;-;-;-;59.8;5.5;-;-;-
CHM;195705;-;-;-;-;-;76.9;6.1;-;-;-
CHM;195706;-;-;-;-;-;155.8;13.1;-;-;-
CHM;195707;-;-;-;-;-;132.0;14.5;-;-;-
CHM;195708;-;-;-;-;-;98.6;12.6;-;-;-
CHM;195709;-;-;-;-;-;127.0;10.6;-;-;-
CHM;195710;-;-;-;-;-;19.3;7.3;-;-;-
CHM;195711;-;-;-;-;-;40.2;2.2;-;-;-
CHM;195712;-;-;-;-;-;46.2;-1.7;-;-;-
CHM;195801;-;-;-;-;-;116.5;-2.1;-;-;-
CHM;195802;-;-;-;-;-;183.6;0.8;-;-;-
CHM;195803;-;-;-;-;-;66.5;-2.1;-;-;-
CHM;195804;-;-;-;-;-;49.9;1.9;-;-;-
CHM;195805;-;-;-;-;-;95.4;11.3;-;-;-
CHM;195806;-;-;-;-;-;121.1;11.4;-;-;-
CHM;195807;-;-;-;-;-;78.3;14.1;-;-;-
CHM;195808;-;-;-;-;-;94.5;14.5;-;-;-
CHM;195809;-;-;-;-;-;61.1;13.1;-;-;-
CHM;195810;-;-;-;-;-;119.4;5.5;-;-;-
CHM;195811;-;-;-;-;-;56.6;0.8;-;-;-
CHM;195812;-;-;-;-;-;108.0;-0.4;-;-;-
CHM;195901;-;-;-;882.7;84.5;138.2;-2.5;-;-;-
CHM;195902;-;-;-;896.2;73.0;3.5;1.7;-;-;-
CHM;195903;-;-;-;884.8;87.0;100.6;4.0;-;-;-
CHM;195904;-;-;-;882.1;76.3;131.3;5.7;-;-;-
CHM;195905;-;-;-;885.5;79.2;36.7;10.1;-;-;-
CHM;195906;-;-;-;890.5;85.3;125.5;12.6;-;-;-
CHM;195907;-;-;-;890.7;74.9;79.5;16.5;-;-;-
CHM;195908;-;-;-;890.0;80.5;96.5;14.0;-;-;-
CHM;195909;-;-;-;890.2;79.5;26.5;13.0;-;-;-
CHM;195910;-;-;-;888.5;81.6;85.3;6.9;-;-;-
CHM;195911;-;-;-;883.2;83.9;55.6;1.3;-;-;-
CHM;195912;-;-;-;878.0;89.4;176.3;-0.2;-;-;-
CHM;196001;-;-;-;883.2;85.6;82.4;-2.6;-;-;-
CHM;196002;-;-;-;880.2;83.8;93.8;-0.7;-;-;-
CHM;196003;-;-;-;880.5;79.4;70.0;2.7;-;-;-
CHM;196004;-;-;-;886.1;76.3;26.0;4.6;-;-;-
CHM;196005;-;-;-;887.8;73.6;90.7;10.9;-;-;-
CHM;196006;-;-;-;890.5;79.3;100.5;13.4;-;-;-
CHM;196007;-;-;-;888.5;81.7;133.2;11.8;-;-;-
CHM;196008;-;-;-;887.6;81.8;181.7;12.8;-;-;-
CHM;196009;-;-;-;886.8;88.3;148.2;9.1;-;-;-
CHM;196010;-;-;-;879.7;87.1;112.6;5.5;-;-;-
CHM;196011;-;-;-;882.7;89.8;108.3;2.6;-;-;-
CHM;196012;-;-;-;878.3;90.9;68.3;-2.6;-;-;-
CHM;196101;-;-;-;883.2;93.1;110.5;-2.4;-;-;-
CHM;196102;-;-;-;892.1;81.8;96.2;2.3;-;-;-
CHM;196103;-;-;-;893.3;73.0;24.3;3.6;-;-;-
CHM;196104;-;-;-;882.7;81.7;102.4;7.5;-;-;-
CHM;196105;-;-;-;885.9;81.7;49.6;7.6;-;-;-
CHM;196106;-;-;-;889.4;80.9;170.6;12.9;-;-;-
CHM;196107;-;-;-;889.7;79.2;133.3;12.6;-;-;-
CHM;196108;-;-;-;892.0;78.3;111.5;13.4;-;-;-
CHM;196109;-;-;-;891.5;63.2;22.1;15.4;-;-;-
CHM;196110;-;-;-;886.4;85.0;104.1;7.8;-;-;-
CHM;196111;-;-;-;881.5;84.6;53.3;1.7;-;-;-
CHM;196112;-;-;-;883.0;87.1;143.0;-0.4;-;-;-
CHM;196201;-;-;-;886.8;89.4;112.7;-1.3;-;-;-
CHM;196202;-;-;-;887.0;90.3;77.8;-3.5;-;-;-
CHM;196203;-;-;-;877.3;84.4;135.5;-2.7;-;-;-
CHM;196204;-;-;-;884.5;76.6;88.4;4.4;-;-;-
CHM;196205;-;-;-;886.4;79.1;109.3;6.8;-;-;-
CHM;196206;-;-;-;891.6;72.6;21.8;11.6;-;-;-
CHM;196207;-;-;-;889.5;74.3;58.4;13.3;-;-;-
CHM;196208;-;-;-;891.3;69.8;50.9;15.7;-;-;-
CHM;196209;-;-;-;889.1;78.7;55.2;10.9;-;-;-
CHM;196210;-;-;-;889.9;83.9;16.6;7.4;-;-;-
CHM;196211;-;-;-;881.1;83.2;47.1;-0.1;-;-;-
CHM;196212;-;-;-;881.8;85.1;178.5;-4.9;-;-;-
CHM;196301;-;-;-;881.3;84.2;54.3;-7.6;-;-;-
CHM;196302;-;-;-;875.1;83.6;53.6;-6.6;-;-;-
CHM;196303;-;-;-;883.9;78.3;129.1;-0.2;-;-;-
CHM;196304;-;-;-;882.4;76.8;64.0;5.4;-;-;-
CHM;196305;-;-;-;886.6;77.8;52.8;8.1;-;-;-
CHM;196306;-;-;-;886.4;81.7;176.8;11.7;-;-;-
CHM;196307;-;-;-;891.0;77.9;73.6;15.1;-;-;-
CHM;196308;-;-;-;886.3;81.8;196.4;12.1;-;-;-
CHM;196309;-;-;-;889.8;85.3;137.9;11.4;-;-;-
CHM;196310;-;-;-;890.6;83.1;51.5;6.8;-;-;-
CHM;196311;-;-;-;881.6;84.1;168.1;4.1;-;-;-
CHM;196312;-;-;-;883.6;71.9;7.0;-2.4;-;-14.2;11.6
CHM;196401;-;4;46;893.9;79.8;17.8;-2.7;-;-10.6;7.2
CHM;196402;-;3;62;884.9;81.9;23.2;-0.1;-;-10.2;11.8
CHM;196403;-;3;82;879.7;91.0;100.9;-0.4;-;-11.2;9.0
CHM;196404;-;0;64;884.9;73.8;54.4;5.7;-;-2.2;17.0
CHM;196405;-;0;55;889.2;72.0;79.8;10.5;-;2.8;21.5
CHM;196406;-;0;46;889.2;71.3;87.0;13.2;-;5.5;23.8
CHM;196407;-;0;31;891.7;59.4;36.3;16.4;-;5.0;27.8
CHM;196408;-;0;49;889.2;69.4;118.1;13.5;-;4.0;26.6
CHM;196409;-;0;45;892.0;75.9;70.0;11.8;-;1.0;23.0
CHM;196410;-;0;72;885.6;87.9;75.6;3.9;-;-3.2;17.0
CHM;196411;-;1;77;888.4;90.4;67.0;1.8;-;-4.8;13.0
CHM;196412;-;18;68;882.7;80.7;36.4;-2.2;-;-12.2;6.5
CHM;196501;-;45;79;881.1;83.5;99.4;-1.9;-;-8.6;8.0
CHM;196502;-;80;59;886.3;83.9;49.5;-5.9;-;-14.8;4.8
CHM;196503;-;59;60;884.7;81.1;130.3;0.4;-;-13.8;14.2
CHM;196504;-;3;72;882.3;82.1;97.1;2.6;-;-4.8;14.6
CHM;196505;-;0;63;886.2;76.3;119.3;7.7;-;-0.2;22.4
CHM;196506;-;0;60;888.6;74.1;88.1;12.6;-;1.5;27.2
CHM;196507;-;0;65;887.9;74.7;175.6;12.2;-;4.0;24.2
CHM;196508;-;0;55;888.8;75.6;106.4;12.5;-;5.0;25.0
CHM;196509;-;0;65;885.1;82.6;189.9;8.7;-;3.4;19.0
CHM;196510;-;0;51;890.4;79.4;39.7;7.5;-;0.6;19.0
CHM;196511;-;5;84;879.3;87.7;162.1;0.6;-;-10.7;14.8
CHM;196512;-;19;87;879.4;89.7;211.7;-0.6;-;-6.4;11.0
CHM;196601;-;68;68;881.0;83.4;108.9;-4.2;-;-18.0;8.2
CHM;196602;-;18;74;879.0;80.3;110.1;2.7;-;-5.4;11.6
CHM;196603;-;12;61;887.6;78.3;116.1;-0.6;-;-9.0;9.7
CHM;196604;-;0;73;882.3;80.3;103.4;5.7;-;-1.2;14.4
CHM;196605;-;0;58;888.3;72.4;111.1;9.3;-;0.4;20.0
CHM;196606;-;0;58;889.0;72.4;47.0;13.1;-;5.0;24.2
CHM;196607;-;0;59;887.4;76.7;73.9;12.0;-;4.4;25.0
CHM;196608;-;0;65;888.1;78.3;162.9;12.1;-;3.0;27.6
CHM;196609;-;0;42;890.1;78.3;48.9;12.4;-;4.2;24.5
CHM;196610;-;0;69;881.9;84.0;79.1;8.7;-;-4.4;22.2
CHM;196611;-;18;83;882.7;84.9;85.7;-0.8;-;-7.4;14.0
CHM;196612;-;37;89;882.5;92.9;160.8;-1.9;-;-8.0;5.4
CHM;196701;-;21;73;887.2;82.9;62.7;-2.5;-;-16.2;11.2
CHM;196702;-;6;55;886.6;76.7;57.3;-0.5;-;-10.5;9.7
CHM;196703;-;5;65;888.7;79.4;106.4;1.9;-;-4.2;14.4
CHM;196704;-;0;54;883.7;72.9;27.0;3.4;-;-5.0;16.0
CHM;196705;-;0;65;885.1;74.6;107.2;8.0;-;-4.2;23.5
CHM;196706;-;0;53;890.7;72.8;64.6;11.2;-;2.4;26.3
CHM;196707;-;0;44;891.8;67.9;80.6;16.0;-;7.0;25.6
CHM;196708;-;0;56;889.5;77.1;114.6;13.5;-;4.8;24.4
CHM;196709;-;0;60;887.6;82.0;105.2;10.4;-;3.2;22.2
CHM;196710;-;0;45;888.4;77.7;62.4;9.3;-;-1.2;19.5
CHM;196711;-;0;57;886.1;77.8;167.9;2.9;-;-7.8;12.3
CHM;196712;-;15;61;884.5;84.3;83.8;-3.8;-;-15.6;10.2
CHM;196801;-;74;70;884.6;83.7;165.9;-3.4;-;-17.6;8.0
CHM;196802;-;109;74;880.0;91.4;65.7;-1.4;-;-8.2;7.2
CHM;196803;-;75;60;885.7;79.8;61.0;1.1;-;-7.8;15.0
CHM;196804;-;3;57;885.1;77.1;87.2;5.9;-;-5.4;21.2
CHM;196805;-;0;70;885.7;82.4;87.3;7.4;-;-2.2;18.8
CHM;196806;-;0;53;888.7;79.7;40.0;11.5;-;3.5;25.2
CHM;196807;-;0;57;890.9;80.2;194.8;13.3;-;5.3;26.2
CHM;196808;-;0;71;887.1;88.0;261.3;11.7;-;5.2;21.5
CHM;196809;-;0;63;887.4;89.9;199.7;9.5;-;1.6;17.6
CHM;196810;-;0;56;890.9;85.9;42.1;9.3;-;2.6;19.2
CHM;196811;-;3;74;882.5;85.4;54.6;1.9;-;-7.8;14.2
CHM;196812;-;14;77;879.2;92.3;108.6;-2.8;-;-12.0;8.0
CHM;196901;-;43;74;883.1;89.0;46.2;-1.0;-;-9.2;8.0
CHM;196902;-;50;74;876.4;88.8;83.4;-4.8;-;-14.4;6.8
CHM;196903;-;25;75;879.4;86.9;96.1;0.4;-;-6.6;9.6
CHM;196904;-;1;67;884.7;83.4;132.9;3.6;-;-6.0;18.0
CHM;196905;-;0;59;885.3;79.3;92.7;9.5;-;-1.0;23.6
CHM;196906;-;0;65;886.2;85.2;138.7;9.6;-;0.4;19.0
CHM;196907;-;0;50;893.3;80.6;170.2;14.9;-;3.2;25.2
CHM;196908;-;0;59;888.5;83.6;111.3;12.7;-;3.9;23.8
CHM;196909;-;0;57;889.0;89.9;118.4;11.6;-;5.0;20.6
CHM;196910;-;0;32;892.5;75.9;2.6;9.3;-;0.2;18.2
CHM;196911;-;5;71;881.8;88.5;121.5;1.5;-;-12.0;12.6
CHM;196912;-;62;75;879.6;93.7;69.4;-6.7;-;-13.0;2.0
CHM;197001;-;44;67;878.4;83.0;70.1;-1.3;-;-11.4;8.0
CHM;197002;-;89;90;879.5;96.5;268.4;-3.4;-;-13.8;4.4
CHM;197003;-;178;76;880.2;89.3;118.6;-2.6;-;-11.0;7.2
CHM;197004;-;119;81;884.0;84.8;162.2;1.3;-;-8.4;17.2
CHM;197005;-;0;71;886.3;80.3;79.5;7.4;-;-2.4;18.4
CHM;197006;-;0;65;889.4;82.1;116.8;13.1;-;5.0;23.0
CHM;197007;-;0;56;889.6;81.2;56.5;13.4;-;3.4;25.0
CHM;197008;-;0;63;888.8;83.8;135.3;14.0;-;5.6;26.6
CHM;197009;-;0;42;891.1;79.2;60.5;12.1;-;3.4;21.0
CHM;197010;-;2;67;890.3;82.4;76.8;6.6;-;-3.4;20.0
CHM;197011;-;0;68;886.1;77.0;129.9;4.0;-;-3.8;15.0
CHM;197012;-;2;76;887.1;85.3;52.4;-2.6;-;-12.0;7.8
CHM;197101;-;9;63;881.1;74.4;74.4;-1.2;-;-15.2;12.2
CHM;197102;-;30;63;886.4;80.0;46.2;-2.2;-;-14.0;9.0
CHM;197103;-;49;78;880.4;87.3;50.2;-3.5;-;-17.6;9.0
CHM;197104;-;2;70;881.8;69.5;22.0;7.1;-;-0.4;18.6
CHM;197105;-;0;81;883.6;80.0;58.2;10.3;-;1.8;22.5
CHM;197106;-;0;80;885.8;83.8;141.8;9.9;-;2.6;20.4
CHM;197107;-;0;59;891.1;70.0;62.2;15.7;-;4.2;26.2
CHM;197108;-;0;68;889.1;80.5;181.1;14.8;-;6.6;26.0
CHM;197109;-;0;54;892.4;78.2;48.3;10.3;-;0.6;20.5
CHM;197110;-;0;51;895.1;79.5;24.7;8.1;-;-3.0;19.8
