stn;time;gre000m0;hto000m0;nto000m0;prestam0;ure200m0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx
CHM;190005;-;-;-;-;-;102.0;7.6;-;-;-
CHM;190006;-;-;-;-;-;56.4;13.4;-;-;-
CHM;190007;-;-;-;-;-;53.3;15.9;-;-;-
CHM;190008;-;-;-;-;-;154.6;12.7;-;-;-
CHM;190009;-;-;-;-;-;45.6;13.1;-;-;-
CHM;190010;-;-;-;-;-;51.8;7.1;-;-;-
CHM;190011;-;-;-;-;-;77.0;2.0;-;-;-
CHM;190012;-;-;-;-;-;143.0;2.0;-;-;-
CHM;190101;-;-;-;-;-;54.4;-2.2;-;-;-
CHM;190102;-;-;-;-;-;75.7;-7.0;-;-;-
CHM;190103;-;-;-;-;-;82.0;-1.7;-;-;-
CHM;190104;-;-;-;-;-;176.1;4.8;-;-;-
CHM;190105;-;-;-;-;-;29.2;9.8;-;-;-
CHM;190106;-;-;-;-;-;240.5;12.6;-;-;-
CHM;190107;-;-;-;-;-;191.9;15.2;-;-;-
CHM;190108;-;-;-;-;-;116.0;13.7;-;-;-
CHM;190109;-;-;-;-;-;171.8;10.8;-;-;-
CHM;190110;-;-;-;-;-;78.3;5.6;-;-;-
CHM;190111;-;-;-;-;-;37.4;-1.0;-;-;-
CHM;190112;-;-;-;-;-;106.5;-2.1;-;-;-
CHM;190201;-;-;-;-;-;66.8;-1.0;-;-;-
CHM;190202;-;-;-;-;-;111.2;-2.5;-;-;-
CHM;190203;-;-;-;-;-;150.6;1.3;-;-;-
CHM;190204;-;-;-;-;-;77.2;6.9;-;-;-
CHM;190205;-;-;-;-;-;152.2;4.2;-;-;-
CHM;190206;-;-;-;-;-;55.8;10.6;-;-;-
CHM;190207;-;-;-;-;-;69.5;14.9;-;-;-
CHM;190208;-;-;-;-;-;197.0;12.7;-;-;-
CHM;190209;-;-;-;-;-;43.4;10.5;-;-;-
CHM;190210;-;-;-;-;-;99.3;5.0;-;-;-
CHM;190211;-;-;-;-;-;85.9;1.4;-;-;-
CHM;190212;-;-;-;-;-;109.2;-1.8;-;-;-
CHM;190301;-;-;-;-;-;76.8;-0.7;-;-;-
CHM;190302;-;-;-;-;-;48.5;1.5;-;-;-
CHM;190303;-;-;-;-;-;87.6;2.3;-;-;-
CHM;190304;-;-;-;-;-;89.4;0.4;-;-;-
CHM;190305;-;-;-;-;-;83.1;9.0;-;-;-
CHM;190306;-;-;-;-;-;63.8;10.6;-;-;-
CHM;190307;-;-;-;-;-;111.9;12.7;-;-;-
CHM;190308;-;-;-;-;-;157.3;13.3;-;-;-
CHM;190309;-;-;-;-;-;36.9;11.2;-;-;-
CHM;190310;-;-;-;-;-;143.3;6.7;-;-;-
CHM;190311;-;-;-;-;-;83.8;1.0;-;-;-
CHM;190312;-;-;-;-;-;85.5;-2.2;-;-;-
CHM;190401;-;-;-;-;-;43.0;-2.4;-;-;-
CHM;190402;-;-;-;-;-;186.8;-2.3;-;-;-
CHM;190403;-;-;-;-;-;44.0;0.7;-;-;-
CHM;190404;-;-;-;-;-;84.0;5.9;-;-;-
CHM;190405;-;-;-;-;-;143.0;10.4;-;-;-
CHM;190406;-;-;-;-;-;71.9;13.4;-;-;-
CHM;190407;-;-;-;-;-;25.1;17.5;-;-;-
CHM;190408;-;-;-;-;-;94.7;14.9;-;-;-
CHM;190409;-;-;-;-;-;99.7;8.1;-;-;-
CHM;190410;-;-;-;-;-;49.0;6.1;-;-;-
CHM;190411;-;-;-;-;-;29.0;1.5;-;-;-
CHM;190412;-;-;-;-;-;24.2;-0.8;-;-;-
CHM;190501;-;-;-;-;-;49.4;-4.8;-;-;-
CHM;190502;-;-;-;-;-;19.2;-2.7;-;-;-
CHM;190503;-;-;-;-;-;131.2;1.0;-;-;-
CHM;190504;-;-;-;-;-;99.1;4.1;-;-;-
CHM;190505;-;-;-;-;-;67.7;6.6;-;-;-
CHM;190506;-;-;-;-;-;143.0;12.4;-;-;-
CHM;190507;-;-;-;-;-;50.5;16.8;-;-;-
CHM;190508;-;-;-;-;-;209.5;14.1;-;-;-
CHM;190509;-;-;-;-;-;155.8;9.7;-;-;-
CHM;190510;-;-;-;-;-;117.0;0.5;-;-;-
CHM;190511;-;-;-;-;-;183.6;0.0;-;-;-
CHM;190512;-;-;-;-;-;46.5;-1.6;-;-;-
CHM;190601;-;-;-;-;-;104.4;-3.1;-;-;-
CHM;190602;-;-;-;-;-;141.5;-4.7;-;-;-
CHM;190603;-;-;-;-;-;102.0;-1.9;-;-;-
CHM;190604;-;-;-;-;-;56.5;3.4;-;-;-
CHM;190605;-;-;-;-;-;129.4;8.9;-;-;-
CHM;190606;-;-;-;-;-;53.2;11.2;-;-;-
CHM;190607;-;-;-;-;-;79.5;14.3;-;-;-
CHM;190608;-;-;-;-;-;29.2;15.1;-;-;-
CHM;190609;-;-;-;-;-;27.5;10.6;-;-;-
CHM;190610;-;-;-;-;-;72.8;9.2;-;-;-
CHM;190611;-;-;-;-;-;184.5;3.1;-;-;-
CHM;190612;-;-;-;-;-;113.8;-5.2;-;-;-
CHM;190701;-;-;-;-;-;75.2;-3.5;-;-;-
CHM;190702;-;-;-;-;-;55.2;-4.9;-;-;-
CHM;190703;-;-;-;-;-;75.5;-0.3;-;-;-
CHM;190704;-;-;-;-;-;73.8;2.5;-;-;-
CHM;190705;-;-;-;-;-;70.9;9.7;-;-;-
CHM;190706;-;-;-;-;-;111.1;11.2;-;-;-
CHM;190707;-;-;-;-;-;80.5;11.9;-;-;-
CHM;190708;-;-;-;-;-;89.4;14.5;-;-;-
CHM;190709;-;-;-;-;-;50.1;11.9;-;-;-
CHM;190710;-;-;-;-;-;96.7;7.3;-;-;-
CHM;190711;-;-;-;-;-;19.7;3.8;-;-;-
CHM;190712;-;-;-;-;-;135.5;0.7;-;-;-
CHM;190801;-;-;-;-;-;43.8;-1.5;-;-;-
CHM;190802;-;-;-;-;-;102.8;-2.3;-;-;-
CHM;190803;-;-;-;-;-;55.5;-1.1;-;-;-
CHM;190804;-;-;-;-;-;61.6;2.1;-;-;-
CHM;190805;-;-;-;-;-;113.1;10.8;-;-;-
CHM;190806;-;-;-;-;-;151.8;14.0;-;-;-
CHM;190807;-;-;-;-;-;127.8;13.9;-;-;-
CHM;190808;-;-;-;-;-;113.7;11.9;-;-;-
CHM;190809;-;-;-;-;-;112.5;10.0;-;-;-
CHM;190810;-;-;-;-;-;19.5;7.9;-;-;-
CHM;190811;-;-;-;-;-;80.5;1.5;-;-;-
CHM;190812;-;-;-;-;-;48.7;-1.0;-;-;-
CHM;190901;-;-;-;-;-;44.1;-3.4;-;-;-
CHM;190902;-;-;-;-;-;54.6;-5.6;-;-;-
CHM;190903;-;-;-;-;-;78.5;-2.0;-;-;-
CHM;190904;-;-;-;-;-;75.7;6.3;-;-;-
CHM;190905;-;-;-;-;-;34.1;8.4;-;-;-
CHM;190906;-;-;-;-;-;184.5;9.6;-;-;-
CHM;190907;-;-;-;-;-;113.0;11.2;-;-;-
CHM;190908;-;-;-;-;-;113.9;13.1;-;-;-
CHM;190909;-;-;-;-;-;104.5;9.6;-;-;-
CHM;190910;-;-;-;-;-;156.4;7.5;-;-;-
CHM;190911;-;-;-;-;-;66.5;-0.8;-;-;-
CHM;190912;-;-;-;-;-;182.8;-0.4;-;-;-
CHM;191001;-;-;-;-;-;172.2;-1.5;-;-;-
CHM;191002;-;-;-;-;-;90.7;-1.5;-;-;-
CHM;191003;-;-;-;-;-;15.4;1.1;-;-;-
CHM;191004;-;-;-;-;-;67.4;3.1;-;-;-
CHM;191005;-;-;-;-;-;85.1;7.2;-;-;-
CHM;191006;-;-;-;-;-;231.3;11.9;-;-;-
CHM;191007;-;-;-;-;-;185.9;11.5;-;-;-
CHM;191008;-;-;-;-;-;94.1;12.7;-;-;-
CHM;191009;-;-;-;-;-;63.1;8.4;-;-;-
CHM;191010;-;-;-;-;-;32.4;7.7;-;-;-
CHM;191011;-;-;-;-;-;201.9;-0.4;-;-;-
CHM;191012;-;-;-;-;-;129.3;1.4;-;-;-
CHM;191101;-;-;-;-;-;12.9;-3.7;-;-;-
CHM;191102;-;-;-;-;-;62.8;-1.7;-;-;-
CHM;191103;-;-;-;-;-;73.9;1.2;-;-;-
CHM;191104;-;-;-;-;-;34.9;3.5;-;-;-
CHM;191105;-;-;-;-;-;66.8;9.3;-;-;-
CHM;191106;-;-;-;-;-;153.1;11.7;-;-;-
CHM;191107;-;-;-;-;-;17.5;17.4;-;-;-
CHM;191108;-;-;-;-;-;173.9;17.5;-;-;-
CHM;191109;-;-;-;-;-;93.0;13.6;-;-;-
CHM;191110;-;-;-;-;-;101.8;6.6;-;-;-
CHM;191111;-;-;-;-;-;100.4;3.7;-;-;-
CHM;191112;-;-;-;-;-;106.6;0.9;-;-;-
CHM;191201;-;-;-;-;-;60.0;0.1;-;-;-
CHM;191202;-;-;-;-;-;64.5;2.6;-;-;-
CHM;191203;-;-;-;-;-;125.6;3.0;-;-;-
CHM;191204;-;-;-;-;-;16.5;3.6;-;-;-
CHM;191205;-;-;-;-;-;91.4;10.0;-;-;-
CHM;191206;-;-;-;-;-;104.5;11.7;-;-;-
CHM;191207;-;-;-;-;-;137.2;13.5;-;-;-
CHM;191208;-;-;-;-;-;184.9;10.0;-;-;-
CHM;191209;-;-;-;-;-;37.5;5.5;-;-;-
CHM;191210;-;-;-;-;-;159.3;4.8;-;-;-
CHM;191211;-;-;-;-;-;69.3;-1.4;-;-;-
CHM;191212;-;-;-;-;-;49.5;1.6;-;-;-
CHM;191301;-;-;-;-;-;110.4;0.7;-;-;-
CHM;191302;-;-;-;-;-;46.9;-1.2;-;-;-
CHM;191303;-;-;-;-;-;82.7;3.5;-;-;-
CHM;191304;-;-;-;-;-;68.5;4.0;-;-;-
CHM;191305;-;-;-;-;-;72.5;8.5;-;-;-
CHM;191306;-;-;-;-;-;40.5;11.5;-;-;-
CHM;191307;-;-;-;-;-;102.7;10.8;-;-;-
CHM;191308;-;-;-;-;-;122.5;13.0;-;-;-
CHM;191309;-;-;-;-;-;124.7;10.1;-;-;-
CHM;191310;-;-;-;-;-;38.3;8.4;-;-;-
CHM;191311;-;-;-;-;-;128.8;4.0;-;-;-
CHM;191312;-;-;-;-;-;30.5;-1.1;-;-;-
CHM;191401;-;-;-;-;-;56.5;-5.9;-;-;-
CHM;191402;-;-;-;-;-;25.1;2.4;-;-;-
CHM;191403;-;-;-;-;-;221.6;0.6;-;-;-
CHM;191404;-;-;-;-;-;79.5;6.9;-;-;-
CHM;191405;-;-;-;-;-;140.0;6.3;-;-;-
CHM;191406;-;-;-;-;-;71.9;10.5;-;-;-
CHM;191407;-;-;-;-;-;165.7;12.0;-;-;-
CHM;191408;-;-;-;-;-;165.8;13.9;-;-;-
CHM;191409;-;-;-;-;-;106.1;10.0;-;-;-
CHM;191410;-;-;-;-;-;32.4;5.8;-;-;-
CHM;191411;-;-;-;-;-;67.7;0.9;-;-;-
CHM;191412;-;-;-;-;-;160.5;0.2;-;-;-
CHM;191501;-;-;-;-;-;135.3;-3.9;-;-;-
CHM;191502;-;-;-;-;-;103.9;-2.7;-;-;-
CHM;191503;-;-;-;-;-;86.2;-0.6;-;-;-
CHM;191504;-;-;-;-;-;102.6;2.9;-;-;-
CHM;191505;-;-;-;-;-;117.4;11.0;-;-;-
CHM;191506;-;-;-;-;-;83.8;13.9;-;-;-
CHM;191507;-;-;-;-;-;135.9;12.8;-;-;-
CHM;191508;-;-;-;-;-;94.9;12.0;-;-;-
CHM;191509;-;-;-;-;-;81.5;9.3;-;-;-
CHM;191510;-;-;-;-;-;34.6;3.6;-;-;-
CHM;191511;-;-;-;-;-;141.0;-0.8;-;-;-
CHM;191512;-;-;-;-;-;153.0;2.7;-;-;-
CHM;191601;-;-;-;-;-;63.8;1.3;-;-;-
CHM;191602;-;-;-;-;-;118.0;-1.4;-;-;-
CHM;191603;-;-;-;-;-;74.2;0.9;-;-;-
CHM;191604;-;-;-;-;-;98.7;4.5;-;-;-
CHM;191605;-;-;-;-;-;67.5;9.6;-;-;-
CHM;191606;-;-;-;-;-;184.4;9.1;-;-;-
CHM;191607;-;-;-;-;-;215.0;12.9;-;-;-
CHM;191608;-;-;-;-;-;81.5;13.3;-;-;-
CHM;191609;-;-;-;-;-;79.9;8.8;-;-;-
CHM;191610;-;-;-;-;-;109.7;6.4;-;-;-
CHM;191611;-;-;-;-;-;145.1;2.0;-;-;-
CHM;191612;-;-;-;-;-;195.1;-0.5;-;-;-
CHM;191701;-;-;-;-;-;57.0;-5.9;-;-;-
CHM;191702;-;-;-;-;-;18.5;-3.7;-;-;-
CHM;191703;-;-;-;-;-;109.2;-2.0;-;-;-
CHM;191704;-;-;-;-;-;72.2;0.4;-;-;-
CHM;191705;-;-;-;-;-;85.9;12.3;-;-;-
CHM;191706;-;-;-;-;-;96.1;14.4;-;-;-
CHM;191707;-;-;-;-;-;150.6;13.5;-;-;-
CHM;191708;-;-;-;-;-;203.9;12.3;-;-;-
CHM;191709;-;-;-;-;-;35.7;13.4;-;-;-
CHM;191710;-;-;-;-;-;216.7;3.4;-;-;-
CHM;191711;-;-;-;-;-;92.5;1.6;-;-;-
CHM;191712;-;-;-;-;-;28.5;-4.4;-;-;-
CHM;191801;-;-;-;-;-;49.4;0.3;-;-;-
CHM;191802;-;-;-;-;-;28.9;0.4;-;-;-
CHM;191803;-;-;-;-;-;53.0;1.5;-;-;-
CHM;191804;-;-;-;-;-;118.4;4.1;-;-;-
CHM;191805;-;-;-;-;-;77.4;10.6;-;-;-
CHM;191806;-;-;-;-;-;168.5;9.8;-;-;-
CHM;191807;-;-;-;-;-;42.7;13.9;-;-;-
CHM;191808;-;-;-;-;-;66.4;13.7;-;-;-
CHM;191809;-;-;-;-;-;215.8;10.7;-;-;-
CHM;191810;-;-;-;-;-;32.2;4.7;-;-;-
CHM;191811;-;-;-;-;-;97.3;1.7;-;-;-
CHM;191812;-;-;-;-;-;226.9;2.0;-;-;-
CHM;191901;-;-;-;-;-;47.8;-2.9;-;-;-
CHM;191902;-;-;-;-;-;157.9;-2.8;-;-;-
CHM;191903;-;-;-;-;-;137.8;-0.1;-;-;-
CHM;191904;-;-;-;-;-;116.5;1.2;-;-;-
CHM;191905;-;-;-;-;-;43.1;8.9;-;-;-
CHM;191906;-;-;-;-;-;58.4;12.2;-;-;-
CHM;191907;-;-;-;-;-;129.8;10.4;-;-;-
CHM;191908;-;-;-;-;-;37.2;15.8;-;-;-
CHM;191909;-;-;-;-;-;31.7;13.3;-;-;-
CHM;191910;-;-;-;-;-;47.4;2.3;-;-;-
CHM;191911;-;-;-;-;-;170.6;-1.1;-;-;-
CHM;191912;-;-;-;-;-;265.6;-0.3;-;-;-
CHM;192001;-;-;-;-;-;148.6;0.7;-;-;-
CHM;192002;-;-;-;-;-;8.4;2.2;-;-;-
CHM;192003;-;-;-;-;-;52.4;3.9;-;-;-
CHM;192004;-;-;-;-;-;99.7;4.7;-;-;-
CHM;192005;-;-;-;-;-;82.2;11.3;-;-;-
CHM;192006;-;-;-;-;-;110.4;11.4;-;-;-
CHM;192007;-;-;-;-;-;106.8;14.6;-;-;-
CHM;192008;-;-;-;-;-;80.6;11.7;-;-;-
CHM;192009;-;-;-;-;-;124.4;10.9;-;-;-
CHM;192010;-;-;-;-;-;32.0;6.4;-;-;-
CHM;192011;-;-;-;-;-;4.6;2.8;-;-;-
CHM;192012;-;-;-;-;-;54.0;-0.9;-;-;-
CHM;192101;-;-;-;-;-;58.6;1.3;-;-;-
CHM;192102;-;-;-;-;-;4.7;-1.1;-;-;-
CHM;192103;-;-;-;-;-;22.0;3.4;-;-;-
CHM;192104;-;-;-;-;-;56.0;3.8;-;-;-
CHM;192105;-;-;-;-;-;119.1;10.2;-;-;-
CHM;192106;-;-;-;-;-;142.6;12.2;-;-;-
CHM;192107;-;-;-;-;-;18.5;17.5;-;-;-
CHM;192108;-;-;-;-;-;163.6;13.9;-;-;-
CHM;192109;-;-;-;-;-;83.1;13.2;-;-;-
CHM;192110;-;-;-;-;-;16.3;10.7;-;-;-
CHM;192111;-;-;-;-;-;62.0;1.5;-;-;-
CHM;192112;-;-;-;-;-;55.1;-0.1;-;-;-
CHM;192201;-;-;-;-;-;137.0;-3.4;-;-;-
CHM;192202;-;-;-;-;-;90.4;-1.4;-;-;-
CHM;192203;-;-;-;-;-;77.3;2.1;-;-;-
CHM;192204;-;-;-;-;-;220.3;2.0;-;-;-
CHM;192205;-;-;-;-;-;41.0;12.1;-;-;-
CHM;192206;-;-;-;-;-;79.8;12.3;-;-;-
CHM;192207;-;-;-;-;-;117.9;12.3;-;-;-
CHM;192208;-;-;-;-;-;90.5;13.0;-;-;-
CHM;192209;-;-;-;-;-;123.9;9.5;-;-;-
CHM;192210;-;-;-;-;-;88.8;3.7;-;-;-
CHM;192211;-;-;-;-;-;109.1;-0.4;-;-;-
CHM;192212;-;-;-;-;-;178.4;-1.5;-;-;-
CHM;192301;-;-;-;-;-;39.4;-3.1;-;-;-
CHM;192302;-;-;-;-;-;118.9;0.3;-;-;-
CHM;192303;-;-;-;-;-;71.5;1.5;-;-;-
CHM;192304;-;-;-;-;-;76.8;5.2;-;-;-
CHM;192305;-;-;-;-;-;158.9;8.3;-;-;-
CHM;192306;-;-;-;-;-;67.1;8.5;-;-;-
CHM;192307;-;-;-;-;-;35.3;18.2;-;-;-
CHM;192308;-;-;-;-;-;59.1;15.1;-;-;-
CHM;192309;-;-;-;-;-;122.6;9.3;-;-;-
CHM;192310;-;-;-;-;-;210.3;8.4;-;-;-
CHM;192311;-;-;-;-;-;152.2;1.0;-;-;-
CHM;192312;-;-;-;-;-;167.6;-3.3;-;-;-
CHM;192401;-;-;-;-;-;33.6;-2.0;-;-;-
CHM;192402;-;-;-;-;-;28.0;-5.0;-;-;-
CHM;192403;-;-;-;-;-;59.2;0.5;-;-;-
CHM;192404;-;-;-;-;-;126.3;4.7;-;-;-
CHM;192405;-;-;-;-;-;203.4;10.5;-;-;-
CHM;192406;-;-;-;-;-;133.1;12.2;-;-;-
CHM;192407;-;-;-;-;-;104.7;14.4;-;-;-
CHM;192408;-;-;-;-;-;82.3;10.5;-;-;-
CHM;192409;-;-;-;-;-;124.9;11.5;-;-;-
CHM;192410;-;-;-;-;-;146.8;7.1;-;-;-
CHM;192411;-;-;-;-;-;20.7;3.7;-;-;-
CHM;192412;-;-;-;-;-;21.7;1.9;-;-;-
CHM;192501;-;-;-;-;-;38.0;1.4;-;-;-
CHM;192502;-;-;-;-;-;83.2;-0.3;-;-;-
CHM;192503;-;-;-;-;-;36.3;-2.4;-;-;-
CHM;192504;-;-;-;-;-;135.7;5.0;-;-;-
CHM;192505;-;-;-;-;-;109.0;9.6;-;-;-
CHM;192506;-;-;-;-;-;66.8;13.3;-;-;-
CHM;192507;-;-;-;-;-;111.2;14.1;-;-;-
CHM;192508;-;-;-;-;-;137.0;13.4;-;-;-
CHM;192509;-;-;-;-;-;144.7;8.7;-;-;-
CHM;192510;-;-;-;-;-;32.2;7.7;-;-;-
CHM;192511;-;-;-;-;-;53.7;-0.1;-;-;-
CHM;192512;-;-;-;-;-;139.4;-1.4;-;-;-
CHM;192601;-;-;-;-;-;114.6;-1.7;-;-;-
CHM;192602;-;-;-;-;-;51.0;3.9;-;-;-
CHM;192603;-;-;-;-;-;79.4;1.6;-;-;-
CHM;192604;-;-;-;-;-;82.4;6.1;-;-;-
CHM;192605;-;-;-;-;-;130.1;7.3;-;-;-
CHM;192606;-;-;-;-;-;156.1;9.5;-;-;-
CHM;192607;-;-;-;-;-;129.9;14.0;-;-;-
CHM;192608;-;-;-;-;-;43.0;14.7;-;-;-
CHM;192609;-;-;-;-;-;76.0;14.3;-;-;-
CHM;192610;-;-;-;-;-;185.0;6.9;-;-;-
CHM;192611;-;-;-;-;-;67.3;4.2;-;-;-
CHM;192612;-;-;-;-;-;32.2;-2.8;-;-;-
CHM;192701;-;-;-;-;-;84.1;-1.1;-;-;-
CHM;192702;-;-;-;-;-;56.9;-0.9;-;-;-
CHM;192703;-;-;-;-;-;89.6;1.4;-;-;-
CHM;192704;-;-;-;-;-;89.8;5.1;-;-;-
CHM;192705;-;-;-;-;-;72.6;10.2;-;-;-
CHM;192706;-;-;-;-;-;145.5;11.6;-;-;-
CHM;192707;-;-;-;-;-;158.1;14.0;-;-;-
CHM;192708;-;-;-;-;-;228.3;12.9;-;-;-
CHM;192709;-;-;-;-;-;162.6;11.6;-;-;-
CHM;192710;-;-;-;-;-;31.3;6.6;-;-;-
CHM;192711;-;-;-;-;-;81.8;3.8;-;-;-
CHM;192712;-;-;-;-;-;70.1;-1.3;-;-;-
CHM;192801;-;-;-;-;-;63.4;-0.3;-;-;-
CHM;192802;-;-;-;-;-;74.9;0.9;-;-;-
CHM;192803;-;-;-;-;-;58.5;2.5;-;-;-
CHM;192804;-;-;-;-;-;60.6;5.6;-;-;-
CHM;192805;-;-;-;-;-;106.7;7.2;-;-;-
CHM;192806;-;-;-;-;-;83.8;12.8;-;-;-
CHM;192807;-;-;-;-;-;15.9;18.5;-;-;-
CHM;192808;-;-;-;-;-;120.8;16.2;-;-;-
CHM;192809;-;-;-;-;-;92.9;11.2;-;-;-
CHM;192810;-;-;-;-;-;171.7;7.2;-;-;-
CHM;192811;-;-;-;-;-;188.4;3.6;-;-;-
CHM;192812;-;-;-;-;-;63.1;-1.9;-;-;-
CHM;192901;-;-;-;-;-;23.9;-4.8;-;-;-
CHM;192902;-;-;-;-;-;23.6;-6.1;-;-;-
CHM;192903;-;-;-;-;-;5.8;3.1;-;-;-
CHM;192904;-;-;-;-;-;77.4;3.0;-;-;-
CHM;192905;-;-;-;-;-;104.3;10.0;-;-;-
CHM;192906;-;-;-;-;-;142.4;13.2;-;-;-
CHM;192907;-;-;-;-;-;95.5;16.8;-;-;-
CHM;192908;-;-;-;-;-;73.7;14.2;-;-;-
CHM;192909;-;-;-;-;-;22.3;15.5;-;-;-
CHM;192910;-;-;-;-;-;91.0;7.7;-;-;-
CHM;192911;-;-;-;-;-;64.4;3.1;-;-;-
CHM;192912;-;-;-;-;-;121.4;0.6;-;-;-
CHM;193001;-;-;-;-;-;61.2;2.2;-;-;-
CHM;193002;-;-;-;-;-;44.7;-2.9;-;-;-
CHM;193003;-;-;-;-;-;70.6;2.5;-;-;-
CHM;193004;-;-;-;-;-;95.5;5.6;-;-;-
CHM;193005;-;-;-;-;-;119.8;8.2;-;-;-
CHM;193006;-;-;-;-;-;67.0;15.5;-;-;-
CHM;193007;-;-;-;-;-;205.2;14.1;-;-;-
CHM;193008;-;-;-;-;-;88.8;14.0;-;-;-
CHM;193009;-;-;-;-;-;131.9;12.3;-;-;-
CHM;193010;-;-;-;-;-;193.7;6.5;-;-;-
CHM;193011;-;-;-;-;-;126.5;4.5;-;-;-
CHM;193012;-;-;-;-;-;76.1;-1.7;-;-;-
CHM;193101;-;-;-;-;-;111.0;-2.9;-;-;-
CHM;193102;-;-;-;-;-;54.8;-4.1;-;-;-
CHM;193103;-;-;-;-;-;123.9;0.3;-;-;-
CHM;193104;-;-;-;-;-;67.8;4.1;-;-;-
CHM;193105;-;-;-;-;-;66.1;11.4;-;-;-
CHM;193106;-;-;-;-;-;107.6;14.9;-;-;-
CHM;193107;-;-;-;-;-;176.9;14.0;-;-;-
CHM;193108;-;-;-;-;-;278.4;11.8;-;-;-
CHM;193109;-;-;-;-;-;89.2;6.8;-;-;-
CHM;193110;-;-;-;-;-;96.0;6.2;-;-;-
CHM;193111;-;-;-;-;-;25.1;3.9;-;-;-
CHM;193112;-;-;-;-;-;48.8;-3.8;-;-;-
CHM;193201;-;-;-;-;-;47.5;0.8;-;-;-
CHM;193202;-;-;-;-;-;3.6;-5.9;-;-;-
CHM;193203;-;-;-;-;-;116.7;-0.7;-;-;-
CHM;193204;-;-;-;-;-;49.7;2.1;-;-;-
CHM;193205;-;-;-;-;-;174.2;7.3;-;-;-
CHM;193206;-;-;-;-;-;114.9;10.6;-;-;-
CHM;193207;-;-;-;-;-;200.9;14.0;-;-;-
CHM;193208;-;-;-;-;-;87.2;17.7;-;-;-
CHM;193209;-;-;-;-;-;116.7;13.4;-;-;-
CHM;193210;-;-;-;-;-;177.6;5.4;-;-;-
CHM;193211;-;-;-;-;-;21.6;3.8;-;-;-
CHM;193212;-;-;-;-;-;20.2;2.9;-;-;-
CHM;193301;-;-;-;-;-;19.4;-3.8;-;-;-
CHM;193302;-;-;-;-;-;57.4;-2.0;-;-;-
CHM;193303;-;-;-;-;-;74.3;2.5;-;-;-
CHM;193304;-;-;-;-;-;45.2;7.0;-;-;-
CHM;193305;-;-;-;-;-;139.3;7.6;-;-;-
CHM;193306;-;-;-;-;-;156.8;9.7;-;-;-
CHM;193307;-;-;-;-;-;90.4;15.1;-;-;-
CHM;193308;-;-;-;-;-;64.1;15.1;-;-;-
CHM;193309;-;-;-;-;-;120.0;11.9;-;-;-
CHM;193310;-;-;-;-;-;120.0;6.9;-;-;-
CHM;193311;-;-;-;-;-;44.8;-0.1;-;-;-
CHM;193312;-;-;-;-;-;26.8;-5.5;-;-;-
CHM;193401;-;-;-;-;-;82.5;-2.4;-;-;-
CHM;193402;-;-;-;-;-;19.6;-1.9;-;-;-
CHM;193403;-;-;-;-;-;123.2;-0.2;-;-;-
CHM;193404;-;-;-;-;-;33.2;6.9;-;-;-
CHM;193405;-;-;-;-;-;33.5;10.6;-;-;-
CHM;193406;-;-;-;-;-;123.7;12.4;-;-;-
CHM;193407;-;-;-;-;-;83.1;15.1;-;-;-
CHM;193408;-;-;-;-;-;138.1;12.2;-;-;-
CHM;193409;-;-;-;-;-;48.7;12.4;-;-;-
CHM;193410;-;-;-;-;-;90.6;6.2;-;-;-
CHM;193411;-;-;-;-;-;39.1;1.2;-;-;-
CHM;193412;-;-;-;-;-;92.1;2.3;-;-;-
CHM;193501;-;-;-;-;-;84.8;-5.5;-;-;-
CHM;193502;-;-;-;-;-;190.5;-2.3;-;-;-
CHM;193503;-;-;-;-;-;81.9;-0.4;-;-;-
CHM;193504;-;-;-;-;-;120.1;2.9;-;-;-
CHM;193505;-;-;-;-;-;81.5;7.3;-;-;-
CHM;193506;-;-;-;-;-;74.9;13.9;-;-;-
CHM;193507;-;-;-;-;-;131.3;15.1;-;-;-
CHM;193508;-;-;-;-;-;138.1;13.1;-;-;-
CHM;193509;-;-;-;-;-;128.7;11.3;-;-;-
CHM;193510;-;-;-;-;-;152.3;4.9;-;-;-
CHM;193511;-;-;-;-;-;64.5;2.6;-;-;-
CHM;193512;-;-;-;-;-;179.3;-3.5;-;-;-
CHM;193601;-;-;-;-;-;143.3;0.6;-;-;-
CHM;193602;-;-;-;-;-;84.2;-1.5;-;-;-
CHM;193603;-;-;-;-;-;28.8;2.9;-;-;-
CHM;193604;-;-;-;-;-;94.2;3.2;-;-;-
CHM;193605;-;-;-;-;-;41.0;9.4;-;-;-
CHM;193606;-;-;-;-;-;98.9;11.3;-;-;-
CHM;193607;-;-;-;-;-;194.9;12.0;-;-;-
CHM;193608;-;-;-;-;-;106.7;13.3;-;-;-
CHM;193609;-;-;-;-;-;150.9;10.1;-;-;-
CHM;193610;-;-;-;-;-;67.3;2.2;-;-;-
CHM;193611;-;-;-;-;-;117.8;1.2;-;-;-
CHM;193612;-;-;-;-;-;83.4;0.0;-;-;-
CHM;193701;-;-;-;-;-;71.3;0.0;-;-;-
CHM;193702;-;-;-;-;-;178.8;-0.3;-;-;-
CHM;193703;-;-;-;-;-;170.0;-1.2;-;-;-
CHM;193704;-;-;-;-;-;93.1;3.5;-;-;-
CHM;193705;-;-;-;-;-;130.1;10.4;-;-;-
CHM;193706;-;-;-;-;-;154.7;12.2;-;-;-
