stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
SAM;201602;100;26;72;822.1;39.4;4945;-3.2;-24.7;11.7;76.3
SAM;201603;183;32;53;822.2;26.2;9649;-3.9;-20.7;8.0;69.7
SAM;201604;213;2;67;823.8;68.9;8449;2.9;-10.2;14.2;71.3
SAM;201605;230;0;68;826.1;111.7;9230;5.7;-7.8;18.6;72.0
SAM;201606;245;0;69;829.0;135.4;9235;10.2;-1.7;25.3;77.1
SAM;201607;252;0;61;833.2;110.9;12278;12.5;-1.3;24.7;74.0
SAM;201608;229;0;53;834.4;101.7;12096;11.9;0.2;26.4;75.6
SAM;201609;180;0;58;833.1;35.6;10918;9.4;-1.4;21.6;78.3
SAM;201610;113;0;57;830.4;38.4;7909;2.5;-9.7;16.1;78.1
SAM;201611;71;5;62;826.2;47.4;5383;-1.7;-19.9;15.4;81.8
SAM;201612;71;0;22;836.7;0.2;10262;-5.5;-16.9;9.7;69.3
SAM;201701;79;12;38;827.2;11.0;8429;-11.1;-26.2;5.0;71.7
SAM;201702;108;18;55;827.0;20.0;6471;-3.9;-20.4;9.3;75.3
SAM;201703;176;14;50;827.9;22.0;9854;0.7;-15.0;14.5;68.4
SAM;201704;225;1;50;827.8;42.1;11036;1.9;-15.9;16.6;63.6
SAM;201705;264;0;59;829.6;50.0;11814;7.5;-7.9;22.5;69.3
SAM;201706;273;0;59;831.1;172.9;13066;12.2;-3.4;24.9;72.2
SAM;201707;260;0;64;831.8;62.2;12039;12.7;-0.7;25.5;72.2
SAM;201708;219;0;57;833.7;117.0;11287;12.7;-1.9;25.5;75.3
SAM;201709;154;0;72;828.9;100.6;7844;6.1;-6.3;18.2;79.1
SAM;201710;131;0;40;833.1;10.0;10823;4.0;-10.9;19.7;68.2
SAM;201711;77;10;59;825.9;36.8;6072;-3.4;-16.4;11.9;77.8
SAM;201712;59;24;56;825.0;65.3;6098;-7.7;-22.8;2.8;81.2
SAM;201801;68;71;61;825.8;52.6;6071;-5.1;-21.8;5.5;82.2
SAM;201802;122;63;55;819.4;5.3;7559;-9.9;-29.1;7.0;73.5
SAM;201803;159;47;69;815.0;25.1;6305;-3.1;-20.4;5.7;75.1
SAM;201804;230;23;52;827.6;55.1;9920;3.5;-12.4;17.0;72.4
SAM;201805;222;0;71;828.0;47.9;8171;8.4;-2.1;20.9;73.9
SAM;201806;281;0;58;830.1;25.2;12902;11.5;-3.5;24.7;69.5
SAM;201807;254;0;61;831.5;87.5;12057;12.9;0.9;25.3;71.7
SAM;201808;220;0;62;833.2;80.3;11294;12.8;-2.1;24.8;77.4
SAM;201809;192;0;50;834.3;36.5;11592;9.7;-6.0;22.8;76.1
SAM;201810;120;5;48;830.2;174.0;9437;4.9;-8.4;17.2;76.8
SAM;201811;69;6;63;827.7;23.0;4651;-0.8;-15.8;10.1;84.6
SAM;201812;61;25;50;829.4;46.3;4696;-7.1;-25.4;7.3;82.9
