stn;time;gre000m0;prestam0;sre000m0;tre200mx;hto000m0;nto000m0;rre150m0;tre200m0;tre200mn;ure200m0
ANT;194312;-;-;-;-;-;-;42.0;-2.4;-;-
ANT;194401;-;-;-;-;-;-;85.5;-6.2;-;-
ANT;194402;-;-;-;-;-;-;141.5;-7.6;-;-
ANT;194403;-;-;-;-;-;-;278.0;-5.3;-;-
ANT;194404;-;-;-;-;-;-;52.5;3.3;-;-
ANT;194405;-;-;-;-;-;-;47.2;6.9;-;-
ANT;194406;-;-;-;-;-;-;61.5;9.4;-;-
ANT;194407;-;-;-;-;-;-;141.6;12.0;-;-
ANT;194408;-;-;-;-;-;-;55.1;14.7;-;-
ANT;194409;-;-;-;-;-;-;95.8;8.5;-;-
ANT;194410;-;-;-;-;-;-;149.3;3.7;-;-
ANT;194411;-;-;-;-;-;-;276.5;-2.2;-;-
ANT;194412;-;-;-;-;-;-;104.5;-6.9;-;-
ANT;194501;-;-;-;-;-;-;59.0;-10.8;-;-
ANT;194502;-;-;-;-;-;-;124.5;-2.2;-;-
ANT;194503;-;-;-;-;-;-;189.5;-0.7;-;-
ANT;194504;-;-;-;-;-;-;95.8;3.4;-;-
ANT;194505;-;-;-;-;-;-;103.8;8.7;-;-
ANT;194506;-;-;-;-;-;-;88.7;12.4;-;-
ANT;194507;-;-;-;-;-;-;104.2;13.5;-;-
ANT;194508;-;-;-;-;-;-;238.1;11.2;-;-
ANT;194509;-;-;-;-;-;-;150.7;9.0;-;-
ANT;194510;-;-;-;-;-;-;168.2;4.0;-;-
ANT;194511;-;-;-;-;-;-;60.3;-3.0;-;-
ANT;194512;-;-;-;-;-;-;182.8;-4.3;-;-
ANT;194601;-;-;-;-;-;-;98.0;-7.1;-;-
ANT;194602;-;-;-;-;-;-;211.9;-2.3;-;-
ANT;194603;-;-;-;-;-;-;80.0;0.2;-;-
ANT;194604;-;-;-;-;-;-;33.0;4.2;-;-
ANT;194605;-;-;-;-;-;-;147.3;8.2;-;-
ANT;194606;-;-;-;-;-;-;216.2;9.5;-;-
ANT;194607;-;-;-;-;-;-;124.0;12.8;-;-
ANT;194608;-;-;-;-;-;-;192.5;11.7;-;-
ANT;194609;-;-;-;-;-;-;65.5;9.8;-;-
ANT;194610;-;-;-;-;-;-;53.5;3.6;-;-
ANT;194611;-;-;-;-;-;-;48.0;0.0;-;-
ANT;194612;-;-;-;-;-;-;45.1;-6.0;-;-
ANT;194701;-;-;-;-;-;-;57.5;-8.7;-;-
ANT;194702;-;-;-;-;-;-;26.8;-5.4;-;-
ANT;194703;-;-;-;-;-;-;101.2;0.6;-;-
ANT;194704;-;-;-;-;-;-;35.0;4.9;-;-
ANT;194705;-;-;-;-;-;-;134.3;9.5;-;-
ANT;194706;-;-;-;-;-;-;116.8;12.0;-;-
ANT;194707;-;-;-;-;-;-;71.8;13.7;-;-
ANT;194708;-;-;-;-;-;-;44.3;13.3;-;-
ANT;194709;-;-;-;-;-;-;124.1;9.9;-;-
ANT;194710;-;-;-;-;-;-;20.4;5.2;-;-
ANT;194711;-;-;-;-;-;-;229.2;0.8;-;-
ANT;194712;-;-;-;-;-;-;141.4;-5.0;-;-
ANT;194801;-;-;-;-;-;-;125.8;-2.1;-;-
ANT;194802;-;-;-;-;-;-;141.1;-3.5;-;-
ANT;194803;-;-;-;-;-;-;46.0;0.9;-;-
ANT;194804;-;-;-;-;-;-;79.7;3.4;-;-
ANT;194805;-;-;-;-;-;-;53.6;8.6;-;-
ANT;194806;-;-;-;-;-;-;182.9;9.1;-;-
ANT;194807;-;-;-;-;-;-;121.0;9.8;-;-
ANT;194808;-;-;-;-;-;-;139.6;11.5;-;-
ANT;194809;-;-;-;-;-;-;175.2;8.2;-;-
ANT;194810;-;-;-;-;-;-;49.3;4.8;-;-
ANT;194811;-;-;-;-;-;-;27.2;0.0;-;-
ANT;194812;-;-;-;-;-;-;27.4;-3.6;-;-
ANT;194901;-;-;-;-;-;-;130.8;-5.3;-;-
ANT;194902;-;-;-;-;-;-;38.3;-5.8;-;-
ANT;194903;-;-;-;-;-;-;95.8;-3.4;-;-
ANT;194904;-;-;-;-;-;-;117.6;5.2;-;-
ANT;194905;-;-;-;-;-;-;161.9;6.3;-;-
ANT;194906;-;-;-;-;-;-;34.4;10.3;-;-
ANT;194907;-;-;-;-;-;-;57.1;12.6;-;-
ANT;194908;-;-;-;-;-;-;68.9;11.5;-;-
ANT;194909;-;-;-;-;-;-;62.4;11.6;-;-
ANT;194910;-;-;-;-;-;-;60.0;6.2;-;-
ANT;194911;-;-;-;-;-;-;118.1;-1.3;-;-
ANT;194912;-;-;-;-;-;-;115.3;-3.1;-;-
ANT;195001;-;-;-;-;-;-;140.0;-7.3;-;-
ANT;195002;-;-;-;-;-;-;130.7;-2.3;-;-
ANT;195003;-;-;-;-;-;-;17.9;-1.1;-;-
ANT;195004;-;-;-;-;-;-;114.6;1.1;-;-
ANT;195005;-;-;-;-;-;-;130.8;8.5;-;-
ANT;195006;-;-;-;-;-;-;62.0;12.9;-;-
ANT;195007;-;-;-;-;-;-;105.2;14.4;-;-
ANT;195008;-;-;-;-;-;-;174.0;12.7;-;-
ANT;195009;-;-;-;-;-;-;111.2;8.6;-;-
ANT;195010;-;-;-;-;-;-;8.5;4.2;-;-
ANT;195011;-;-;-;-;-;-;212.9;-0.6;-;-
ANT;195012;-;-;-;-;-;-;49.9;-5.7;-;-
ANT;195101;-;-;-;-;-;-;224.3;-3.4;-;-
ANT;195102;-;-;-;-;-;-;282.9;-3.7;-;-
ANT;195103;-;-;-;-;-;-;118.8;-2.4;-;-
ANT;195104;-;-;-;-;-;-;146.0;1.5;-;-
ANT;195105;-;-;-;-;-;-;147.4;5.9;-;-
ANT;195106;-;-;-;-;-;-;136.7;10.3;-;-
ANT;195107;-;-;-;-;-;-;83.1;12.3;-;-
ANT;195108;-;-;-;-;-;-;190.7;12.0;-;-
ANT;195109;-;-;-;-;-;-;45.7;10.1;-;-
ANT;195110;-;-;-;-;-;-;83.0;4.7;-;-
ANT;195111;-;-;-;-;-;-;335.6;0.9;-;-
ANT;195112;-;-;-;-;-;-;27.0;-3.7;-;-
ANT;195201;-;-;-;-;-;-;108.9;-6.3;-;-
ANT;195202;-;-;-;-;-;-;137.1;-7.5;-;-
ANT;195203;-;-;-;-;-;-;135.2;-0.5;-;-
ANT;195204;-;-;-;-;-;-;73.2;3.8;-;-
ANT;195205;-;-;-;-;-;-;96.1;7.8;-;-
ANT;195206;-;-;-;-;-;-;72.4;11.9;-;-
ANT;195207;-;-;-;-;-;-;63.5;14.3;-;-
ANT;195208;-;-;-;-;-;-;95.9;12.6;-;-
ANT;195209;-;-;-;-;-;-;115.8;6.3;-;-
ANT;195210;-;-;-;-;-;-;111.5;4.0;-;-
ANT;195211;-;-;-;-;-;-;259.2;-2.4;-;-
ANT;195212;-;-;-;-;-;-;95.5;-4.7;-;-
ANT;195301;-;-;-;-;-;-;34.2;-10.6;-;-
ANT;195302;-;-;-;-;-;-;43.7;-7.5;-;-
ANT;195303;-;-;-;-;-;-;7.3;-1.7;-;-
ANT;195304;-;-;-;-;-;-;80.4;3.8;-;-
ANT;195305;-;-;-;-;-;-;99.8;8.0;-;-
ANT;195306;-;-;-;-;-;-;183.5;9.4;-;-
ANT;195307;-;-;-;-;-;-;114.7;12.6;-;-
ANT;195308;-;-;-;-;-;-;33.5;11.5;-;-
ANT;195309;-;-;-;-;-;-;126.0;10.1;-;-
ANT;195310;-;-;-;-;-;-;237.5;6.3;-;-
ANT;195311;-;-;-;-;-;-;9.5;-0.7;-;-
ANT;195312;-;-;-;-;-;-;30.3;-0.5;-;-
ANT;195401;-;-;-;-;-;-;155.7;-8.3;-;-
ANT;195402;-;-;-;-;-;-;40.2;-5.2;-;-
ANT;195403;-;-;-;-;-;-;27.5;0.1;-;-
ANT;195404;-;-;-;-;-;-;128.5;0.8;-;-
ANT;195405;-;-;-;-;-;-;90.4;5.9;-;-
ANT;195406;-;-;-;-;-;-;151.1;10.4;-;-
ANT;195407;-;-;-;-;-;-;109.2;9.7;-;-
ANT;195408;-;-;-;-;-;-;268.3;10.5;-;-
ANT;195409;-;-;-;-;-;-;129.4;9.3;-;-
ANT;195410;-;-;-;-;-;-;69.3;4.7;-;-
ANT;195411;-;-;-;-;-;-;108.5;0.4;-;-
ANT;195412;-;-;-;-;-;-;343.0;-4.1;-;-
ANT;195501;-;-;-;-;-;-;127.0;-1.9;-;-
ANT;195502;-;-;-;-;-;-;147.2;-4.3;-;-
ANT;195503;-;-;-;-;-;-;27.9;-3.4;-;-
ANT;195504;-;-;-;-;-;-;56.7;1.5;-;-
ANT;195505;-;-;-;-;-;-;70.5;6.0;-;-
ANT;195506;-;-;-;-;-;-;125.3;10.3;-;-
ANT;195507;-;-;-;-;-;-;93.9;11.8;-;-
ANT;195508;-;-;-;-;-;-;76.4;10.7;-;-
ANT;195509;-;-;-;-;-;-;56.5;7.8;-;-
ANT;195510;-;-;-;-;-;-;116.3;3.1;-;-
ANT;195511;-;-;-;-;-;-;17.5;-1.6;-;-
ANT;195512;-;-;-;-;-;-;72.8;-2.0;-;-
ANT;195601;-;-;-;-;-;-;97.3;-4.2;-;-
ANT;195602;-;-;-;-;-;-;28.1;-14.1;-;-
ANT;195603;-;-;-;-;-;-;155.3;-2.0;-;-
ANT;195604;-;-;-;-;-;-;119.7;0.4;-;-
ANT;195605;-;-;-;-;-;-;113.9;6.7;-;-
ANT;195606;-;-;-;-;-;-;129.3;7.7;-;-
ANT;195607;-;-;-;-;-;-;145.3;12.0;-;-
ANT;195608;-;-;-;-;-;-;264.1;10.8;-;-
ANT;195609;-;-;-;-;-;-;149.8;10.2;-;-
ANT;195610;-;-;-;-;-;-;94.7;2.4;-;-
ANT;195611;-;-;-;-;-;-;38.9;-3.5;-;-
ANT;195612;-;-;-;-;-;-;12.2;-5.6;-;-
ANT;195701;-;-;-;-;-;-;28.1;-6.8;-;-
ANT;195702;-;-;-;-;-;-;148.0;-0.9;-;-
ANT;195703;-;-;-;-;-;-;65.4;1.4;-;-
ANT;195704;-;-;-;-;-;-;29.1;3.2;-;-
ANT;195705;-;-;-;-;-;-;102.9;4.2;-;-
ANT;195706;-;-;-;-;-;-;193.6;11.2;-;-
ANT;195707;-;-;-;-;-;-;93.4;11.7;-;-
ANT;195708;-;-;-;-;-;-;174.0;10.5;-;-
ANT;195709;-;-;-;-;-;-;73.5;7.4;-;-
ANT;195710;-;-;-;-;-;-;22.1;4.7;-;-
ANT;195711;-;-;-;-;-;-;121.4;0.7;-;-
ANT;195712;-;-;-;-;-;-;104.7;-5.9;-;-
ANT;195801;-;-;-;-;-;-;103.2;-6.8;-;-
ANT;195802;-;-;-;-;-;-;199.9;-2.0;-;-
ANT;195803;-;-;-;-;-;-;108.9;-4.9;-;-
ANT;195804;-;-;-;-;-;-;144.4;-0.2;-;-
ANT;195805;-;-;-;-;-;-;153.5;8.3;-;-
ANT;195806;-;-;-;-;-;-;100.0;9.8;-;-
ANT;195807;-;-;-;-;-;-;139.1;12.4;-;-
ANT;195808;-;-;-;-;-;-;165.9;12.0;-;-
ANT;195809;-;-;-;-;-;-;87.4;10.1;-;-
ANT;195810;-;-;-;-;-;-;246.7;3.4;-;-
ANT;195811;-;-;-;-;-;-;73.9;0.3;-;-
ANT;195812;-;-;-;-;-;-;134.9;-2.6;-;-
ANT;195901;-;857.8;-;-;-;-;110.5;-5.9;-;-
ANT;195902;-;870.5;-;-;-;-;19.0;-3.4;-;-
ANT;195903;-;860.9;-;-;-;-;96.1;2.0;-;-
ANT;195904;-;857.9;-;-;-;-;130.5;3.3;-;-
ANT;195905;-;860.7;-;-;-;-;43.8;7.6;-;-
ANT;195906;-;864.8;-;-;-;-;89.8;10.4;-;-
ANT;195907;-;865.3;-;-;-;-;86.8;13.4;-;-
ANT;195908;-;864.4;-;-;-;-;71.5;11.1;-;-
ANT;195909;-;864.5;-;-;-;-;30.3;10.0;-;-
ANT;195910;-;863.2;-;-;-;-;111.9;4.0;-;-
ANT;195911;-;858.1;-;-;-;-;101.3;-1.5;-;-
ANT;195912;-;853.8;-;-;-;-;118.2;-2.4;-;-
ANT;196001;-;857.8;-;-;-;-;61.7;-5.9;-;83.4
ANT;196002;-;855.4;-;-;-;-;46.5;-2.6;-;75.4
ANT;196003;-;855.8;-;-;-;-;96.1;0.5;-;76.7
ANT;196004;-;859.9;-;-;-;-;85.7;2.0;-;72.8
ANT;196005;-;862.1;-;-;-;-;109.0;8.4;-;70.4
ANT;196006;-;864.8;-;-;-;-;113.2;11.5;-;75.6
ANT;196007;-;862.7;-;-;-;-;155.0;10.2;-;79.9
ANT;196008;-;862.4;-;-;-;-;127.7;11.4;-;75.8
ANT;196009;-;861.5;-;-;-;-;322.8;7.4;-;80.4
ANT;196010;-;855.9;-;-;-;-;217.2;3.7;-;80.7
ANT;196011;-;857.9;-;-;-;-;114.3;0.4;-;79.0
ANT;196012;-;853.4;-;-;-;-;91.5;-4.5;-;74.7
ANT;196101;-;857.4;-;-;-;-;34.5;-4.2;-;73.1
ANT;196102;-;865.8;-;-;-;-;185.3;-2.2;-;75.1
ANT;196103;-;866.5;-;-;-;-;61.9;-1.5;-;66.3
ANT;196104;-;858.0;-;-;-;-;87.9;4.1;-;77.6
ANT;196105;-;860.2;-;-;-;-;109.4;4.1;-;78.7
ANT;196106;-;864.3;-;-;-;-;126.3;9.6;-;79.0
ANT;196107;-;864.2;-;-;-;-;124.2;9.8;-;81.3
ANT;196108;-;867.6;-;-;-;-;118.7;10.0;-;81.5
ANT;196109;-;868.7;-;-;-;-;15.2;11.7;-;74.4
ANT;196110;-;863.3;-;-;-;-;131.7;5.2;-;79.3
ANT;196111;-;858.6;-;-;-;-;61.1;0.3;-;72.8
ANT;196112;-;859.8;-;-;-;-;131.8;-2.4;-;79.9
ANT;196201;-;863.1;-;-;-;-;106.2;-3.4;-;75.9
ANT;196202;-;862.5;-;-;-;-;167.2;-5.7;-;79.1
ANT;196203;-;854.5;-;-;-;-;98.1;-4.6;-;74.5
ANT;196204;-;861.2;-;-;-;-;152.2;1.2;-;72.2
ANT;196205;-;861.8;-;-;-;-;121.1;4.6;-;74.5
ANT;196206;-;866.6;-;-;-;-;55.5;9.4;-;66.8
ANT;196207;-;866.1;-;-;-;-;59.4;11.2;-;75.3
ANT;196208;-;869.1;-;-;-;-;69.9;12.7;-;75.4
ANT;196209;-;866.8;-;-;-;-;40.2;9.0;-;73.5
ANT;196210;-;867.7;-;-;-;-;16.3;4.3;-;75.6
ANT;196211;-;859.7;-;-;-;-;126.1;-2.5;-;76.0
ANT;196212;-;859.2;-;-;-;-;292.1;-7.4;-;75.7
ANT;196301;-;858.7;-;-;-;-;59.8;-10.5;-;76.3
ANT;196302;-;853.2;-;-;-;-;33.3;-8.8;-;66.8
ANT;196303;-;861.7;-;-;-;-;137.7;-2.7;-;76.9
ANT;196304;-;861.3;-;-;-;-;73.5;2.7;-;80.7
ANT;196305;-;864.5;-;-;-;-;121.0;5.2;-;75.3
ANT;196306;-;865.1;-;-;-;-;135.8;10.0;-;73.7
ANT;196307;-;869.8;-;-;-;-;90.4;12.6;-;74.8
ANT;196308;-;865.5;-;-;-;-;132.3;10.9;-;72.5
ANT;196309;-;868.5;-;-;-;-;104.8;9.3;-;72.1
ANT;196310;-;869.4;-;-;-;-;97.9;3.9;-;71.6
ANT;196311;-;861.6;-;-;-;-;223.4;2.4;-;69.5
ANT;196312;-;862.3;-;-;-;-;15.3;-5.5;-;65.3
ANT;196401;-;871.5;-;-;-;-;21.7;-7.0;-;61.1
ANT;196402;-;863.4;-;-;-;-;38.1;-2.9;-;76.1
ANT;196403;-;858.0;-;-;-;-;85.2;-0.9;-;81.7
ANT;196404;-;863.7;-;-;-;-;189.7;3.2;-;82.6
ANT;196405;-;867.8;-;-;-;-;97.6;8.0;-;77.9
ANT;196406;-;867.9;-;-;-;-;107.3;11.4;-;79.4
ANT;196407;-;870.7;-;-;-;-;52.2;13.0;-;78.6
ANT;196408;-;868.1;-;-;-;-;112.8;10.7;-;81.8
ANT;196409;-;871.1;-;-;-;-;70.3;9.1;-;79.2
ANT;196410;-;864.2;-;-;-;-;129.0;3.0;-;82.8
ANT;196411;-;866.3;-;-;-;-;173.8;1.3;-;81.7
ANT;196412;-;861.2;-;-;-;-;96.4;-5.0;-;78.6
ANT;196501;-;860.2;-;-;-;-;58.1;-3.5;-;77.3
ANT;196502;-;863.3;-;-;-;-;72.7;-9.7;-;80.4
ANT;196503;-;863.5;-;-;-;-;88.0;-1.1;-;74.8
ANT;196504;-;861.0;-;-;-;-;104.1;0.6;-;80.1
ANT;196505;-;865.0;-;-;-;-;133.0;6.0;-;76.7
ANT;196506;-;867.8;-;-;-;-;116.9;10.5;-;78.5
ANT;196507;-;867.0;-;-;-;-;130.8;10.6;-;80.1
ANT;196508;-;868.2;-;-;-;-;218.4;10.4;-;80.4
ANT;196509;-;864.9;-;-;-;-;326.8;6.8;-;79.4
ANT;196510;-;869.2;-;-;-;-;7.1;5.6;-;68.2
ANT;196511;-;858.7;-;-;-;-;95.2;-0.3;-;79.5
ANT;196512;-;858.5;-;-;-;-;222.0;-3.6;-;80.9
ANT;196601;-;860.5;-;-;-;49;71.0;-8.1;-;78.7
ANT;196602;-;860.3;-;-;-;64;153.4;0.3;-;77.0
ANT;196603;-;865.8;-;-;-;58;164.9;-3.3;-;78.2
ANT;196604;-;862.4;-;-;-;59;120.0;3.3;-;75.9
ANT;196605;-;868.0;-;-;-;53;134.8;6.5;-;74.7
ANT;196606;-;868.8;-;-;-;55;90.2;11.0;-;73.6
ANT;196607;-;866.9;-;-;-;70;174.9;10.3;-;80.9
ANT;196608;-;868.1;-;-;-;65;126.7;10.0;-;80.8
ANT;196609;-;870.0;-;-;-;41;43.3;10.0;-;80.9
ANT;196610;-;862.7;-;-;-;69;180.3;7.7;-;78.0
ANT;196611;-;862.0;-;-;-;65;175.1;-3.1;-;78.4
ANT;196612;-;861.2;-;-;106;71;166.7;-4.9;-;83.1
ANT;196701;-;-;-;-;136;45;68.9;-6.3;-;77.9
ANT;196702;-;-;-;-;125;45;86.2;-3.4;-;68.2
ANT;196703;-;-;-;-;137;64;259.7;-0.7;-;78.9
ANT;196704;-;-;-;-;127;56;149.2;0.3;-;77.8
ANT;196705;-;-;-;-;39;63;228.2;5.8;-;73.6
ANT;196706;-;-;-;-;0;56;94.9;8.7;-;75.8
ANT;196707;-;-;-;-;0;48;61.7;13.5;-;74.0
ANT;196708;-;-;-;-;0;55;82.6;11.5;-;79.6
ANT;196709;-;-;-;-;0;63;146.5;8.2;-;80.3
ANT;196710;-;-;-;-;0;33;52.3;6.9;-;69.0
ANT;196711;-;-;-;-;3;54;57.9;1.6;-;74.2
ANT;196712;-;-;-;-;37;53;78.8;-7.2;-;81.4
ANT;196801;-;-;-;-;166;64;412.5;-6.7;-;86.7
ANT;196802;-;-;-;-;217;65;69.4;-3.0;-;77.7
ANT;196803;-;-;-;-;218;43;134.7;-1.4;-;71.6
ANT;196804;-;-;-;-;99;51;80.0;3.0;-;71.8
ANT;196805;-;-;-;-;3;77;191.7;5.9;-;74.0
ANT;196806;-;-;-;-;0;59;82.8;10.1;-;71.2
ANT;196807;-;-;-;-;0;57;85.2;11.4;-;74.5
ANT;196808;-;-;-;-;0;66;139.6;10.0;-;81.3
ANT;196809;-;-;-;-;0;54;156.9;7.9;-;78.9
ANT;196810;-;-;-;-;0;40;32.0;6.2;-;75.2
ANT;196811;-;-;-;-;10;51;295.5;-0.4;-;77.8
ANT;196812;-;-;-;-;35;47;134.7;-4.8;-;74.6
ANT;196901;-;-;-;-;98;57;83.8;-4.2;-;76.4
ANT;196902;-;-;-;-;107;62;65.4;-6.8;-;75.1
ANT;196903;-;-;-;-;76;64;23.9;-0.7;-;74.9
ANT;196904;-;-;-;-;36;70;147.5;1.8;-;72.2
ANT;196905;-;-;-;-;0;63;233.9;7.8;-;72.5
ANT;196906;-;-;-;-;0;73;239.9;8.0;-;78.9
ANT;196907;-;-;-;-;0;50;62.6;12.7;-;78.9
ANT;196908;-;-;-;-;0;68;124.1;10.8;-;78.3
ANT;196909;-;-;-;-;0;56;35.9;9.8;-;77.6
ANT;196910;-;-;-;-;0;31;11.7;6.2;-;68.7
ANT;196911;-;-;-;-;9;63;111.8;-0.5;-;74.6
ANT;196912;-;-;-;-;52;52;105.9;-8.4;-;79.0
ANT;197001;-;-;-;-;65;64;48.8;-4.0;-;72.5
ANT;197002;-;-;-;-;147;83;303.8;-4.8;-;81.3
ANT;197003;-;-;-;-;172;73;104.7;-4.0;-;77.8
ANT;197004;-;-;-;-;157;79;234.6;-0.8;-;77.4
ANT;197005;-;-;-;-;68;79;88.3;4.6;-;75.6
ANT;197006;-;-;-;-;0;65;68.0;11.4;-;72.6
ANT;197007;-;-;-;-;0;59;68.6;11.8;-;74.0
ANT;197008;-;-;-;-;0;61;139.7;11.8;-;79.2
ANT;197009;-;-;-;-;0;45;72.4;9.7;-;74.7
ANT;197010;-;-;-;-;8;49;174.9;3.4;-;76.2
ANT;197011;-;-;-;-;5;54;62.7;1.0;-;73.5
ANT;197012;-;-;-;-;12;52;50.5;-5.7;-;74.8
ANT;197101;-;-;-;-;35;46;24.2;-5.1;-25.0;68.0
ANT;197102;-;-;-;-;67;58;93.3;-5.7;-18.0;81.4
ANT;197103;-;-;-;-;87;68;145.0;-5.2;-23.6;78.6
ANT;197104;-;-;-;-;19;60;55.0;4.4;-4.0;69.6
ANT;197105;-;-;-;-;0;80;104.4;8.3;0.4;73.8
ANT;197106;-;-;-;-;0;78;150.5;8.6;2.0;79.8
ANT;197107;-;-;-;-;0;40;34.7;13.1;1.5;77.8
ANT;197108;-;-;-;-;0;58;120.9;13.5;5.0;79.4
ANT;197109;-;-;-;-;0;46;53.4;7.8;-4.0;83.7
ANT;197110;-;-;-;-;0;31;17.5;5.1;-7.0;75.3
ANT;197111;-;-;-;-;33;65;174.3;-2.1;-20.0;84.2
ANT;197112;-;-;-;-;68;40;48.8;-3.6;-12.0;79.4
ANT;197201;-;-;-;-;73;68;27.8;-3.9;-15.0;76.9
ANT;197202;-;-;-;-;63;81;31.5;0.0;-8.0;72.6
ANT;197203;-;-;-;-;35;60;67.2;1.6;-7.7;70.8
ANT;197204;-;-;-;-;3;80;140.5;1.6;-6.5;85.8
ANT;197205;-;-;-;-;0;78;119.2;6.1;-4.0;79.8
ANT;197206;-;-;-;-;1;73;160.9;8.3;0.0;79.6
ANT;197207;-;-;-;-;0;74;111.1;11.1;2.5;84.5
ANT;197208;-;-;-;-;0;69;148.5;10.5;0.5;84.6
ANT;197209;-;-;-;-;0;61;89.5;5.6;-4.0;79.3
ANT;197210;-;-;-;-;12;48;115.9;3.6;-4.5;75.3
ANT;197211;-;-;-;-;23;54;179.5;-0.5;-16.0;79.5
ANT;197212;-;-;-;-;35;40;7.0;-2.1;-12.0;63.1
ANT;197301;-;-;-;-;39;49;65.7;-3.2;-15.0;72.7
ANT;197302;-;-;-;-;83;56;108.7;-6.4;-19.5;79.9
ANT;197303;-;-;-;-;101;60;35.8;-3.4;-18.6;77.1
ANT;197304;-;-;-;-;90;75;137.3;-1.3;-14.5;77.7
ANT;197305;-;-;-;-;9;73;97.8;7.5;-1.2;72.3
ANT;197306;-;-;-;-;1;69;178.7;10.6;0.6;77.2
ANT;197307;-;-;-;-;0;69;197.6;11.1;3.5;82.6
ANT;197308;-;-;-;-;0;64;80.2;13.5;5.0;79.6
ANT;197309;-;-;-;-;0;58;82.9;9.7;-0.8;77.9
ANT;197310;-;-;-;-;2;54;116.8;4.1;-8.6;73.5
ANT;197311;-;-;-;-;5;58;122.3;-0.8;-15.5;78.5
ANT;197312;-;-;-;-;70;70;142.2;-4.5;-24.5;79.6
ANT;197401;-;-;-;-;88;68;72.5;-1.5;-12.0;74.0
ANT;197402;-;-;-;-;130;86;125.0;-1.5;-14.5;76.6
ANT;197403;-;-;-;-;117;81;65.6;0.6;-15.2;70.6
ANT;197404;-;-;-;-;14;70;67.6;2.5;-8.2;72.8
ANT;197405;-;-;-;-;0;71;89.9;5.6;-2.3;78.0
ANT;197406;-;-;-;-;0;71;90.2;8.7;0.3;77.3
ANT;197407;-;-;-;-;0;60;70.9;11.2;2.5;75.7
ANT;197408;-;-;-;-;0;64;140.9;12.9;2.4;75.1
ANT;197409;-;-;-;-;0;63;111.5;8.6;-4.4;71.6
ANT;197410;-;-;-;-;14;88;148.5;-1.0;-15.5;85.4
ANT;197411;-;-;-;-;40;78;190.3;-0.9;-12.6;78.0
ANT;197412;-;-;-;-;100;65;173.3;-2.9;-17.0;84.3
ANT;197501;-;-;-;-;126;61;119.6;-2.3;-14.8;72.9
ANT;197502;-;-;-;-;145;35;22.4;-4.1;-16.0;65.4
ANT;197503;-;-;-;-;166;85;197.6;-1.9;-13.9;76.4
ANT;197504;-;-;-;-;213;64;304.2;0.9;-13.4;76.8
ANT;197505;-;-;-;-;61;73;94.4;6.0;-2.8;72.8
ANT;197506;-;-;-;-;0;75;133.5;8.6;-0.1;76.4
ANT;197507;-;-;-;-;0;61;122.1;12.0;0.5;75.4
ANT;197508;-;-;-;-;0;64;186.9;11.9;2.1;80.2
ANT;197509;-;-;-;-;0;69;187.7;11.4;2.5;73.7
ANT;197510;-;-;-;-;4;43;84.8;3.4;-4.0;75.6
ANT;197511;-;-;-;-;23;66;173.8;-1.0;-16.0;79.4
ANT;197512;-;-;-;-;49;38;10.6;-5.6;-14.6;75.4
ANT;197601;-;-;-;-;68;68;65.1;-4.4;-25.6;76.7
ANT;197602;-;-;-;-;80;51;19.2;-2.0;-11.8;66.2
ANT;197603;-;-;-;-;58;48;19.7;-2.1;-18.4;71.8
ANT;197604;-;-;-;-;14;60;125.2;2.0;-9.2;71.8
ANT;197605;-;-;-;-;0;58;47.4;7.7;-3.0;68.0
ANT;197606;-;-;-;-;0;51;82.5;11.6;-0.2;67.9
ANT;197607;-;-;-;-;0;73;143.8;12.5;2.5;74.7
ANT;197608;-;-;-;-;0;64;98.7;9.9;2.2;77.0
ANT;197609;-;-;-;-;0;69;180.2;7.3;-2.0;75.3
ANT;197610;-;-;-;-;0;73;297.4;6.7;-2.1;69.4
ANT;197611;-;-;-;-;16;69;136.9;-1.6;-11.2;82.0
ANT;197612;-;-;-;-;55;59;107.3;-5.2;-21.1;77.3
ANT;197701;-;-;-;-;82;71;86.3;-3.0;-14.8;76.6
ANT;197702;-;-;-;-;83;70;96.2;-1.5;-14.5;76.4
ANT;197703;-;-;-;-;64;71;126.9;1.7;-14.0;74.2
ANT;197704;-;-;-;-;41;83;265.6;1.1;-7.5;81.7
ANT;197705;-;-;-;-;0;79;140.8;6.7;-1.5;75.3
ANT;197706;-;-;-;-;0;73;91.2;9.9;2.5;75.0
ANT;197707;-;-;-;-;0;63;150.8;11.4;4.0;78.2
ANT;197708;-;-;-;-;0;76;214.1;10.6;4.0;80.9
ANT;197709;-;-;-;-;0;53;25.7;7.1;-2.0;81.8
ANT;197710;-;-;-;-;0;51;234.3;7.0;-1.5;72.8
ANT;197711;-;-;-;-;17;70;147.6;-0.6;-16.0;79.1
ANT;197712;-;-;-;-;32;58;92.8;-3.1;-15.0;74.8
ANT;197801;-;-;-;-;82;69;174.0;-4.3;-14.5;76.2
ANT;197802;-;-;-;-;157;79;172.3;-4.0;-19.0;80.8
ANT;197803;-;-;-;-;132;80;177.2;-0.1;-9.5;80.4
ANT;197804;-;-;-;-;94;70;78.2;1.5;-9.8;79.5
ANT;197805;-;-;-;-;7;74;139.6;5.2;-2.0;79.5
ANT;197806;-;-;-;-;0;66;129.5;8.7;-1.9;77.8
