stn;time;gre000m0;prestam0;sre000m0;tre200mx;hto000m0;nto000m0;rre150m0;tre200m0;tre200mn;ure200m0
ANT;197807;-;-;-;-;0;60;95.2;11.1;3.0;78.9
ANT;197808;-;-;-;-;0;58;173.5;10.5;0.0;80.4
ANT;197809;-;-;-;-;0;50;62.3;8.1;-1.5;80.1
ANT;197810;-;-;-;-;5;45;93.7;4.2;-3.0;78.0
ANT;197811;-;-;-;-;3;23;24.0;-0.8;-17.5;73.5
ANT;197812;-;-;-;-;16;70;53.4;-1.5;-15.5;72.8
ANT;197901;-;-;-;-;45;71;82.1;-5.9;-20.5;74.4
ANT;197902;-;-;-;-;66;71;58.8;-2.3;-17.5;72.9
ANT;197903;-;-;-;-;82;83;282.0;-0.3;-10.0;74.1
ANT;197904;-;-;-;-;72;69;80.8;0.2;-10.5;75.6
ANT;197905;-;-;-;-;15;60;139.0;6.9;-8.0;64.5
ANT;197906;-;-;-;-;0;69;118.8;10.6;-5.0;78.9
ANT;197907;-;-;-;-;0;64;46.2;11.1;1.0;76.1
ANT;197908;-;-;-;-;0;65;141.5;10.0;0.4;79.6
ANT;197909;-;-;-;-;0;46;111.2;8.6;-0.4;80.4
ANT;197910;-;-;-;-;0;66;239.2;6.7;-1.7;73.7
ANT;197911;-;-;-;-;20;58;182.1;-2.6;-14.5;79.5
ANT;197912;-;-;-;-;52;73;194.5;-2.1;-13.5;77.8
ANT;198001;-;-;-;-;108;66;90.8;-5.0;-17.5;74.6
ANT;198002;-;-;-;-;117;54;95.1;-2.4;-12.0;70.4
ANT;198003;-;-;-;-;126;71;120.0;-0.8;-12.1;74.8
ANT;198004;-;-;-;-;110;71;107.0;-0.6;-13.0;79.1
ANT;198005;-;-;-;-;18;74;49.6;5.4;-1.9;74.8
ANT;198006;-;-;-;-;0;75;207.8;8.5;-0.3;78.0
ANT;198007;-;-;-;-;0;69;165.3;10.0;3.0;78.3
ANT;198008;-;-;-;-;0;56;84.8;12.6;1.4;78.3
ANT;198009;-;-;-;-;0;41;23.1;9.6;0.6;74.4
ANT;198010;-;-;-;-;7;65;213.9;3.0;-6.9;79.8
ANT;198011;-;-;-;-;4;64;51.6;-0.7;-9.5;76.0
ANT;198012;-;-;-;-;55;60;117.2;-6.9;-20.4;80.6
ANT;198101;-;-;-;-;148;61;285.9;-7.9;-20.6;82.5
ANT;198102;-;-;-;-;163;41;59.3;-7.6;-20.0;72.1
ANT;198103;-;-;-;-;136;73;225.4;1.2;-10.0;74.5
ANT;198104;-;-;-;-;22;59;51.0;4.2;-7.4;71.9
ANT;198105;-;-;-;-;1;64;156.1;6.5;-2.0;73.1
ANT;198106;-;-;-;-;0;56;140.2;10.1;0.6;74.8
ANT;198107;-;-;-;-;0;66;264.6;10.3;1.1;78.5
ANT;198108;-;-;-;-;0;46;82.3;11.9;1.9;74.4
ANT;198109;-;-;-;-;0;75;385.7;9.4;-1.0;82.3
ANT;198110;-;-;-;-;14;73;225.0;4.4;-10.5;74.5
ANT;198111;-;-;-;-;32;55;154.9;-2.4;-16.3;80.1
ANT;198112;-;-;-;-;147;84;214.9;-4.5;-22.0;78.8
ANT;198201;-;-;-;-;156;63;170.0;-2.7;-15.8;76.8
ANT;198202;-;-;-;-;179;45;19.5;-4.1;-17.7;68.0
ANT;198203;-;-;-;-;189;69;126.6;-1.7;-10.4;71.5
ANT;198204;-;-;-;-;111;56;45.4;1.3;-5.7;69.3
ANT;198205;-;-;-;-;19;48;89.9;7.0;-6.0;67.3
ANT;198206;-;-;-;-;0;61;94.0;11.0;0.4;72.9
ANT;198207;-;-;-;-;0;50;123.5;13.8;6.0;72.5
ANT;198208;-;-;-;-;0;59;160.1;11.7;1.8;76.0
ANT;198209;-;-;-;-;0;48;214.4;10.9;1.0;74.3
ANT;198210;-;-;-;-;0;55;107.8;4.8;-2.6;70.7
ANT;198211;-;-;-;-;12;63;84.9;1.1;-11.0;70.8
ANT;198212;-;-;-;-;24;59;75.4;-3.0;-16.5;73.2
ANT;198301;-;-;-;-;73;55;236.0;-3.6;-14.5;77.4
ANT;198302;-;-;-;-;136;53;79.5;-6.6;-18.5;68.4
ANT;198303;-;-;-;-;123;55;69.6;-0.8;-14.8;71.0
ANT;198304;-;-;-;-;81;79;201.0;3.0;-6.0;72.6
ANT;198305;-;-;-;-;5;75;377.3;5.1;-1.5;75.2
ANT;198306;-;-;-;-;0;54;40.5;11.0;-0.5;68.8
ANT;198307;-;-;-;-;0;33;57.9;15.9;4.5;61.1
ANT;198308;-;-;-;-;0;59;66.6;12.4;2.9;72.6
ANT;198309;-;-;-;-;0;51;130.3;10.1;1.0;70.5
ANT;198310;-;-;-;-;0;45;63.0;5.5;-4.5;69.7
ANT;198311;-;-;-;-;3;35;116.4;0.3;-8.5;68.9
ANT;198312;-;-;-;-;54;51;121.6;-3.8;-18.5;73.7
ANT;198401;-;-;-;-;92;74;135.3;-4.1;-18.0;69.3
ANT;198402;-;-;-;-;166;63;216.4;-6.6;-22.1;73.2
ANT;198403;-;-;-;-;156;45;53.2;-3.9;-18.5;67.4
ANT;198404;-;-;-;-;123;53;55.4;0.6;-8.1;68.8
ANT;198405;-;-;-;-;14;76;139.4;4.3;-4.1;72.2
ANT;198406;-;-;-;-;0;51;82.2;9.4;1.0;68.1
ANT;198407;-;-;-;-;0;50;58.8;11.8;1.6;68.4
ANT;198408;-;-;-;-;0;59;128.2;10.9;4.0;75.6
ANT;198409;-;-;-;-;0;60;261.1;7.2;-0.1;75.0
ANT;198410;-;-;-;-;0;54;143.2;5.6;-3.0;67.7
ANT;198411;-;-;-;-;6;60;56.8;3.5;-8.5;60.6
ANT;198412;-;-;-;-;15;59;80.0;-2.7;-14.5;72.4
ANT;198501;-;-;-;-;62;69;141.5;-9.0;-28.0;71.6
ANT;198502;-;-;-;-;93;63;71.5;-3.6;-23.0;68.8
ANT;198503;-;-;-;-;109;68;106.1;-2.2;-11.5;68.5
ANT;198504;-;-;-;-;54;65;94.8;1.9;-6.1;66.5
ANT;198505;-;-;-;-;2;65;181.0;6.6;-4.4;69.1
ANT;198506;-;-;-;-;0;65;110.1;7.6;-0.1;73.1
ANT;198507;-;-;-;-;0;48;66.9;13.4;4.5;77.4
ANT;198508;-;-;-;-;0;46;145.3;11.5;0.0;75.0
ANT;198509;-;-;-;-;0;33;46.6;9.9;1.5;77.1
ANT;198510;-;-;-;-;0;40;0.4;6.3;-3.7;73.8
ANT;198511;-;-;-;-;14;71;84.5;-4.3;-18.5;85.9
ANT;198512;-;-;-;-;22;54;15.7;-1.6;-14.0;73.8
ANT;198601;-;-;-;-;82;78;297.2;-4.3;-22.1;80.6
ANT;198602;-;-;-;-;138;54;30.8;-8.1;-24.0;73.8
ANT;198603;-;-;-;-;113;55;80.6;-0.2;-7.5;73.2
ANT;198604;-;-;-;-;96;89;404.8;0.7;-11.7;85.7
ANT;198605;-;-;-;-;12;64;87.6;8.8;-1.5;73.8
ANT;198606;-;-;-;-;0;48;83.1;10.0;-1.9;78.6
ANT;198607;-;-;-;-;0;58;104.7;11.3;3.1;80.2
ANT;198608;-;-;-;-;0;56;106.3;11.9;1.5;79.5
ANT;198609;-;-;-;-;0;51;24.3;9.8;0.7;78.5
ANT;198610;-;-;-;-;0;36;65.0;6.3;-5.5;76.5
ANT;198611;-;-;-;-;5;41;44.3;0.6;-11.0;74.9
ANT;198612;-;-;-;-;43;60;187.9;-4.1;-22.0;82.0
ANT;198701;-;-;-;-;125;48;134.0;-8.4;-25.9;82.7
ANT;198702;-;-;-;-;131;66;139.8;-3.5;-16.0;80.8
ANT;198703;-;-;-;-;160;59;107.6;-4.7;-19.5;79.7
ANT;198704;-;-;-;-;107;49;122.8;2.5;-9.7;74.0
ANT;198705;-;-;-;-;8;63;157.2;4.1;-5.1;79.9
ANT;198706;-;-;-;-;0;66;236.6;8.7;0.6;79.5
ANT;198707;-;-;-;-;0;60;157.3;12.4;1.1;81.6
ANT;198708;-;-;-;-;0;54;271.3;11.6;2.0;79.8
ANT;198709;-;-;-;-;0;45;49.1;11.6;1.0;77.7
ANT;198710;-;-;-;-;0;61;152.4;7.3;-0.8;74.6
ANT;198711;-;-;-;-;14;60;135.5;0.6;-8.2;80.6
ANT;198712;-;-;-;-;27;49;46.6;-2.1;-14.5;79.4
ANT;198801;-;-;-;-;39;63;93.0;-0.8;-13.4;74.9
ANT;198802;-;-;-;-;84;64;129.0;-3.8;-13.7;77.0
ANT;198803;-;-;-;-;138;83;299.3;-2.5;-18.5;85.1
ANT;198804;-;-;-;-;92;59;34.3;3.8;-9.5;75.6
ANT;198805;-;-;-;-;0;71;83.8;8.6;0.0;74.6
ANT;198806;-;-;-;-;0;63;125.5;9.4;0.0;80.4
ANT;198807;-;-;-;-;0;54;177.9;12.5;2.0;76.9
ANT;198808;-;-;-;-;0;53;86.1;12.5;3.0;79.2
ANT;198809;-;-;-;-;0;53;86.0;9.0;0.5;84.9
ANT;198810;-;-;-;-;0;59;248.2;7.2;-1.0;78.9
ANT;198811;-;-;-;-;7;45;52.2;-2.4;-16.4;82.0
ANT;198812;-;-;-;-;56;63;204.3;-3.6;-16.0;86.5
ANT;198901;-;-;-;-;65;19;4.4;-4.9;-13.2;72.6
ANT;198902;-;-;-;-;74;48;116.7;-1.8;-10.5;78.3
ANT;198903;-;-;-;-;84;45;89.7;1.8;-8.5;74.3
ANT;198904;-;-;-;-;38;84;252.7;1.9;-3.8;82.4
ANT;198905;-;-;-;-;0;46;46.0;8.2;-1.9;73.4
ANT;198906;-;-;-;-;0;55;54.5;9.1;-0.2;75.5
ANT;198907;-;-;-;-;0;58;111.7;12.5;4.8;79.1
ANT;198908;-;-;-;-;0;50;98.4;12.2;2.0;75.9
ANT;198909;-;-;-;-;0;58;73.9;9.2;0.8;80.9
ANT;198910;-;-;-;-;0;39;74.3;5.9;-3.5;73.3
ANT;198911;-;-;-;-;18;35;96.5;-1.4;-13.0;75.4
ANT;198912;-;-;-;-;14;26;86.3;-2.4;-11.9;68.1
ANT;199001;-;-;-;-;12;24;22.5;-5.1;-13.4;71.7
ANT;199002;-;-;-;-;32;53;306.4;1.0;-8.0;69.5
ANT;199003;-;-;-;-;40;53;67.9;0.8;-15.0;73.8
ANT;199004;-;-;-;-;3;74;77.0;2.1;-4.7;78.8
ANT;199005;-;-;-;-;0;55;53.5;9.2;-0.5;71.6
ANT;199006;-;-;-;-;0;70;126.5;9.4;0.9;79.6
ANT;199007;-;-;-;-;0;45;61.6;12.0;3.9;74.8
ANT;199008;-;-;-;-;0;44;47.4;12.8;0.3;72.0
ANT;199009;-;-;-;-;0;56;63.8;8.0;0.7;79.9
ANT;199010;-;-;-;-;0;65;134.5;7.5;-2.0;75.3
ANT;199011;-;-;-;-;31;59;200.9;-1.5;-13.0;83.1
ANT;199012;-;-;-;-;107;50;112.3;-6.7;-19.5;79.5
ANT;199101;-;-;-;-;107;38;71.1;-4.5;-15.0;72.2
ANT;199102;-;-;-;-;116;40;43.8;-6.3;-23.0;75.9
ANT;199103;-;-;-;-;50;73;110.8;2.7;-7.7;76.3
ANT;199104;-;-;-;-;2;59;90.0;1.6;-7.3;72.5
ANT;199105;-;-;-;-;1;69;99.8;3.7;-3.5;76.8
ANT;199106;-;-;-;-;0;64;178.6;9.2;0.8;76.8
ANT;199107;-;-;-;-;0;45;128.8;13.5;3.5;82.0
ANT;199108;-;-;-;-;0;36;40.5;13.1;5.3;80.3
ANT;199109;-;-;-;-;0;50;235.0;10.2;0.2;80.5
ANT;199110;-;-;-;-;0;48;91.4;4.5;-7.1;80.8
ANT;199111;-;-;-;-;15;53;55.9;-0.7;-10.9;85.4
ANT;199112;-;-;-;-;46;36;311.2;-5.5;-15.0;80.0
ANT;199201;-;-;-;-;93;26;20.8;-5.6;-14.1;97.9
ANT;199202;-;-;-;-;133;45;131.9;-3.5;-20.3;93.4
ANT;199203;-;-;-;-;122;60;211.8;0.1;-11.0;93.8
ANT;199204;-;-;-;-;112;65;89.4;2.0;-12.0;92.4
ANT;199205;-;-;-;-;4;49;19.6;9.2;1.0;77.5
ANT;199206;-;-;-;-;0;65;173.2;9.5;1.2;83.4
ANT;199207;-;-;-;-;0;56;83.5;13.3;5.5;81.7
ANT;199208;-;-;-;-;0;48;155.6;14.5;5.0;77.1
ANT;199209;-;-;-;-;0;58;143.8;9.3;0.5;75.8
ANT;199210;-;-;-;-;2;73;107.0;3.7;-6.9;84.5
ANT;199211;-;-;-;-;13;59;224.3;1.8;-10.6;84.4
ANT;199212;-;-;-;-;42;39;70.8;-3.6;-12.6;84.3
ANT;199301;-;-;-;7.2;41;38;75.9;-2.8;-17.3;78.9
ANT;199302;-;-;-;9.7;72;33;83.8;-4.4;-21.0;71.4
ANT;199303;-;-;-;14.3;77;54;41.4;-0.9;-16.3;73.5
ANT;199304;-;-;-;15.6;43;71;131.3;3.8;-10.0;74.2
ANT;199305;-;-;-;23.1;0;65;92.6;9.2;-2.0;70.4
ANT;199306;-;-;-;23.8;0;61;178.5;11.6;1.2;76.7
ANT;199307;-;-;-;25.0;0;63;160.7;11.2;0.8;75.6
ANT;199308;-;-;-;24.7;0;51;82.1;12.9;0.3;75.3
ANT;199309;-;-;-;21.7;0;70;387.5;8.5;-1.5;76.5
ANT;199310;-;-;-;14.0;5;66;313.3;4.4;-6.5;75.6
ANT;199311;-;-;-;10.9;6;51;29.3;-1.4;-14.0;75.0
ANT;199312;-;-;-;10.1;33;68;146.6;-1.9;-16.5;76.4
ANT;199401;-;-;-;5.9;85;64;218.1;-3.5;-17.3;80.0
ANT;199402;-;-;-;6.5;120;59;65.5;-3.2;-17.9;70.2
ANT;199403;-;-;-;14.5;65;64;47.9;3.4;-5.3;72.5
ANT;199404;-;-;-;18.6;9;74;107.6;2.2;-6.9;74.4
ANT;199405;-;-;-;18.5;0;71;173.0;8.5;0.0;74.3
ANT;199406;-;-;-;24.6;0;55;97.2;11.2;0.4;73.0
ANT;199407;-;-;-;27.5;0;50;64.6;15.1;6.9;70.9
ANT;199408;-;-;-;27.2;0;53;112.3;14.1;5.0;71.4
ANT;199409;-;-;-;22.0;0;74;178.8;9.9;-1.9;71.7
ANT;199410;-;-;-;18.7;0;51;32.6;5.6;-4.0;69.4
ANT;199411;-;-;-;12.4;0;65;95.5;3.7;-5.0;74.7
ANT;199412;-;-;-;8.3;8;56;69.3;-1.8;-14.9;76.2
ANT;199501;-;-;-;4.6;91;65;251.1;-5.8;-22.9;74.6
ANT;199502;-;-;-;8.4;118;66;105.2;-0.7;-13.4;72.9
ANT;199503;-;-;-;11.3;139;59;157.0;-2.1;-18.0;70.9
ANT;199504;-;-;-;14.0;104;70;209.2;3.0;-5.3;72.0
ANT;199505;-;-;-;21.3;2;59;125.6;7.6;-4.0;69.7
ANT;199506;-;-;-;24.2;0;61;116.6;8.8;0.5;75.5
ANT;199507;-;-;-;29.5;0;48;65.4;15.3;6.4;68.5
ANT;199508;-;-;-;24.8;0;68;166.6;11.9;0.3;75.2
ANT;199509;-;-;-;19.0;0;73;176.1;7.2;-4.6;73.1
ANT;199510;-;-;-;20.7;0;36;2.4;8.4;-1.9;63.2
ANT;199511;-;-;-;10.2;15;59;101.6;-0.8;-14.7;72.4
ANT;199512;-;-;-;6.3;22;68;101.2;-2.8;-17.5;72.1
ANT;199601;-;-;-;7.5;31;44;22.6;-1.6;-12.9;65.9
ANT;199602;-;-;-;7.5;48;70;73.7;-5.4;-21.3;73.3
ANT;199603;-;-;-;14.6;48;54;65.5;-2.0;-17.7;68.7
ANT;199604;-;-;-;15.9;10;64;31.9;4.2;-8.5;65.6
ANT;199605;-;-;-;-;2;70;345.4;6.8;-1.4;79.2
ANT;199606;-;-;-;-;0;56;37.2;11.5;1.4;74.3
ANT;199607;-;-;-;-;0;53;161.2;11.7;3.4;77.5
ANT;199608;-;-;-;-;0;64;127.5;11.8;3.6;80.0
ANT;199609;-;-;-;-;0;55;42.9;6.4;-1.0;77.3
ANT;199610;-;-;-;-;0;69;136.1;5.1;-3.2;76.6
ANT;199611;-;-;-;-;17;70;354.9;0.5;-11.3;79.8
ANT;199612;-;-;-;-;60;56;23.1;-2.0;-17.8;71.5
ANT;199701;-;-;-;-;47;41;14.7;-1.4;-12.5;65.1
ANT;199702;-;-;-;-;62;48;105.2;-1.6;-11.3;71.1
ANT;199703;-;-;-;-;50;49;104.2;1.7;-7.0;74.7
ANT;199704;-;-;-;-;9;48;89.1;2.1;-7.1;68.7
ANT;199705;-;-;-;-;0;56;88.1;8.2;-2.3;68.9
ANT;199706;-;-;-;-;0;74;171.3;10.7;1.5;74.9
ANT;199707;-;-;-;-;0;64;138.7;11.0;3.6;80.0
ANT;199708;-;-;-;-;0;51;112.7;13.7;2.5;76.0
ANT;199709;-;-;-;-;0;35;15.2;11.0;2.4;73.4
ANT;199710;-;-;-;-;0;53;67.4;5.8;-6.0;72.9
ANT;199711;-;-;-;-;8;54;117.5;1.0;-10.0;73.9
ANT;199712;-;-;-;-;42;68;149.6;-2.6;-14.1;80.8
ANT;199801;-;-;-;-;66;41;73.3;-4.1;-15.5;69.1
ANT;199802;-;-;-;-;73;25;15.9;-1.9;-15.2;69.1
ANT;199803;-;-;-;-;59;65;69.6;-0.4;-15.0;76.2
ANT;199804;-;-;-;-;22;72;187.1;2.8;-9.0;74.8
ANT;199805;-;-;-;-;0;54;43.4;8.5;-0.7;70.7
ANT;199806;-;-;-;-;0;57;215.8;11.6;0.3;72.9
ANT;199807;-;-;-;-;0;56;102.4;13.0;3.6;75.5
ANT;199808;-;-;-;-;0;52;74.3;13.2;2.0;75.3
ANT;199809;-;-;-;-;0;72;210.4;9.0;-0.3;74.5
ANT;199810;-;-;-;-;1;76;183.3;5.1;-1.1;76.9
ANT;199811;-;-;-;-;19;61;101.4;-3.7;-19.5;78.2
ANT;199812;-;-;-;-;43;51;57.7;-3.8;-17.7;74.1
ANT;199901;-;-;-;-;70;50;149.3;-3.4;-14.4;75.0
ANT;199902;-;-;-;-;181;72;435.1;-6.0;-22.4;84.6
ANT;199903;-;-;-;-;196;55;137.1;-0.2;-11.3;77.0
ANT;199904;-;-;-;-;159;69;165.6;2.5;-6.6;76.4
ANT;199905;-;-;-;-;24;62;146.0;9.1;1.0;75.9
ANT;199906;-;-;-;-;0;62;193.1;9.6;0.2;79.3
ANT;199907;-;-;-;-;0;55;95.5;13.0;4.8;77.3
ANT;199908;-;-;-;-;0;64;151.6;13.1;4.6;79.0
ANT;199909;-;-;-;-;0;56;201.8;12.0;1.4;74.4
ANT;199910;-;-;-;-;0;52;110.3;5.9;-2.8;78.3
ANT;199911;-;-;-;-;24;56;115.4;-1.7;-14.9;81.1
ANT;199912;-;-;-;-;57;59;183.1;-4.2;-18.5;81.7
ANT;200001;-;-;-;-;86;45;89.5;-7.0;-21.5;85.2
ANT;200002;-;-;-;-;110;62;126.7;-2.1;-15.5;82.1
ANT;200003;-;-;-;-;107;69;146.9;0.1;-10.7;82.3
ANT;200004;-;-;-;-;61;69;165.4;4.1;-7.0;75.6
ANT;200005;-;-;-;-;0;61;57.2;9.7;0.9;77.0
ANT;200006;-;-;-;-;0;51;84.6;12.4;2.6;74.6
ANT;200007;-;-;-;-;0;66;155.8;10.6;1.4;80.9
ANT;200008;-;-;-;-;0;46;123.6;13.7;-3.5;78.1
ANT;200009;-;-;-;-;0;51;221.6;10.0;1.1;78.6
ANT;200010;-;-;-;-;0;65;269.9;6.0;-2.1;82.7
ANT;200011;-;-;-;-;46;65;280.4;0.1;-11.0;80.8
ANT;200012;-;-;-;-;41;56;42.0;-0.3;-13.3;72.5
ANT;200101;-;-;-;-;61;60;60.4;-2.5;-16.5;71.6
ANT;200102;-;-;-;-;87;60;124.6;-2.1;-15.5;78.7
ANT;200103;-;-;-;-;69;76;134.1;2.4;-11.8;79.2
ANT;200104;-;-;-;-;12;75;161.3;1.7;-7.3;80.3
ANT;200105;-;-;-;-;0;60;57.1;9.7;1.2;76.2
ANT;200106;-;-;-;-;0;55;206.8;9.3;-0.2;80.5
ANT;200107;-;-;-;-;0;56;174.0;12.7;5.2;80.1
ANT;200108;-;-;-;-;0;55;118.6;13.9;4.5;77.5
ANT;200109;-;-;-;-;0;76;138.9;6.6;-1.5;80.2
ANT;200110;-;-;-;-;0;44;79.6;9.0;-0.8;74.0
ANT;200111;-;-;-;-;14;56;108.4;-1.5;-9.3;86.0
ANT;200112;-;-;-;-;34;48;86.2;-6.9;-20.0;84.7
ANT;200201;-;-;-;-;54;28;21.0;-6.4;-19.5;79.1
ANT;200202;-;-;-;-;71;65;126.0;-0.2;-14.2;78.3
ANT;200203;-;-;-;-;67;48;197.5;1.2;-12.5;71.9
ANT;200204;-;-;-;-;7;61;51.2;3.7;-7.5;75.7
ANT;200205;-;-;-;-;8;69;425.4;7.2;-3.0;78.6
ANT;200206;-;-;-;-;0;51;133.8;14.1;4.3;76.1
ANT;200207;-;-;-;-;0;62;123.1;13.5;5.0;78.7
ANT;200208;-;-;-;-;0;66;139.1;12.9;5.0;82.5
ANT;200209;-;-;-;-;2;74;80.7;8.9;-2.0;83.3
ANT;200210;-;-;-;-;0;61;73.6;6.3;-2.0;76.6
ANT;200211;-;-;-;-;10;84;572.8;2.5;-13.5;86.8
ANT;200212;-;-;-;-;20;64;79.9;-1.4;-13.0;85.9
ANT;200301;-;-;-;-;48;64;133.4;-5.6;-19.5;84.2
ANT;200302;-;-;-;-;109;30;80.8;-7.6;-22.5;73.4
ANT;200303;-;-;-;-;78;37;15.8;0.8;-10.5;76.3
ANT;200304;-;-;-;-;23;56;60.0;3.8;-13.0;71.7
ANT;200305;-;-;-;-;0;64;64.9;9.6;-0.4;72.5
ANT;200306;-;-;-;-;0;45;48.1;16.2;6.6;71.0
ANT;200307;-;-;-;-;0;50;135.0;13.8;5.5;76.8
ANT;200308;-;-;-;-;0;38;59.5;16.2;5.4;72.4
ANT;200309;-;-;-;-;0;51;54.2;9.6;-0.4;74.0
ANT;200310;-;-;-;-;4;57;192.6;2.8;-17.2;76.9
ANT;200311;-;-;-;-;15;55;85.0;1.7;-6.5;78.2
ANT;200312;-;-;-;-;22;57;113.8;-2.2;-18.5;75.9
ANT;200401;-;-;-;-;87;73;211.7;-5.0;-18.0;83.5
ANT;200402;-;-;-;-;115;59;61.9;-4.2;-19.5;77.4
ANT;200403;-;-;-;-;110;56;62.5;-1.2;-17.5;76.5
ANT;200404;-;-;-;-;54;69;92.5;3.5;-9.0;75.4
ANT;200405;-;-;-;-;5;56;113.8;6.4;-4.9;73.3
ANT;200406;-;-;-;-;0;58;116.4;11.0;3.1;76.9
ANT;200407;-;-;-;-;0;57;66.8;12.9;2.4;73.8
ANT;200408;-;-;-;-;0;65;116.7;13.6;4.6;74.6
ANT;200409;-;-;-;-;0;52;77.6;10.1;1.1;77.8
ANT;200410;-;-;-;-;0;68;138.6;8.1;-1.2;70.4
ANT;200411;-;-;-;-;9;66;99.8;-0.6;-10.0;78.9
ANT;200412;-;-;-;-;35;45;77.0;-3.9;-19.5;75.5
ANT;200501;-;-;-;-;80;50;138.0;-7.2;-23.0;79.8
ANT;200502;-;-;-;-;122;62;88.7;-8.0;-19.5;79.4
ANT;200503;-;-;-;-;107;55;36.9;-1.1;-20.5;75.2
ANT;200504;-;-;-;-;14;69;74.8;4.1;-4.6;70.0
ANT;200505;-;-;-;-;0;66;176.2;8.5;-1.2;70.8
ANT;200506;-;-;-;-;0;58;111.8;12.5;-2.0;64.7
ANT;200507;-;-;-;-;0;71;124.7;13.2;2.8;73.0
ANT;200508;-;-;-;-;0;68;239.5;10.9;1.6;82.1
ANT;200509;-;-;-;-;0;65;51.1;10.4;-0.4;82.4
ANT;200510;-;-;-;-;0;41;74.4;7.1;-1.0;71.3
ANT;200511;-;-;-;-;5;60;27.4;-0.4;-15.6;77.0
ANT;200512;-;-;-;-;47;59;121.5;-7.4;-23.2;85.7
ANT;200601;-;-;-;-;85;41;56.3;-6.7;-17.0;75.3
ANT;200602;-;-;-;-;111;64;101.6;-5.6;-18.7;82.7
ANT;200603;-;-;-;-;134;66;124.6;-2.5;-21.4;78.5
ANT;200604;-;-;-;-;41;65;86.4;3.6;-8.7;76.2
ANT;200605;-;-;-;-;1;79;139.0;8.4;-2.5;72.5
ANT;200606;-;-;-;-;0;60;85.5;12.2;-2.2;71.6
ANT;200607;-;-;-;-;0;46;55.3;16.2;8.0;70.9
ANT;200608;-;-;-;-;0;80;177.2;9.7;0.5;80.7
ANT;200609;-;-;-;-;0;63;112.2;12.7;2.0;72.1
ANT;200610;-;-;-;-;0;58;33.3;8.7;-0.8;68.1
ANT;200611;-;-;-;-;1;58;48.7;2.4;-9.0;72.0
ANT;200612;-;-;-;-;27;36;98.1;-3.6;-14.0;76.6
ANT;200701;-;-;-;-;38;58;107.0;-1.6;-15.5;79.5
ANT;200702;-;-;-;-;47;58;76.9;-0.8;-9.5;73.8
ANT;200703;-;-;-;-;49;57;113.2;0.6;-10.0;72.7
ANT;200704;-;-;-;-;3;37;19.8;8.3;-3.5;66.3
ANT;200705;-;-;-;-;2;72;239.3;9.0;-1.6;71.5
ANT;200706;-;-;-;-;0;73;170.3;11.8;2.5;76.4
ANT;200707;-;-;-;-;0;63;129.1;12.8;2.0;70.3
ANT;200708;-;-;-;-;0;72;169.4;12.1;3.4;73.4
ANT;200709;-;-;-;-;0;58;126.4;8.0;-0.5;71.8
ANT;200710;-;-;-;-;0;57;31.2;4.8;-7.0;72.1
ANT;200711;-;-;-;-;35;62;136.2;-2.1;-17.0;75.2
ANT;200712;-;-;-;-;62;52;96.1;-5.3;-17.5;77.1
ANT;200801;-;-;-;-;87;55;78.7;-2.5;-14.6;70.0
ANT;200802;-;-;-;-;96;41;24.9;-2.2;-15.2;68.5
ANT;200803;-;-;-;-;78;83;173.3;-1.1;-17.0;73.8
ANT;200804;-;-;-;-;61;79;159.4;3.1;-7.1;70.7
ANT;200805;-;-;-;-;0;73;111.9;9.8;-2.8;64.7
ANT;200806;-;-;-;-;0;73;97.7;12.1;2.0;73.2
ANT;200807;-;-;-;-;0;65;171.8;12.6;2.7;69.1
ANT;200808;-;-;-;-;0;67;131.6;12.8;4.4;72.4
ANT;200809;-;-;-;-;0;73;206.7;7.9;-3.2;74.8
ANT;200810;-;-;-;-;6;61;166.3;6.0;-4.2;70.3
ANT;200811;-;-;-;-;20;68;187.2;0.1;-13.4;72.7
ANT;200812;-;-;-;-;78;66;116.3;-3.4;-15.0;73.1
ANT;200901;-;-;-;-;87;43;44.2;-6.7;-17.2;69.3
ANT;200902;-;-;-;-;144;78;163.2;-3.9;-18.8;76.2
ANT;200903;-;-;-;-;179;80;185.5;-1.4;-14.0;75.6
ANT;200904;-;-;-;-;99;72;148.6;5.1;-3.4;66.7
ANT;200905;-;-;-;-;2;64;48.9;10.5;-0.7;62.3
ANT;200906;-;-;-;-;0;73;93.8;11.2;1.4;68.0
ANT;200907;-;-;-;-;0;67;124.6;13.5;2.8;68.1
ANT;200908;-;-;-;-;0;52;88.6;14.7;2.1;68.0
ANT;200909;-;-;-;-;0;56;53.2;10.4;1.2;72.3
ANT;200910;-;-;-;-;2;63;77.6;4.5;-10.2;69.6
ANT;200911;-;-;-;-;3;61;160.7;2.4;-9.0;68.2
ANT;200912;-;-;-;-;72;64;94.8;-4.6;-20.3;70.8
ANT;201001;-;-;-;-;73;63;58.7;-7.5;-17.4;71.8
ANT;201002;-;-;-;-;91;68;33.9;-4.2;-21.5;64.2
ANT;201003;-;-;-;-;78;74;98.0;-1.6;-16.5;68.4
ANT;201004;-;-;-;-;18;67;51.3;4.5;-9.9;67.6
ANT;201005;-;-;-;-;1;85;230.5;6.5;-6.5;73.9
ANT;201006;-;-;-;-;0;71;124.1;11.1;1.0;68.0
