stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
SAE;201903;158;530;-;749.9;492.2;9382;-5.0;-13.9;5.6;71.5
SAE;201904;210;550;-;746.9;119.1;9005;-2.8;-10.5;5.1;77.7
SAE;201905;205;642;-;748.6;465.6;6270;-2.4;-12.2;4.1;88.7
SAE;201906;307;450;-;757.4;113.0;16070;8.4;-4.0;21.0;68.8
SAE;201907;229;90;-;756.8;226.9;10799;7.8;0.7;18.6;83.6
SAE;201908;215;0;-;758.2;284.6;12785;8.1;-0.7;16.6;76.0
SAE;201909;168;3;-;756.6;213.6;10774;4.7;-3.1;14.9;73.8
SAE;201910;100;3;-;752.7;333.0;7923;2.8;-7.5;11.3;76.1
SAE;201911;62;22;-;740.3;180.4;4479;-4.0;-10.8;5.0;82.4
SAE;201912;48;111;-;746.9;453.9;5879;-3.9;-13.6;4.2;67.7
SAE;202001;74;204;-;754.1;215.8;9713;-3.7;-15.1;4.4;60.1
SAE;202002;74;314;-;749.0;657.5;5222;-5.2;-14.3;6.9;75.1
SAE;202003;161;422;-;747.2;226.3;10294;-5.5;-13.5;2.0;77.4
SBE;201901;72;36;-;828.6;31.0;6245;-5.1;-14.5;8.6;61.7
SBE;201902;123;71;-;838.7;80.2;8956;0.6;-11.9;12.9;51.1
SBE;201903;179;49;-;836.0;94.4;10453;0.3;-9.1;12.2;59.2
SBE;201904;176;36;-;831.8;242.8;5647;2.2;-4.9;12.6;76.7
SBE;201905;213;0;-;832.4;117.4;7020;4.5;-5.4;16.8;72.0
SBE;201906;241;0;-;839.8;243.1;11005;13.1;2.7;29.4;76.4
SBE;201907;228;0;-;838.3;84.7;10137;14.4;5.8;24.8;72.9
SBE;201908;184;0;-;840.4;287.1;8974;13.2;4.2;22.1;82.5
SBE;201909;166;0;-;839.6;106.0;8872;9.9;1.7;22.4;77.8
SBE;201910;97;0;-;837.2;288.8;6389;6.0;-2.2;15.5;84.7
SBE;201911;49;49;-;825.6;312.3;2177;-0.7;-10.9;7.2;91.1
SBE;201912;54;70;-;832.9;168.0;5243;-1.1;-11.9;7.4;71.1
SBE;202001;76;72;-;840.5;22.6;7921;-2.2;-12.2;8.0;64.1
SBE;202002;108;71;-;835.9;30.9;6587;-0.7;-8.7;13.5;62.0
SBE;202003;168;70;-;832.8;58.3;9333;-0.5;-12.7;10.0;72.6
SIA;201901;78;39;-;811.2;38.3;6942;-8.0;-20.2;3.3;65.6
SIA;201902;132;81;-;821.6;63.2;9853;-4.4;-22.0;10.2;64.0
SIA;201903;196;73;-;818.7;60.4;11735;-2.3;-15.0;10.7;63.3
SIA;201904;213;53;-;814.6;139.2;7394;1.0;-8.0;9.8;75.9
SIA;201905;244;0;-;815.1;66.5;8176;3.5;-8.1;15.3;70.7
SIA;201906;306;0;-;823.0;102.5;15895;12.4;1.1;27.8;71.0
SIA;201907;268;0;-;821.6;89.1;13324;13.0;0.6;24.9;71.7
SIA;201908;228;0;-;823.9;158.3;12059;12.3;2.2;20.5;80.0
SIA;201909;191;0;-;823.0;82.0;11436;8.3;-0.3;21.0;78.3
SIA;201910;117;0;-;820.5;135.7;7930;5.2;-4.3;14.4;81.0
SIA;201911;64;44;-;808.8;213.6;3331;-1.7;-17.9;6.4;86.7
SIA;201912;59;61;-;816.0;70.3;5271;-3.3;-14.2;5.4;73.5
SIA;202001;81;58;-;823.6;9.5;8656;-5.8;-17.9;7.6;66.9
SIA;202002;122;53;-;818.7;22.3;7675;-3.3;-17.1;10.3;63.9
SIA;202003;190;69;-;815.7;55.3;10379;-2.5;-14.3;9.5;72.6
SIO;201901;59;0;-;960.5;25.1;5079;0.0;-6.3;8.0;69.6
SIO;201902;122;0;-;967.4;17.0;10512;4.1;-4.6;20.8;64.8
SIO;201903;169;0;-;964.1;37.4;12025;8.0;-2.7;21.5;57.2
SIO;201904;221;0;-;956.3;28.2;12116;11.4;-0.6;24.1;54.5
SIO;201905;252;0;-;957.5;51.0;12929;13.3;0.5;26.6;59.5
SIO;201906;296;0;-;960.5;52.8;17320;21.2;9.4;37.0;57.3
SIO;201907;290;0;-;959.2;76.1;17892;23.0;13.0;38.0;56.0
SIO;201908;244;0;-;961.5;82.1;15867;21.0;11.1;34.4;65.2
SIO;201909;190;0;-;962.7;4.9;12870;17.4;8.5;30.2;63.9
SIO;201910;106;0;-;960.7;47.9;7607;12.9;5.2;24.9;76.3
SIO;201911;58;0;-;951.0;78.2;3360;5.8;-3.0;15.5;81.5
SIO;201912;39;2;-;960.6;106.8;3880;3.3;-3.7;15.3;81.2
SIO;202001;58;0;-;969.4;24.2;6463;1.4;-6.3;13.0;75.2
SIO;202002;91;1;-;964.9;78.6;6972;5.8;-3.4;18.8;66.0
SIO;202003;176;0;-;959.9;64.2;12872;7.4;-1.6;20.7;63.2
STG;201901;44;29;-;925.0;131.2;2731;-1.4;-9.2;6.7;82.2
STG;201902;107;32;-;932.6;56.6;8586;3.2;-8.3;14.4;66.9
STG;201903;143;0;-;929.3;69.2;10340;6.0;-2.2;16.4;62.8
STG;201904;162;0;-;923.4;77.7;8667;8.3;-0.8;20.6;69.5
STG;201905;185;1;-;925.4;224.0;8887;9.0;-0.9;19.8;75.7
STG;201906;275;0;-;928.5;112.8;16753;18.5;8.4;31.4;67.3
STG;201907;252;0;-;927.8;148.2;15281;19.1;7.8;31.4;66.8
STG;201908;197;0;-;929.7;198.0;12260;17.8;10.2;30.0;74.8
STG;201909;156;0;-;930.6;135.3;10817;13.5;4.3;24.4;79.2
STG;201910;88;0;-;927.1;178.6;6744;11.3;3.5;22.6;77.8
STG;201911;39;0;-;916.5;69.1;1870;4.7;-2.8;16.0;82.9
STG;201912;31;0;-;925.0;68.4;2253;3.7;-5.1;16.2;76.6
STG;202001;55;0;-;934.0;37.4;6138;2.6;-6.3;12.2;74.5
STG;202002;81;1;-;928.5;126.3;5906;5.4;-6.2;16.5;64.1
STG;202003;137;0;-;926.3;84.8;9848;4.5;-5.9;15.5;69.0
SMA;201901;44;2;79;951.1;61.7;3829;0.1;-5.7;6.9;81.2
SMA;201902;104;1;45;958.2;36.8;9469;3.9;-4.6;18.0;71.4
SMA;201903;141;0;53;954.8;68.1;10701;7.2;-1.2;18.7;62.8
SMA;201904;169;0;66;948.4;55.9;9422;9.3;0.0;24.1;68.0
SMA;201905;197;0;70;950.3;143.4;9659;10.6;-0.3;22.7;73.6
SMA;201906;270;0;45;952.6;109.8;16185;19.6;8.8;34.3;66.5
SMA;201907;263;0;52;951.8;96.5;16457;20.7;10.1;34.7;64.2
SMA;201908;200;0;57;953.8;121.8;12661;18.9;10.6;31.5;74.2
SMA;201909;161;0;53;955.2;90.4;11894;15.0;5.7;27.2;76.3
SMA;201910;86;0;76;951.8;131.6;7011;11.6;5.1;23.0;84.5
SMA;201911;43;0;85;941.6;63.0;2633;5.5;-1.0;15.9;84.1
SMA;201912;36;0;83;950.5;62.2;2742;3.8;-3.4;13.4;82.7
SMA;202001;56;0;68;959.8;23.0;6619;2.6;-4.2;13.9;81.6
SMA;202002;82;0;69;954.3;119.0;6627;6.2;-2.8;18.0;67.4
SMA;202003;144;0;54;951.7;40.1;10873;5.9;-3.5;19.0;66.6
