stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;ure200m0;sre000m0
RAG;190712;-;-;-;-;-;-;-;-;-;-
RAG;190801;-;-;-;-;-;-;-;-;-;-
RAG;190802;-;-;-;-;-;-;-;-;-;-
RAG;190803;-;-;-;-;-;-;-;-;-;-
RAG;190804;-;-;-;-;-;-;-;-;-;-
RAG;190805;-;-;-;-;-;-;-;-;-;-
RAG;190806;-;-;-;-;-;-;-;-;-;-
RAG;190807;-;-;-;-;-;-;-;-;-;-
RAG;190808;-;-;-;-;-;-;-;-;-;-
RAG;190809;-;-;-;-;-;-;-;-;-;-
RAG;190810;-;-;-;-;-;-;-;-;-;-
RAG;190811;-;-;-;-;-;-;-;-;-;-
RAG;190812;-;-;-;-;-;-;-;-;-;-
RAG;190901;-;-;-;-;-;-;-;-;-;-
RAG;190902;-;-;-;-;-;-;-;-;-;-
RAG;190903;-;-;-;-;-;-;-;-;-;-
RAG;190904;-;-;-;-;-;-;-;-;-;-
RAG;190905;-;-;-;-;-;-;-;-;-;-
RAG;190906;-;-;-;-;-;-;-;-;-;-
RAG;190907;-;-;-;-;-;-;-;-;-;-
RAG;190908;-;-;-;-;-;-;-;-;-;-
RAG;190909;-;-;-;-;-;-;-;-;-;-
RAG;190910;-;-;-;-;-;-;-;-;-;-
RAG;190911;-;-;-;-;-;-;-;-;-;-
RAG;190912;-;-;-;-;-;-;-;-;-;-
RAG;191001;-;-;-;-;-;-;-;-;-;-
RAG;191002;-;-;-;-;-;-;-;-;-;-
RAG;191003;-;-;-;-;-;-;-;-;-;-
RAG;191004;-;-;-;-;-;-;-;-;-;-
RAG;191005;-;-;-;-;-;-;-;-;-;-
RAG;191006;-;-;-;-;-;-;-;-;-;-
RAG;191007;-;-;-;-;-;-;-;-;-;-
RAG;191008;-;-;-;-;-;-;-;-;-;-
RAG;191009;-;-;-;-;-;-;-;-;-;-
RAG;191010;-;-;-;-;-;-;-;-;-;-
RAG;191011;-;-;-;-;-;-;-;-;-;-
RAG;191012;-;-;-;-;-;-;-;-;-;-
RAG;191101;-;-;-;-;-;-;-;-;-;-
RAG;191102;-;-;-;-;-;-;-;-;-;-
RAG;191103;-;-;-;-;-;-;-;-;-;-
RAG;191104;-;-;-;-;-;-;-;-;-;-
RAG;191105;-;-;-;-;-;-;-;-;-;-
RAG;191106;-;-;-;-;-;-;-;-;-;-
RAG;191107;-;-;-;-;-;-;-;-;-;-
RAG;191108;-;-;-;-;-;-;-;-;-;-
RAG;191109;-;-;-;-;-;-;-;-;-;-
RAG;191110;-;-;-;-;-;-;-;-;-;-
RAG;191111;-;-;-;-;-;-;-;-;-;-
RAG;191112;-;-;-;-;-;-;-;-;-;-
RAG;191201;-;-;-;-;-;-;-;-;-;-
RAG;191202;-;-;-;-;-;-;-;-;-;-
RAG;191203;-;-;-;-;-;-;-;-;-;-
RAG;191204;-;-;-;-;-;-;-;-;-;-
RAG;191205;-;-;-;-;-;-;-;-;-;-
RAG;191206;-;-;-;-;-;-;-;-;-;-
RAG;191207;-;-;-;-;-;-;-;-;-;-
RAG;191208;-;-;-;-;-;-;-;-;-;-
RAG;191209;-;-;-;-;-;-;-;-;-;-
RAG;191210;-;-;-;-;-;-;-;-;-;-
RAG;191211;-;-;-;-;-;-;-;-;-;-
RAG;191212;-;-;-;-;-;-;-;-;-;-
RAG;191301;-;-;-;-;-;-;-;-;-;-
RAG;191302;-;-;-;-;-;-;-;-;-;-
RAG;191303;-;-;-;-;-;-;-;-;-;-
RAG;191304;-;-;-;-;-;-;-;-;-;-
RAG;191305;-;-;-;-;-;-;-;-;-;-
RAG;191306;-;-;-;-;-;-;-;-;-;-
RAG;191307;-;-;-;-;-;-;-;-;-;-
RAG;191308;-;-;-;-;-;-;-;-;-;-
RAG;191309;-;-;-;-;-;-;-;-;-;-
RAG;191310;-;-;-;-;-;-;-;-;-;-
RAG;191311;-;-;-;-;-;-;-;-;-;-
RAG;191312;-;-;-;-;-;-;-;-;-;-
RAG;191401;-;-;-;-;-;-;-;-;-;-
RAG;191402;-;-;-;-;-;-;-;-;-;-
RAG;191403;-;-;-;-;-;-;-;-;-;-
RAG;191404;-;-;-;-;-;-;-;-;-;-
RAG;191405;-;-;-;-;-;-;-;-;-;-
RAG;191406;-;-;-;-;-;-;-;-;-;-
RAG;191407;-;-;-;-;-;-;-;-;-;-
RAG;191408;-;-;-;-;-;-;-;-;-;-
RAG;191409;-;-;-;-;-;-;-;-;-;-
RAG;191410;-;-;-;-;-;-;-;-;-;-
RAG;191411;-;-;-;-;-;-;-;-;-;-
RAG;191412;-;-;-;-;-;-;-;-;-;-
RAG;191501;-;-;-;-;-;-;-;-;-;-
RAG;191502;-;-;-;-;-;-;-;-;-;-
RAG;191503;-;-;-;-;-;-;-;-;-;-
RAG;191504;-;-;-;-;-;-;-;-;-;-
RAG;191505;-;-;-;-;-;-;-;-;-;-
RAG;191506;-;-;-;-;-;-;-;-;-;-
RAG;191507;-;-;-;-;-;-;-;-;-;-
RAG;191508;-;-;-;-;-;-;-;-;-;-
RAG;191509;-;-;-;-;-;-;-;-;-;-
RAG;191510;-;-;-;-;-;-;-;-;-;-
RAG;191511;-;-;-;-;-;-;-;-;-;-
RAG;191512;-;-;-;-;-;-;-;-;-;-
RAG;191601;-;-;-;-;-;-;-;-;-;-
RAG;191602;-;-;-;-;-;-;-;-;-;-
RAG;191603;-;-;-;-;-;-;-;-;-;-
RAG;191604;-;-;-;-;-;-;-;-;-;-
RAG;191605;-;-;-;-;-;-;-;-;-;-
RAG;191606;-;-;-;-;-;-;-;-;-;-
RAG;191607;-;-;-;-;-;-;-;-;-;-
RAG;191608;-;-;-;-;-;-;-;-;-;-
RAG;191609;-;-;-;-;-;-;-;-;-;-
RAG;191610;-;-;-;-;-;-;-;-;-;-
RAG;191611;-;-;-;-;-;-;-;-;-;-
RAG;191612;-;-;-;-;-;-;-;-;-;-
RAG;191701;-;-;-;-;-;-;-;-;-;-
RAG;191702;-;-;-;-;-;-;-;-;-;-
RAG;191703;-;-;-;-;-;-;-;-;-;-
RAG;191704;-;-;-;-;-;-;-;-;-;-
RAG;191705;-;-;-;-;-;-;-;-;-;-
RAG;191706;-;-;-;-;-;-;-;-;-;-
RAG;191707;-;-;-;-;-;-;-;-;-;-
RAG;191708;-;-;-;-;-;-;-;-;-;-
RAG;191709;-;-;-;-;-;-;-;-;-;-
RAG;191710;-;-;-;-;-;-;-;-;-;-
RAG;191711;-;-;-;-;-;-;-;-;-;-
RAG;191712;-;-;-;-;-;-;-;-;-;-
RAG;191801;-;-;-;-;-;-;-;-;-;-
RAG;191802;-;-;-;-;-;-;-;-;-;-
RAG;191803;-;-;-;-;-;-;-;-;-;-
RAG;191804;-;-;-;-;-;-;-;-;-;-
RAG;191805;-;-;-;-;-;-;-;-;-;-
RAG;191806;-;-;-;-;-;-;-;-;-;-
RAG;191807;-;-;-;-;-;-;-;-;-;-
RAG;191808;-;-;-;-;-;-;-;-;-;-
RAG;191809;-;-;-;-;-;-;-;-;-;-
RAG;191810;-;-;-;-;-;-;-;-;-;-
RAG;191811;-;-;-;-;-;-;-;-;-;-
RAG;191812;-;-;-;-;-;-;-;-;-;-
RAG;191901;-;-;-;-;-;-;-;-;-;-
RAG;191902;-;-;-;-;-;-;-;-;-;-
RAG;191903;-;-;-;-;-;-;-;-;-;-
RAG;191904;-;-;-;-;-;-;-;-;-;-
RAG;191905;-;-;-;-;-;-;-;-;-;-
RAG;191906;-;-;-;-;-;-;-;-;-;-
RAG;191907;-;-;-;-;-;-;-;-;-;-
RAG;191908;-;-;-;-;-;-;-;-;-;-
RAG;191909;-;-;-;-;-;-;-;-;-;-
RAG;191910;-;-;-;-;-;-;-;-;-;-
RAG;191911;-;-;-;-;-;-;-;-;-;-
RAG;191912;-;-;-;-;-;-;-;-;-;-
RAG;192001;-;-;-;-;-;-;-;-;-;-
RAG;192002;-;-;-;-;-;-;-;-;-;-
RAG;192003;-;-;-;-;-;-;-;-;-;-
RAG;192004;-;-;-;-;-;-;-;-;-;-
RAG;192005;-;-;-;-;-;-;-;-;-;-
RAG;192006;-;-;-;-;-;-;-;-;-;-
RAG;192007;-;-;-;-;-;-;-;-;-;-
RAG;192008;-;-;-;-;-;-;-;-;-;-
RAG;192009;-;-;-;-;-;-;-;-;-;-
RAG;192010;-;-;-;-;-;-;-;-;-;-
RAG;192011;-;-;-;-;-;-;-;-;-;-
RAG;192012;-;-;-;-;-;-;-;-;-;-
RAG;192101;-;-;-;-;-;-;-;-;-;-
RAG;192102;-;-;-;-;-;-;-;-;-;-
RAG;192103;-;-;-;-;-;-;-;-;-;-
RAG;192104;-;-;-;-;-;-;-;-;-;-
RAG;192105;-;-;-;-;-;-;-;-;-;-
RAG;192106;-;-;-;-;-;-;-;-;-;-
RAG;192107;-;-;-;-;-;-;-;-;-;-
RAG;192108;-;-;-;-;-;-;-;-;-;-
RAG;192109;-;-;-;-;-;-;-;-;-;-
RAG;192110;-;-;-;-;-;-;-;-;-;-
RAG;192111;-;-;-;-;-;-;-;-;-;-
RAG;192112;-;-;-;-;-;-;-;-;-;-
RAG;192201;-;-;-;-;-;-;-;-;-;-
RAG;192202;-;-;-;-;-;-;-;-;-;-
RAG;192203;-;-;-;-;-;-;-;-;-;-
RAG;192204;-;-;-;-;-;-;-;-;-;-
RAG;192205;-;-;-;-;-;-;-;-;-;-
RAG;192206;-;-;-;-;-;-;-;-;-;-
RAG;192207;-;-;-;-;-;-;-;-;-;-
RAG;192208;-;-;-;-;-;-;-;-;-;-
RAG;192209;-;-;-;-;-;-;-;-;-;-
RAG;192210;-;-;-;-;-;-;-;-;-;-
RAG;192211;-;-;-;-;-;-;-;-;-;-
RAG;192212;-;-;-;-;-;-;-;-;-;-
RAG;192301;-;-;-;-;-;-;-;-;-;-
RAG;192302;-;-;-;-;-;-;-;-;-;-
RAG;192303;-;-;-;-;-;-;-;-;-;-
RAG;192304;-;-;-;-;-;-;-;-;-;-
RAG;192305;-;-;-;-;-;-;-;-;-;-
RAG;192306;-;-;-;-;-;-;-;-;-;-
RAG;192307;-;-;-;-;-;-;-;-;-;-
RAG;192308;-;-;-;-;-;-;-;-;-;-
RAG;192309;-;-;-;-;-;-;-;-;-;-
RAG;192310;-;-;-;-;-;-;-;-;-;-
RAG;192311;-;-;-;-;-;-;-;-;-;-
RAG;192312;-;-;-;-;-;-;-;-;-;-
RAG;192401;-;-;-;-;-;-;-;-;-;-
RAG;192402;-;-;-;-;-;-;-;-;-;-
RAG;192403;-;-;-;-;-;-;-;-;-;-
RAG;192404;-;-;-;-;-;-;-;-;-;-
RAG;192405;-;-;-;-;-;-;-;-;-;-
RAG;192406;-;-;-;-;-;-;-;-;-;-
RAG;192407;-;-;-;-;-;-;-;-;-;-
RAG;192408;-;-;-;-;-;-;-;-;-;-
RAG;192409;-;-;-;-;-;-;-;-;-;-
RAG;192410;-;-;-;-;-;-;-;-;-;-
RAG;192411;-;-;-;-;-;-;-;-;-;-
RAG;192412;-;-;-;-;-;-;-;-;-;-
RAG;192501;-;-;-;-;-;-;-;-;-;-
RAG;192502;-;-;-;-;-;-;-;-;-;-
RAG;192503;-;-;-;-;-;-;-;-;-;-
RAG;192504;-;-;-;-;-;-;-;-;-;-
RAG;192505;-;-;-;-;-;-;-;-;-;-
RAG;192506;-;-;-;-;-;-;-;-;-;-
RAG;192507;-;-;-;-;-;-;-;-;-;-
RAG;192508;-;-;-;-;-;-;-;-;-;-
RAG;192509;-;-;-;-;-;-;-;-;-;-
RAG;192510;-;-;-;-;-;-;-;-;-;-
RAG;192511;-;-;-;-;-;-;-;-;-;-
RAG;192512;-;-;-;-;-;-;-;-;-;-
RAG;192601;-;-;-;-;-;-;-;-;-;-
RAG;192602;-;-;-;-;-;-;-;-;-;-
RAG;192603;-;-;-;-;-;-;-;-;-;-
RAG;192604;-;-;-;-;-;-;-;-;-;-
RAG;192605;-;-;-;-;-;-;-;-;-;-
RAG;192606;-;-;-;-;-;-;-;-;-;-
RAG;192607;-;-;-;-;-;-;-;-;-;-
RAG;192608;-;-;-;-;-;-;-;-;-;-
RAG;192609;-;-;-;-;-;-;-;-;-;-
RAG;192610;-;-;-;-;-;-;-;-;-;-
RAG;192611;-;-;-;-;-;-;-;-;-;-
RAG;192612;-;-;-;-;-;-;-;-;-;-
RAG;192701;-;-;-;-;-;-;-;-;-;-
RAG;192702;-;-;-;-;-;-;-;-;-;-
RAG;192703;-;-;-;-;-;-;-;-;-;-
RAG;192704;-;-;-;-;-;-;-;-;-;-
RAG;192705;-;-;-;-;-;-;-;-;-;-
RAG;192706;-;-;-;-;-;-;-;-;-;-
RAG;192707;-;-;-;-;-;-;-;-;-;-
RAG;192708;-;-;-;-;-;-;-;-;-;-
RAG;192709;-;-;-;-;-;-;-;-;-;-
RAG;192710;-;-;-;-;-;-;-;-;-;-
RAG;192711;-;-;-;-;-;-;-;-;-;-
RAG;192712;-;-;-;-;-;-;-;-;-;-
RAG;192801;-;-;-;-;-;-;-;-;-;-
RAG;192802;-;-;-;-;-;-;-;-;-;-
RAG;192803;-;-;-;-;-;-;-;-;-;-
RAG;192804;-;-;-;-;-;-;-;-;-;-
RAG;192805;-;-;-;-;-;-;-;-;-;-
RAG;192806;-;-;-;-;-;-;-;-;-;-
RAG;192807;-;-;-;-;-;-;-;-;-;-
RAG;192808;-;-;-;-;-;-;-;-;-;-
RAG;192809;-;-;-;-;-;-;-;-;-;-
RAG;192810;-;-;-;-;-;-;-;-;-;-
RAG;192811;-;-;-;-;-;-;-;-;-;-
RAG;192812;-;-;-;-;-;-;-;-;-;-
RAG;192901;-;-;-;-;-;-;-;-;-;-
RAG;192902;-;-;-;-;-;-;-;-;-;-
RAG;192903;-;-;-;-;-;-;-;-;-;-
RAG;192904;-;-;-;-;-;-;-;-;-;-
RAG;192905;-;-;-;-;-;-;-;-;-;-
RAG;192906;-;-;-;-;-;-;-;-;-;-
RAG;192907;-;-;-;-;-;-;-;-;-;-
RAG;192908;-;-;-;-;-;-;-;-;-;-
RAG;192909;-;-;-;-;-;-;-;-;-;-
RAG;192910;-;-;-;-;-;-;-;-;-;-
RAG;192911;-;-;-;-;-;-;-;-;-;-
RAG;192912;-;-;-;-;-;-;-;-;-;-
RAG;193001;-;-;-;-;-;-;-;-;-;-
RAG;193002;-;-;-;-;-;-;-;-;-;-
RAG;193003;-;-;-;-;-;-;-;-;-;-
RAG;193004;-;-;-;-;-;-;-;-;-;-
RAG;193005;-;-;-;-;-;-;-;-;-;-
RAG;193006;-;-;-;-;-;-;-;-;-;-
RAG;193007;-;-;-;-;-;-;-;-;-;-
RAG;193008;-;-;-;-;-;-;-;-;-;-
RAG;193009;-;-;-;-;-;-;-;-;-;-
RAG;193010;-;-;-;-;-;-;-;-;-;-
RAG;193011;-;-;-;-;-;-;-;-;-;-
RAG;193012;-;-;-;-;-;-;-;-;-;-
RAG;193101;-;-;-;-;-;-;-;-;-;-
RAG;193102;-;-;-;-;-;-;-;-;-;-
RAG;193103;-;-;-;-;-;-;-;-;-;-
RAG;193104;-;-;-;-;-;-;-;-;-;-
RAG;193105;-;-;-;-;-;-;-;-;-;-
RAG;193106;-;-;-;-;-;-;-;-;-;-
RAG;193107;-;-;-;-;-;-;-;-;-;-
RAG;193108;-;-;-;-;-;-;-;-;-;-
RAG;193109;-;-;-;-;-;-;-;-;-;-
RAG;193110;-;-;-;-;-;-;-;-;-;-
RAG;193111;-;-;-;-;-;-;-;-;-;-
RAG;193112;-;-;-;-;-;-;-;-;-;-
RAG;193201;-;-;-;-;-;-;-;-;-;-
RAG;193202;-;-;-;-;-;-;-;-;-;-
RAG;193203;-;-;-;-;-;-;-;-;-;-
RAG;193204;-;-;-;-;-;-;-;-;-;-
RAG;193205;-;-;-;-;-;-;-;-;-;-
RAG;193206;-;-;-;-;-;-;-;-;-;-
RAG;193207;-;-;-;-;-;-;-;-;-;-
RAG;193208;-;-;-;-;-;-;-;-;-;-
RAG;193209;-;-;-;-;-;-;-;-;-;-
RAG;193210;-;-;-;-;-;-;-;-;-;-
RAG;193211;-;-;-;-;-;-;-;-;-;-
RAG;193212;-;-;-;-;-;-;-;-;-;-
RAG;193301;-;-;-;-;-;-;-;-;-;-
RAG;193302;-;-;-;-;-;-;-;-;-;-
RAG;193303;-;-;-;-;-;-;-;-;-;-
RAG;193304;-;-;-;-;-;-;-;-;-;-
RAG;193305;-;-;-;-;-;-;-;-;-;-
RAG;193306;-;-;-;-;-;-;-;-;-;-
RAG;193307;-;-;-;-;-;-;-;-;-;-
RAG;193308;-;-;-;-;-;-;-;-;-;-
RAG;193309;-;-;-;-;-;-;-;-;-;-
RAG;193310;-;-;-;-;-;-;-;-;-;-
RAG;193311;-;-;-;-;-;-;-;-;-;-
RAG;193312;-;-;-;-;-;-;-;-;-;-
RAG;193401;-;-;-;-;-;-;-;-;-;-
RAG;193402;-;-;-;-;-;-;-;-;-;-
RAG;193403;-;-;-;-;-;-;-;-;-;-
RAG;193404;-;-;-;-;-;-;-;-;-;-
RAG;193405;-;-;-;-;-;-;-;-;-;-
RAG;193406;-;-;-;-;-;-;-;-;-;-
RAG;193407;-;-;-;-;-;-;-;-;-;-
RAG;193408;-;-;-;-;-;-;-;-;-;-
RAG;193409;-;-;-;-;-;-;-;-;-;-
RAG;193410;-;-;-;-;-;-;-;-;-;-
RAG;193411;-;-;-;-;-;-;-;-;-;-
RAG;193412;-;-;-;-;-;-;-;-;-;-
RAG;193501;-;-;-;-;-;-;-;-;-;-
RAG;193502;-;-;-;-;-;-;-;-;-;-
RAG;193503;-;-;-;-;-;-;-;-;-;-
RAG;193504;-;-;-;-;-;-;-;-;-;-
RAG;193505;-;-;-;-;-;-;-;-;-;-
RAG;193506;-;-;-;-;-;-;-;-;-;-
RAG;193507;-;-;-;-;-;-;-;-;-;-
RAG;193508;-;-;-;-;-;-;-;-;-;-
RAG;193509;-;-;-;-;-;-;-;-;-;-
RAG;193510;-;-;-;-;-;-;-;-;-;-
RAG;193511;-;-;-;-;-;-;-;-;-;-
RAG;193512;-;-;-;-;-;-;-;-;-;-
RAG;193601;-;-;-;-;-;-;-;-;-;-
RAG;193602;-;-;-;-;-;-;-;-;-;-
RAG;193603;-;-;-;-;-;-;-;-;-;-
RAG;193604;-;-;-;-;-;-;-;-;-;-
RAG;193605;-;-;-;-;-;-;-;-;-;-
RAG;193606;-;-;-;-;-;-;-;-;-;-
RAG;193607;-;-;-;-;-;-;-;-;-;-
RAG;193608;-;-;-;-;-;-;-;-;-;-
RAG;193609;-;-;-;-;-;-;-;-;-;-
RAG;193610;-;-;-;-;-;-;-;-;-;-
RAG;193611;-;-;-;-;-;-;-;-;-;-
RAG;193612;-;-;-;-;-;-;-;-;-;-
RAG;193701;-;-;-;-;-;-;-;-;-;-
RAG;193702;-;-;-;-;-;-;-;-;-;-
RAG;193703;-;-;-;-;-;-;-;-;-;-
RAG;193704;-;-;-;-;-;-;-;-;-;-
RAG;193705;-;-;-;-;-;-;-;-;-;-
RAG;193706;-;-;-;-;-;-;-;-;-;-
RAG;193707;-;-;-;-;-;-;-;-;-;-
RAG;193708;-;-;-;-;-;-;-;-;-;-
RAG;193709;-;-;-;-;-;-;-;-;-;-
RAG;193710;-;-;-;-;-;-;-;-;-;-
RAG;193711;-;-;-;-;-;-;-;-;-;-
RAG;193712;-;-;-;-;-;-;-;-;-;-
RAG;193801;-;-;-;-;-;-;-;-;-;-
RAG;193802;-;-;-;-;-;-;-;-;-;-
RAG;193803;-;-;-;-;-;-;-;-;-;-
RAG;193804;-;-;-;-;-;-;-;-;-;-
RAG;193805;-;-;-;-;-;-;-;-;-;-
RAG;193806;-;-;-;-;-;-;-;-;-;-
RAG;193807;-;-;-;-;-;-;-;-;-;-
RAG;193808;-;-;-;-;-;-;-;-;-;-
RAG;193809;-;-;49;958.3;28.7;15.0;6.6;26.0;75.5;-
RAG;193810;-;-;45;957.5;42.4;8.6;-2.7;21.9;83.6;-
RAG;193811;-;-;43;958.8;11.0;6.2;-2.8;18.3;75.7;-
RAG;193812;-;-;75;953.1;68.9;-0.4;-13.4;15.6;79.7;-
RAG;193901;-;-;65;951.3;55.5;3.1;-6.4;16.8;70.4;-
RAG;193902;-;-;43;961.5;25.8;1.2;-11.8;17.2;77.4;-
RAG;193903;-;-;76;953.7;156.7;1.5;-8.3;15.4;76.6;-
RAG;193904;-;-;59;954.1;42.7;10.5;0.2;23.6;68.3;-
RAG;193905;-;-;85;952.7;184.7;9.9;2.7;19.5;79.7;-
RAG;193906;-;-;55;955.7;99.9;16.4;6.2;27.8;73.2;-
RAG;193907;-;-;55;957.4;178.6;16.8;6.4;29.7;73.8;-
RAG;193908;-;-;58;957.3;81.5;17.4;6.8;25.3;76.6;-
RAG;193909;-;-;62;956.9;75.5;13.2;2.2;24.6;82.1;-
RAG;193910;-;-;80;952.2;161.4;8.7;-1.9;23.5;79.3;-
RAG;193911;-;-;67;958.1;224.7;6.3;-4.8;22.3;77.2;-
RAG;193912;-;-;63;954.6;55.5;-1.2;-17.1;11.5;83.0;-
RAG;194001;-;-;72;954.3;88.6;-6.2;-19.5;7.4;84.5;-
RAG;194002;-;-;65;952.8;76.8;-0.2;-17.5;11.5;79.3;-
RAG;194003;-;-;68;955.9;82.7;4.2;-5.9;18.9;69.6;-
RAG;194004;-;-;65;954.3;92.9;9.5;0.3;23.7;62.7;-
RAG;194005;-;-;64;953.9;147.9;12.6;0.9;25.0;67.7;-
RAG;194006;-;-;66;956.2;90.1;15.8;5.8;25.9;68.5;-
RAG;194007;-;-;65;957.3;227.1;16.4;6.9;27.5;73.9;-
RAG;194008;-;-;54;960.8;107.4;15.7;2.7;26.3;73.9;-
RAG;194009;-;-;56;958.4;166.7;13.8;2.3;25.1;78.2;-
RAG;194010;-;-;64;953.6;29.3;9.1;-1.6;22.5;79.4;-
RAG;194011;-;-;63;955.4;143.6;5.3;-2.7;17.4;76.0;-
RAG;194012;-;-;63;959.2;112.8;-6.8;-22.0;5.0;86.8;-
RAG;194101;-;-;77;948.3;24.6;-3.8;-17.0;10.5;80.8;-
RAG;194102;-;-;64;946.9;42.2;2.3;-11.1;13.4;66.7;-
RAG;194103;-;-;50;953.7;70.9;5.7;-4.7;18.3;67.4;-
RAG;194104;-;-;66;952.0;77.3;7.4;-4.5;19.4;68.5;-
RAG;194105;-;-;69;953.0;143.5;10.0;-1.8;21.0;68.3;-
RAG;194106;-;-;54;958.2;57.9;16.9;6.0;29.0;66.4;-
RAG;194107;-;-;57;957.7;136.7;18.9;7.9;30.8;69.0;-
RAG;194108;-;-;66;956.6;187.5;15.8;7.5;29.4;74.5;-
RAG;194109;-;-;46;962.6;64.3;13.2;1.9;24.0;74.8;-
RAG;194110;-;-;72;959.5;107.8;7.8;-2.9;20.2;80.7;-
RAG;194111;-;-;72;956.8;44.5;4.2;-4.4;21.3;76.6;-
RAG;194112;-;-;65;964.1;46.6;-1.3;-16.8;9.0;79.3;-
RAG;194201;-;-;75;953.8;66.4;-5.5;-20.2;7.8;81.8;-
RAG;194202;-;-;75;952.7;36.6;-3.6;-16.2;10.2;77.3;-
RAG;194203;-;-;59;954.3;70.5;6.1;-9.0;18.6;72.5;-
RAG;194204;-;-;61;954.1;43.3;9.4;-1.7;20.6;65.4;-
RAG;194205;-;-;62;956.1;102.2;13.5;-1.0;28.5;66.2;-
RAG;194206;-;-;56;958.4;99.1;16.4;4.9;29.6;68.7;-
RAG;194207;-;-;59;958.4;100.3;17.3;8.7;29.7;72.0;-
RAG;194208;-;-;50;958.9;116.9;17.5;7.1;29.8;72.3;-
RAG;194209;-;-;47;958.0;85.1;16.4;3.6;29.0;73.0;-
RAG;194210;-;-;47;959.0;110.4;12.3;3.4;25.3;74.3;-
RAG;194211;-;-;69;960.9;48.1;1.7;-13.2;17.9;81.9;-
RAG;194212;-;-;52;959.4;30.5;2.6;-9.5;16.6;73.7;-
RAG;194301;-;-;63;954.5;101.9;0.7;-12.5;12.1;73.6;-
RAG;194302;-;-;47;964.2;42.8;2.6;-5.5;14.8;71.6;-
RAG;194303;-;-;44;958.2;51.7;8.2;-1.2;18.8;62.2;-
RAG;194304;-;-;54;961.5;100.8;10.2;-2.0;23.8;66.9;-
RAG;194305;-;-;59;958.6;102.5;13.9;1.0;26.4;69.9;-
RAG;194306;-;-;69;960.7;184.4;14.7;4.4;26.7;75.1;-
RAG;194307;-;-;53;957.5;69.7;18.1;7.0;30.1;69.6;-
RAG;194308;-;-;45;958.7;52.4;19.6;7.8;34.2;65.1;-
RAG;194309;-;-;70;958.0;170.6;15.3;3.0;33.1;75.9;-
RAG;194310;-;-;50;957.6;0.0;12.1;1.6;21.7;74.3;-
RAG;194311;-;-;74;955.7;65.6;3.0;-5.1;21.2;79.1;-
RAG;194312;-;-;71;960.6;31.4;0.6;-7.1;13.4;82.2;-
RAG;194401;-;-;59;966.1;74.6;-0.2;-12.1;10.6;82.6;-
RAG;194402;-;-;72;952.7;146.6;-2.5;-17.2;10.8;79.4;-
RAG;194403;-;-;80;955.9;134.3;0.5;-6.8;12.5;74.9;-
RAG;194404;-;-;66;958.0;38.0;10.6;-2.0;23.1;61.4;-
RAG;194405;-;-;60;958.7;41.1;12.9;0.5;28.7;65.8;-
RAG;194406;-;-;68;954.9;88.3;15.0;5.1;26.6;70.1;-
RAG;194407;-;-;69;956.4;109.0;17.7;8.0;30.2;70.6;-
RAG;194408;-;-;52;957.9;32.6;20.8;10.2;33.2;67.4;-
RAG;194409;-;-;61;960.0;133.0;13.8;2.7;27.5;77.2;-
RAG;194410;-;-;71;951.8;99.3;9.1;-1.7;20.6;76.3;-
RAG;194411;-;-;79;953.9;219.1;3.5;-4.9;14.6;79.3;-
RAG;194412;-;-;62;957.1;77.9;-0.6;-11.4;8.9;76.5;-
RAG;194501;-;-;66;951.6;35.5;-6.4;-17.6;5.7;78.2;-
RAG;194502;-;-;66;965.4;99.6;3.4;-2.8;14.7;76.6;-
RAG;194503;-;-;63;965.9;246.7;5.5;-2.6;20.8;72.5;-
RAG;194504;-;-;56;958.5;99.7;10.4;-0.9;23.7;66.3;-
RAG;194505;-;-;57;955.5;107.6;15.4;-0.7;30.2;62.4;-
RAG;194506;-;-;52;960.5;79.5;17.9;4.8;30.2;65.8;-
RAG;194507;-;-;46;958.2;56.9;19.3;6.2;34.5;66.6;-
RAG;194508;-;-;62;954.3;183.9;17.2;7.3;32.0;72.1;-
RAG;194509;-;-;57;960.1;182.0;14.7;4.8;26.8;78.3;-
RAG;194510;-;-;50;961.4;51.0;9.7;0.9;22.0;74.2;-
RAG;194511;-;-;62;956.8;61.4;2.1;-6.5;18.3;83.2;-
RAG;194512;-;-;81;953.8;106.8;0.9;-17.3;12.7;79.7;-
RAG;194601;-;-;50;961.8;40.2;-2.7;-15.0;10.0;81.4;-
RAG;194602;-;-;86;958.0;193.5;2.6;-4.1;14.8;77.5;-
RAG;194603;-;-;63;953.7;26.0;6.6;-4.2;20.8;67.9;-
RAG;194604;-;-;46;957.0;7.6;12.3;0.2;21.8;60.8;-
RAG;194605;-;-;64;952.1;82.3;14.9;3.5;27.2;66.0;-
RAG;194606;-;-;73;958.1;194.8;15.2;4.3;29.0;74.9;-
RAG;194607;-;-;50;959.8;150.4;18.7;8.9;33.0;71.5;-
RAG;194608;-;-;62;956.9;137.7;17.1;4.8;32.8;74.0;-
RAG;194609;-;-;43;959.6;48.7;15.0;5.4;24.7;76.7;-
RAG;194610;-;-;57;957.0;70.5;8.5;-1.4;21.7;79.1;-
RAG;194611;-;-;67;954.5;41.4;3.9;-4.9;14.1;80.2;-
RAG;194612;-;-;82;954.9;43.9;-1.3;-12.0;9.6;86.2;-
