stn;time;gre000m0;hto000m0;nto000m0;prestam0;ure200m0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx
NEU;194906;-;0;39;961.6;63.2;35.8;17.2;19194;6.3;29.5
NEU;194907;-;0;27;962.6;54.2;35.4;21.3;20604;10.9;34.8
NEU;194908;-;0;41;963.5;60.7;40.2;19.7;15876;9.4;34.0
NEU;194909;-;0;48;962.6;77.6;66.4;18.2;11250;9.8;30.6
NEU;194910;-;0;62;963.8;82.6;145.1;11.8;8358;2.0;21.5
NEU;194911;-;0;84;954.2;85.6;65.6;4.2;1908;-2.1;11.2
NEU;194912;-;0;85;960.0;86.9;64.6;3.5;1674;-5.1;12.8
NEU;195001;-;2;80;962.9;85.5;34.5;-0.1;2400;-9.0;8.6
NEU;195002;-;1;73;958.4;80.0;79.3;3.4;4038;-3.5;12.2
NEU;195003;-;0;46;962.6;68.7;5.6;6.4;10902;-6.4;16.7
NEU;195004;-;0;73;953.8;73.3;52.4;7.6;7781;-0.6;21.3
NEU;195005;-;0;57;959.5;72.4;145.3;14.8;14436;5.2;25.6
NEU;195006;-;0;40;962.2;70.7;56.6;19.2;17586;9.9;33.7
NEU;195007;-;0;45;960.7;65.3;52.6;21.2;18042;11.1;32.1
NEU;195008;-;0;56;959.3;76.4;173.2;18.4;13914;10.2;28.4
NEU;195009;-;0;68;960.4;80.1;82.2;14.3;8148;5.7;26.3
NEU;195010;-;0;59;963.0;83.5;30.3;9.4;7008;-4.0;20.5
NEU;195011;-;0;88;956.0;85.9;362.0;5.3;1962;-2.1;12.4
NEU;195012;-;9;88;951.3;81.6;62.2;-0.8;1362;-7.6;11.2
NEU;195101;-;1;89;955.9;86.5;89.4;1.5;900;-6.3;9.9
NEU;195102;-;0;84;952.0;85.0;113.8;2.4;3384;-2.9;10.4
NEU;195103;-;0;73;952.9;73.7;78.1;4.0;5688;-5.3;16.5
NEU;195104;-;0;58;959.3;65.8;51.7;8.9;11256;-0.7;22.2
NEU;195105;-;0;68;954.8;72.5;71.1;12.5;10800;1.6;26.2
NEU;195106;-;0;64;960.3;75.7;118.2;15.9;11712;8.9;28.2
NEU;195107;-;0;41;962.5;70.3;88.0;18.8;17022;10.7;29.8
NEU;195108;-;0;60;959.3;77.8;116.5;17.3;11694;10.3;29.0
NEU;195109;-;0;58;961.6;78.9;58.5;15.5;8808;5.9;26.1
NEU;195110;-;0;67;960.7;84.2;43.7;9.1;5964;2.0;19.3
NEU;195111;-;0;77;954.5;84.6;125.9;6.1;3360;-1.9;15.2
NEU;195112;-;0;85;963.9;88.3;24.2;1.6;2256;-5.1;9.1
NEU;195201;-;7;82;957.2;84.0;124.3;-0.4;2658;-10.0;8.6
NEU;195202;-;7;70;960.4;79.7;58.5;0.0;4620;-8.6;10.2
NEU;195203;-;0;72;955.5;81.7;94.5;5.8;5796;-3.5;16.7
NEU;195204;-;0;50;959.6;73.3;53.4;10.9;11580;-2.7;22.7
NEU;195205;-;0;47;960.0;65.6;47.3;14.8;17910;5.3;23.5
NEU;195206;-;0;48;962.3;65.6;61.8;18.8;17178;8.3;32.6
NEU;195207;-;0;32;961.6;56.4;22.1;22.3;20034;9.0;34.5
NEU;195208;-;0;50;959.4;68.8;130.4;19.3;13860;8.3;31.8
NEU;195209;-;0;69;958.7;80.4;129.7;11.8;7680;2.4;24.0
NEU;195210;-;0;75;958.8;84.8;167.7;8.9;5256;-0.6;16.9
NEU;195211;-;3;90;955.9;87.4;179.1;3.6;1956;-3.4;12.6
NEU;195212;-;2;93;956.1;87.2;152.8;1.2;846;-5.0;11.6
NEU;195301;-;0;81;961.4;86.0;17.2;-2.0;2262;-8.1;7.0
NEU;195302;-;13;77;959.8;85.0;75.3;-0.5;4032;-11.9;8.7
NEU;195303;-;0;28;969.2;62.8;2.9;6.1;14478;-3.7;18.8
NEU;195304;-;0;58;956.9;71.4;45.0;9.9;9468;1.3;20.5
NEU;195305;-;0;50;959.7;64.1;69.3;15.0;14754;1.1;29.3
NEU;195306;-;0;73;956.2;78.3;148.3;15.1;9798;3.4;26.9
NEU;195307;-;0;57;960.9;72.4;82.0;18.5;13356;7.9;28.9
NEU;195308;-;0;40;963.3;68.5;62.2;18.7;16530;6.8;30.3
NEU;195309;-;0;55;961.2;72.9;103.0;15.8;10692;7.2;29.0
NEU;195310;-;0;72;961.6;84.8;28.6;10.7;5748;1.8;20.5
NEU;195311;-;0;87;968.2;90.3;30.6;3.5;2004;-1.7;11.2
NEU;195312;-;0;94;965.3;92.1;19.2;2.1;366;-4.1;6.4
NEU;195401;-;3;86;959.3;79.0;67.9;-1.5;2184;-11.2;9.9
NEU;195402;-;6;78;953.5;81.1;76.1;-0.6;3636;-13.4;9.5
NEU;195403;-;0;54;953.5;75.1;43.0;6.1;9486;-4.5;16.6
NEU;195404;-;0;70;960.6;68.6;69.9;7.5;8232;-1.7;18.9
NEU;195405;-;0;58;957.6;65.2;31.8;12.7;12594;1.8;25.9
NEU;195406;-;0;59;959.4;67.3;39.0;17.4;13482;7.4;31.0
NEU;195407;-;0;62;959.9;68.9;45.9;16.8;11850;6.1;29.7
NEU;195408;-;0;63;958.4;75.8;219.2;16.4;11244;8.4;31.0
NEU;195409;-;0;67;962.3;77.7;142.1;15.1;9708;1.4;26.4
NEU;195410;-;0;58;963.4;83.4;63.3;9.8;7530;2.3;20.3
NEU;195411;-;0;76;959.7;84.5;72.9;5.7;3845;-2.2;15.7
NEU;195412;-;0;86;960.7;87.6;132.1;3.2;1956;-1.5;9.3
NEU;195501;-;7;94;954.1;89.6;179.1;0.7;846;-9.4;11.7
NEU;195502;-;2;83;948.9;82.2;132.5;1.4;2892;-7.2;9.9
NEU;195503;-;0;63;956.1;74.2;29.2;3.0;8004;-6.5;19.4
NEU;195504;-;0;37;963.6;59.3;8.5;9.8;14082;-2.8;24.9
NEU;195505;-;0;60;960.9;64.1;95.4;12.4;13488;2.5;25.3
NEU;195506;-;0;70;960.2;74.3;94.5;16.2;11340;5.7;28.5
NEU;195507;-;0;60;960.2;77.5;79.4;18.2;11982;9.4;29.9
NEU;195508;-;0;53;961.5;75.7;113.1;17.7;11880;7.6;28.6
NEU;195509;-;0;59;962.0;81.0;44.3;14.1;8952;4.9;23.7
NEU;195510;-;0;60;959.4;78.1;34.4;8.5;7236;-3.1;17.0
NEU;195511;-;0;80;962.5;81.9;19.3;3.3;2646;-7.8;11.9
NEU;195512;-;0;89;958.1;86.5;108.3;4.3;1716;-2.2;10.5
NEU;195601;-;0;82;957.6;82.3;103.5;2.6;2160;-6.1;9.5
NEU;195602;-;1;75;957.5;71.2;6.7;-7.2;4230;-20.0;6.9
NEU;195603;-;0;58;958.8;71.0;30.2;4.3;8508;-6.9;18.5
NEU;195604;-;0;55;954.8;70.5;89.8;7.3;10092;-4.1;19.0
NEU;195605;-;0;51;963.5;70.0;107.2;14.2;13842;2.4;26.6
NEU;195606;-;0;66;962.2;70.6;49.9;14.4;11202;4.8;25.1
NEU;195607;-;0;57;960.8;75.7;175.0;17.3;13152;9.8;28.8
NEU;195608;-;0;66;958.5;77.6;181.0;15.3;9594;7.8;27.2
NEU;195609;-;0;56;962.0;80.4;77.0;15.3;10452;8.3;23.2
NEU;195610;-;0;76;964.7;87.0;89.1;7.8;4020;0.2;20.8
NEU;195611;-;0;90;961.6;82.6;30.4;2.8;2178;-2.3;10.9
NEU;195612;-;0;75;965.9;86.8;14.9;1.5;2382;-7.6;10.7
NEU;195701;-;3;82;965.9;87.6;33.2;-1.3;2592;-12.6;9.9
NEU;195702;-;0;75;956.8;82.4;173.4;4.2;4464;-3.2;12.6
NEU;195703;-;0;55;960.2;71.7;24.1;8.5;10356;-2.5;19.4
NEU;195704;-;0;58;959.3;67.9;31.7;9.5;9402;-1.7;20.7
NEU;195705;-;0;63;958.1;67.0;44.6;10.7;10806;-1.2;24.4
NEU;195706;-;0;64;960.6;76.7;118.8;16.5;10614;8.0;28.6
NEU;195707;-;0;61;960.8;70.2;103.8;18.4;12564;9.6;32.5
NEU;195708;-;0;53;960.6;70.8;78.7;17.1;13152;7.8;28.1
NEU;195709;-;0;63;961.2;75.4;90.6;13.9;8634;5.2;26.0
NEU;195710;-;0;56;962.8;80.9;22.4;9.2;8160;-0.1;20.8
NEU;195711;-;0;88;960.7;84.6;36.5;4.6;1350;-1.8;11.9
NEU;195712;-;0;82;959.0;84.3;41.7;1.1;1980;-6.4;8.6
NEU;195801;-;4;87;958.8;87.0;125.0;0.4;1608;-8.2;8.8
NEU;195802;-;1;81;958.5;80.0;112.6;3.9;3768;-5.9;16.7
NEU;195803;-;0;60;953.6;72.0;45.1;1.9;7770;-6.0;16.4
NEU;195804;-;0;66;957.7;69.1;28.5;6.7;7764;-1.5;20.6
NEU;195805;-;0;66;960.9;67.0;91.6;15.2;10836;3.8;26.7
NEU;195806;-;0;58;958.7;69.3;93.2;15.6;12096;7.5;26.9
NEU;195807;-;0;55;960.3;70.9;64.7;18.7;13908;9.2;29.9
NEU;195808;-;0;58;959.7;72.6;96.4;18.5;12486;9.7;30.3
NEU;195809;-;0;51;962.2;75.7;56.9;16.6;10062;6.3;26.8
NEU;195810;-;0;75;965.1;84.0;100.8;8.8;4152;2.1;18.8
NEU;195811;-;0;96;962.1;88.3;38.6;4.4;300;0.2;10.4
NEU;195812;-;0;82;952.2;83.9;74.7;2.9;2112;-6.4;10.0
NEU;195901;-;3;71;958.5;77.8;116.9;0.6;3624;-7.4;10.7
NEU;195902;-;0;50;972.3;75.7;0.7;1.9;6450;-4.2;12.7
NEU;195903;-;0;69;958.8;76.8;89.1;7.4;6096;-0.6;17.6
NEU;195904;-;0;52;955.4;65.3;106.9;9.9;11172;0.3;22.8
NEU;195905;-;0;52;957.8;65.0;28.3;14.3;13860;3.2;24.5
NEU;195906;-;0;63;962.4;67.1;85.5;17.1;11946;6.0;27.7
NEU;195907;-;0;43;961.4;60.2;61.3;21.1;17484;10.3;32.1
NEU;195908;-;0;45;961.4;67.4;78.3;18.3;13806;9.5;28.0
NEU;195909;-;0;27;962.0;66.4;37.0;16.9;11508;8.7;25.7
NEU;195910;-;0;62;962.0;78.9;76.0;9.5;5676;1.8;18.7
NEU;195911;-;0;91;957.9;87.5;48.5;3.4;906;-1.2;11.0
NEU;195912;-;0;86;952.7;83.9;122.2;3.2;1254;-2.7;10.2
NEU;196001;-;0;73;959.0;80.1;54.2;0.3;3186;-12.8;10.0
NEU;196002;-;0;71;955.1;80.9;72.5;2.6;4878;-9.9;14.0
NEU;196003;-;0;69;954.3;74.2;54.9;6.3;7170;-1.7;17.9
NEU;196004;-;0;56;959.9;65.1;21.2;9.4;10464;-0.5;20.6
NEU;196005;-;0;53;960.1;64.7;72.5;15.0;13644;0.1;26.5
NEU;196006;-;0;54;962.1;67.5;66.8;17.7;14226;7.6;28.6
NEU;196007;-;0;68;960.3;69.5;112.8;16.3;11076;8.9;26.2
NEU;196008;-;0;59;959.1;71.2;162.4;16.8;11904;8.6;27.5
NEU;196009;-;0;67;959.4;82.2;151.7;12.8;6582;4.8;23.3
NEU;196010;-;0;76;952.7;84.5;91.2;8.7;4638;0.7;19.2
NEU;196011;-;0;79;956.7;82.4;93.2;6.5;3018;-0.7;16.2
NEU;196012;-;1;89;953.4;84.7;48.6;1.2;1422;-5.2;13.6
NEU;196101;-;0;94;958.8;85.6;82.4;0.9;690;-4.5;11.8
NEU;196102;-;0;64;967.5;81.2;80.9;4.9;5574;-1.4;16.3
NEU;196103;-;0;33;968.1;65.1;12.4;7.6;14256;-1.8;18.6
NEU;196104;-;0;70;955.2;73.8;93.1;11.5;8538;3.9;23.6
NEU;196105;-;0;65;958.7;68.3;35.6;12.3;11442;2.8;24.6
NEU;196106;-;0;56;961.0;68.3;154.9;17.2;12510;7.4;28.8
NEU;196107;-;0;49;961.3;65.9;111.7;17.4;14694;9.3;29.3
NEU;196108;-;0;45;963.6;70.3;97.6;17.7;15828;8.2;29.2
NEU;196109;-;0;48;962.6;70.4;18.1;18.2;11400;7.8;27.6
NEU;196110;-;0;69;959.2;80.8;70.6;10.9;5574;1.8;21.3
NEU;196111;-;0;84;955.9;80.8;34.4;4.7;2526;-1.7;11.9
NEU;196112;-;1;78;958.1;83.6;146.4;2.3;3564;-9.7;13.9
NEU;196201;-;3;85;962.4;82.8;124.3;1.9;3576;-8.0;12.0
NEU;196202;-;1;73;963.3;75.8;68.2;1.1;5520;-8.7;10.2
NEU;196203;-;0;62;952.5;69.8;135.0;2.2;8346;-6.3;11.9
NEU;196204;-;0;59;958.1;64.0;70.5;8.9;11640;-0.8;23.5
NEU;196205;-;0;65;959.4;66.2;99.5;11.4;11262;0.2;26.5
NEU;196206;-;0;37;963.8;56.0;34.4;16.5;18450;2.6;31.9
NEU;196207;-;0;57;961.0;62.7;34.7;18.0;14046;7.0;33.3
NEU;196208;-;0;34;962.4;59.0;44.1;20.5;19602;10.9;33.4
NEU;196209;-;0;45;961.4;69.4;33.9;15.4;11754;2.4;32.0
NEU;196210;-;0;56;963.3;78.5;15.6;10.5;7914;0.0;21.5
NEU;196211;-;0;71;956.0;82.5;45.4;3.0;3870;-4.8;17.2
NEU;196212;-;1;86;958.5;88.2;144.9;-2.2;1926;-13.1;8.2
NEU;196301;-;14;72;958.8;85.3;65.2;-5.3;3534;-19.2;5.4
NEU;196302;-;11;72;951.6;80.9;49.2;-3.5;5112;-16.0;5.7
NEU;196303;-;0;66;959.1;77.2;113.5;2.9;7710;-11.0;12.8
NEU;196304;-;0;70;955.7;69.3;54.4;9.7;8634;-1.3;23.3
NEU;196305;-;0;61;959.6;65.6;40.8;12.8;12534;1.5;25.6
NEU;196306;-;0;68;958.4;72.4;177.9;15.9;10740;8.6;28.9
NEU;196307;-;0;44;962.2;63.0;53.7;19.5;16692;11.2;30.2
NEU;196308;-;0;69;958.2;67.7;202.9;16.6;11592;6.7;29.3
NEU;196309;-;0;69;961.9;73.7;83.8;15.3;8964;5.7;24.9
NEU;196310;-;0;63;964.0;76.6;33.9;9.8;7038;0.8;18.7
NEU;196311;-;0;75;954.9;81.3;163.5;7.4;4254;-0.5;14.9
NEU;196312;-;0;84;959.6;85.6;2.3;-2.0;2370;-10.6;6.2
NEU;196401;-;0;97;971.1;90.9;10.9;-2.2;582;-7.1;3.4
NEU;196402;-;0;63;959.7;75.4;18.7;2.9;6798;-5.7;15.2
NEU;196403;-;0;90;954.1;84.1;89.2;3.4;3144;-5.3;11.1
NEU;196404;-;0;61;958.1;67.2;47.2;10.0;10140;1.5;20.7
NEU;196405;-;0;57;961.5;64.6;58.0;14.9;13458;5.2;26.9
NEU;196406;-;0;47;960.4;62.9;77.0;17.9;15024;9.2;28.7
NEU;196407;-;0;32;962.5;54.1;18.7;21.2;19866;9.7;33.6
NEU;196408;-;0;48;960.5;63.4;72.5;18.3;14304;10.1;31.0
NEU;196409;-;0;51;964.3;72.4;52.1;15.5;10920;3.9;26.7
NEU;196410;-;0;81;959.3;80.3;81.0;8.6;4632;0.9;19.6
NEU;196411;-;0;91;962.9;86.5;58.2;5.5;1758;-0.4;14.9
NEU;196412;-;2;88;958.2;87.3;27.8;0.4;1338;-10.3;6.2
NEU;196501;-;3;85;956.2;86.9;92.3;1.0;2226;-7.4;9.0
NEU;196502;-;3;57;963.0;76.6;26.6;-1.6;7248;-9.8;9.8
NEU;196503;-;3;63;959.5;77.8;121.8;4.2;8148;-9.8;18.2
NEU;196504;-;0;74;956.2;74.0;76.9;7.7;6714;0.2;20.0
NEU;196505;-;0;64;959.2;67.8;93.3;12.7;11028;2.9;26.4
NEU;196506;-;0;66;960.2;69.4;76.4;17.0;12210;6.0;30.4
NEU;196507;-;0;66;959.6;69.1;202.2;16.8;12000;8.7;28.6
NEU;196508;-;0;56;960.5;70.3;95.0;17.0;12756;9.4;28.6
NEU;196509;-;0;70;957.7;83.4;168.8;12.3;7416;6.7;23.4
NEU;196510;-;0;75;964.0;89.2;37.9;9.0;3336;2.8;18.6
NEU;196511;-;1;92;953.7;84.9;151.1;4.4;1476;-5.5;16.6
NEU;196512;-;0;88;954.3;87.7;197.6;3.4;1788;-1.7;12.0
NEU;196601;-;6;79;956.9;86.0;119.0;-1.4;3252;-14.8;9.1
NEU;196602;-;0;82;952.8;87.7;107.5;5.0;2664;-2.3;13.3
NEU;196603;-;0;58;962.9;70.6;82.5;4.4;9456;-3.5;14.2
NEU;196604;-;0;71;955.4;75.8;107.1;10.1;7662;0.5;19.3
NEU;196605;-;0;53;961.0;66.3;101.6;14.0;14418;4.3;25.8
NEU;196606;-;0;54;960.5;61.0;34.4;18.5;15582;8.7;30.8
NEU;196607;-;0;56;959.2;63.8;67.0;17.4;13626;9.2;30.8
NEU;196608;-;0;63;959.9;70.3;137.2;16.6;11202;6.8;30.6
NEU;196609;-;0;52;962.2;73.2;43.5;16.0;10182;9.1;28.2
NEU;196610;-;0;74;954.1;80.3;74.9;12.4;6150;0.7;23.9
NEU;196611;-;0;86;957.8;83.2;68.4;2.9;2424;-3.0;12.3
NEU;196612;-;0;91;957.9;84.9;148.1;2.5;2142;-4.3;10.9
NEU;196701;-;0;82;963.3;84.2;41.6;0.6;2604;-10.7;9.7
NEU;196702;-;0;56;962.0;73.0;62.0;3.2;6726;-7.4;14.3
NEU;196703;-;0;65;963.4;70.6;83.9;6.3;8124;-1.3;15.0
NEU;196704;-;0;53;957.6;61.1;18.1;8.5;12732;-1.1;21.4
NEU;196705;-;0;66;957.8;66.1;110.3;12.8;12138;0.7;25.8
NEU;196706;-;0;47;963.0;61.8;67.7;16.3;15228;5.9;29.3
NEU;196707;-;0;42;962.7;61.0;88.2;20.7;17454;12.4;31.5
NEU;196708;-;0;58;961.0;67.3;102.1;18.2;13974;9.2;28.8
NEU;196709;-;0;69;959.8;76.8;86.9;14.4;8124;7.1;27.8
NEU;196710;-;0;57;961.2;77.5;60.0;12.2;9036;2.1;23.2
NEU;196711;-;0;86;960.9;85.7;158.2;4.9;2376;-3.8;13.3
NEU;196712;-;0;75;960.7;78.7;49.3;0.0;3252;-9.8;9.7
NEU;196801;-;7;84;961.1;84.4;164.4;0.0;2244;-14.4;7.6
NEU;196802;-;0;79;955.1;83.9;60.7;2.3;4182;-4.1;10.2
NEU;196803;-;0;60;960.5;65.6;45.3;5.6;8268;-4.5;19.6
NEU;196804;-;0;54;958.4;65.8;84.2;10.4;12048;-1.1;25.8
NEU;196805;-;0;67;958.5;65.2;56.7;12.7;11112;1.1;24.0
NEU;196806;-;0;51;960.8;60.7;42.4;16.8;15414;7.7;31.8
NEU;196807;-;0;54;962.5;62.9;147.8;18.4;15228;9.7;31.8
NEU;196808;-;0;65;958.9;80.5;211.5;16.1;10446;8.3;26.0
NEU;196809;-;0;67;959.9;81.7;196.4;14.0;7914;6.0;21.9
NEU;196810;-;0;71;963.9;85.3;36.8;12.1;6012;5.0;22.2
NEU;196811;-;0;94;957.0;89.7;43.1;4.6;492;-2.1;14.3
NEU;196812;-;0;91;954.9;90.2;79.4;0.6;1554;-9.0;7.4
NEU;196901;-;1;91;958.7;92.8;40.1;1.0;1866;-7.0;8.0
NEU;196902;-;4;74;952.2;82.8;77.4;-0.5;3528;-8.6;8.0
NEU;196903;-;0;76;954.1;81.0;69.8;4.6;4272;-2.4;14.0
NEU;196904;-;0;64;958.7;71.9;107.6;8.5;8754;-0.5;22.4
NEU;196905;-;0;54;957.7;70.6;76.6;13.9;12666;4.3;27.5
NEU;196906;-;0;65;958.6;72.3;122.6;14.6;10446;5.3;26.2
NEU;196907;-;0;40;964.9;66.7;110.2;19.8;16410;8.4;30.8
NEU;196908;-;0;54;960.3;68.5;92.0;17.8;12222;6.8;29.8
NEU;196909;-;0;53;961.1;77.1;98.5;15.7;9162;8.2;24.7
NEU;196910;-;0;49;965.9;78.8;2.6;10.8;7878;3.3;18.7
NEU;196911;-;0;74;956.0;77.4;105.5;5.5;4380;-5.4;16.4
NEU;196912;-;0;89;956.1;82.9;59.9;-2.4;1644;-9.2;5.5
NEU;197001;-;3;85;953.6;90.5;76.3;-0.5;2100;-7.3;7.0
NEU;197002;-;3;89;955.0;83.4;224.6;1.6;1866;-9.4;10.5
NEU;197003;-;3;69;955.5;75.6;99.3;2.5;6708;-6.4;13.4
NEU;197004;-;0;77;958.8;72.6;105.8;6.7;7200;-3.0;23.9
NEU;197005;-;0;63;959.4;69.9;81.6;12.3;10500;3.4;23.1
NEU;197006;-;0;60;960.9;69.7;116.7;17.8;12888;8.8;29.0
NEU;197007;-;0;53;961.2;64.6;33.5;18.7;14766;6.9;30.1
NEU;197008;-;0;55;960.1;72.3;147.0;18.4;11742;9.4;31.6
NEU;197009;-;0;41;963.4;70.7;36.7;15.9;13140;6.7;26.3
NEU;197010;-;0;68;964.1;82.9;50.1;9.2;5556;-0.1;18.7
NEU;197011;-;0;80;960.2;81.9;116.9;6.4;3636;-0.4;18.9
NEU;197012;-;0;85;963.3;84.0;16.4;0.4;1506;-7.1;11.9
NEU;197101;-;1;83;956.6;91.5;68.8;-1.6;1482;-13.2;7.9
NEU;197102;-;0;65;962.2;79.2;25.5;1.3;5994;-5.9;9.1
NEU;197103;-;0;71;955.7;74.4;48.3;1.4;6780;-11.1;13.2
NEU;197104;-;0;49;954.2;62.8;28.3;11.8;14124;1.3;24.3
NEU;197105;-;0;69;955.2;71.8;47.5;15.0;11472;5.6;28.0
NEU;197106;-;0;69;957.8;73.7;111.2;15.3;11484;7.1;26.6
NEU;197107;-;0;34;961.8;65.4;77.2;20.6;18942;8.6;32.3
NEU;197108;-;0;48;959.9;71.0;166.3;19.3;14544;11.6;31.5
NEU;197109;-;0;36;964.8;70.9;40.7;14.3;13938;3.6;24.2
NEU;197110;-;0;56;968.6;77.7;27.4;10.3;8220;1.4;20.1
NEU;197111;-;1;74;957.9;83.5;116.4;3.6;3828;-6.2;13.2
NEU;197112;-;0;91;968.7;90.3;22.2;1.5;846;-3.2;10.0
NEU;197201;-;0;85;956.3;87.7;23.6;0.5;1800;-5.6;4.7
NEU;197202;-;0;76;954.2;84.4;30.8;3.1;2910;-5.5;10.4
NEU;197203;-;0;58;956.9;72.6;46.5;6.4;8778;-1.0;17.5
NEU;197204;-;0;78;954.5;72.4;66.1;8.3;7716;-0.2;22.1
NEU;197205;-;0;75;957.3;69.4;72.7;12.4;9390;3.2;23.4
NEU;197206;-;0;59;959.1;69.9;151.1;15.3;13092;5.4;27.3
NEU;197207;-;0;58;961.2;67.1;42.2;18.3;12732;7.7;29.0
NEU;197208;-;0;58;961.5;67.3;46.0;17.5;12648;6.9;31.1
NEU;197209;-;0;49;961.2;68.4;19.2;12.3;10434;4.6;24.4
NEU;197210;-;0;56;961.8;72.8;26.5;8.4;8208;2.3;18.7
NEU;197211;-;0;80;962.5;84.1;185.4;4.9;2994;-4.2;13.8
NEU;197212;-;0;85;966.7;88.2;54.2;0.4;1416;-4.7;9.7
NEU;197301;-;0;86;964.6;84.2;37.8;-0.1;1236;-5.4;7.3
NEU;197302;-;1;81;958.7;78.4;61.3;0.7;4398;-5.4;8.5
NEU;197303;-;0;58;964.6;66.9;7.9;4.0;9588;-7.1;17.4
NEU;197304;-;0;68;957.8;64.5;61.8;6.5;10326;-1.5;19.4
NEU;197305;-;0;64;960.3;64.4;81.1;14.1;12774;4.5;25.5
NEU;197306;-;0;55;961.7;66.1;101.5;17.0;12966;7.6;27.6
NEU;197307;-;0;59;958.6;65.9;115.2;18.2;11862;10.0;30.7
NEU;197308;-;0;50;962.8;65.6;32.9;19.8;12696;10.7;30.4
NEU;197309;-;0;51;961.2;67.1;46.6;15.8;10932;6.0;29.6
NEU;197310;-;0;73;962.5;79.8;83.9;8.7;5694;0.1;19.1
NEU;197311;-;0;73;965.5;78.1;58.0;4.6;4446;-3.5;12.1
NEU;197312;-;0;80;959.7;83.7;51.6;0.9;2460;-11.7;8.4
NEU;197401;-;0;91;964.2;87.6;61.3;3.2;2172;-1.5;12.2
NEU;197402;-;0;86;954.3;79.2;76.3;3.6;2862;-1.5;13.9
NEU;197403;-;0;78;957.0;72.6;52.7;7.3;5580;-2.4;20.7
NEU;197404;-;0;48;954.6;64.5;17.0;9.6;13038;0.2;20.3
NEU;197405;-;0;66;957.4;66.9;96.7;12.3;10512;3.8;24.9
NEU;197406;-;0;59;958.8;65.4;147.5;15.2;13122;4.5;26.6
NEU;197407;-;0;48;962.0;64.5;33.3;18.2;15828;8.9;29.5
NEU;197408;-;0;51;960.9;70.7;41.6;19.2;13674;8.7;33.1
NEU;197409;-;0;66;958.8;77.2;105.3;14.2;8658;4.1;25.4
NEU;197410;-;0;90;956.6;83.4;131.3;5.5;2370;0.6;12.5
NEU;197411;-;0;89;959.6;86.9;103.5;4.6;1920;-1.0;12.1
NEU;197412;-;0;81;967.8;82.3;70.7;4.1;2640;-3.3;14.0
NEU;197501;-;0;85;963.9;87.3;89.8;3.4;1956;-1.4;10.7
NEU;197502;-;0;60;965.1;77.5;10.6;2.4;7062;-2.5;11.0
NEU;197503;-;0;84;951.6;77.5;62.5;4.0;4032;-3.7;12.1
NEU;197504;-;0;60;958.4;66.8;64.2;8.6;9690;-1.9;22.1
NEU;197505;-;0;66;957.4;69.4;68.0;13.1;10704;3.1;28.7
NEU;197506;-;0;60;960.3;68.4;85.1;15.3;12678;5.1;28.2
NEU;197507;-;0;43;961.0;63.3;53.8;18.9;15378;8.0;31.0
NEU;197508;-;0;60;961.2;69.5;147.4;18.7;11466;10.0;31.8
NEU;197509;-;0;66;961.2;76.0;146.4;16.1;7554;9.5;25.3
NEU;197510;-;0;76;964.1;83.1;25.0;8.3;5250;3.2;21.1
NEU;197511;-;0;86;959.7;82.6;141.9;5.6;2628;-4.2;14.2
NEU;197512;-;2;91;965.7;88.2;29.2;0.5;1758;-7.8;10.2
NEU;197601;-;1;80;963.5;78.9;25.1;1.8;2946;-10.4;9.4
NEU;197602;-;1;83;962.1;88.2;64.0;1.4;2778;-8.3;12.0
NEU;197603;-;0;46;960.4;63.3;21.3;4.4;11484;-5.7;18.6
NEU;197604;-;0;45;956.9;59.8;16.1;9.1;13668;0.2;22.3
NEU;197605;-;0;50;959.7;62.2;46.8;14.5;14094;3.0;27.3
NEU;197606;-;0;29;962.6;54.0;13.4;19.7;19572;7.7;32.1
NEU;197607;-;0;58;960.1;63.6;98.7;20.2;13626;9.3;33.0
NEU;197608;-;0;50;961.8;64.1;36.5;17.5;14040;9.2;28.6
NEU;197609;-;0;66;959.6;75.7;109.4;13.2;6792;6.2;23.2
NEU;197610;-;0;76;953.0;79.8;73.3;10.9;5004;2.8;21.0
NEU;197611;-;0;85;960.6;80.4;70.6;5.4;2964;0.0;12.3
NEU;197612;-;0;89;954.2;87.9;141.3;-0.3;1566;-7.9;8.2
NEU;197701;-;8;91;956.6;88.3;128.5;1.1;1170;-6.6;8.2
NEU;197702;-;0;79;954.8;79.1;173.8;5.4;3744;-4.5;13.5
NEU;197703;-;0;70;962.3;71.2;53.2;7.5;7272;-2.1;19.7
NEU;197704;-;0;75;958.9;72.4;136.4;7.1;6996;-1.3;19.8
NEU;197705;-;0;69;957.3;72.4;84.7;12.3;10908;2.7;24.1
NEU;197706;-;0;66;958.3;70.1;146.0;15.6;10782;8.2;25.6
NEU;197707;-;0;58;958.5;66.3;203.6;18.2;14124;10.8;28.6
NEU;197708;-;0;61;957.8;70.9;111.2;16.8;12312;10.5;26.1
NEU;197709;-;0;48;965.1;70.3;9.7;13.8;11496;3.6;25.5
NEU;197710;-;0;80;962.7;82.7;64.7;11.0;4302;4.3;21.9
NEU;197711;-;0;80;958.1;76.1;123.6;5.5;3486;-2.8;16.8
NEU;197712;-;0;86;963.6;85.2;83.1;2.3;2448;-3.8;11.6
