stn;time;gre000m0;hto000m0;nto000m0;prestam0;ure200m0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx
NEU;192011;-;-;77;963.7;86.1;4.5;3.3;2460;-5.2;15.0
NEU;192012;-;-;96;959.8;87.1;34.4;1.1;198;-9.7;13.7
NEU;192101;-;-;82;964.5;86.1;60.9;3.9;3420;-3.5;13.7
NEU;192102;-;-;52;964.4;76.5;6.3;2.0;8910;-4.4;11.4
NEU;192103;-;-;46;963.8;68.9;12.0;6.3;13806;-3.5;18.1
NEU;192104;-;-;67;957.5;68.3;45.6;8.1;10182;-2.8;22.3
NEU;192105;-;-;67;957.9;75.7;117.7;14.1;12504;-0.1;26.6
NEU;192106;-;-;56;961.2;64.6;83.3;17.3;17178;6.9;31.5
NEU;192107;-;-;42;961.9;60.9;19.3;21.5;19542;8.6;37.1
NEU;192108;-;-;55;959.3;58.5;125.5;18.7;15678;8.1;35.2
NEU;192109;-;-;49;963.6;74.4;73.7;16.0;12540;3.5;26.7
NEU;192110;-;-;54;966.4;76.9;11.2;11.9;10074;0.4;23.2
NEU;192111;-;-;90;961.1;86.7;39.8;1.3;2292;-5.2;13.1
NEU;192112;-;-;81;963.6;81.7;24.2;1.4;2160;-8.4;11.6
NEU;192201;-;-;90;955.6;86.0;134.0;-0.1;1878;-9.6;10.5
NEU;192202;-;-;65;960.6;79.3;82.1;1.2;6252;-12.9;13.9
NEU;192203;-;-;76;954.8;79.5;95.7;5.0;6432;-3.8;18.1
NEU;192204;-;-;86;952.6;78.7;223.5;6.3;4734;-1.0;21.7
NEU;192205;-;-;47;963.5;61.8;37.8;16.2;18450;1.9;30.4
NEU;192206;-;-;64;959.8;69.6;50.7;17.2;13848;7.3;29.2
NEU;192207;-;-;59;961.1;70.6;97.1;17.0;14694;5.2;31.0
NEU;192208;-;-;55;960.3;66.0;96.8;17.4;14532;7.4;31.5
NEU;192209;-;-;70;959.2;78.9;108.5;12.3;8370;2.9;24.0
NEU;192210;-;-;85;956.8;85.5;101.6;7.4;4025;0.0;21.1
NEU;192211;-;-;73;964.7;82.3;103.6;3.0;4698;-4.3;11.1
NEU;192212;-;-;88;959.9;89.2;180.4;1.5;2214;-5.8;8.9
NEU;192301;-;-;81;965.3;81.7;29.6;0.6;3144;-8.1;6.4
NEU;192302;-;-;85;952.8;87.3;99.6;3.2;2550;-3.1;10.7
NEU;192303;-;-;76;959.2;80.3;63.2;5.3;6258;-2.6;18.1
NEU;192304;-;-;65;951.7;72.3;60.3;9.0;10098;-1.1;21.3
NEU;192305;-;-;61;959.5;72.8;149.5;12.4;13716;1.0;27.7
NEU;192306;-;-;68;962.2;68.5;29.3;13.4;12012;3.6;26.2
NEU;192307;-;-;48;962.3;61.0;23.3;21.6;18534;8.5;33.9
NEU;192308;-;-;38;961.2;62.3;60.1;19.4;17928;7.0;35.0
NEU;192309;-;-;56;963.2;72.4;82.7;14.6;12288;4.6;26.7
NEU;192310;-;-;75;958.3;79.0;200.8;11.2;5592;0.9;23.5
NEU;192311;-;-;84;954.1;85.6;163.7;4.1;2484;-5.5;13.0
NEU;192312;-;-;90;958.1;83.9;175.3;1.2;1794;-8.6;8.0
NEU;192401;-;-;82;960.9;83.7;37.4;-0.8;3336;-8.2;7.0
NEU;192402;-;-;82;955.7;75.6;23.3;-1.2;3905;-10.0;6.8
NEU;192403;-;-;62;955.1;71.0;48.4;4.3;10092;-5.4;18.0
NEU;192404;-;-;79;955.9;72.0;95.6;8.6;7260;-1.4;23.3
NEU;192405;-;-;71;960.0;74.8;172.7;13.9;11886;1.6;27.2
NEU;192406;-;-;57;960.2;71.5;69.7;16.7;13806;7.9;28.0
NEU;192407;-;-;65;959.8;71.9;97.9;18.2;13074;7.6;31.4
NEU;192408;-;-;72;959.5;77.3;67.0;14.5;10164;5.5;28.8
NEU;192409;-;-;65;959.6;79.6;94.7;14.0;9192;4.5;27.0
NEU;192410;-;-;75;961.1;85.6;123.3;9.4;5916;2.8;18.1
NEU;192411;-;-;88;962.7;83.6;10.3;4.6;2364;-4.9;20.0
NEU;192412;-;-;90;964.4;89.1;18.9;1.1;1554;-4.2;9.0
NEU;192501;-;-;80;972.6;85.1;20.5;2.0;3090;-4.0;12.8
NEU;192502;-;-;71;956.5;78.6;78.0;3.3;5940;-2.7;13.6
NEU;192503;-;-;75;958.8;71.1;21.6;2.5;7104;-9.0;14.0
NEU;192504;-;-;75;955.0;74.7;106.0;8.7;8634;-0.4;18.2
NEU;192505;-;-;64;956.5;73.4;96.0;13.4;12924;1.1;26.0
NEU;192506;-;-;42;959.8;61.8;42.4;18.2;18180;7.7;29.6
NEU;192507;-;-;64;959.2;71.3;80.6;18.1;13632;7.9;33.3
NEU;192508;-;-;59;961.1;75.3;118.9;17.3;14412;7.9;31.0
NEU;192509;-;-;66;960.9;74.6;126.1;12.2;10278;2.4;24.5
NEU;192510;-;-;73;959.7;81.0;25.2;10.4;6042;-2.4;20.4
NEU;192511;-;-;91;956.0;84.6;63.2;2.7;1074;-9.5;17.2
NEU;192512;-;-;82;957.6;83.0;134.1;1.2;2520;-12.1;14.7
NEU;192601;-;-;77;960.1;83.9;101.9;0.3;3612;-13.1;9.1
NEU;192602;-;-;73;959.0;87.9;41.9;4.9;4770;-1.5;13.8
NEU;192603;-;-;71;960.4;76.5;81.9;5.4;7740;-2.1;16.6
NEU;192604;-;-;62;956.7;70.5;51.9;10.2;10626;0.9;22.3
NEU;192605;-;-;74;955.0;72.8;112.4;11.5;10464;0.5;25.2
NEU;192606;-;-;68;958.1;75.5;115.0;14.1;9708;5.1;26.0
NEU;192607;-;-;65;960.4;72.3;104.0;17.6;13308;8.8;30.2
NEU;192608;-;-;47;963.3;70.8;40.8;18.3;17454;7.0;29.4
NEU;192609;-;-;42;964.6;73.6;64.2;17.3;15006;3.6;29.2
NEU;192610;-;-;72;957.3;81.2;171.8;10.1;7470;-0.8;21.1
NEU;192611;-;-;84;954.7;88.4;62.3;6.0;2880;-2.0;18.8
NEU;192612;-;-;86;964.3;84.0;26.0;-0.2;1668;-9.4;8.3
NEU;192701;-;-;90;958.4;87.0;62.1;1.3;2142;-3.6;8.2
NEU;192702;-;-;66;962.8;82.1;48.4;1.1;5892;-8.3;12.9
NEU;192703;-;-;72;956.1;78.9;91.4;5.5;7026;-2.8;16.5
NEU;192704;-;-;73;959.1;71.2;75.1;9.3;9594;-0.1;22.5
NEU;192705;-;-;57;959.1;68.6;55.5;14.4;16260;2.1;25.1
NEU;192706;-;-;60;959.5;71.8;145.6;16.3;14082;6.5;28.2
NEU;192707;-;-;63;958.7;74.5;118.9;18.2;13680;8.9;30.7
NEU;192708;-;-;70;960.8;79.5;192.5;16.8;11040;7.5;29.5
NEU;192709;-;-;72;958.2;81.7;141.1;14.4;8724;5.9;26.5
NEU;192710;-;-;65;962.7;82.7;28.6;9.1;8028;1.5;19.0
NEU;192711;-;-;83;959.0;86.1;66.4;4.4;2874;-6.8;15.3
NEU;192712;-;-;92;954.2;88.1;51.9;0.2;1092;-13.3;10.0
NEU;192801;-;-;81;962.9;85.7;57.1;2.4;3678;-5.3;9.7
NEU;192802;-;-;56;966.7;76.9;69.3;3.3;8538;-6.0;11.3
NEU;192803;-;-;76;954.2;75.3;62.4;5.6;6834;-3.5;17.5
NEU;192804;-;-;71;953.1;70.5;39.1;8.6;9912;-0.4;20.8
NEU;192805;-;-;69;954.7;71.2;88.0;11.4;12234;-0.5;27.1
NEU;192806;-;-;56;960.7;67.9;78.2;16.5;15473;4.8;29.9
NEU;192807;-;-;42;963.2;55.7;11.1;22.6;21498;10.9;34.6
NEU;192808;-;-;56;960.8;64.2;95.3;20.0;15024;8.4;33.6
NEU;192809;-;-;63;961.5;76.3;104.6;15.1;9618;1.5;27.0
NEU;192810;-;-;73;960.0;86.3;140.7;9.1;5292;-0.4;19.7
NEU;192811;-;-;89;956.4;87.5;164.2;6.0;2124;-2.7;14.8
NEU;192812;-;-;90;960.6;86.1;50.8;1.1;1410;-6.9;8.8
NEU;192901;-;-;85;964.1;82.2;14.5;-3.6;2196;-11.6;4.2
NEU;192902;-;-;68;958.8;77.4;14.7;-5.2;5112;-19.9;10.0
NEU;192903;-;-;51;966.1;70.8;4.3;4.4;12510;-10.0;19.1
NEU;192904;-;-;68;955.7;68.5;42.7;6.5;10674;-4.2;19.8
NEU;192905;-;-;59;958.4;71.4;91.5;13.6;13518;2.9;27.8
NEU;192906;-;-;61;960.7;69.8;85.6;17.6;14736;7.3;28.1
NEU;192907;-;-;52;962.6;66.9;80.7;19.9;16950;6.9;32.5
NEU;192908;-;-;57;961.7;77.2;67.3;17.9;12540;7.1;29.9
NEU;192909;-;-;41;963.7;69.8;24.0;18.0;15282;4.3;31.5
NEU;192910;-;-;72;957.8;79.7;70.0;10.4;5766;0.0;24.0
NEU;192911;-;-;83;957.5;87.7;66.5;4.7;2760;-4.9;10.9
NEU;192912;-;-;78;960.4;83.3;114.6;3.8;3774;-10.0;11.1
NEU;193001;-;-;84;959.1;92.9;48.6;1.9;2424;-2.6;11.0
NEU;193002;-;-;73;957.2;78.3;38.6;0.9;5544;-7.6;11.7
NEU;193003;-;-;71;956.0;77.4;55.8;5.6;7434;-4.1;15.4
NEU;193004;-;-;71;950.3;75.1;56.7;9.7;8544;0.7;24.7
NEU;193005;-;-;75;958.3;78.7;111.3;11.4;9420;2.5;24.0
NEU;193006;-;-;53;959.3;74.7;69.5;19.2;14610;10.0;28.2
NEU;193007;-;-;67;958.0;74.9;170.0;17.1;12162;7.2;31.2
NEU;193008;-;-;55;961.9;77.4;67.1;17.4;13362;6.7;29.0
NEU;193009;-;-;71;960.4;79.4;81.2;15.4;9180;6.5;29.0
NEU;193010;-;-;83;959.9;88.0;97.4;9.3;3948;1.3;17.2
NEU;193011;-;-;73;960.4;84.8;99.4;6.5;4668;-2.5;16.2
NEU;193012;-;-;83;958.0;84.7;68.2;2.0;2202;-6.4;10.3
NEU;193101;-;1;80;957.5;81.7;135.6;0.7;2910;-11.4;11.6
NEU;193102;-;9;76;955.9;78.5;82.1;-0.1;4392;-11.0;10.0
NEU;193103;-;16;63;955.0;74.7;118.6;2.1;9744;-10.1;15.6
NEU;193104;-;0;66;955.7;66.8;48.5;8.1;10854;-3.5;21.0
NEU;193105;-;0;67;956.4;70.1;63.9;15.1;12762;2.0;29.4
NEU;193106;-;0;46;962.0;69.1;97.2;19.0;16428;6.5;32.8
NEU;193107;-;0;65;959.5;74.9;159.4;17.2;12846;6.0;28.5
NEU;193108;-;0;69;958.3;81.8;238.4;15.6;9696;7.0;27.4
NEU;193109;-;0;59;962.2;78.9;83.9;10.5;9078;-1.0;21.0
NEU;193110;-;0;55;962.9;77.1;80.1;8.6;9462;-2.5;21.0
NEU;193111;-;0;84;958.9;86.2;31.0;5.6;3186;-1.8;13.5
NEU;193112;-;0;76;967.0;79.2;35.2;0.1;4746;-9.5;12.7
NEU;193201;-;0;87;970.6;89.3;48.8;0.4;1716;-11.2;8.3
NEU;193202;-;0;49;964.1;68.4;1.2;-1.9;9444;-13.9;8.5
NEU;193203;-;0;62;956.8;74.1;101.0;2.4;8406;-7.4;13.0
NEU;193204;-;0;70;954.5;70.9;54.6;7.1;10386;-2.0;18.0
NEU;193205;-;0;68;957.0;75.1;164.9;11.9;11034;2.5;26.6
NEU;193206;-;0;65;959.5;73.8;126.6;15.5;12942;4.9;26.7
NEU;193207;-;0;71;958.2;79.2;155.4;17.3;11214;8.5;27.7
NEU;193208;-;0;47;963.7;75.3;80.5;20.3;15462;10.6;32.5
NEU;193209;-;0;64;960.2;81.0;116.0;17.0;8652;8.5;27.5
NEU;193210;-;0;77;956.1;80.7;134.2;9.4;5376;1.5;18.1
NEU;193211;-;0;88;963.1;90.0;31.6;4.8;2232;-1.2;11.7
NEU;193212;-;0;94;965.0;93.2;18.2;0.9;546;-3.2;7.4
NEU;193301;-;0;85;963.0;82.8;16.1;-2.2;2814;-11.0;6.7
NEU;193302;-;3;64;958.7;77.8;45.8;1.2;6090;-10.5;13.7
NEU;193303;-;0;65;960.8;76.9;84.7;5.1;8388;-2.8;18.0
NEU;193304;-;0;60;960.8;71.3;43.5;9.9;12174;-3.0;22.5
NEU;193305;-;0;71;958.5;78.1;126.7;11.6;10128;1.6;24.1
NEU;193306;-;0;69;955.7;76.6;138.8;14.1;10758;4.8;26.1
NEU;193307;-;0;42;963.6;73.5;109.0;19.4;16674;6.5;30.8
NEU;193308;-;0;35;962.6;69.7;34.5;19.8;16932;9.3;32.5
NEU;193309;-;0;53;960.8;79.8;118.0;15.5;9504;5.0;26.0
NEU;193310;-;0;75;958.7;86.5;117.0;9.8;4488;0.5;23.3
NEU;193311;-;0;83;953.8;90.3;48.0;3.2;1374;-2.6;8.8
NEU;193312;-;3;88;957.7;89.9;15.5;-3.2;1170;-13.2;4.5
NEU;193401;-;2;93;966.3;88.7;84.9;0.0;1110;-7.2;8.4
NEU;193402;-;0;34;967.4;77.9;13.4;0.7;10278;-10.4;11.6
NEU;193403;-;0;68;951.3;81.7;147.1;4.4;6204;-5.0;17.2
NEU;193404;-;0;60;953.3;70.3;32.6;11.0;11292;0.0;24.8
NEU;193405;-;0;42;960.4;65.8;25.9;15.5;16584;5.2;27.8
NEU;193406;-;0;53;959.7;67.2;117.5;17.6;14526;7.2;31.6
NEU;193407;-;0;38;960.3;66.8;75.7;20.1;17652;9.4;31.2
NEU;193408;-;0;56;958.9;76.6;125.5;17.0;11886;8.5;28.5
NEU;193409;-;0;49;962.9;81.3;28.8;16.0;10050;5.6;26.8
NEU;193410;-;0;63;962.8;83.7;95.6;9.5;7038;0.3;23.5
NEU;193411;-;0;70;959.3;85.0;50.2;3.6;4416;-3.6;11.9
NEU;193412;-;0;88;955.3;92.5;97.9;4.6;828;-2.4;12.6
NEU;193501;-;1;79;962.3;83.2;60.9;-1.0;2592;-9.5;5.7
NEU;193502;-;0;73;955.5;81.6;168.9;2.0;4374;-10.6;12.1
NEU;193503;-;1;48;962.8;74.0;47.9;3.8;9888;-10.0;18.6
NEU;193504;-;0;77;955.6;75.0;116.1;7.7;6186;-1.0;22.3
NEU;193505;-;0;57;957.0;69.5;42.3;12.0;12012;-0.1;23.2
NEU;193506;-;0;41;961.4;69.3;77.8;18.3;16373;6.4;31.6
NEU;193507;-;0;32;962.6;63.4;99.7;20.1;19086;8.7;31.4
NEU;193508;-;0;48;959.9;78.8;161.5;16.9;12690;7.3;28.3
NEU;193509;-;0;47;961.6;77.1;131.8;15.1;11562;4.3;24.7
NEU;193510;-;0;84;958.0;86.2;144.1;9.2;2874;-1.0;19.2
NEU;193511;-;0;85;956.3;88.1;65.1;5.2;2178;-2.9;11.7
NEU;193512;-;7;88;950.2;86.9;192.9;-0.1;1140;-9.5;8.3
NEU;193601;-;0;82;952.4;85.9;127.7;4.0;2088;-4.3;12.6
NEU;193602;-;0;73;951.1;83.9;105.7;1.7;4698;-9.8;13.5
NEU;193603;-;0;56;954.8;73.8;27.2;6.2;9372;-3.2;18.4
NEU;193604;-;0;75;953.8;77.1;88.3;7.9;6114;-2.0;19.6
NEU;193605;-;0;55;954.9;70.2;23.5;14.3;13266;4.4;26.2
NEU;193606;-;0;67;960.0;78.0;89.8;15.9;9516;3.0;29.8
NEU;193607;-;0;66;960.0;77.0;174.3;17.0;11526;8.3;29.1
NEU;193608;-;0;44;963.5;74.3;66.6;17.8;14058;8.5;27.4
NEU;193609;-;0;62;961.7;81.2;132.9;14.5;8592;1.4;28.4
NEU;193610;-;0;66;961.5;79.7;46.9;6.6;6492;-0.3;16.7
NEU;193611;-;0;88;959.4;86.6;98.9;4.5;1482;-3.8;11.5
NEU;193612;-;0;82;966.5;88.9;70.7;1.8;2004;-4.9;9.9
NEU;193701;-;0;68;959.4;86.9;85.5;1.6;3480;-6.0;10.0
NEU;193702;-;0;81;953.6;83.3;212.1;3.7;2970;-2.5;12.6
NEU;193703;-;1;72;949.4;78.8;187.0;3.5;5892;-5.0;10.2
NEU;193704;-;0;68;955.3;72.5;99.5;8.5;9180;-1.9;18.9
NEU;193705;-;0;50;960.2;72.4;122.6;14.7;13554;3.8;27.8
NEU;193706;-;0;55;960.6;72.9;145.3;17.2;14448;7.1;29.9
NEU;193707;-;0;47;960.7;66.7;34.7;19.4;16223;7.4;29.0
NEU;193708;-;0;48;960.4;71.7;99.1;18.6;13602;8.7;31.8
NEU;193709;-;0;62;959.0;83.4;155.5;13.8;7578;6.0;26.5
NEU;193710;-;0;63;959.0;85.1;23.6;9.4;5370;0.8;19.8
NEU;193711;-;0;63;958.8;85.4;59.6;3.9;4956;-4.2;11.5
NEU;193712;-;2;79;955.1;86.2;89.0;-0.1;2166;-8.7;5.7
NEU;193801;-;0;79;960.5;83.9;159.1;1.6;1788;-11.6;10.4
NEU;193802;-;5;68;965.8;84.3;45.6;0.2;3798;-6.3;9.4
NEU;193803;-;0;21;968.6;65.5;17.8;7.5;15144;-3.3;18.8
NEU;193804;-;0;31;961.7;58.7;8.7;6.9;14982;-3.8;21.5
NEU;193805;-;0;63;957.3;67.6;53.8;11.8;10872;-1.1;25.6
NEU;193806;-;0;45;962.4;72.1;140.8;17.6;16614;5.4;30.0
NEU;193807;-;0;54;961.2;75.5;256.7;17.5;14424;8.1;29.7
NEU;193808;-;0;54;958.7;75.1;117.2;17.6;12384;7.0;30.2
NEU;193809;-;0;59;961.0;82.0;76.2;14.9;9060;6.3;23.2
NEU;193810;-;0;55;960.5;79.6;54.5;9.6;8064;-2.0;24.3
NEU;193811;-;0;81;961.8;88.8;74.9;6.5;2538;-1.3;17.1
NEU;193812;-;8;87;955.9;88.3;78.6;-1.1;1980;-14.3;9.9
NEU;193901;-;4;81;954.0;87.0;146.1;2.0;1974;-9.1;11.0
NEU;193902;-;0;75;964.8;82.3;19.1;1.4;3978;-6.7;11.3
NEU;193903;-;2;70;957.1;76.4;119.8;2.3;7140;-6.3;14.9
NEU;193904;-;0;66;957.2;72.7;121.9;9.7;8532;1.2;22.0
NEU;193905;-;0;78;955.8;80.1;186.6;10.1;7398;0.7;19.4
NEU;193906;-;0;58;958.8;74.4;131.4;16.5;11850;4.7;28.0
NEU;193907;-;0;57;960.8;72.7;98.2;16.8;14526;6.4;27.7
NEU;193908;-;0;58;960.3;76.5;71.8;17.9;12180;8.2;25.9
NEU;193909;-;0;64;959.8;81.0;83.6;13.7;7428;1.2;25.8
NEU;193910;-;1;89;955.0;86.9;278.0;8.1;2064;-1.6;20.9
NEU;193911;-;0;85;961.4;86.1;160.4;6.2;2250;-5.4;14.4
NEU;193912;-;0;79;958.4;87.2;66.2;-0.2;1842;-16.1;14.0
NEU;194001;-;0;75;957.4;84.3;51.0;-4.4;2718;-16.4;4.8
NEU;194002;-;1;89;957.0;87.5;64.6;0.6;1584;-11.7;13.4
NEU;194003;-;0;51;958.7;72.6;85.5;4.6;9918;-5.0;16.9
NEU;194004;-;0;63;957.1;72.6;105.9;8.6;9444;-1.7;22.7
NEU;194005;-;0;56;956.8;70.1;46.8;13.5;13098;3.3;25.2
NEU;194006;-;0;51;959.0;70.4;79.1;16.7;13878;8.9;29.8
NEU;194007;-;0;59;960.2;72.3;111.1;17.0;12642;8.6;27.5
NEU;194008;-;0;41;963.7;69.0;57.4;17.0;15983;4.5;28.9
NEU;194009;-;0;59;961.1;78.5;188.8;14.8;9978;4.3;27.7
NEU;194010;-;0;79;956.3;87.2;77.8;8.9;4302;-2.1;18.9
NEU;194011;-;0;78;958.4;82.0;185.1;5.7;3576;-1.6;17.8
NEU;194012;-;6;86;962.3;84.4;125.4;-3.2;1212;-12.9;7.4
NEU;194101;-;3;91;950.6;86.1;92.9;-2.2;1362;-11.8;8.4
NEU;194102;-;1;75;949.8;83.6;81.4;1.3;3318;-6.7;10.3
NEU;194103;-;0;56;956.4;73.8;61.6;5.4;8898;-2.5;15.5
NEU;194104;-;0;64;954.9;71.8;83.7;7.3;9054;-2.6;18.9
NEU;194105;-;0;68;956.2;73.1;107.2;9.5;9462;-0.3;18.9
NEU;194106;-;0;50;961.2;71.6;125.2;17.0;14484;5.4;30.9
NEU;194107;-;0;46;960.5;65.4;42.5;19.9;16434;9.6;32.7
NEU;194108;-;0;63;959.7;72.2;88.1;16.6;11328;7.6;27.2
NEU;194109;-;0;46;965.2;72.2;10.3;14.0;10986;4.7;25.6
NEU;194110;-;0;75;962.8;81.0;63.2;8.5;4662;-1.7;21.2
NEU;194111;-;0;88;959.3;89.6;44.6;3.7;1926;-3.5;12.2
NEU;194112;-;0;71;967.3;80.1;54.2;0.6;3732;-10.8;12.3
NEU;194201;-;8;84;956.7;86.2;124.4;-4.1;2310;-15.0;5.0
NEU;194202;-;24;83;955.6;82.0;8.1;-3.0;2922;-10.5;6.7
NEU;194203;-;1;72;957.1;84.3;37.1;5.0;5472;-5.3;18.9
NEU;194204;-;0;53;956.9;68.2;40.4;9.2;10686;-1.0;18.6
NEU;194205;-;0;58;959.3;70.5;66.2;13.1;12438;-0.8;26.9
NEU;194206;-;0;42;960.9;68.9;131.7;17.1;16596;5.8;30.1
NEU;194207;-;0;54;961.4;69.7;58.5;18.2;14454;7.5;29.0
NEU;194208;-;0;44;961.6;70.2;78.5;18.7;14556;8.7;32.0
NEU;194209;-;0;49;960.7;75.7;172.4;16.5;12222;4.5;29.1
NEU;194210;-;0;60;961.9;83.0;78.1;11.7;7554;4.2;22.6
NEU;194211;-;0;79;963.6;81.9;32.3;3.1;3366;-6.1;15.4
NEU;194212;-;0;86;962.4;89.9;28.3;1.3;642;-5.6;9.1
NEU;194301;-;8;89;957.6;91.1;165.5;0.4;1002;-5.2;8.2
NEU;194302;-;0;51;967.3;78.8;38.5;2.9;7164;-3.3;12.3
NEU;194303;-;0;50;960.8;73.8;38.9;7.0;9366;-2.7;15.6
NEU;194304;-;0;46;964.7;69.9;44.3;10.5;13182;-0.1;22.3
NEU;194305;-;0;54;961.5;70.7;82.0;14.5;13740;1.9;27.8
NEU;194306;-;0;58;963.7;70.0;71.3;16.1;14910;7.0;27.3
NEU;194307;-;0;42;960.4;68.5;78.1;19.2;15300;7.7;31.7
NEU;194308;-;0;37;961.8;61.1;33.4;20.3;16992;10.2;34.6
NEU;194309;-;0;65;960.7;80.2;146.5;15.4;8010;3.5;27.7
NEU;194310;-;0;66;960.3;84.4;9.1;11.8;7188;4.4;20.7
NEU;194311;-;0;79;958.8;83.1;121.9;3.8;3360;-3.1;14.7
NEU;194312;-;0;82;963.4;88.1;39.2;1.5;1818;-3.2;9.8
NEU;194401;-;0;78;969.5;87.6;52.8;1.6;2724;-8.2;11.3
NEU;194402;-;9;81;956.5;82.1;65.1;-1.4;2622;-9.0;9.4
NEU;194403;-;1;64;959.1;69.2;23.7;2.8;8916;-5.9;16.0
NEU;194404;-;0;57;960.7;66.5;24.8;11.2;11520;-0.5;23.2
NEU;194405;-;0;48;961.7;62.9;27.7;13.9;15036;3.5;29.8
NEU;194406;-;0;59;957.9;70.5;77.5;15.8;13812;7.0;26.5
NEU;194407;-;0;57;959.5;70.0;94.0;18.5;14076;9.1;30.5
NEU;194408;-;0;41;960.5;69.5;92.3;21.9;15816;12.2;35.4
NEU;194409;-;0;63;963.1;83.4;135.8;14.0;7614;3.5;25.1
NEU;194410;-;0;79;954.8;85.1;108.0;8.5;4500;0.1;16.6
NEU;194411;-;0;78;957.3;87.0;275.4;4.3;2736;-2.0;15.3
NEU;194412;-;0;83;959.8;83.7;118.3;0.3;1650;-8.3;9.0
NEU;194501;-;15;84;954.7;84.7;92.7;-4.4;1398;-14.3;5.2
NEU;194502;-;4;69;968.5;89.2;106.1;3.6;3905;-2.9;15.3
NEU;194503;-;0;50;968.9;75.8;35.5;6.8;10104;-2.9;19.6
NEU;194504;-;0;46;961.5;67.2;23.9;11.5;14976;1.4;25.3
NEU;194505;-;0;49;958.3;70.4;75.1;15.4;15114;-1.8;29.7
NEU;194506;-;0;43;963.4;65.7;66.8;19.3;17868;6.1;32.5
NEU;194507;-;0;37;960.9;63.5;30.1;20.8;19206;8.6;34.3
NEU;194508;-;0;56;957.4;75.0;135.5;17.7;11844;10.0;31.1
NEU;194509;-;0;50;963.0;80.0;47.9;15.8;11724;4.2;27.2
NEU;194510;-;0;59;964.0;85.6;36.0;9.5;7044;2.7;20.7
NEU;194511;-;0;91;959.8;87.3;25.8;3.3;1212;-4.2;11.6
NEU;194512;-;0;88;956.5;88.1;97.6;1.3;1350;-10.3;13.6
NEU;194601;-;0;85;964.8;83.9;53.5;-1.4;1650;-11.3;11.6
NEU;194602;-;0;81;961.8;77.6;110.5;3.9;3216;-2.0;11.7
NEU;194603;-;0;62;956.4;71.1;17.0;6.4;8712;-2.9;19.8
NEU;194604;-;0;46;959.5;64.0;16.1;12.0;12768;0.3;22.1
NEU;194605;-;0;66;955.0;75.5;104.9;14.1;11808;1.9;26.9
NEU;194606;-;0;68;961.2;74.7;201.6;15.5;10662;7.5;29.8
NEU;194607;-;0;44;962.7;68.1;40.7;19.5;15768;9.8;32.1
NEU;194608;-;0;50;959.5;68.4;138.9;18.0;14658;7.3;34.3
NEU;194609;-;0;51;962.5;80.1;138.4;14.8;11172;6.0;24.2
NEU;194610;-;0;71;959.9;82.9;36.5;8.4;4938;-0.5;22.1
NEU;194611;-;0;76;957.1;86.8;57.2;4.3;3762;-2.5;13.0
NEU;194612;-;0;95;958.0;88.2;63.8;-0.5;858;-9.2;7.4
NEU;194701;-;2;78;959.5;83.1;54.9;-2.4;3336;-13.5;11.7
NEU;194702;-;1;88;947.7;85.8;45.4;-0.9;1770;-7.4;7.7
NEU;194703;-;2;85;952.1;81.5;159.9;4.9;3648;-8.1;16.8
NEU;194704;-;0;45;964.6;62.7;20.2;11.8;13884;1.3;25.5
NEU;194705;-;0;64;958.7;71.8;23.0;15.3;9726;3.2;30.3
NEU;194706;-;0;42;961.1;65.4;72.4;18.9;16974;7.1;35.0
NEU;194707;-;0;42;961.1;66.6;66.2;21.1;16920;10.4;36.4
NEU;194708;-;0;36;960.6;62.2;33.8;22.0;17790;11.5;36.2
NEU;194709;-;0;37;963.2;62.9;33.8;17.8;13650;5.9;30.4
NEU;194710;-;0;60;963.6;77.8;40.7;10.3;7542;-1.7;22.5
NEU;194711;-;0;75;959.9;82.1;100.2;7.0;4170;-4.0;17.5
NEU;194712;-;2;86;958.3;83.5;112.0;1.9;2196;-4.0;12.0
NEU;194801;-;1;87;952.1;84.4;168.9;3.5;1962;-3.5;14.5
NEU;194802;-;0;67;964.2;72.0;22.4;2.2;4470;-11.6;13.1
NEU;194803;-;0;31;970.4;63.0;12.0;9.1;14376;-1.7;20.6
NEU;194804;-;0;56;957.2;70.0;72.1;10.0;10770;0.1;23.6
NEU;194805;-;0;54;956.8;69.9;88.2;14.8;13296;4.3;26.2
NEU;194806;-;0;65;960.1;70.7;78.3;16.3;12678;5.4;31.0
NEU;194807;-;0;71;961.5;79.4;149.8;15.8;9762;7.0;28.9
NEU;194808;-;0;65;960.0;80.1;151.8;17.3;11466;8.4;28.1
NEU;194809;-;0;49;962.6;80.7;84.2;14.2;10704;4.9;24.6
NEU;194810;-;0;65;962.3;81.6;51.0;10.3;6540;0.8;22.2
NEU;194811;-;0;78;968.0;88.5;41.6;4.7;2538;-4.3;13.5
NEU;194812;-;0;89;966.1;89.3;27.8;0.9;1236;-7.3;9.9
NEU;194901;-;3;70;967.3;86.2;59.0;0.8;4146;-6.2;11.5
NEU;194902;-;0;37;971.0;72.6;6.5;1.8;10080;-9.3;12.4
NEU;194903;-;2;50;961.2;70.8;58.5;3.2;10512;-11.8;19.3
NEU;194904;-;0;54;962.5;68.6;59.4;12.1;12234;-1.3;27.0
NEU;194905;-;0;77;957.2;79.1;80.5;11.4;8040;2.3;25.7
