stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;ure200m0;sre000m0
SBE;199507;224;0;58;840.4;115.5;14.4;5.5;24.7;74.2;10757
SBE;199508;178;0;69;838.8;138.3;11.4;1.2;22.1;75.3;7610
SBE;199509;116;0;70;834.9;243.8;6.1;-3.2;13.9;77.3;5974
SBE;199510;114;0;38;843.6;35.4;7.7;-3.4;17.4;70.0;10168
SBE;199511;64;4;61;835.1;78.1;-0.5;-11.3;13.1;72.9;5690
SBE;199512;46;32;68;831.0;84.5;-3.8;-15.1;5.8;82.5;4237
SBE;199601;52;75;63;831.1;168.9;-2.9;-12.9;4.7;81.1;4504
SBE;199602;108;96;55;826.7;38.0;-6.2;-17.0;5.1;73.3;6307
SBE;199603;161;73;60;829.7;13.5;-2.9;-15.3;9.4;72.4;8207
SBE;199604;187;16;66;833.4;74.7;2.7;-8.0;13.1;67.0;8773
SBE;199605;176;3;76;833.0;288.0;6.3;-2.2;20.4;76.8;6191
SBE;199606;236;0;55;840.4;99.8;11.3;1.7;23.2;69.7;11182
SBE;199607;216;0;61;839.4;335.2;11.5;2.9;22.4;73.2;10408
SBE;199608;168;0;68;838.1;257.7;11.1;4.1;19.2;79.1;7360
SBE;199609;156;0;59;833.9;43.3;6.1;-1.1;14.8;70.6;8821
SBE;199610;88;0;65;837.0;128.7;4.6;-2.1;16.3;74.1;6190
SBE;199611;60;17;73;830.6;469.6;-0.5;-11.8;15.7;78.6;4607
SBE;199612;46;46;64;829.0;82.7;-3.4;-18.9;6.0;80.4;3801
SBE;199701;60;85;54;836.3;73.4;-2.4;-10.6;9.1;74.3;5320
SBE;199702;107;71;35;839.2;18.7;-1.3;-9.3;9.1;59.8;8242
SBE;199703;182;28;36;839.4;19.1;2.3;-5.8;12.5;57.0;11899
SBE;199704;239;0;36;833.9;67.8;2.0;-7.8;13.3;54.7;13351
SBE;199705;191;0;64;835.9;217.2;6.9;-4.4;16.9;71.1;8581
SBE;199706;152;0;80;833.7;442.5;9.2;0.0;19.1;81.5;4845
SBE;199707;204;0;63;839.0;162.6;11.3;0.5;19.8;71.0;8855
SBE;199708;196;0;59;840.4;158.6;13.2;3.1;22.7;75.4;10285
SBE;199709;176;0;44;842.1;33.6;11.1;1.0;21.9;71.1;12236
SBE;199710;111;0;45;836.0;63.0;4.9;-10.6;18.5;70.4;8762
SBE;199711;57;40;63;829.4;354.4;0.2;-7.4;10.6;79.4;4637
SBE;199712;50;66;59;830.7;171.7;-2.7;-12.2;7.4;76.8;4773
SBE;199801;70;107;44;834.4;92.3;-3.7;-15.8;8.5;70.6;6956
SBE;199802;124;75;20;841.3;20.7;0.8;-15.5;13.0;53.4;10181
SBE;199803;180;43;46;837.1;17.8;-0.7;-12.8;11.1;61.2;11567
SBE;199804;151;63;80;826.6;455.9;0.7;-8.7;11.8;80.6;5145
SBE;199805;220;8;59;835.6;125.9;6.9;-0.2;18.9;68.6;9814
SBE;199806;216;0;65;839.1;185.1;11.0;-0.8;23.8;72.4;9391
SBE;199807;207;0;57;837.6;178.8;13.3;3.4;23.0;72.0;9630
SBE;199808;203;0;46;840.2;124.1;13.3;3.0;26.6;70.5;11257
SBE;199809;120;0;66;834.6;311.3;7.9;0.2;16.7;78.3;6470
SBE;199810;94;0;62;835.1;208.0;3.9;-3.0;16.0;74.5;6327
SBE;199811;74;1;44;832.7;28.9;-2.3;-16.7;11.2;63.2;6639
SBE;199812;53;2;52;836.8;20.1;-2.6;-10.9;12.2;60.8;4961
SBE;199901;65;44;51;833.5;133.1;-3.1;-15.0;10.5;66.7;6087
SBE;199902;103;50;58;829.4;66.3;-4.6;-16.3;7.9;62.1;5607
SBE;199903;157;78;52;830.5;139.1;-0.4;-13.7;9.7;67.1;9179
SBE;199904;194;54;65;832.4;228.0;2.0;-7.3;11.5;69.2;7572
SBE;199905;184;1;75;837.2;164.3;8.4;1.0;19.5;77.4;6450
SBE;199906;200;0;65;838.7;330.3;9.6;0.8;20.7;73.0;7648
SBE;199907;218;0;60;839.0;157.0;12.8;5.7;21.5;74.9;9277
SBE;199908;152;0;74;837.6;369.5;12.4;5.3;21.3;80.4;6090
SBE;199909;128;0;69;837.3;529.6;10.2;3.5;21.0;80.7;6987
SBE;199910;98;1;58;837.6;323.2;5.3;-2.7;16.9;75.8;7191
SBE;199911;67;3;53;836.0;73.3;-1.6;-13.7;8.5;67.1;4995
SBE;199912;53;30;59;830.8;125.9;-4.2;-14.3;8.4;62.0;4746
SBE;200001;80;50;28;837.5;19.6;-3.5;-18.6;10.8;50.8;8589
SBE;200002;112;45;41;838.2;32.5;-1.5;-11.7;9.5;58.4;7520
SBE;200003;160;33;53;835.2;111.3;0.1;-9.1;11.9;61.9;8609
SBE;200004;147;45;77;829.4;321.9;2.1;-6.0;13.3;79.0;4327
SBE;200005;175;0;71;837.5;176.0;7.9;0.1;17.6;78.6;6686
SBE;200006;208;0;58;841.7;120.1;11.5;2.9;20.5;71.9;9585
SBE;200007;183;0;67;835.9;307.1;10.5;1.9;19.8;72.9;8246
SBE;200008;176;0;53;841.3;154.7;13.1;5.7;22.9;73.4;9714
SBE;200009;151;0;54;837.3;140.5;9.4;2.4;20.5;75.8;8735
SBE;200010;71;0;72;836.3;444.4;4.9;-1.2;14.2;84.0;4019
SBE;200011;57;86;74;829.8;528.3;-1.4;-9.4;6.0;85.4;3190
SBE;200012;47;105;61;832.0;159.2;-2.4;-14.4;7.3;74.3;4173
SBE;200101;60;159;70;831.0;215.8;-5.3;-19.0;3.1;75.7;4308
SBE;200102;113;181;49;833.7;142.3;-3.2;-17.3;7.7;64.6;6984
SBE;200103;141;193;71;827.1;258.7;-0.1;-16.1;9.9;79.7;5889
SBE;200104;196;157;75;830.8;111.0;0.3;-8.0;9.7;67.8;6260
SBE;200105;210;41;62;837.0;144.9;7.6;1.1;22.5;73.6;9744
SBE;200106;240;0;53;837.9;318.5;9.8;-0.9;22.7;63.5;11300
SBE;200107;197;0;61;838.6;259.5;12.8;5.4;22.6;73.3;9405
SBE;200108;204;0;53;840.6;241.6;13.8;4.6;23.8;72.6;11250
SBE;200109;142;0;69;835.3;162.2;6.0;-0.9;15.7;73.3;6959
SBE;200110;100;0;54;842.3;132.8;7.7;-1.9;19.2;74.3;7999
SBE;200111;74;3;45;836.5;26.0;0.4;-8.5;13.1;60.1;6707
SBE;200112;64;0;33;834.9;3.8;-4.2;-15.6;7.5;48.1;7479
SBE;200201;71;4;28;841.2;21.4;-1.8;-14.9;11.9;43.3;7951
SBE;200202;97;31;55;834.5;75.2;-0.8;-10.0;8.5;64.5;6007
SBE;200203;160;32;56;835.8;85.6;0.5;-9.0;13.2;63.3;9905
SBE;200204;189;2;69;832.6;62.9;2.7;-3.4;13.1;67.3;8622
SBE;200205;184;4;74;835.6;456.6;6.3;-4.4;16.9;77.6;6702
SBE;200206;241;0;62;840.1;187.4;12.7;3.4;25.9;72.2;10812
SBE;200207;197;0;63;838.5;253.9;12.2;5.6;21.9;75.8;8809
SBE;200208;171;0;66;838.1;222.9;11.9;5.6;21.3;76.7;7818
SBE;200209;137;0;67;837.9;87.2;7.7;-2.8;16.6;75.6;6821
SBE;200210;102;0;59;835.7;150.5;4.9;-3.8;15.8;69.3;7734
SBE;200211;45;14;82;830.9;747.2;1.2;-6.6;10.9;81.2;2775
SBE;200212;50;44;66;833.3;50.5;-1.5;-11.8;8.0;72.5;3806
SBE;200301;75;69;48;830.6;62.7;-4.5;-17.6;8.2;55.0;7096
SBE;200302;123;79;25;833.9;22.3;-7.0;-17.9;4.9;45.8;8815
SBE;200303;184;51;40;839.6;3.4;1.3;-6.6;11.0;54.7;12412
SBE;200304;183;4;60;834.5;112.5;1.9;-12.7;13.7;68.2;8278
SBE;200305;208;0;65;839.9;107.3;8.3;-1.4;18.9;70.6;9184
SBE;200306;255;0;53;841.5;65.7;15.4;5.5;24.8;66.1;12192
SBE;200307;222;0;57;840.5;147.5;14.2;5.1;24.8;67.8;10630
SBE;200308;221;0;42;842.5;162.6;16.5;5.2;27.6;59.8;13458
SBE;200309;160;0;53;841.7;66.9;8.6;-1.6;20.8;70.1;9812
SBE;200310;95;4;69;832.4;193.0;1.9;-10.5;14.1;77.0;6084
SBE;200311;63;27;57;836.7;205.4;0.9;-6.0;12.2;79.3;5214
SBE;200312;49;44;58;835.6;109.9;-2.5;-12.8;9.6;65.9;4542
SBE;200401;70;90;56;827.4;53.7;-4.6;-15.4;4.0;59.9;5526
SBE;200402;107;77;53;834.2;57.2;-2.2;-15.4;12.0;51.8;6661
SBE;200403;149;86;65;836.0;47.8;-1.8;-12.3;13.3;64.8;7313
SBE;200404;179;38;68;831.7;129.8;2.0;-6.0;12.1;71.9;7203
SBE;200405;239;0;56;834.0;140.5;5.6;-1.8;17.7;68.1;10466
SBE;200406;238;0;58;839.4;63.7;11.2;3.0;22.5;64.2;10334
SBE;200407;207;0;56;840.2;192.0;12.4;3.9;24.7;70.7;8999
SBE;200408;166;0;68;839.1;274.3;12.1;3.5;24.2;76.9;7760
SBE;200409;151;0;59;841.9;42.9;9.9;0.5;21.9;74.4;8574
SBE;200410;64;2;87;836.1;318.1;5.7;-3.7;14.5;89.3;3303
SBE;200411;66;2;50;836.3;106.9;0.2;-7.7;12.5;64.1;5486
SBE;200412;54;42;43;835.5;71.4;-2.4;-15.5;8.1;68.4;6093
SBE;200501;80;47;34;836.6;23.9;-3.6;-15.5;10.0;50.3;7782
SBE;200502;118;41;55;829.4;9.0;-7.2;-20.1;5.1;57.4;6230
SBE;200503;165;25;50;833.3;67.2;-1.2;-21.3;12.6;63.2;10121
SBE;200504;182;8;67;833.3;125.9;2.3;-5.9;18.3;71.1;7842
SBE;200505;209;0;60;837.8;176.0;7.6;-1.5;21.5;71.0;9994
SBE;200506;256;0;52;840.7;113.1;12.1;-0.1;25.2;68.1;11907
SBE;200507;211;0;66;839.3;92.0;12.7;3.9;23.1;70.1;8029
SBE;200508;168;0;68;837.8;117.4;10.8;2.7;20.3;76.1;8509
SBE;200509;134;0;69;838.7;103.5;9.6;2.4;21.9;84.2;7835
SBE;200510;84;0;56;839.5;73.0;4.9;-2.8;18.3;84.0;7609
SBE;200511;60;3;50;833.3;40.9;-1.2;-13.3;11.9;76.0;5993
SBE;200512;52;44;47;830.1;63.5;-5.2;-15.1;5.9;67.5;4869
SBE;200601;65;46;43;835.6;48.9;-6.1;-16.7;8.6;66.5;6187
SBE;200602;102;89;52;827.6;91.2;-4.0;-13.4;9.4;63.8;5784
SBE;200603;158;104;64;827.1;82.3;-3.2;-15.9;11.3;68.4;6853
SBE;200604;204;47;61;831.9;88.3;2.6;-9.9;12.3;69.8;6828
SBE;200605;191;-;72;836.3;125.4;7.0;-1.6;18.3;73.6;5992
SBE;200606;240;-;64;840.6;63.6;11.5;-1.6;23.0;68.2;9189
SBE;200607;253;-;59;842.2;170.4;15.4;7.2;24.8;72.2;12288
SBE;200608;158;-;71;834.1;207.0;9.7;1.6;18.3;72.8;6084
SBE;200609;151;-;61;838.7;129.1;11.2;2.5;24.7;77.8;8515
SBE;200610;88;-;65;837.4;254.1;6.8;-1.6;16.9;78.0;6380
SBE;200611;67;-;64;837.9;70.0;2.3;-5.8;14.2;68.0;5999
SBE;200612;55;25;39;840.5;167.9;-0.9;-10.8;7.9;66.3;6945
SBE;200701;62;39;55;836.2;93.3;-0.8;-12.9;12.5;67.0;5763
SBE;200702;87;53;61;830.3;36.3;-0.7;-8.6;9.3;69.3;5177
SBE;200703;151;52;63;831.5;97.3;0.1;-9.1;9.9;66.2;8543
SBE;200704;232;11;49;837.6;20.8;6.9;-2.6;17.4;66.7;12575
SBE;200705;193;-;72;833.0;178.0;8.2;0.2;20.3;71.4;7509
SBE;200706;189;-;80;835.4;314.2;11.0;2.5;20.1;81.0;6326
SBE;200707;222;-;49;837.5;179.4;12.3;2.8;22.0;70.0;9691
SBE;200708;174;-;73;837.0;243.1;11.6;2.8;22.3;77.2;7346
SBE;200709;168;-;60;838.1;135.9;7.5;-0.9;19.0;72.0;9777
SBE;200710;125;-;52;838.6;14.2;4.6;-6.5;18.4;72.0;9703
SBE;200711;71;15;53;833.7;122.5;-0.7;-11.1;15.6;64.7;5829
SBE;200712;63;43;43;836.7;26.0;-3.1;-14.8;6.3;59.7;6761
SBE;200801;59;94;58;836.9;151.2;-1.6;-12.1;11.0;69.5;5241
SBE;200802;121;94;30;840.5;36.7;-1.2;-11.2;10.4;59.2;9016
SBE;200803;161;72;67;825.0;89.7;-1.2;-12.2;11.0;64.6;7445
SBE;200804;168;71;79;828.9;235.5;1.2;-8.6;9.8;76.0;5169
SBE;200805;201;-;73;835.0;247.6;7.1;-1.7;17.4;77.3;6981
SBE;200806;221;-;70;837.3;148.7;11.6;2.6;22.0;76.1;8910
SBE;200807;219;-;62;837.8;280.0;12.4;4.3;22.7;73.1;9860
SBE;200808;197;-;57;837.6;192.9;12.6;4.8;22.0;77.3;9984
SBE;200809;139;-;70;836.5;332.3;7.6;-1.7;20.8;77.2;7982
SBE;200810;95;-;63;837.1;270.7;5.4;-3.9;18.1;80.3;6873
SBE;200811;54;13;75;832.1;221.0;-0.5;-11.8;9.6;80.1;3157
SBE;200812;50;93;65;832.0;128.8;-3.5;-16.2;7.4;76.5;4101
SBE;200901;68;94;56;828.3;75.7;-4.8;-14.1;3.9;65.6;5490
SBE;200902;109;149;65;827.7;120.3;-4.2;-12.1;8.3;67.4;6132
SBE;200903;162;127;64;829.6;115.0;-0.9;-10.6;8.1;63.0;7943
SBE;200904;175;78;73;832.9;167.7;3.3;-4.0;11.0;76.1;5421
SBE;200905;226;-;61;839.2;71.9;8.6;-0.6;24.1;68.1;8519
SBE;200906;227;-;67;836.2;215.3;11.0;2.1;22.4;67.4;9132
SBE;200907;225;-;61;838.9;201.8;13.0;1.9;22.2;73.4;9970
SBE;200908;210;-;54;840.6;97.6;14.1;4.4;23.9;76.1;10706
SBE;200909;166;-;53;839.7;72.9;10.5;1.0;19.2;77.1;9824
SBE;200910;109;-;56;835.7;65.1;5.0;-6.4;17.0;66.7;7536
SBE;200911;60;7;61;831.6;160.5;1.1;-6.0;13.3;78.3;4562
SBE;200912;51;88;58;824.5;158.1;-4.9;-16.5;7.2;69.9;4083
SBE;201001;73;107;52;826.2;25.8;-6.0;-16.2;4.7;62.8;5888
SBE;201002;94;104;68;822.0;61.3;-5.1;-13.9;4.5;71.9;4119
SBE;201003;150;97;64;832.1;107.8;-1.9;-16.1;8.4;66.9;7197
SBE;201004;215;72;55;835.0;66.6;2.8;-8.4;14.1;67.6;9129
SBE;201005;180;-;75;831.8;389.3;5.5;-0.4;19.3;76.3;4996
SBE;201006;200;-;67;835.6;158.7;11.1;1.4;22.9;72.2;7767
SBE;201007;243;-;57;839.8;104.3;14.5;5.5;25.5;70.8;11215
SBE;201008;184;-;65;837.3;240.8;11.9;2.8;22.1;76.8;8654
SBE;201009;157;-;60;835.6;154.1;8.4;1.0;17.9;73.6;8587
SBE;201010;89;-;65;833.5;119.9;3.5;-5.5;14.7;77.7;5956
SBE;201011;59;17;74;825.9;180.8;-0.6;-15.4;14.7;80.5;3505
SBE;201012;49;55;64;826.3;99.8;-5.8;-18.0;5.8;70.0;4019
SBE;201101;66;75;-;833.3;61.7;-3.7;-15.1;9.6;69.0;5868
SBE;201102;111;77;-;832.8;30.3;-0.5;-9.8;11.6;56.0;6818
SBE;201103;153;70;-;836.3;46.4;0.4;-9.3;10.5;68.4;8257
SBE;201104;221;-;-;836.3;16.8;5.8;-2.9;18.4;61.9;11180
SBE;201105;240;-;-;838.4;96.6;8.8;-1.8;20.5;68.3;11277
SBE;201106;197;-;-;837.7;180.1;11.1;3.3;25.5;74.5;7258
SBE;201107;193;-;-;834.8;323.2;11.1;3.3;20.6;73.7;7952
SBE;201108;203;-;-;839.1;187.3;13.6;2.9;24.5;74.7;10393
SBE;201109;166;-;-;839.7;136.8;11.3;0.6;22.5;76.8;10013
SBE;201110;127;-;-;839.2;65.2;4.8;-5.6;20.5;70.7;9639
SBE;201111;74;-;-;839.2;137.7;2.1;-4.6;10.8;68.5;7619
SBE;201112;46;20;-;833.5;68.9;-2.4;-12.3;8.4;74.3;4032
SBE;201201;61;52;-;834.9;66.9;-2.7;-15.1;7.5;63.7;4941
SBE;201202;118;44;-;833.4;3.3;-5.6;-20.1;11.9;50.1;7844
SBE;201203;178;18;-;840.8;62.2;2.8;-8.6;13.8;58.9;10965
SBE;201204;160;14;-;826.0;180.9;1.8;-6.7;16.8;77.8;4985
SBE;201205;229;-;-;835.7;156.7;7.4;-2.9;20.1;68.8;9598
SBE;201206;192;-;-;837.2;206.9;11.7;1.6;21.5;78.2;6861
SBE;201207;209;-;-;838.1;194.6;13.0;4.7;23.9;74.8;9143
SBE;201208;195;-;-;840.3;277.3;13.8;3.8;25.6;77.4;10224
SBE;201209;148;-;-;837.4;191.6;9.3;1.4;19.0;77.7;8205
SBE;201210;92;-;-;833.6;139.0;4.9;-7.7;19.2;81.4;5969
SBE;201211;64;-;-;832.3;201.2;0.8;-7.1;11.9;77.5;4901
SBE;201212;55;33;-;830.6;45.8;-4.3;-16.2;11.6;70.8;4871
SBE;201301;69;43;-;828.7;39.4;-2.8;-16.6;9.0;61.0;5764
SBE;201302;111;52;-;826.0;17.4;-6.0;-15.4;4.4;61.3;5940
SBE;201303;145;60;-;824.0;60.4;-2.0;-11.9;6.3;71.4;6421
SBE;201304;175;39;-;832.8;223.8;3.0;-11.1;15.8;76.1;6830
SBE;201305;177;-;-;830.8;303.3;4.7;-2.6;13.9;77.3;4142
SBE;201306;235;-;-;838.0;100.6;10.1;1.0;22.6;72.0;7907
SBE;201307;259;-;-;841.4;82.0;14.5;4.6;23.4;70.7;12372
SBE;201308;214;-;-;840.0;138.9;12.8;4.6;25.4;73.8;10545
SBE;201309;165;-;-;837.1;141.0;10.1;1.2;22.0;69.0;9208
SBE;201310;72;-;-;837.9;383.4;5.8;-2.8;14.1;86.4;3482
SBE;201311;59;9;-;831.2;126.2;-0.2;-12.1;12.1;75.2;4502
SBE;201312;56;38;-;838.8;253.1;-0.6;-11.6;11.2;61.4;6318
SBE;201401;55;159;-;828.6;245.6;-3.5;-15.4;5.6;81.9;3382
SBE;201402;84;231;-;828.7;258.3;-3.4;-14.4;2.0;83.1;4072
SBE;201403;177;194;-;833.5;113.6;0.4;-9.9;11.6;67.8;9755
SBE;201404;217;90;-;832.5;79.5;3.9;-3.9;12.7;68.2;8561
SBE;201405;210;-;-;835.0;117.3;5.9;-1.9;16.5;71.3;6878
SBE;201406;249;-;-;837.9;234.4;11.2;3.0;23.9;70.4;10456
SBE;201407;188;-;-;836.7;246.4;12.0;4.9;23.3;77.4;6635
SBE;201408;150;-;-;836.6;240.9;11.0;3.1;19.5;81.4;5285
SBE;201409;146;-;-;838.5;59.9;9.4;0.0;18.0;77.0;7461
SBE;201410;87;-;-;838.2;286.6;7.0;-3.1;16.0;80.0;5612
SBE;201411;47;16;-;832.4;453.7;2.2;-4.2;13.3;88.7;3270
SBE;201412;49;4;-;834.5;52.4;-0.9;-12.2;11.3;69.7;3825
SBE;201501;66;39;-;832.8;110.1;-2.5;-13.9;12.5;65.1;4980
SBE;201502;107;72;-;829.8;93.1;-4.0;-13.2;8.1;64.7;5723
SBE;201503;141;67;-;835.2;67.1;0.3;-7.3;13.3;69.0;7176
SBE;201504;216;15;-;837.1;95.6;3.5;-7.8;15.3;61.7;10006
SBE;201505;201;0;-;836.1;225.7;7.7;-0.5;19.4;73.9;8177
SBE;201506;229;0;-;839.9;103.9;12.0;3.5;23.8;71.9;9180
SBE;201507;255;0;-;840.1;102.9;16.2;6.2;26.6;70.9;12590
SBE;201508;200;0;-;839.8;248.3;13.2;5.6;24.7;80.6;10387
SBE;201509;116;0;-;837.1;323.2;7.7;-0.6;16.1;81.7;6021
SBE;201510;104;0;-;836.0;147.9;4.6;-1.7;14.0;78.7;7343
SBE;201511;85;0;-;838.4;6.9;3.8;-10.2;17.9;55.9;8527
SBE;201512;64;0;-;845.1;0.2;1.0;-6.6;12.2;59.0;8267
SBE;201601;66;24;-;831.2;69.9;-3.0;-17.8;10.7;70.9;5521
SBE;201602;90;59;-;829.5;145.1;-1.7;-11.3;11.8;74.9;4452
SBE;201603;164;91;-;829.4;116.8;-1.2;-11.7;8.0;66.3;8695
SBE;201604;153;18;-;831.3;221.2;2.9;-6.9;14.7;76.9;4947
SBE;201605;186;0;-;833.6;240.6;5.9;-1.6;16.3;75.1;6173
SBE;201606;213;0;-;836.3;272.0;10.7;2.7;23.6;77.3;6931
SBE;201607;221;0;-;840.4;133.1;13.7;3.4;23.9;73.1;9700
SBE;201608;219;0;-;841.6;113.4;13.1;5.1;24.4;72.6;11263
SBE;201609;176;0;-;840.4;47.3;11.0;2.8;22.0;75.8;10229
SBE;201610;97;0;-;837.7;112.8;4.8;-3.0;17.2;71.8;6859
SBE;201611;59;5;-;833.4;178.1;0.5;-9.1;12.9;78.0;3979
SBE;201612;63;1;-;843.5;5.1;1.0;-8.8;13.8;51.7;8031
SBE;201701;73;3;-;834.2;15.8;-5.7;-13.7;5.4;59.8;7011
SBE;201702;91;43;-;834.4;135.9;-1.1;-10.1;8.3;74.0;4578
SBE;201703;154;63;-;835.2;159.0;2.6;-6.7;13.3;66.6;8496
SBE;201704;221;4;-;835.1;155.0;3.5;-7.9;16.3;61.1;10498
SBE;201705;241;5;-;837.1;138.1;7.9;-4.2;20.5;71.0;10329
SBE;201706;249;0;-;838.3;228.1;13.5;1.0;25.2;71.5;11235
SBE;201707;238;0;-;839.1;102.2;13.4;4.0;24.2;72.5;10279
SBE;201708;188;0;-;840.9;249.3;13.7;3.6;24.3;75.4;8866
SBE;201709;136;0;-;836.2;222.5;7.2;0.0;18.3;76.4;6003
SBE;201710;129;0;-;840.3;4.6;6.7;-3.1;18.5;61.0;9860
SBE;201711;70;5;-;833.0;85.9;-0.4;-10.3;13.1;69.9;5556
SBE;201712;54;49;-;832.1;146.3;-3.6;-14.8;9.9;68.5;5359
SBE;201801;58;109;-;833.2;147.1;-2.1;-13.4;9.0;80.2;4215
SBE;201802;110;117;-;826.7;22.7;-6.4;-20.9;6.8;69.2;6208
SBE;201803;137;129;-;822.4;145.9;-1.9;-13.9;5.5;76.2;5930
SBE;201804;196;103;-;835.0;170.5;4.0;-6.6;15.2;76.3;9055
SBE;201805;193;1;-;835.5;135.0;8.4;1.2;19.2;78.6;5806
SBE;201806;249;0;-;837.5;94.8;12.6;4.9;23.3;67.5;10336
SBE;201807;243;0;-;838.6;148.8;14.7;7.6;24.7;67.8;11212
SBE;201808;209;0;-;840.3;182.5;14.4;3.1;25.9;73.6;10655
SBE;201809;181;0;-;841.6;47.4;11.3;0.1;21.0;73.4;11000
SBE;201810;99;2;-;837.5;303.4;6.7;-1.1;18.1;77.4;7426
SBE;201811;44;16;-;835.0;198.1;0.8;-8.2;10.0;88.3;1905
SBE;201812;60;32;-;836.4;62.9;-1.5;-13.9;9.6;65.0;5872
